Orthogroup	CquinquefasciatusJHB2020	AdirusWRAIR2
OG0005053	CQUJHB016128	ADIR008132
OG0005054	CQUJHB010916	ADIR008118
OG0005055	CQUJHB002922	ADIR005826
OG0005056	CQUJHB010414	ADIR005831
OG0005057	CQUJHB011225	ADIR007981
OG0005058	CQUJHB004583	ADIR005827
OG0005059	CQUJHB014574	ADIR005342
OG0005060	CQUJHB011969	ADIR005347
OG0005061	CQUJHB001517	ADIR007062
OG0005062	CQUJHB008593	ADIR011326
OG0005063	CQUJHB012615	ADIR005980
OG0005064	CQUJHB016818	ADIR005942
OG0005065	CQUJHB007926	ADIR007088, ADIR006688
OG0005066	CQUJHB017029	ADIR002142
OG0005067	CQUJHB004476	ADIR002066
OG0005068	CQUJHB010691	ADIR002067
OG0005069	CQUJHB001479	ADIR009379
OG0005070	CQUJHB014087	ADIR009305
OG0005071	CQUJHB017154	ADIR009381
OG0005072	CQUJHB006341	ADIR009306
OG0005073	CQUJHB006405	ADIR010004
OG0005074	CQUJHB012405	ADIR009380
OG0005075	CQUJHB007735	ADIR010009
OG0005077	CQUJHB003533	ADIR004797
OG0005078	CQUJHB013388	ADIR000703
OG0005079	CQUJHB015392	ADIR000694
OG0005080	CQUJHB014310	ADIR000700
OG0005081	CQUJHB016242	ADIR000699
OG0005082	CQUJHB003969	ADIR000704
OG0005083	CQUJHB007493	ADIR004780
OG0005084	CQUJHB012185	ADIR004796
OG0005085	CQUJHB008774	ADIR001967
OG0005086	CQUJHB016164	ADIR001968
OG0005087	CQUJHB016107	ADIR001958
OG0005088	CQUJHB013769	ADIR005840
OG0005089	CQUJHB017871	ADIR002865
OG0005090	CQUJHB015767	ADIR008538
OG0005091	CQUJHB005951	ADIR005839
OG0005092	CQUJHB005791	ADIR006713
OG0005093	CQUJHB014131	ADIR007728
OG0005094	CQUJHB007467	ADIR004164
OG0005095	CQUJHB007444	ADIR004169
OG0005096	CQUJHB000603	ADIR004168
OG0005097	CQUJHB003580	ADIR008819
OG0005098	CQUJHB016815	ADIR008818
OG0005099	CQUJHB014279	ADIR004155
OG0005100	CQUJHB006206	ADIR008820
OG0005101	CQUJHB012981	ADIR006651
OG0005102	CQUJHB013968	ADIR007967
OG0005103	CQUJHB013748	ADIR004163
OG0005104	CQUJHB015300	ADIR005737
OG0005105	CQUJHB007531	ADIR009645
OG0005106	CQUJHB016793	ADIR009637
OG0005107	CQUJHB009124	ADIR005736
OG0005108	CQUJHB011210	ADIR003365
OG0005109	CQUJHB011496	ADIR003303
OG0005110	CQUJHB009613	ADIR003304
OG0005111	CQUJHB006625	ADIR003364
OG0005112	CQUJHB013342	ADIR000453
OG0005113	CQUJHB005207	ADIR002779
OG0005114	CQUJHB009975	ADIR000454
OG0005115	CQUJHB010759	ADIR000452
OG0005116	CQUJHB008580	ADIR000451
OG0005117	CQUJHB014906	ADIR008994
OG0005118	CQUJHB007381	ADIR000813
OG0005119	CQUJHB017957	ADIR000928
OG0005120	CQUJHB009883	ADIR014073
OG0005121	CQUJHB006323	ADIR015961
OG0005122	CQUJHB017525	ADIR010345
OG0005123	CQUJHB001809	ADIR010330
OG0005124	CQUJHB011317	ADIR010347
OG0005125	CQUJHB010218	ADIR010350
OG0005126	CQUJHB002385	ADIR010349
OG0005127	CQUJHB004661	ADIR010346
OG0005128	CQUJHB018263	ADIR000274
OG0005129	CQUJHB002981	ADIR002229
OG0005130	CQUJHB002096	ADIR000272
OG0005131	CQUJHB002652	ADIR000466
OG0005132	CQUJHB003448	ADIR007115
OG0005133	CQUJHB017627	ADIR007116
OG0005134	CQUJHB000675	ADIR007121
OG0005135	CQUJHB006466	ADIR007118
OG0005136	CQUJHB012420	ADIR007124
OG0005137	CQUJHB006240	ADIR007122
OG0005138	CQUJHB018333	ADIR007120
OG0005139	CQUJHB016922	ADIR007125
OG0005140	CQUJHB004703	ADIR004050
OG0005141	CQUJHB007946	ADIR004049
OG0005142	CQUJHB016734	ADIR005960
OG0005143	CQUJHB017817	ADIR009930
OG0005144	CQUJHB016108, CQUJHB016132	ADIR010326
OG0005145	CQUJHB007183	ADIR009933
OG0005146	CQUJHB014609	ADIR000120
OG0005147	CQUJHB007551	ADIR000122
OG0005149	CQUJHB013244	ADIR002980
OG0005150	CQUJHB014816	ADIR008329
OG0005151	CQUJHB012271	ADIR006467
OG0005152	CQUJHB014039	ADIR011703
OG0005153	CQUJHB010979	ADIR006154
OG0005154	CQUJHB016123	ADIR006193, ADIR006192, ADIR006194
OG0005155	CQUJHB007793	ADIR006153
OG0005156	CQUJHB002945	ADIR006183
OG0005157	CQUJHB014725	ADIR005923
OG0005158	CQUJHB005761	ADIR006168
OG0005159	CQUJHB000485	ADIR006846
OG0005160	CQUJHB011817	ADIR008370
OG0005161	CQUJHB004743	ADIR005498
OG0005162	CQUJHB010607	ADIR006844
OG0005164	CQUJHB014580	ADIR006845
OG0005165	CQUJHB018061	ADIR005501
OG0005166	CQUJHB015954	ADIR006848
OG0005167	CQUJHB013255	ADIR000922
OG0005168	CQUJHB013349	ADIR000925
OG0005169	CQUJHB011335	ADIR000531
OG0005170	CQUJHB005460	ADIR000228
OG0005171	CQUJHB005050	ADIR000227
OG0005172	CQUJHB012792	ADIR001830
OG0005173	CQUJHB004626	ADIR000385
OG0005174	CQUJHB014661	ADIR000554
OG0005175	CQUJHB012740	ADIR009683
OG0005176	CQUJHB017217	ADIR009684
OG0005177	CQUJHB016776	ADIR007482
OG0005178	CQUJHB004685	ADIR007498
OG0005179	CQUJHB007324	ADIR007484
OG0005180	CQUJHB018474	ADIR003818
OG0005181	CQUJHB009330	ADIR007866
OG0005182	CQUJHB005305	ADIR007863
OG0005183	CQUJHB011886	ADIR010956
OG0005184	CQUJHB005699	ADIR006174
OG0005185	CQUJHB016168	ADIR005319
OG0005186	CQUJHB001910	ADIR010949
OG0005187	CQUJHB011826	ADIR005320
OG0005188	CQUJHB015696	ADIR005321
OG0005189	CQUJHB003855	ADIR009926
OG0005190	CQUJHB000605	ADIR005561
OG0005191	CQUJHB004955	ADIR010165
OG0005192	CQUJHB016914	ADIR005562
OG0005193	CQUJHB008183	ADIR010164
OG0005194	CQUJHB000768	ADIR010160
OG0005195	CQUJHB006218	ADIR009243
OG0005196	CQUJHB005241	ADIR009244
OG0005197	CQUJHB012173	ADIR016000
OG0005198	CQUJHB013815	ADIR004740
OG0005199	CQUJHB003973	ADIR004742
OG0005200	CQUJHB007448	ADIR004738
OG0005201	CQUJHB005383	ADIR007471
OG0005202	CQUJHB017287	ADIR005533
OG0005203	CQUJHB011219	ADIR007472
OG0005205	CQUJHB010690	ADIR000624
OG0005206	CQUJHB011588	ADIR000621
OG0005207	CQUJHB015598	ADIR011468
OG0005208	CQUJHB013214	ADIR011465
OG0005209	CQUJHB003418	ADIR000622
OG0005210	CQUJHB006253	ADIR000625
OG0005211	CQUJHB003712	ADIR000188
OG0005212	CQUJHB015015	ADIR000440
OG0005213	CQUJHB012031	ADIR000442
OG0005214	CQUJHB001919	ADIR001822
OG0005215	CQUJHB011856	ADIR000441
OG0005216	CQUJHB014299	ADIR000438
OG0005217	CQUJHB010266	ADIR000189
OG0005218	CQUJHB013741	ADIR000439
OG0005219	CQUJHB000026	ADIR001821
OG0005220	CQUJHB004225	ADIR011700
OG0005221	CQUJHB004909	ADIR005150
OG0005222	CQUJHB017808	ADIR005151
OG0005223	CQUJHB002952	ADIR003109
OG0005224	CQUJHB018255	ADIR003108
OG0005226	CQUJHB017767	ADIR003111
OG0005227	CQUJHB001452	ADIR004495
OG0005228	CQUJHB007801	ADIR003112
OG0005229	CQUJHB017933	ADIR004476
OG0005230	CQUJHB004292	ADIR003113
OG0005231	CQUJHB003985	ADIR009857
OG0005232	CQUJHB009400	ADIR008361
OG0005234	CQUJHB008786	ADIR004473
OG0005235	CQUJHB011201	ADIR008611
OG0005236	CQUJHB013874	ADIR001586
OG0005237	CQUJHB017137	ADIR001589
OG0005238	CQUJHB011094	ADIR001588
OG0005239	CQUJHB009878	ADIR010902
OG0005240	CQUJHB010312	ADIR011393
OG0005241	CQUJHB009036	ADIR011395
OG0005242	CQUJHB017874	ADIR004721
OG0005243	CQUJHB017196	ADIR004540
OG0005245	CQUJHB010249	ADIR001669
OG0005246	CQUJHB010215	ADIR004095
OG0005247	CQUJHB006447	ADIR003233
OG0005248	CQUJHB004180	ADIR004094
OG0005249	CQUJHB012052	ADIR008619
OG0005250	CQUJHB005180	ADIR008447
OG0005251	CQUJHB003549	ADIR000499
OG0005252	CQUJHB006382	ADIR009526
OG0005253	CQUJHB004082	ADIR009524
OG0005254	CQUJHB017556	ADIR009527
OG0005255	CQUJHB018378	ADIR007805
OG0005256	CQUJHB005606	ADIR007476
OG0005257	CQUJHB002852	ADIR003837
OG0005258	CQUJHB008484	ADIR003840
OG0005259	CQUJHB004766	ADIR000735
OG0005260	CQUJHB003433	ADIR004909
OG0005261	CQUJHB011328	ADIR000734
OG0005262	CQUJHB015755	ADIR000736
OG0005263	CQUJHB002480	ADIR000733
OG0005264	CQUJHB004086	ADIR004907
OG0005265	CQUJHB018388	ADIR007227
OG0005266	CQUJHB009459	ADIR008139
OG0005267	CQUJHB016159	ADIR005464
OG0005268	CQUJHB008813	ADIR004562
OG0005269	CQUJHB003044	ADIR010185
OG0005270	CQUJHB014182	ADIR002412
OG0005271	CQUJHB015095	ADIR008512
OG0005272	CQUJHB004781	ADIR002411
OG0005273	CQUJHB002938	ADIR015669
OG0005274	CQUJHB004313	ADIR015672
OG0005275	CQUJHB001952	ADIR010630
OG0005276	CQUJHB012511	ADIR008858
OG0005277	CQUJHB009003	ADIR010241
OG0005278	CQUJHB010129	ADIR008067
OG0005279	CQUJHB016884	ADIR008856
OG0005280	CQUJHB010093	ADIR010695
OG0005281	CQUJHB002173	ADIR010697
OG0005282	CQUJHB011691	ADIR004489
OG0005283	CQUJHB013672	ADIR000685
OG0005284	CQUJHB012324	ADIR007215
OG0005285	CQUJHB004150	ADIR000686
OG0005286	CQUJHB000351	ADIR000680
OG0005287	CQUJHB014095	ADIR005121
OG0005288	CQUJHB017266	ADIR005122
OG0005289	CQUJHB015461	ADIR005124
OG0005290	CQUJHB010338	ADIR009417
OG0005291	CQUJHB008943	ADIR004894
OG0005292	CQUJHB009286	ADIR009418
OG0005293	CQUJHB004815	ADIR009420
OG0005294	CQUJHB013219	ADIR009419
OG0005295	CQUJHB000549	ADIR011029
OG0005296	CQUJHB011900	ADIR004714
OG0005297	CQUJHB013709	ADIR004716
OG0005298	CQUJHB006932	ADIR006679
OG0005299	CQUJHB001972	ADIR015730
OG0005300	CQUJHB015287	ADIR016105
OG0005301	CQUJHB013168	ADIR016178
OG0005302	CQUJHB002759	ADIR003331
OG0005303	CQUJHB012954	ADIR003333
OG0005304	CQUJHB012452	ADIR002501
OG0005305	CQUJHB017239	ADIR010173
OG0005306	CQUJHB003775	ADIR003274
OG0005307	CQUJHB011290	ADIR010171
OG0005308	CQUJHB011534	ADIR010172
OG0005309	CQUJHB016181	ADIR000855
OG0005310	CQUJHB000580	ADIR001069
OG0005313	CQUJHB011027	ADIR003963
OG0005314	CQUJHB004960	ADIR001023
OG0005315	CQUJHB000710	ADIR001011
OG0005316	CQUJHB005931	ADIR004961
OG0005317	CQUJHB005098	ADIR009530
OG0005318	CQUJHB006019	ADIR009532
OG0005319	CQUJHB002214	ADIR009365
OG0005320	CQUJHB005851	ADIR009367
OG0005321	CQUJHB017745	ADIR009362
OG0005322	CQUJHB013174	ADIR009337
OG0005323	CQUJHB004584	ADIR006016
OG0005325	CQUJHB002372	ADIR006017
OG0005326	CQUJHB014256	ADIR006019
OG0005327	CQUJHB002373, CQUJHB018118	ADIR005667
OG0005328	CQUJHB017045	ADIR000047
OG0005329	CQUJHB011611	ADIR005670
OG0005330	CQUJHB012457	ADIR005668
OG0005331	CQUJHB012397	ADIR000045
OG0005332	CQUJHB017619	ADIR005669
OG0005333	CQUJHB001500	ADIR011624
OG0005334	CQUJHB011694	ADIR005221
OG0005335	CQUJHB003173	ADIR005220
OG0005336	CQUJHB010692	ADIR008723
OG0005337	CQUJHB009008	ADIR004652
OG0005338	CQUJHB005688	ADIR005217
OG0005339	CQUJHB008165	ADIR011718
OG0005340	CQUJHB008461	ADIR015670
OG0005341	CQUJHB006149	ADIR004352
OG0005342	CQUJHB014071	ADIR004354
OG0005343	CQUJHB000373	ADIR008640
OG0005344	CQUJHB003542	ADIR004350
OG0005345	CQUJHB001663	ADIR004349
OG0005346	CQUJHB011551	ADIR003403
OG0005347	CQUJHB017633	ADIR006509
OG0005348	CQUJHB013649	ADIR005420
OG0005349	CQUJHB003122	ADIR006663
OG0005350	CQUJHB007089	ADIR004526
OG0005351	CQUJHB009186	ADIR007884
OG0005352	CQUJHB012985	ADIR004528
OG0005353	CQUJHB011082	ADIR002557
OG0005354	CQUJHB002817	ADIR009002
OG0005355	CQUJHB004763	ADIR009728
OG0005356	CQUJHB002877	ADIR009363
OG0005357	CQUJHB005265	ADIR009727
OG0005358	CQUJHB009712	ADIR009064
OG0005359	CQUJHB015144	ADIR005929
OG0005360	CQUJHB002203	ADIR005925
OG0005361	CQUJHB014361	ADIR005917
OG0005362	CQUJHB006936	ADIR011320
OG0005363	CQUJHB012931	ADIR000597
OG0005364	CQUJHB004796	ADIR005927
OG0005365	CQUJHB002910	ADIR000592
OG0005366	CQUJHB006104	ADIR000594
OG0005367	CQUJHB015170	ADIR000591
OG0005368	CQUJHB000769	ADIR002186
OG0005369	CQUJHB008536	ADIR000005
OG0005370	CQUJHB002114	ADIR000468
OG0005371	CQUJHB017750	ADIR000007
OG0005372	CQUJHB013637	ADIR000471
OG0005373	CQUJHB003109	ADIR005950
OG0005374	CQUJHB013922	ADIR004123
OG0005375	CQUJHB003937	ADIR005965
OG0005376	CQUJHB000933	ADIR010006
OG0005377	CQUJHB003976	ADIR005968
OG0005378	CQUJHB004297	ADIR011686
OG0005379	CQUJHB000119	ADIR001868
OG0005380	CQUJHB016619	ADIR005258
OG0005381	CQUJHB008793	ADIR001909
OG0005382	CQUJHB016488	ADIR005259
OG0005383	CQUJHB008531	ADIR015889
OG0005384	CQUJHB008492	ADIR006289
OG0005385	CQUJHB016534	ADIR015883, ADIR016101
OG0005386	CQUJHB008312	ADIR011202
OG0005387	CQUJHB015997	ADIR015917
OG0005388	CQUJHB014971	ADIR007315
OG0005389	CQUJHB003157	ADIR007294
OG0005390	CQUJHB010768	ADIR007316
OG0005391	CQUJHB004818	ADIR007317
OG0005392	CQUJHB002830	ADIR004604
OG0005393	CQUJHB008751	ADIR001513
OG0005394	CQUJHB017190	ADIR001114
OG0005395	CQUJHB012259	ADIR005316
OG0005396	CQUJHB012011	ADIR010561
OG0005397	CQUJHB004098	ADIR010563
OG0005398	CQUJHB002699	ADIR002651
OG0005400	CQUJHB009484	ADIR004478
OG0005401	CQUJHB011658	ADIR002824
OG0005402	CQUJHB005796	ADIR009013
OG0005403	CQUJHB008267	ADIR010325
OG0005404	CQUJHB016758	ADIR009919
OG0005405	CQUJHB018238	ADIR003928
OG0005406	CQUJHB005790	ADIR002475
OG0005407	CQUJHB008036	ADIR011643
OG0005408	CQUJHB001926	ADIR009866
OG0005409	CQUJHB000672	ADIR009870
OG0005410	CQUJHB008773	ADIR006393
OG0005411	CQUJHB008179	ADIR009869
OG0005412	CQUJHB001029	ADIR010067
OG0005413	CQUJHB008342	ADIR009865
OG0005414	CQUJHB011934	ADIR009864
OG0005415	CQUJHB002774	ADIR006392
OG0005416	CQUJHB002146	ADIR009863
OG0005417	CQUJHB000059	ADIR003256, ADIR003255
OG0005418	CQUJHB004962	ADIR003248
OG0005419	CQUJHB001739	ADIR004579
OG0005420	CQUJHB016052	ADIR003253
OG0005421	CQUJHB016644	ADIR003252
OG0005422	CQUJHB009527	ADIR004577
OG0005423	CQUJHB011044	ADIR003250
OG0005424	CQUJHB013658	ADIR003246
OG0005425	CQUJHB003568	ADIR002697
OG0005426	CQUJHB009620	ADIR002076
OG0005428	CQUJHB016489	ADIR003051
OG0005429	CQUJHB017707, CQUJHB016939	ADIR015502
OG0005430	CQUJHB002496	ADIR003040
OG0005431	CQUJHB012440	ADIR003036
OG0005432	CQUJHB009823	ADIR003054
OG0005433	CQUJHB013588	ADIR003049
OG0005434	CQUJHB002553	ADIR003053
OG0005435	CQUJHB015978	ADIR003042
OG0005436	CQUJHB010952	ADIR003038
OG0005437	CQUJHB001848	ADIR003058
OG0005438	CQUJHB012697	ADIR009414
OG0005439	CQUJHB008975	ADIR000288
OG0005440	CQUJHB001950	ADIR008231
OG0005441	CQUJHB001665	ADIR008232
OG0005442	CQUJHB000260	ADIR010623
OG0005443	CQUJHB008575	ADIR008351
OG0005444	CQUJHB012727	ADIR015979
OG0005445	CQUJHB012853	ADIR010333
OG0005446	CQUJHB011200	ADIR010339
OG0005447	CQUJHB000435	ADIR003075
OG0005448	CQUJHB015279	ADIR003073
OG0005449	CQUJHB010183	ADIR010337
OG0005450	CQUJHB015706	ADIR010336
OG0005451	CQUJHB016859	ADIR010338
OG0005452	CQUJHB006772	ADIR015980
OG0005453	CQUJHB015186	ADIR014899
OG0005454	CQUJHB004538	ADIR010332
OG0005455	CQUJHB016848	ADIR004100
OG0005456	CQUJHB016988	ADIR009160
OG0005458	CQUJHB001387	ADIR000027
OG0005459	CQUJHB014735	ADIR004029
OG0005460	CQUJHB010520	ADIR006774
OG0005461	CQUJHB013698	ADIR006777
OG0005462	CQUJHB017344	ADIR004027
OG0005463	CQUJHB008178	ADIR006778
OG0005464	CQUJHB015608	ADIR006607
OG0005465	CQUJHB004999	ADIR015697
OG0005466	CQUJHB013774	ADIR008023
OG0005467	CQUJHB012339	ADIR010574
OG0005468	CQUJHB001678	ADIR010575
OG0005469	CQUJHB018041	ADIR008259
OG0005470	CQUJHB009242	ADIR010581
OG0005471	CQUJHB001521	ADIR010579
OG0005472	CQUJHB002386	ADIR010570
OG0005473	CQUJHB010177	ADIR000030
OG0005474	CQUJHB007822	ADIR000036
OG0005475	CQUJHB011327	ADIR000032
OG0005476	CQUJHB017136	ADIR000028
OG0005477	CQUJHB011627	ADIR000039
OG0005478	CQUJHB004783	ADIR000041
OG0005479	CQUJHB008037	ADIR000038
OG0005480	CQUJHB016499	ADIR000035
OG0005481	CQUJHB017562	ADIR001311
OG0005482	CQUJHB002334	ADIR001467
OG0005483	CQUJHB013958	ADIR011751
OG0005484	CQUJHB010220	ADIR001315
OG0005485	CQUJHB007529	ADIR006671
OG0005486	CQUJHB016453	ADIR001498
OG0005487	CQUJHB004349	ADIR004038
OG0005488	CQUJHB010910	ADIR004678
OG0005490	CQUJHB007275	ADIR007015
OG0005491	CQUJHB016112	ADIR007018
OG0005492	CQUJHB009381	ADIR007019
OG0005493	CQUJHB000136	ADIR015903
OG0005494	CQUJHB008050	ADIR007014
OG0005495	CQUJHB007180	ADIR006227
OG0005496	CQUJHB008410	ADIR006223
OG0005497	CQUJHB009355	ADIR006219
OG0005498	CQUJHB008797	ADIR006224
OG0005499	CQUJHB011906	ADIR006222
OG0005500	CQUJHB017632	ADIR006228
OG0005501	CQUJHB006292	ADIR006220
OG0005502	CQUJHB009263	ADIR006226
OG0005503	CQUJHB016072	ADIR000840
OG0005505	CQUJHB005406	ADIR006394
OG0005506	CQUJHB010062	ADIR003921
OG0005507	CQUJHB009044	ADIR011688
OG0005508	CQUJHB014992	ADIR006397
OG0005509	CQUJHB009921	ADIR006396
OG0005510	CQUJHB007283	ADIR001565
OG0005511	CQUJHB004691	ADIR010719
OG0005512	CQUJHB000374	ADIR011518
OG0005513	CQUJHB005072	ADIR001980
OG0005514	CQUJHB005312	ADIR001982
OG0005515	CQUJHB008988	ADIR000328
OG0005516	CQUJHB009031	ADIR000489
OG0005517	CQUJHB015447	ADIR015995
OG0005518	CQUJHB010883	ADIR011124
OG0005519	CQUJHB010476	ADIR011132
OG0005520	CQUJHB000826	ADIR011133
OG0005521	CQUJHB008898	ADIR011134
OG0005522	CQUJHB014038	ADIR011131
OG0005523	CQUJHB014701	ADIR015987
OG0005524	CQUJHB016452	ADIR011250
OG0005525	CQUJHB000959	ADIR011130
OG0005526	CQUJHB013896	ADIR005406
OG0005527	CQUJHB011818	ADIR005409
OG0005528	CQUJHB004118	ADIR006064
OG0005529	CQUJHB014254	ADIR006065
OG0005530	CQUJHB004652	ADIR006060
OG0005531	CQUJHB000843	ADIR007892
OG0005532	CQUJHB017531	ADIR008062
OG0005533	CQUJHB004780	ADIR008659
OG0005534	CQUJHB010112	ADIR016080
OG0005535	CQUJHB005687	ADIR010541
OG0005536	CQUJHB012473	ADIR010543
OG0005537	CQUJHB000945	ADIR010551
OG0005538	CQUJHB008275	ADIR010546
OG0005539	CQUJHB011374	ADIR010545
OG0005540	CQUJHB011107	ADIR001089
OG0005541	CQUJHB013399	ADIR007792
OG0005542	CQUJHB007617	ADIR007791
OG0005543	CQUJHB004561	ADIR007789
OG0005544	CQUJHB003564	ADIR007793
OG0005545	CQUJHB015823	ADIR004917
OG0005546	CQUJHB003360	ADIR005116
OG0005547	CQUJHB009931	ADIR003205
OG0005548	CQUJHB007480	ADIR003206
OG0005549	CQUJHB005125	ADIR003202
OG0005550	CQUJHB003388	ADIR003214
OG0005551	CQUJHB004768	ADIR002260
OG0005552	CQUJHB007521	ADIR010153
OG0005553	CQUJHB011452	ADIR001894
OG0005554	CQUJHB000354	ADIR009505
OG0005555	CQUJHB007252	ADIR000268
OG0005556	CQUJHB009362	ADIR001895
OG0005557	CQUJHB004393	ADIR009504
OG0005558	CQUJHB006891	ADIR001893
OG0005559	CQUJHB009820	ADIR001890
OG0005560	CQUJHB006763	ADIR009652
OG0005561	CQUJHB010647	ADIR000213
OG0005562	CQUJHB005411	ADIR009445
OG0005563	CQUJHB013350	ADIR009449
OG0005564	CQUJHB010405	ADIR009447
OG0005566	CQUJHB007139	ADIR009444
OG0005567	CQUJHB014600	ADIR009446
OG0005568	CQUJHB001181	ADIR001619
OG0005569	CQUJHB010315	ADIR001618
OG0005570	CQUJHB007944	ADIR001620
OG0005571	CQUJHB015829	ADIR001617
OG0005572	CQUJHB005245	ADIR006466
OG0005573	CQUJHB000520	ADIR010602
OG0005574	CQUJHB014972	ADIR010593
OG0005575	CQUJHB018427	ADIR006526
OG0005576	CQUJHB012750	ADIR010595
OG0005577	CQUJHB011667	ADIR010594
OG0005578	CQUJHB017120	ADIR010601
OG0005579	CQUJHB001050	ADIR010596
OG0005580	CQUJHB000257	ADIR006527
OG0005581	CQUJHB013965	ADIR005481
OG0005582	CQUJHB004133	ADIR005802
OG0005583	CQUJHB007058	ADIR014781
OG0005584	CQUJHB017459	ADIR002425
OG0005585	CQUJHB007698	ADIR008388
OG0005586	CQUJHB012598	ADIR010976
OG0005588	CQUJHB006003	ADIR004823
OG0005589	CQUJHB005907	ADIR010983
OG0005590	CQUJHB014771	ADIR006857
OG0005591	CQUJHB007375	ADIR005040
OG0005592	CQUJHB006678	ADIR010977
OG0005593	CQUJHB013497	ADIR010975
OG0005594	CQUJHB001002	ADIR007506
OG0005595	CQUJHB007840	ADIR007507
OG0005597	CQUJHB008523	ADIR009174
OG0005598	CQUJHB016358	ADIR009170
OG0005599	CQUJHB014172	ADIR011544
OG0005600	CQUJHB016095	ADIR007801
OG0005601	CQUJHB017799	ADIR009780
OG0005602	CQUJHB003786	ADIR015688
OG0005603	CQUJHB000956	ADIR009963
OG0005604	CQUJHB009054	ADIR009960
OG0005605	CQUJHB017656	ADIR011645
OG0005606	CQUJHB012423	ADIR002389
OG0005607	CQUJHB013636	ADIR001132
OG0005608	CQUJHB001947	ADIR014488
OG0005609	CQUJHB012012	ADIR001413
OG0005610	CQUJHB002847	ADIR004310
OG0005611	CQUJHB016264	ADIR008909
OG0005612	CQUJHB013338	ADIR008907
OG0005613	CQUJHB009801	ADIR008842
OG0005614	CQUJHB003958	ADIR003900
OG0005616	CQUJHB003436	ADIR006454
OG0005617	CQUJHB011078	ADIR010166
OG0005618	CQUJHB008004	ADIR010167
OG0005619	CQUJHB006023	ADIR009938
OG0005620	CQUJHB006330	ADIR007835
OG0005621	CQUJHB006790	ADIR007836
OG0005622	CQUJHB008782	ADIR007837
OG0005623	CQUJHB014257	ADIR007839
OG0005624	CQUJHB006648	ADIR016043
OG0005625	CQUJHB010734	ADIR007032, ADIR001179
OG0005626	CQUJHB009832	ADIR006806
OG0005627	CQUJHB015570	ADIR011470
OG0005628	CQUJHB012659	ADIR006804
OG0005629	CQUJHB009323	ADIR006807
OG0005630	CQUJHB008096	ADIR001699
OG0005631	CQUJHB004558	ADIR001700
OG0005632	CQUJHB012531	ADIR008213
OG0005633	CQUJHB002723	ADIR007796
OG0005634	CQUJHB004330	ADIR008210
OG0005635	CQUJHB008668	ADIR008208
OG0005636	CQUJHB008667	ADIR008212
OG0005637	CQUJHB012322	ADIR008209
OG0005638	CQUJHB010187	ADIR007795
OG0005639	CQUJHB009104	ADIR007278
OG0005640	CQUJHB008490	ADIR008211
OG0005641	CQUJHB012664	ADIR001198
OG0005642	CQUJHB016976	ADIR003409
OG0005643	CQUJHB006875	ADIR003408
OG0005644	CQUJHB005174	ADIR003411
OG0005645	CQUJHB010635	ADIR003415
OG0005646	CQUJHB016203	ADIR003416
OG0005647	CQUJHB015656	ADIR006610
OG0005648	CQUJHB008607	ADIR016073
OG0005649	CQUJHB001271	ADIR014954
OG0005650	CQUJHB005765	ADIR006266
OG0005651	CQUJHB006076	ADIR004766
OG0005652	CQUJHB003922	ADIR000894
OG0005653	CQUJHB003807	ADIR001537
OG0005654	CQUJHB001733	ADIR003964
OG0005655	CQUJHB015776	ADIR002891
OG0005656	CQUJHB013624	ADIR002890
OG0005657	CQUJHB016808	ADIR003515
OG0005658	CQUJHB000766	ADIR007173
OG0005659	CQUJHB013466	ADIR007174
OG0005660	CQUJHB006788	ADIR007171
OG0005661	CQUJHB005440	ADIR007111
OG0005662	CQUJHB015669	ADIR000557
OG0005663	CQUJHB010056	ADIR001726
OG0005664	CQUJHB000887	ADIR008161
OG0005665	CQUJHB003762	ADIR007239
OG0005666	CQUJHB016502	ADIR007233
OG0005667	CQUJHB013898	ADIR003584
OG0005668	CQUJHB007070	ADIR000148
OG0005669	CQUJHB002410	ADIR009216
OG0005670	CQUJHB007146	ADIR011654
OG0005671	CQUJHB004473	ADIR010943
OG0005672	CQUJHB012050	ADIR010937
OG0005673	CQUJHB006952	ADIR010946
OG0005674	CQUJHB013018	ADIR010942
OG0005675	CQUJHB000368	ADIR010945
OG0005676	CQUJHB002712	ADIR001753
OG0005677	CQUJHB001210, CQUJHB012062	ADIR015745
OG0005678	CQUJHB009142	ADIR007203
OG0005679	CQUJHB017941	ADIR007207
OG0005680	CQUJHB015800	ADIR007202
OG0005681	CQUJHB007048	ADIR007212
OG0005682	CQUJHB009333	ADIR007206
OG0005683	CQUJHB000658	ADIR004421
OG0005684	CQUJHB001274	ADIR005517
OG0005685	CQUJHB017882	ADIR005514
OG0005686	CQUJHB010932	ADIR001511
OG0005687	CQUJHB005089	ADIR006138
OG0005688	CQUJHB000874	ADIR006133
OG0005689	CQUJHB017432	ADIR006134
OG0005690	CQUJHB014647	ADIR006136
OG0005691	CQUJHB016493	ADIR009679
OG0005692	CQUJHB004264	ADIR009201
OG0005693	CQUJHB010760	ADIR002677
OG0005694	CQUJHB003081	ADIR001681
OG0005695	CQUJHB012459	ADIR003035
OG0005696	CQUJHB003275	ADIR002680
OG0005697	CQUJHB002861	ADIR003080
OG0005698	CQUJHB008294	ADIR003082
OG0005699	CQUJHB018165	ADIR002678
OG0005700	CQUJHB014714	ADIR010636
OG0005701	CQUJHB013514	ADIR000084
OG0005702	CQUJHB000482	ADIR002184
