Orthogroup	CquinquefasciatusJHB2020	AdirusWRAIR2
OG0002499	CQUJHB007300	ADIR001842
OG0002500	CQUJHB011172	ADIR002428
OG0002501	CQUJHB007006	ADIR015704
OG0002502	CQUJHB013686	ADIR009193
OG0002503	CQUJHB015917	ADIR002433
OG0002504	CQUJHB008232	ADIR002435
OG0002505	CQUJHB012068, CQUJHB008038	ADIR010512
OG0002506	CQUJHB003498	ADIR003392
OG0002507	CQUJHB015187	ADIR003390
OG0002508	CQUJHB013504	ADIR002105
OG0002509	CQUJHB012352	ADIR002835
OG0002510	CQUJHB014679	ADIR010317
OG0002511	CQUJHB009676	ADIR008481
OG0002512	CQUJHB015655	ADIR010316
OG0002513	CQUJHB017553	ADIR002781
OG0002514	CQUJHB017708	ADIR010393
OG0002515	CQUJHB006348, CQUJHB015063	ADIR006623
OG0002516	CQUJHB006557	ADIR008142
OG0002517	CQUJHB006228	ADIR008144
OG0002518	CQUJHB009619	ADIR008140
OG0002519	CQUJHB011239	ADIR005485
OG0002520	CQUJHB018416	ADIR003022
OG0002521	CQUJHB005754	ADIR011136, ADIR015994
OG0002522	CQUJHB001129	ADIR009813
OG0002523	CQUJHB012857	ADIR009817
OG0002524	CQUJHB012681	ADIR005284
OG0002525	CQUJHB001347	ADIR002736
OG0002526	CQUJHB001835	ADIR001546
OG0002527	CQUJHB013109	ADIR002738
OG0002528	CQUJHB014190	ADIR002734
OG0002529	CQUJHB010186	ADIR002739
OG0002531	CQUJHB007211, CQUJHB011313	ADIR002021
OG0002532	CQUJHB004346	ADIR001996, ADIR001995
OG0002533	CQUJHB014674	ADIR002008
OG0002534	CQUJHB013984	ADIR002002
OG0002535	CQUJHB003824	ADIR000335
OG0002536	CQUJHB009733	ADIR000601
OG0002537	CQUJHB015268	ADIR003589
OG0002538	CQUJHB002497, CQUJHB005070	ADIR011419
OG0002539	CQUJHB008846	ADIR006376
OG0002540	CQUJHB011114	ADIR011418
OG0002541	CQUJHB011485	ADIR006375
OG0002542	CQUJHB012656	ADIR005651
OG0002543	CQUJHB017907	ADIR005743
OG0002544	CQUJHB005985	ADIR005899
OG0002545	CQUJHB004140	ADIR006031
OG0002546	CQUJHB017047	ADIR006035
OG0002547	CQUJHB017911	ADIR016084
OG0002548	CQUJHB014078	ADIR008129
OG0002549	CQUJHB015145	ADIR016193, ADIR016192
OG0002550	CQUJHB004044	ADIR005829
OG0002551	CQUJHB012002	ADIR007987
OG0002552	CQUJHB014048	ADIR007986
OG0002553	CQUJHB010136	ADIR005941
OG0002554	CQUJHB006278	ADIR016113
OG0002555	CQUJHB004110	ADIR010008
OG0002556	CQUJHB013878	ADIR009308
OG0002557	CQUJHB017473, CQUJHB005775	ADIR001959
OG0002558	CQUJHB002217	ADIR001966
OG0002559	CQUJHB007385	ADIR001960
OG0002560	CQUJHB006910	ADIR001961
OG0002561	CQUJHB015452	ADIR002867
OG0002562	CQUJHB012582	ADIR008815
OG0002563	CQUJHB014513	ADIR008816
OG0002564	CQUJHB010984	ADIR004166
OG0002565	CQUJHB003369	ADIR004154
OG0002566	CQUJHB001402	ADIR000449
OG0002567	CQUJHB005685	ADIR003302
OG0002568	CQUJHB000006	ADIR000447
OG0002569	CQUJHB000293	ADIR002770
OG0002571	CQUJHB006090	ADIR000931
OG0002572	CQUJHB017578	ADIR009704
OG0002573	CQUJHB016861	ADIR010344
OG0002574	CQUJHB000934	ADIR002277
OG0002575	CQUJHB010355	ADIR000273
OG0002576	CQUJHB017097	ADIR002276
OG0002577	CQUJHB016962	ADIR007126
OG0002578	CQUJHB012644	ADIR009928
OG0002579	CQUJHB001217	ADIR006411
OG0002580	CQUJHB017277	ADIR010504
OG0002581	CQUJHB008792	ADIR004133
OG0002582	CQUJHB013520	ADIR003594
OG0002583	CQUJHB000170	ADIR010505
OG0002584	CQUJHB000376	ADIR008371
OG0002585	CQUJHB015510	ADIR008373
OG0002586	CQUJHB002474	ADIR001599
OG0002587	CQUJHB008457	ADIR000533
OG0002588	CQUJHB010356, CQUJHB017480	ADIR001826
OG0002589	CQUJHB007419, CQUJHB017663	ADIR001825
OG0002590	CQUJHB007825	ADIR000532
OG0002591	CQUJHB016206	ADIR016026
OG0002593	CQUJHB012538	ADIR010952
OG0002594	CQUJHB010227, CQUJHB001162	ADIR005318
OG0002595	CQUJHB000364	ADIR006351
OG0002596	CQUJHB003929	ADIR010156
OG0002597	CQUJHB002609	ADIR010155
OG0002598	CQUJHB005715	ADIR005563
OG0002599	CQUJHB014079	ADIR015998
OG0002600	CQUJHB014170	ADIR015999
OG0002601	CQUJHB005109	ADIR004743
OG0002602	CQUJHB013121	ADIR007469
OG0002603	CQUJHB007242	ADIR005531
OG0002604	CQUJHB011962	ADIR006342
OG0002605	CQUJHB005007	ADIR011463
OG0002606	CQUJHB009873	ADIR011462
OG0002607	CQUJHB004753	ADIR005156
OG0002608	CQUJHB014707	ADIR003102
OG0002609	CQUJHB009964	ADIR004475
OG0002610	CQUJHB012314	ADIR003118
OG0002611	CQUJHB006484	ADIR009239
OG0002612	CQUJHB007541, CQUJHB014776	ADIR008609
OG0002613	CQUJHB017552	ADIR004408
OG0002614	CQUJHB009165	ADIR004542
OG0002615	CQUJHB013323	ADIR004544
OG0002616	CQUJHB004053	ADIR004541
OG0002617	CQUJHB014044	ADIR004543
OG0002618	CQUJHB016262	ADIR004093, ADIR004092
OG0002619	CQUJHB005387, CQUJHB012817	ADIR004090
OG0002620	CQUJHB001622	ADIR004088
OG0002621	CQUJHB006066	ADIR010063, ADIR010052, ADIR008448
OG0002623	CQUJHB009671	ADIR005455
OG0002624	CQUJHB006768	ADIR008511
OG0002625	CQUJHB000731	ADIR004563
OG0002626	CQUJHB014604	ADIR010631
OG0002627	CQUJHB008047	ADIR008068, ADIR008069
OG0002628	CQUJHB010447	ADIR008070
OG0002629	CQUJHB007559	ADIR000679
OG0002630	CQUJHB015682	ADIR000681
OG0002631	CQUJHB010106	ADIR004898
OG0002632	CQUJHB003136	ADIR004715
OG0002633	CQUJHB010113	ADIR004718
OG0002634	CQUJHB009470	ADIR004717
OG0002635	CQUJHB000728	ADIR002593
OG0002636	CQUJHB014197	ADIR003637
OG0002637	CQUJHB001164	ADIR003275
OG0002638	CQUJHB004695, CQUJHB008952	ADIR000913
OG0002639	CQUJHB005136	ADIR001024
OG0002640	CQUJHB000308	ADIR009342
OG0002641	CQUJHB002923	ADIR009334, ADIR009335
OG0002642	CQUJHB007883	ADIR009338
OG0002643	CQUJHB010422	ADIR009339
OG0002644	CQUJHB008871	ADIR006025
OG0002645	CQUJHB001356	ADIR006021
OG0002646	CQUJHB018457	ADIR006015
OG0002647	CQUJHB011256	ADIR006024
OG0002648	CQUJHB012024	ADIR006022
OG0002649	CQUJHB010624	ADIR001738
OG0002650	CQUJHB004020	ADIR009454
OG0002651	CQUJHB001729	ADIR001003
OG0002652	CQUJHB000162	ADIR004353
OG0002653	CQUJHB016662	ADIR006662
OG0002654	CQUJHB001055	ADIR002556
OG0002655	CQUJHB013077	ADIR006378
OG0002656	CQUJHB015806	ADIR004527
OG0002657	CQUJHB008092	ADIR006155
OG0002658	CQUJHB010572	ADIR009720
OG0002659	CQUJHB001345	ADIR005787
OG0002660	CQUJHB015998	ADIR001425
OG0002661	CQUJHB000685	ADIR005924
OG0002662	CQUJHB001289	ADIR000269
OG0002663	CQUJHB005294	ADIR000008
OG0002664	CQUJHB017689	ADIR000469
OG0002665	CQUJHB005976	ADIR005692
OG0002666	CQUJHB002953	ADIR005966
OG0002667	CQUJHB014443	ADIR007312
OG0002668	CQUJHB005696	ADIR007291
OG0002669	CQUJHB018482	ADIR007292
OG0002670	CQUJHB016241, CQUJHB012834	ADIR003468
OG0002671	CQUJHB012955	ADIR007296
OG0002672	CQUJHB008399	ADIR007295
OG0002673	CQUJHB003072	ADIR003935
OG0002674	CQUJHB017149	ADIR001508
OG0002675	CQUJHB003537	ADIR001253
OG0002676	CQUJHB010937	ADIR005480
OG0002678	CQUJHB012239	ADIR000820
OG0002679	CQUJHB004260	ADIR010068
OG0002680	CQUJHB012667	ADIR006643
OG0002681	CQUJHB008560	ADIR002082
OG0002682	CQUJHB004519	ADIR003045
OG0002683	CQUJHB006002	ADIR003048
OG0002684	CQUJHB015994	ADIR003044
OG0002685	CQUJHB016204, CQUJHB009364	ADIR003059
OG0002686	CQUJHB015400, CQUJHB015398	ADIR006882
OG0002687	CQUJHB014346	ADIR008233
OG0002688	CQUJHB003012	ADIR003074
OG0002689	CQUJHB002488	ADIR001795
OG0002690	CQUJHB000130, CQUJHB014682	ADIR000797
OG0002691	CQUJHB017902	ADIR004627
OG0002692	CQUJHB000399	ADIR009390
OG0002693	CQUJHB007979	ADIR004028
OG0002694	CQUJHB005894	ADIR000600
OG0002695	CQUJHB018357	ADIR000869
OG0002696	CQUJHB016207	ADIR016044
OG0002697	CQUJHB015223, CQUJHB014396	ADIR010580
OG0002698	CQUJHB000191, CQUJHB009764	ADIR010573
OG0002699	CQUJHB006257	ADIR000043
OG0002700	CQUJHB002027	ADIR001465
OG0002701	CQUJHB018235	ADIR006894
OG0002702	CQUJHB017824	ADIR001314
OG0002703	CQUJHB012883	ADIR002942
OG0002704	CQUJHB005677	ADIR002941
OG0002705	CQUJHB015309	ADIR009040
OG0002706	CQUJHB006954	ADIR009004
OG0002707	CQUJHB009064	ADIR006684
OG0002708	CQUJHB014646	ADIR002053
OG0002709	CQUJHB004296	ADIR000817
OG0002710	CQUJHB010975, CQUJHB009120	ADIR006574
OG0002712	CQUJHB006081	ADIR006221
OG0002713	CQUJHB009419	ADIR003849
OG0002714	CQUJHB012566	ADIR007918
OG0002715	CQUJHB011987	ADIR008742, ADIR008741
OG0002716	CQUJHB012279	ADIR007917
OG0002717	CQUJHB001036	ADIR011521
OG0002718	CQUJHB008873	ADIR004221
OG0002719	CQUJHB003272	ADIR000771, ADIR001983
OG0002720	CQUJHB007096	ADIR002362
OG0002721	CQUJHB009705	ADIR004470
OG0002723	CQUJHB004797	ADIR005189
OG0002724	CQUJHB014011	ADIR007786, ADIR005690
OG0002725	CQUJHB001455	ADIR003203
OG0002726	CQUJHB015298	ADIR004067
OG0002727	CQUJHB014575	ADIR006697
OG0002728	CQUJHB005642	ADIR009442
OG0002729	CQUJHB004878	ADIR009438
OG0002730	CQUJHB000842	ADIR009443
OG0002731	CQUJHB007189	ADIR009437
OG0002732	CQUJHB017636	ADIR001616
OG0002733	CQUJHB000668	ADIR010554
OG0002734	CQUJHB017177	ADIR008389
OG0002735	CQUJHB010265	ADIR008390
OG0002736	CQUJHB007073	ADIR006858
OG0002737	CQUJHB017928	ADIR010978
OG0002738	CQUJHB001872	ADIR010987
OG0002739	CQUJHB003138	ADIR009150
OG0002740	CQUJHB006895	ADIR001865
OG0002741	CQUJHB013964, CQUJHB008974	ADIR001860
OG0002742	CQUJHB004019	ADIR009172
OG0002743	CQUJHB011213	ADIR002056
OG0002744	CQUJHB018454	ADIR001326
OG0002745	CQUJHB007694	ADIR006576
OG0002746	CQUJHB012821	ADIR003540
OG0002747	CQUJHB013511	ADIR001044
OG0002748	CQUJHB005087	ADIR008908
OG0002749	CQUJHB014828	ADIR008207
OG0002750	CQUJHB013539	ADIR003417, ADIR003418
OG0002751	CQUJHB017583, CQUJHB009012	ADIR006611
OG0002752	CQUJHB014117	ADIR006609
OG0002753	CQUJHB002493	ADIR004773
OG0002754	CQUJHB013283	ADIR002495
OG0002755	CQUJHB000567	ADIR001047, ADIR006840
OG0002756	CQUJHB000491	ADIR006869
OG0002757	CQUJHB017655	ADIR006866
OG0002758	CQUJHB001767	ADIR006881
OG0002759	CQUJHB002397	ADIR006885
OG0002760	CQUJHB007807	ADIR006884
OG0002761	CQUJHB000656	ADIR007695
OG0002762	CQUJHB003803	ADIR010940
OG0002763	CQUJHB014238	ADIR010935
OG0002764	CQUJHB001583	ADIR008046
OG0002765	CQUJHB009022, CQUJHB015690	ADIR001684
OG0002766	CQUJHB011679	ADIR001752
OG0002767	CQUJHB005870	ADIR007048
OG0002768	CQUJHB017884	ADIR007053
OG0002769	CQUJHB008154	ADIR007051
OG0002770	CQUJHB003361	ADIR016201
OG0002771	CQUJHB015723	ADIR004422
OG0002772	CQUJHB009477	ADIR006650
OG0002773	CQUJHB008171	ADIR009705
OG0002774	CQUJHB003745	ADIR004469, ADIR006749
OG0002775	CQUJHB015681	ADIR004113
OG0002776	CQUJHB008014	ADIR003088
OG0002777	CQUJHB002983	ADIR002679
OG0002778	CQUJHB018233	ADIR002360
OG0002779	CQUJHB012394, CQUJHB004353	ADIR000461
OG0002780	CQUJHB009615	ADIR016119, ADIR016120
OG0002781	CQUJHB014793, CQUJHB006808	ADIR006329
OG0002782	CQUJHB015335	ADIR003790
OG0002783	CQUJHB014898	ADIR001025
OG0002784	CQUJHB000246	ADIR001453
OG0002785	CQUJHB014794	ADIR002119
OG0002786	CQUJHB013234	ADIR011309
OG0002787	CQUJHB007856	ADIR005618
OG0002788	CQUJHB007881	ADIR009778
OG0002789	CQUJHB009943	ADIR009125
OG0002790	CQUJHB003765	ADIR005401
OG0002791	CQUJHB000527	ADIR003875, ADIR003877
OG0002792	CQUJHB011211	ADIR002639
OG0002793	CQUJHB013892	ADIR004576
OG0002794	CQUJHB006425	ADIR001035
OG0002795	CQUJHB015869	ADIR009662
OG0002796	CQUJHB009593, CQUJHB007584	ADIR002232
OG0002797	CQUJHB004342	ADIR008304
OG0002798	CQUJHB014675	ADIR005875
OG0002800	CQUJHB017318	ADIR008800
OG0002801	CQUJHB015722	ADIR008798
OG0002802	CQUJHB011020	ADIR009736
OG0002803	CQUJHB014524, CQUJHB002908	ADIR001358
OG0002805	CQUJHB016341, CQUJHB003394	ADIR009267
OG0002806	CQUJHB007138	ADIR011721
OG0002807	CQUJHB004195	ADIR004070
OG0002808	CQUJHB016317	ADIR010033
OG0002809	CQUJHB005263	ADIR010035
OG0002810	CQUJHB011898	ADIR010034
OG0002811	CQUJHB016907	ADIR007876
OG0002812	CQUJHB002980	ADIR007875
OG0002813	CQUJHB003349, CQUJHB006440	ADIR001356
OG0002814	CQUJHB017465	ADIR006439
OG0002815	CQUJHB014215	ADIR003145
OG0002816	CQUJHB006284	ADIR006440
OG0002817	CQUJHB006151	ADIR002897
OG0002818	CQUJHB013688	ADIR008265
OG0002819	CQUJHB017352	ADIR008305
OG0002820	CQUJHB005188, CQUJHB012694	ADIR006714
OG0002821	CQUJHB017653	ADIR004789
OG0002822	CQUJHB013846	ADIR002703
OG0002823	CQUJHB010344	ADIR004287
OG0002824	CQUJHB010997	ADIR006669
OG0002825	CQUJHB017262	ADIR002604
OG0002826	CQUJHB013702	ADIR002926
OG0002827	CQUJHB007967	ADIR005799
OG0002828	CQUJHB010048	ADIR007760
OG0002829	CQUJHB013432	ADIR002404
OG0002830	CQUJHB010064	ADIR002405
OG0002831	CQUJHB009348	ADIR002395
OG0002832	CQUJHB015620	ADIR008990
OG0002833	CQUJHB009678	ADIR003065
OG0002834	CQUJHB009464	ADIR003067
OG0002835	CQUJHB014375	ADIR014824
OG0002836	CQUJHB001594	ADIR001740
OG0002837	CQUJHB011183	ADIR001741
OG0002838	CQUJHB000604	ADIR007290
OG0002839	CQUJHB006208	ADIR000719
OG0002840	CQUJHB014135	ADIR000716
OG0002841	CQUJHB012841	ADIR010011
OG0002842	CQUJHB015322	ADIR010012
OG0002843	CQUJHB015662	ADIR010013
OG0002844	CQUJHB013567	ADIR010015
OG0002845	CQUJHB002985	ADIR009238
OG0002846	CQUJHB009626, CQUJHB006435	ADIR006751
OG0002847	CQUJHB002149	ADIR008937
OG0002848	CQUJHB008228	ADIR004046
OG0002849	CQUJHB017635	ADIR002308
OG0002850	CQUJHB001958	ADIR002306
OG0002851	CQUJHB010908	ADIR006879
OG0002852	CQUJHB001574	ADIR007845
OG0002853	CQUJHB015414	ADIR006880
OG0002854	CQUJHB011629	ADIR005416
OG0002855	CQUJHB013354	ADIR002975
OG0002856	CQUJHB002888	ADIR009047
OG0002858	CQUJHB017353	ADIR010688
OG0002859	CQUJHB011381	ADIR010689
OG0002860	CQUJHB005968	ADIR006647
OG0002861	CQUJHB003151	ADIR008335
OG0002862	CQUJHB014704	ADIR006115
OG0002863	CQUJHB000810	ADIR008673
OG0002864	CQUJHB006195	ADIR006549
OG0002866	CQUJHB005563	ADIR011397
OG0002867	CQUJHB008387	ADIR011330
OG0002868	CQUJHB008884	ADIR000986
OG0002869	CQUJHB005511	ADIR001352
OG0002870	CQUJHB003209	ADIR006872
OG0002871	CQUJHB009365	ADIR008610
OG0002872	CQUJHB005681	ADIR002953
OG0002873	CQUJHB005179	ADIR005125
OG0002874	CQUJHB012748	ADIR003974
OG0002875	CQUJHB000053	ADIR003564
OG0002876	CQUJHB005692, CQUJHB017981	ADIR004229
OG0002877	CQUJHB007974	ADIR002100
OG0002878	CQUJHB011650	ADIR003402
OG0002879	CQUJHB012256	ADIR007540, ADIR006263
OG0002880	CQUJHB000646	ADIR011485
OG0002881	CQUJHB013885	ADIR011478
OG0002882	CQUJHB007846	ADIR002973
OG0002884	CQUJHB010592, CQUJHB015110	ADIR002630
OG0002885	CQUJHB011674, CQUJHB015574	ADIR000473
OG0002886	CQUJHB014993	ADIR002869
OG0002887	CQUJHB007328	ADIR006938
OG0002888	CQUJHB011036, CQUJHB016426	ADIR000153
OG0002889	CQUJHB000995	ADIR000125
OG0002890	CQUJHB006624	ADIR002569
OG0002891	CQUJHB004524	ADIR002573
OG0002892	CQUJHB010365	ADIR002570
OG0002893	CQUJHB015973	ADIR002572
OG0002894	CQUJHB002141, CQUJHB010241	ADIR010974, ADIR009234
OG0002895	CQUJHB000993	ADIR007359
OG0002896	CQUJHB006791	ADIR010162
OG0002897	CQUJHB012160	ADIR007009, ADIR001716
OG0002898	CQUJHB002872	ADIR007006
OG0002899	CQUJHB000108	ADIR009436
OG0002900	CQUJHB008071	ADIR011561
OG0002901	CQUJHB001609	ADIR003978
OG0002902	CQUJHB012744	ADIR003982
OG0002903	CQUJHB000664	ADIR003977
OG0002904	CQUJHB000307	ADIR000776
OG0002905	CQUJHB013499	ADIR009298
OG0002906	CQUJHB007768	ADIR009302
OG0002907	CQUJHB003127	ADIR011537
OG0002908	CQUJHB003526	ADIR002635
OG0002909	CQUJHB001264, CQUJHB000990, CQUJHB011590	ADIR009877
OG0002910	CQUJHB004741	ADIR005325
OG0002911	CQUJHB018341, CQUJHB014907	ADIR007749
OG0002912	CQUJHB011275	ADIR003093
OG0002913	CQUJHB004289	ADIR009873
OG0002914	CQUJHB002143	ADIR003726
OG0002915	CQUJHB006179	ADIR005733
OG0002916	CQUJHB011848	ADIR006746
OG0002917	CQUJHB018379	ADIR015778
OG0002919	CQUJHB013053	ADIR001129
OG0002920	CQUJHB013598	ADIR004449
OG0002921	CQUJHB010426	ADIR010864
OG0002922	CQUJHB000913	ADIR001048
OG0002923	CQUJHB017522, CQUJHB015544	ADIR006813
OG0002924	CQUJHB002430	ADIR006037
OG0002925	CQUJHB015219	ADIR005211
OG0002926	CQUJHB012973	ADIR001815
OG0002927	CQUJHB003550	ADIR000492
OG0002928	CQUJHB017127	ADIR000491
OG0002929	CQUJHB001946	ADIR001561
OG0002930	CQUJHB004771, CQUJHB010696	ADIR015983
OG0002931	CQUJHB013263	ADIR003025
OG0002932	CQUJHB003872	ADIR011283
OG0002933	CQUJHB010767	ADIR008217
OG0002934	CQUJHB006944	ADIR005845
OG0002935	CQUJHB014768	ADIR008502
OG0002936	CQUJHB014360	ADIR009654
OG0002937	CQUJHB005507, CQUJHB015281	ADIR004141
OG0002938	CQUJHB010366	ADIR004145
OG0002939	CQUJHB014061	ADIR003669
OG0002941	CQUJHB017961	ADIR003219
OG0002942	CQUJHB017386	ADIR007071
OG0002943	CQUJHB011264	ADIR008728
OG0002944	CQUJHB002586, CQUJHB018121	ADIR009749
OG0002945	CQUJHB005838	ADIR000396
OG0002946	CQUJHB003648, CQUJHB005344	ADIR009149
OG0002947	CQUJHB006102	ADIR000458
OG0002948	CQUJHB014507	ADIR008310
OG0002949	CQUJHB001765	ADIR009110
OG0002950	CQUJHB003604	ADIR005745
OG0002951	CQUJHB015745	ADIR008312
OG0002952	CQUJHB007677	ADIR006569
OG0002953	CQUJHB006997	ADIR001127
OG0002954	CQUJHB008098	ADIR001388
OG0002955	CQUJHB017802	ADIR001667
OG0002956	CQUJHB004884	ADIR002728
OG0002957	CQUJHB004348	ADIR000276
OG0002958	CQUJHB003744	ADIR000275, ADIR000277
OG0002959	CQUJHB014528	ADIR001724
OG0002960	CQUJHB018348	ADIR002338
OG0002961	CQUJHB011372	ADIR004342
OG0002962	CQUJHB003588	ADIR004237
OG0002963	CQUJHB017503	ADIR004234
OG0002964	CQUJHB000498	ADIR010783
OG0002965	CQUJHB015756	ADIR006098
OG0002966	CQUJHB006197	ADIR001944
OG0002967	CQUJHB005627	ADIR001949
OG0002968	CQUJHB002581	ADIR005491
OG0002969	CQUJHB002490, CQUJHB002851	ADIR009226
OG0002970	CQUJHB015165, CQUJHB015125	ADIR005874
OG0002971	CQUJHB009592	ADIR006655
OG0002972	CQUJHB010523	ADIR004625
OG0002973	CQUJHB010158	ADIR006132
OG0002974	CQUJHB004011	ADIR000390
OG0002975	CQUJHB005232	ADIR000388
OG0002976	CQUJHB009657	ADIR001560
OG0002977	CQUJHB015572	ADIR015517
OG0002978	CQUJHB006347	ADIR001250
OG0002979	CQUJHB011612	ADIR001152
OG0002980	CQUJHB000504	ADIR008989
OG0002981	CQUJHB015412	ADIR008988
OG0002983	CQUJHB007199	ADIR004512
OG0002984	CQUJHB016832	ADIR003294
OG0002985	CQUJHB003718	ADIR008041
OG0002986	CQUJHB003552	ADIR001577
OG0002987	CQUJHB000494	ADIR001576
OG0002988	CQUJHB010053	ADIR009059
OG0002989	CQUJHB001911	ADIR001427
OG0002990	CQUJHB016993	ADIR003550
OG0002991	CQUJHB005004	ADIR004778
OG0002992	CQUJHB011956, CQUJHB016419	ADIR003920
OG0002994	CQUJHB004870	ADIR002345
OG0002995	CQUJHB013641, CQUJHB002046	ADIR003715
OG0002996	CQUJHB016032	ADIR004869
OG0002997	CQUJHB001058	ADIR004868
OG0002998	CQUJHB009479	ADIR003945
OG0002999	CQUJHB000258	ADIR008536
OG0003000	CQUJHB004097	ADIR010376
OG0003001	CQUJHB017995	ADIR002978
OG0003002	CQUJHB008549	ADIR010375
OG0003003	CQUJHB000601, CQUJHB014192	ADIR002979
OG0003004	CQUJHB005063	ADIR006497
OG0003005	CQUJHB016594	ADIR016205, ADIR016206
OG0003006	CQUJHB013332	ADIR008152
OG0003007	CQUJHB007613	ADIR009738
OG0003008	CQUJHB009918	ADIR007081
OG0003009	CQUJHB012915	ADIR010117
OG0003010	CQUJHB000695	ADIR010116
OG0003011	CQUJHB003159	ADIR002553, ADIR002554
OG0003012	CQUJHB006507	ADIR003910
OG0003013	CQUJHB017479	ADIR000850
OG0003014	CQUJHB015008	ADIR002712
OG0003015	CQUJHB003777	ADIR002881
OG0003016	CQUJHB015266	ADIR002882
OG0003017	CQUJHB007770	ADIR009167
OG0003018	CQUJHB014626	ADIR007146
OG0003019	CQUJHB016290	ADIR010120
OG0003020	CQUJHB014479	ADIR008542
OG0003021	CQUJHB011653	ADIR009426
OG0003022	CQUJHB001168	ADIR005458
OG0003023	CQUJHB011813	ADIR005158
OG0003024	CQUJHB001416	ADIR008051
OG0003025	CQUJHB008160	ADIR009332, ADIR009331
OG0003026	CQUJHB005194	ADIR002257
OG0003027	CQUJHB006408	ADIR002283
OG0003029	CQUJHB007168	ADIR004006
OG0003030	CQUJHB014749	ADIR004391
OG0003031	CQUJHB006196	ADIR007371
OG0003032	CQUJHB006517	ADIR004981
OG0003033	CQUJHB003183	ADIR008953
OG0003034	CQUJHB011251	ADIR006417
OG0003035	CQUJHB014726	ADIR001899
OG0003036	CQUJHB018353	ADIR014173
OG0003037	CQUJHB000738	ADIR007735
OG0003038	CQUJHB001818	ADIR007734
OG0003039	CQUJHB013799	ADIR003451
OG0003040	CQUJHB004887	ADIR010721
OG0003043	CQUJHB009812	ADIR011346
OG0003044	CQUJHB001211	ADIR011349
OG0003045	CQUJHB015048	ADIR001685
OG0003046	CQUJHB016363	ADIR006570
OG0003047	CQUJHB010519	ADIR003738
OG0003048	CQUJHB004527	ADIR011315
OG0003049	CQUJHB018205	ADIR007086
OG0003050	CQUJHB010049	ADIR000555
OG0003051	CQUJHB001492	ADIR008874
OG0003052	CQUJHB002618	ADIR005730
OG0003053	CQUJHB004633	ADIR008417
OG0003054	CQUJHB011266	ADIR010355
OG0003055	CQUJHB010561	ADIR007033
OG0003056	CQUJHB006984	ADIR000991
OG0003057	CQUJHB015467	ADIR003644
OG0003058	CQUJHB009758, CQUJHB007459, CQUJHB013449	ADIR000825
OG0003059	CQUJHB016193	ADIR004850
OG0003060	CQUJHB009966	ADIR001393
OG0003061	CQUJHB009871	ADIR000101
OG0003062	CQUJHB015665	ADIR006735
OG0003063	CQUJHB008197	ADIR000015
OG0003064	CQUJHB009993	ADIR002267, ADIR002265
OG0003065	CQUJHB002295	ADIR005841
OG0003066	CQUJHB014292	ADIR010231
OG0003067	CQUJHB015903	ADIR002055
OG0003068	CQUJHB005659	ADIR010507
OG0003069	CQUJHB010955	ADIR001320, ADIR005545
OG0003070	CQUJHB015330	ADIR009103
OG0003071	CQUJHB013245	ADIR005628
OG0003072	CQUJHB008150	ADIR004708
OG0003073	CQUJHB000592	ADIR004149
OG0003074	CQUJHB003367	ADIR005010
OG0003075	CQUJHB001273	ADIR001714
OG0003076	CQUJHB011087	ADIR000287, ADIR016089
OG0003077	CQUJHB006293	ADIR000285
OG0003078	CQUJHB011116	ADIR003807
OG0003079	CQUJHB003454	ADIR011005
OG0003080	CQUJHB002357	ADIR008136
OG0003081	CQUJHB000782	ADIR006732
OG0003082	CQUJHB000268	ADIR003939
OG0003083	CQUJHB001295	ADIR010511
OG0003084	CQUJHB013554	ADIR004546
OG0003085	CQUJHB016288	ADIR009995
OG0003086	CQUJHB017620	ADIR002906
OG0003087	CQUJHB000950	ADIR007992
OG0003088	CQUJHB010303, CQUJHB009496	ADIR004586
OG0003090	CQUJHB015901	ADIR000937
OG0003091	CQUJHB004141	ADIR008156
OG0003092	CQUJHB015102	ADIR005170
OG0003093	CQUJHB008900	ADIR007330
OG0003094	CQUJHB012393	ADIR002252
OG0003095	CQUJHB006682	ADIR011334
OG0003096	CQUJHB003104	ADIR007752
OG0003097	CQUJHB008242	ADIR011424
OG0003099	CQUJHB011670	ADIR007281
OG0003100	CQUJHB015459	ADIR008793
OG0003101	CQUJHB015484, CQUJHB015372	ADIR002582
OG0003102	CQUJHB000947	ADIR011088
OG0003103	CQUJHB010097	ADIR004808
OG0003104	CQUJHB008559	ADIR004807
OG0003105	CQUJHB012361	ADIR015681
OG0003106	CQUJHB015819	ADIR004414, ADIR004415
OG0003107	CQUJHB009510	ADIR004151
OG0003108	CQUJHB010654	ADIR008826
OG0003109	CQUJHB012096	ADIR001414
OG0003110	CQUJHB011497	ADIR001447
OG0003111	CQUJHB000875	ADIR002280
OG0003112	CQUJHB009040	ADIR007729
OG0003113	CQUJHB013824	ADIR004500
OG0003114	CQUJHB011573, CQUJHB004525	ADIR005605
OG0003115	CQUJHB016704	ADIR009050
OG0003116	CQUJHB012395	ADIR008846
OG0003117	CQUJHB017288	ADIR007364
OG0003118	CQUJHB001383	ADIR008038
OG0003119	CQUJHB012409	ADIR003742
OG0003120	CQUJHB011511	ADIR008579
OG0003121	CQUJHB001499	ADIR004211
OG0003122	CQUJHB005358, CQUJHB009862	ADIR011671
OG0003123	CQUJHB009280	ADIR008622
