Orthogroup	CquinquefasciatusJHB2020	AsinensisChina
OG0004427	CQUJHB000022	ASIC002816
OG0004428	CQUJHB003784	ASIC002278
OG0004429	CQUJHB001989	ASIC004592
OG0004430	CQUJHB016134	ASIC013969
OG0004431	CQUJHB000154	ASIC020252
OG0004432	CQUJHB017205	ASIC013970
OG0004433	CQUJHB013136	ASIC020251
OG0004434	CQUJHB006828	ASIC004596
OG0004435	CQUJHB011079	ASIC017354
OG0004436	CQUJHB007307	ASIC004593
OG0004437	CQUJHB013222	ASIC013971
OG0004438	CQUJHB002706	ASIC013311
OG0004439	CQUJHB006831	ASIC002281
OG0004440	CQUJHB018323	ASIC011963
OG0004441	CQUJHB009505	ASIC011965
OG0004442	CQUJHB008491	ASIC014271
OG0004443	CQUJHB005152	ASIC011960
OG0004444	CQUJHB016448	ASIC011962
OG0004445	CQUJHB006237	ASIC011959
OG0004446	CQUJHB013651	ASIC011966
OG0004447	CQUJHB015718	ASIC014269
OG0004448	CQUJHB009422	ASIC011961
OG0004449	CQUJHB016810	ASIC008670
OG0004450	CQUJHB000100	ASIC008671
OG0004451	CQUJHB017058	ASIC013575
OG0004452	CQUJHB008323	ASIC012528
OG0004453	CQUJHB009211	ASIC019964
OG0004454	CQUJHB000704	ASIC018260
OG0004455	CQUJHB008577	ASIC018276
OG0004456	CQUJHB000267	ASIC022301
OG0004457	CQUJHB010593	ASIC018263
OG0004458	CQUJHB009797	ASIC004979
OG0004459	CQUJHB000509	ASIC018272
OG0004460	CQUJHB004500	ASIC018273
OG0004461	CQUJHB004849	ASIC018269
OG0004462	CQUJHB013456	ASIC019943
OG0004463	CQUJHB010846	ASIC017987
OG0004464	CQUJHB015323	ASIC018185
OG0004465	CQUJHB015558	ASIC015924
OG0004466	CQUJHB007103	ASIC018190
OG0004467	CQUJHB004436	ASIC018230
OG0004468	CQUJHB003121	ASIC018189
OG0004469	CQUJHB012507	ASIC004305
OG0004470	CQUJHB006676	ASIC002918
OG0004471	CQUJHB009660	ASIC004327, ASIC004328
OG0004472	CQUJHB009088	ASIC021514
OG0004473	CQUJHB007047	ASIC011095
OG0004474	CQUJHB008006	ASIC021513
OG0004475	CQUJHB005997	ASIC009926
OG0004476	CQUJHB014753	ASIC007568
OG0004478	CQUJHB004726	ASIC004350
OG0004479	CQUJHB004039	ASIC016376
OG0004480	CQUJHB014897	ASIC021214
OG0004481	CQUJHB003846	ASIC004929
OG0004482	CQUJHB003701	ASIC015201
OG0004484	CQUJHB001565	ASIC004938
OG0004485	CQUJHB007908	ASIC004937
OG0004486	CQUJHB003149	ASIC019494
OG0004487	CQUJHB017255	ASIC004936
OG0004488	CQUJHB010292	ASIC006906
OG0004489	CQUJHB011669	ASIC008234
OG0004490	CQUJHB004031	ASIC014054
OG0004492	CQUJHB008802	ASIC008226
OG0004493	CQUJHB014657	ASIC008235
OG0004494	CQUJHB013373	ASIC008228
OG0004495	CQUJHB013871	ASIC010085
OG0004496	CQUJHB003365	ASIC022229
OG0004497	CQUJHB004272	ASIC017343
OG0004498	CQUJHB002331	ASIC007608
OG0004499	CQUJHB001948	ASIC017013
OG0004500	CQUJHB006180	ASIC003000
OG0004501	CQUJHB018384	ASIC007574
OG0004502	CQUJHB008283	ASIC009707
OG0004503	CQUJHB008732	ASIC016049
OG0004504	CQUJHB001518	ASIC021991
OG0004505	CQUJHB008265	ASIC021993
OG0004506	CQUJHB002680	ASIC021719
OG0004507	CQUJHB011010	ASIC021098
OG0004508	CQUJHB017752	ASIC021986
OG0004510	CQUJHB009500	ASIC021988
OG0004511	CQUJHB002587	ASIC005358
OG0004512	CQUJHB001005	ASIC006338
OG0004513	CQUJHB001023	ASIC016852
OG0004514	CQUJHB014202	ASIC009611
OG0004515	CQUJHB000167	ASIC015084
OG0004516	CQUJHB002559	ASIC007132
OG0004517	CQUJHB008065	ASIC007130
OG0004518	CQUJHB004147	ASIC005357
OG0004519	CQUJHB004838	ASIC019573
OG0004520	CQUJHB000160	ASIC007738
OG0004521	CQUJHB008954	ASIC006132
OG0004522	CQUJHB009666	ASIC013617
OG0004523	CQUJHB001335	ASIC006136
OG0004524	CQUJHB004163	ASIC013618
OG0004525	CQUJHB012649	ASIC013616
OG0004526	CQUJHB004200	ASIC008010
OG0004528	CQUJHB008477	ASIC013627
OG0004529	CQUJHB011309	ASIC017585
OG0004530	CQUJHB009677	ASIC013630
OG0004531	CQUJHB006659	ASIC008552
OG0004532	CQUJHB010804	ASIC008533
OG0004533	CQUJHB013581	ASIC008679
OG0004534	CQUJHB006285	ASIC011507
OG0004535	CQUJHB008296	ASIC008538
OG0004536	CQUJHB012476	ASIC011484
OG0004537	CQUJHB004846	ASIC009324
OG0004538	CQUJHB005128	ASIC002173
OG0004539	CQUJHB013737	ASIC008940
OG0004540	CQUJHB004943	ASIC009291
OG0004541	CQUJHB016400	ASIC017833
OG0004542	CQUJHB016354	ASIC008941
OG0004544	CQUJHB010859	ASIC013370
OG0004545	CQUJHB001995	ASIC011477
OG0004547	CQUJHB007106	ASIC011475
OG0004548	CQUJHB009596	ASIC011476
OG0004549	CQUJHB017779	ASIC013348
OG0004550	CQUJHB013465	ASIC011467
OG0004552	CQUJHB012063	ASIC013269
OG0004553	CQUJHB011744	ASIC020120
OG0004554	CQUJHB015604	ASIC008897
OG0004555	CQUJHB011778	ASIC008887
OG0004556	CQUJHB001112	ASIC005970
OG0004557	CQUJHB017791	ASIC016985
OG0004558	CQUJHB015967	ASIC005971
OG0004559	CQUJHB004359	ASIC016984
OG0004560	CQUJHB000621	ASIC004752
OG0004561	CQUJHB015958	ASIC019232
OG0004562	CQUJHB001811	ASIC015206
OG0004563	CQUJHB000948	ASIC004760
OG0004564	CQUJHB008513	ASIC004785
OG0004565	CQUJHB000124	ASIC004758
OG0004566	CQUJHB018358	ASIC015208
OG0004567	CQUJHB014930	ASIC004756
OG0004568	CQUJHB006177	ASIC004166
OG0004569	CQUJHB013416	ASIC019213
OG0004570	CQUJHB005665	ASIC003225
OG0004571	CQUJHB004188	ASIC015006
OG0004572	CQUJHB014006	ASIC010488
OG0004573	CQUJHB002120	ASIC015004
OG0004574	CQUJHB011692	ASIC007171
OG0004575	CQUJHB005119	ASIC004849
OG0004576	CQUJHB001294	ASIC003223
OG0004577	CQUJHB009237	ASIC015003
OG0004578	CQUJHB000453	ASIC003224
OG0004579	CQUJHB009621	ASIC007348
OG0004580	CQUJHB007464	ASIC007355
OG0004581	CQUJHB006749	ASIC007356
OG0004582	CQUJHB013724	ASIC007352
OG0004583	CQUJHB003111	ASIC007350
OG0004584	CQUJHB017554	ASIC007354
OG0004585	CQUJHB000470	ASIC007345
OG0004586	CQUJHB011539	ASIC006883
OG0004587	CQUJHB011944	ASIC014125
OG0004588	CQUJHB002140	ASIC014126
OG0004589	CQUJHB017258	ASIC014137
OG0004590	CQUJHB013443	ASIC014133
OG0004591	CQUJHB015123	ASIC006885
OG0004592	CQUJHB010517	ASIC006887
OG0004593	CQUJHB003560	ASIC014130
OG0004594	CQUJHB009091	ASIC006678
OG0004595	CQUJHB017834	ASIC020824
OG0004596	CQUJHB016370	ASIC020819
OG0004597	CQUJHB008493	ASIC020817
OG0004598	CQUJHB009320	ASIC020826
OG0004599	CQUJHB004848	ASIC013210
OG0004600	CQUJHB010695	ASIC013321
OG0004601	CQUJHB008276	ASIC004083
OG0004602	CQUJHB010400	ASIC020822
OG0004603	CQUJHB009808	ASIC013211
OG0004604	CQUJHB004371	ASIC020830
OG0004605	CQUJHB006203	ASIC019909
OG0004606	CQUJHB006214	ASIC017424
OG0004607	CQUJHB000897	ASIC013688
OG0004608	CQUJHB010211	ASIC003600
OG0004609	CQUJHB014417	ASIC011994
OG0004610	CQUJHB001272	ASIC006152
OG0004611	CQUJHB000172	ASIC015931
OG0004612	CQUJHB010068	ASIC016745
OG0004613	CQUJHB017820	ASIC003414
OG0004614	CQUJHB000739	ASIC008121
OG0004615	CQUJHB006701	ASIC009292
OG0004616	CQUJHB015250	ASIC003413
OG0004617	CQUJHB009326	ASIC009295
OG0004618	CQUJHB001392	ASIC011698
OG0004619	CQUJHB002255	ASIC019078
OG0004620	CQUJHB000431	ASIC020831
OG0004621	CQUJHB015314	ASIC008007
OG0004623	CQUJHB006834	ASIC014165
OG0004624	CQUJHB013105	ASIC006469
OG0004625	CQUJHB012996	ASIC006468
OG0004626	CQUJHB002041	ASIC006484
OG0004627	CQUJHB018169	ASIC009095
OG0004628	CQUJHB011430	ASIC014166
OG0004629	CQUJHB017405	ASIC006477
OG0004630	CQUJHB002995	ASIC004888
OG0004631	CQUJHB004116	ASIC006486
OG0004632	CQUJHB011241	ASIC017272
OG0004633	CQUJHB017229	ASIC004889
OG0004634	CQUJHB007715	ASIC013555
OG0004635	CQUJHB008848	ASIC013623
OG0004636	CQUJHB008844	ASIC013554
OG0004637	CQUJHB017044	ASIC014544
OG0004638	CQUJHB005609	ASIC014632
OG0004639	CQUJHB012150	ASIC010150
OG0004640	CQUJHB003099	ASIC006600
OG0004641	CQUJHB018453	ASIC013563
OG0004642	CQUJHB004912	ASIC009286
OG0004643	CQUJHB000873	ASIC000090
OG0004644	CQUJHB002912	ASIC015526
OG0004645	CQUJHB009604	ASIC017496
OG0004646	CQUJHB007021	ASIC002444
OG0004647	CQUJHB009855	ASIC021619
OG0004648	CQUJHB015708	ASIC002443
OG0004649	CQUJHB014456	ASIC015061
OG0004650	CQUJHB015424	ASIC021623
OG0004651	CQUJHB000051	ASIC019657
OG0004652	CQUJHB015277	ASIC019651
OG0004653	CQUJHB001424	ASIC019666
OG0004654	CQUJHB012938	ASIC019664
OG0004655	CQUJHB005544	ASIC002441
OG0004656	CQUJHB015397	ASIC017438
OG0004658	CQUJHB007802	ASIC010343
OG0004659	CQUJHB002599	ASIC021881
OG0004660	CQUJHB002734	ASIC021887
OG0004661	CQUJHB001899	ASIC011157
OG0004662	CQUJHB001394	ASIC003267
OG0004663	CQUJHB001628	ASIC005618
OG0004664	CQUJHB015365	ASIC003260
OG0004665	CQUJHB016404	ASIC015070
OG0004666	CQUJHB002032, CQUJHB005017	ASIC015069
OG0004667	CQUJHB006724	ASIC013752
OG0004668	CQUJHB009187	ASIC015068
OG0004669	CQUJHB015753	ASIC003899
OG0004670	CQUJHB014523	ASIC016201
OG0004672	CQUJHB006198	ASIC009296
OG0004673	CQUJHB002172	ASIC017929
OG0004674	CQUJHB016265	ASIC008622
OG0004675	CQUJHB000375	ASIC005308
OG0004676	CQUJHB018258	ASIC005311
OG0004677	CQUJHB003674	ASIC005305
OG0004678	CQUJHB015808	ASIC012613
OG0004679	CQUJHB000881	ASIC008620
OG0004680	CQUJHB012846	ASIC002627
OG0004681	CQUJHB000886	ASIC005307
OG0004683	CQUJHB004168	ASIC005309
OG0004684	CQUJHB007271	ASIC005310
OG0004685	CQUJHB010900	ASIC005301
OG0004686	CQUJHB015193	ASIC004523
OG0004687	CQUJHB011076	ASIC002625
OG0004688	CQUJHB005196	ASIC006406
OG0004689	CQUJHB003636	ASIC007216
OG0004690	CQUJHB009930	ASIC013071
OG0004691	CQUJHB015597	ASIC014362
OG0004692	CQUJHB016431	ASIC013073
OG0004693	CQUJHB004068	ASIC013072
OG0004694	CQUJHB018287	ASIC007150
OG0004695	CQUJHB018101	ASIC013075
OG0004697	CQUJHB008292	ASIC007205
OG0004698	CQUJHB010795	ASIC006400
OG0004699	CQUJHB016831	ASIC006412
OG0004701	CQUJHB015934	ASIC014238
OG0004702	CQUJHB006429	ASIC010454
OG0004703	CQUJHB000209	ASIC021807
OG0004704	CQUJHB010085	ASIC010455
OG0004705	CQUJHB012716	ASIC010451
OG0004706	CQUJHB010810	ASIC010459
OG0004707	CQUJHB012478	ASIC010452
OG0004708	CQUJHB008964	ASIC010458
OG0004709	CQUJHB015650	ASIC000805
OG0004710	CQUJHB007845	ASIC000804
OG0004711	CQUJHB018301	ASIC000952
OG0004712	CQUJHB005538	ASIC019138
OG0004713	CQUJHB002394	ASIC005583
OG0004714	CQUJHB010173	ASIC005597
OG0004715	CQUJHB015710	ASIC004802
OG0004716	CQUJHB011811	ASIC005573
OG0004717	CQUJHB000214	ASIC005586
OG0004718	CQUJHB016641	ASIC005576
OG0004719	CQUJHB011638	ASIC000953
OG0004720	CQUJHB013412	ASIC015111
OG0004721	CQUJHB013248	ASIC015120
OG0004722	CQUJHB006685	ASIC006528
OG0004723	CQUJHB004287	ASIC003727
OG0004724	CQUJHB004507	ASIC003731
OG0004725	CQUJHB002083	ASIC016857
OG0004726	CQUJHB016638	ASIC003732
OG0004727	CQUJHB017098	ASIC016844
OG0004728	CQUJHB009016	ASIC016856
OG0004729	CQUJHB004160	ASIC016845
OG0004730	CQUJHB001037	ASIC016840
OG0004731	CQUJHB008158	ASIC016835
OG0004732	CQUJHB004161	ASIC010196
OG0004733	CQUJHB018261	ASIC010204
OG0004734	CQUJHB006774	ASIC003729
OG0004735	CQUJHB015270	ASIC005473
OG0004736	CQUJHB015861	ASIC002019
OG0004737	CQUJHB008818	ASIC005475
OG0004738	CQUJHB006158	ASIC009117
OG0004739	CQUJHB013963	ASIC002021
OG0004740	CQUJHB012479	ASIC002268
OG0004741	CQUJHB018299	ASIC002020
OG0004742	CQUJHB014240	ASIC002022
OG0004743	CQUJHB017280	ASIC005474
OG0004744	CQUJHB016706	ASIC003557
OG0004745	CQUJHB000035	ASIC017169
OG0004746	CQUJHB003006	ASIC003108
OG0004747	CQUJHB008333	ASIC007693
OG0004748	CQUJHB002502	ASIC003103
OG0004749	CQUJHB007178	ASIC007676
OG0004750	CQUJHB013185	ASIC004647
OG0004751	CQUJHB015208	ASIC010125
OG0004752	CQUJHB012536	ASIC014507
OG0004753	CQUJHB006184	ASIC014979
OG0004754	CQUJHB014142	ASIC022217
OG0004755	CQUJHB012301	ASIC017924
OG0004756	CQUJHB018239	ASIC010694
OG0004757	CQUJHB017618	ASIC019868
OG0004758	CQUJHB006607	ASIC002506
OG0004759	CQUJHB002362	ASIC002501
OG0004760	CQUJHB017645	ASIC002498
OG0004761	CQUJHB000926	ASIC010688
OG0004762	CQUJHB015594	ASIC010766
OG0004763	CQUJHB002451	ASIC010695
OG0004764	CQUJHB008209	ASIC012759
OG0004766	CQUJHB008663	ASIC010439
OG0004767	CQUJHB010259	ASIC021712
OG0004768	CQUJHB000232	ASIC012765
OG0004769	CQUJHB009259	ASIC003183
OG0004770	CQUJHB002675	ASIC021470
OG0004771	CQUJHB000008	ASIC012777
OG0004772	CQUJHB009247	ASIC012774
OG0004773	CQUJHB013052	ASIC002930
OG0004776	CQUJHB002604	ASIC009764
OG0004777	CQUJHB002639	ASIC020911
OG0004778	CQUJHB016082	ASIC019997
OG0004779	CQUJHB010043	ASIC008913
OG0004780	CQUJHB001660	ASIC020601
OG0004781	CQUJHB004625	ASIC019994
OG0004782	CQUJHB018098	ASIC020920
OG0004783	CQUJHB009026	ASIC007622
OG0004784	CQUJHB013072	ASIC018181
OG0004785	CQUJHB007483	ASIC006821
OG0004786	CQUJHB011940	ASIC006817
OG0004787	CQUJHB003771	ASIC006874
OG0004788	CQUJHB001837	ASIC009252
OG0004789	CQUJHB003543	ASIC007530
OG0004790	CQUJHB015359	ASIC016205
OG0004791	CQUJHB009752	ASIC006871
OG0004792	CQUJHB006529	ASIC006872
OG0004793	CQUJHB011530	ASIC007541
OG0004794	CQUJHB016528	ASIC006876
OG0004795	CQUJHB013287	ASIC022347
OG0004796	CQUJHB001606	ASIC022349
OG0004797	CQUJHB004530	ASIC007897
OG0004798	CQUJHB017613	ASIC022348
OG0004799	CQUJHB004737	ASIC010958
OG0004800	CQUJHB007903	ASIC013665
OG0004801	CQUJHB012660	ASIC007898
OG0004802	CQUJHB002709	ASIC007892
OG0004803	CQUJHB001754	ASIC007891
OG0004804	CQUJHB014987	ASIC011577
OG0004805	CQUJHB007518	ASIC011578
OG0004806	CQUJHB017978	ASIC017944
OG0004807	CQUJHB018215	ASIC008056
OG0004808	CQUJHB010630	ASIC002693
OG0004809	CQUJHB011759	ASIC008058
OG0004810	CQUJHB006725	ASIC017145
OG0004811	CQUJHB015927	ASIC020490
OG0004812	CQUJHB001901	ASIC003987
OG0004813	CQUJHB007259	ASIC003985, ASIC003982
OG0004815	CQUJHB018282	ASIC002272
OG0004816	CQUJHB007782	ASIC019383
OG0004817	CQUJHB002539	ASIC008190
OG0004818	CQUJHB001843	ASIC019371
OG0004819	CQUJHB011389	ASIC019420
OG0004820	CQUJHB005003	ASIC019405
OG0004821	CQUJHB008168	ASIC017866
OG0004822	CQUJHB011353	ASIC011533
OG0004824	CQUJHB006419	ASIC011537
OG0004825	CQUJHB011134	ASIC011550
OG0004826	CQUJHB007142	ASIC011596
OG0004827	CQUJHB015329	ASIC011597
OG0004828	CQUJHB014421	ASIC005154
OG0004829	CQUJHB003105	ASIC013320
OG0004830	CQUJHB010819	ASIC009843
OG0004831	CQUJHB010890	ASIC013470
OG0004832	CQUJHB006743	ASIC017297
OG0004833	CQUJHB004676	ASIC017708
OG0004834	CQUJHB012991	ASIC017294
OG0004835	CQUJHB003457	ASIC017719
OG0004836	CQUJHB007085	ASIC017710
OG0004837	CQUJHB017012	ASIC017720
OG0004838	CQUJHB001423	ASIC017301
OG0004839	CQUJHB006390	ASIC017296
OG0004840	CQUJHB000388	ASIC018867
OG0004841	CQUJHB005887	ASIC021109
OG0004842	CQUJHB006404	ASIC021116
OG0004843	CQUJHB004832	ASIC021110
OG0004844	CQUJHB000004	ASIC014422
OG0004845	CQUJHB009332	ASIC014437
OG0004846	CQUJHB013303	ASIC021111
OG0004847	CQUJHB016315	ASIC021113
OG0004848	CQUJHB006451	ASIC021112
OG0004849	CQUJHB007577	ASIC014075
OG0004850	CQUJHB017461	ASIC008011
OG0004851	CQUJHB016827	ASIC004762
OG0004852	CQUJHB015312	ASIC004471
OG0004853	CQUJHB006379	ASIC003874
OG0004854	CQUJHB009910	ASIC003845
OG0004855	CQUJHB013455	ASIC003872
OG0004856	CQUJHB016451	ASIC003875
OG0004857	CQUJHB006313	ASIC003855
OG0004858	CQUJHB008604	ASIC017334
OG0004859	CQUJHB012778	ASIC022132
OG0004860	CQUJHB014037	ASIC003844
OG0004861	CQUJHB008852	ASIC003876
OG0004862	CQUJHB013647	ASIC003857
OG0004863	CQUJHB018184	ASIC003849
OG0004864	CQUJHB000458	ASIC021124
OG0004865	CQUJHB005727	ASIC021557
OG0004866	CQUJHB017442	ASIC021126
OG0004867	CQUJHB007104	ASIC021125
OG0004868	CQUJHB012167	ASIC005235
OG0004869	CQUJHB007536	ASIC005233
OG0004870	CQUJHB010940	ASIC014857
OG0004871	CQUJHB017666	ASIC020958
OG0004872	CQUJHB016891	ASIC020955
OG0004873	CQUJHB004615	ASIC010483
OG0004874	CQUJHB008125	ASIC014856
OG0004875	CQUJHB006723	ASIC010484
OG0004876	CQUJHB005629	ASIC011009
OG0004877	CQUJHB005482	ASIC007548
OG0004878	CQUJHB007706	ASIC017148
OG0004879	CQUJHB004210	ASIC002903
OG0004880	CQUJHB014296	ASIC017147
OG0004881	CQUJHB000095	ASIC009714
OG0004882	CQUJHB009111	ASIC006303
OG0004883	CQUJHB014636	ASIC007088
OG0004884	CQUJHB000885	ASIC005121
OG0004885	CQUJHB015096	ASIC009341
OG0004886	CQUJHB015448	ASIC011813
OG0004887	CQUJHB017428	ASIC003888
OG0004889	CQUJHB007258	ASIC009338
OG0004890	CQUJHB011706	ASIC015512
OG0004891	CQUJHB000142	ASIC019858
OG0004892	CQUJHB011257	ASIC019847
OG0004893	CQUJHB007308	ASIC019848
OG0004894	CQUJHB017113	ASIC009901
OG0004895	CQUJHB012952	ASIC004176
OG0004896	CQUJHB018097	ASIC012534
OG0004897	CQUJHB016860	ASIC012537
OG0004898	CQUJHB011399	ASIC004172
OG0004899	CQUJHB011839	ASIC000397
OG0004900	CQUJHB008376	ASIC012533
OG0004901	CQUJHB007823	ASIC000333
OG0004902	CQUJHB004967	ASIC012535
OG0004903	CQUJHB012751	ASIC020257
OG0004905	CQUJHB015454	ASIC007060
OG0004906	CQUJHB012845	ASIC021520
OG0004907	CQUJHB016968	ASIC007059
OG0004908	CQUJHB006058	ASIC020268
OG0004910	CQUJHB016722	ASIC008703
OG0004911	CQUJHB007013	ASIC004161
OG0004912	CQUJHB002764	ASIC008702
OG0004913	CQUJHB002000	ASIC010314
OG0004914	CQUJHB005841	ASIC017644
OG0004915	CQUJHB001621	ASIC016299
OG0004916	CQUJHB011180	ASIC016305
OG0004917	CQUJHB011305	ASIC016293
OG0004918	CQUJHB013632	ASIC016312
OG0004919	CQUJHB002019	ASIC007198
OG0004920	CQUJHB001313	ASIC007200
OG0004921	CQUJHB006067	ASIC007186
OG0004922	CQUJHB011024	ASIC007199
OG0004923	CQUJHB003475	ASIC007196
OG0004924	CQUJHB017734	ASIC005074
OG0004925	CQUJHB016303	ASIC021689
OG0004926	CQUJHB013512	ASIC014960
OG0004927	CQUJHB006446, CQUJHB015486	ASIC014963
OG0004928	CQUJHB013836	ASIC015487
OG0004929	CQUJHB003028	ASIC004551
OG0004930	CQUJHB011765	ASIC004540
OG0004931	CQUJHB003616	ASIC004552
OG0004932	CQUJHB012091	ASIC004544
OG0004933	CQUJHB012115	ASIC004563
OG0004934	CQUJHB003716	ASIC004541
OG0004935	CQUJHB004048	ASIC004545
OG0004936	CQUJHB006227	ASIC020867
OG0004937	CQUJHB003783	ASIC014086
OG0004938	CQUJHB009844	ASIC020865
OG0004939	CQUJHB013680	ASIC009873
OG0004940	CQUJHB018372	ASIC020868
OG0004941	CQUJHB008804	ASIC014085
OG0004942	CQUJHB003746	ASIC014709
OG0004943	CQUJHB002006	ASIC020965
OG0004944	CQUJHB004485	ASIC014846
OG0004945	CQUJHB008430	ASIC015250
OG0004946	CQUJHB003368	ASIC015249
OG0004947	CQUJHB018451	ASIC015243
OG0004948	CQUJHB006561	ASIC015251
OG0004949	CQUJHB013178	ASIC000895
OG0004950	CQUJHB015738	ASIC011856
OG0004951	CQUJHB001018	ASIC000896
OG0004952	CQUJHB001021	ASIC012570
OG0004953	CQUJHB003142	ASIC012574
OG0004954	CQUJHB008436	ASIC011581
OG0004955	CQUJHB014348	ASIC002833
OG0004956	CQUJHB010841	ASIC005343
OG0004957	CQUJHB016618	ASIC005345
OG0004958	CQUJHB016084	ASIC002753
OG0004959	CQUJHB006108	ASIC007051
OG0004960	CQUJHB007322	ASIC007050
OG0004961	CQUJHB015923	ASIC008223
OG0004962	CQUJHB009779	ASIC005331
OG0004963	CQUJHB011710	ASIC005342
OG0004964	CQUJHB001491	ASIC004848
OG0004966	CQUJHB000251	ASIC007955
OG0004967	CQUJHB013781	ASIC005047
OG0004969	CQUJHB007188	ASIC004130
OG0004970	CQUJHB015868	ASIC015152, ASIC015141
OG0004972	CQUJHB009567	ASIC003511
OG0004973	CQUJHB016623	ASIC012934
OG0004974	CQUJHB000553	ASIC019778
OG0004975	CQUJHB000236	ASIC021222
OG0004976	CQUJHB003540	ASIC004660
OG0004977	CQUJHB010752	ASIC002543
OG0004978	CQUJHB014590	ASIC012666
OG0004979	CQUJHB007062	ASIC012674
OG0004980	CQUJHB015878	ASIC021257
OG0004981	CQUJHB016304	ASIC009200
OG0004982	CQUJHB006298	ASIC009197
OG0004983	CQUJHB005874	ASIC012954
OG0004985	CQUJHB015430	ASIC021246
OG0004986	CQUJHB006809	ASIC012955
OG0004987	CQUJHB001202	ASIC017666
OG0004988	CQUJHB009298	ASIC017693
OG0004989	CQUJHB016105	ASIC017555
OG0004990	CQUJHB000420	ASIC017704
OG0004991	CQUJHB001613	ASIC012295
OG0004992	CQUJHB004803	ASIC012310
OG0004994	CQUJHB017944	ASIC012301
OG0004995	CQUJHB004468	ASIC022200
OG0004996	CQUJHB016124	ASIC014763
OG0004997	CQUJHB003878	ASIC014753
OG0004999	CQUJHB014896	ASIC014799
OG0005000	CQUJHB008170	ASIC014807
OG0005001	CQUJHB009996	ASIC014812
OG0005002	CQUJHB007867	ASIC006785
OG0005003	CQUJHB009755	ASIC006353
OG0005005	CQUJHB014824	ASIC006354
OG0005006	CQUJHB010702	ASIC017020
OG0005007	CQUJHB013715	ASIC010630
OG0005008	CQUJHB010081	ASIC010593
OG0005009	CQUJHB016626	ASIC010641
OG0005010	CQUJHB014803	ASIC012129
OG0005011	CQUJHB014035	ASIC012031
OG0005012	CQUJHB011388	ASIC012140
OG0005013	CQUJHB010401	ASIC006071
OG0005014	CQUJHB014316	ASIC010607
OG0005015	CQUJHB015294	ASIC009992
OG0005016	CQUJHB000428	ASIC009997
OG0005017	CQUJHB007225	ASIC010000
OG0005018	CQUJHB009185	ASIC009981
OG0005019	CQUJHB001731	ASIC020709
OG0005020	CQUJHB005499	ASIC013102
OG0005021	CQUJHB006966	ASIC009983
OG0005022	CQUJHB017492	ASIC013101
OG0005023	CQUJHB012906	ASIC020742
OG0005024	CQUJHB012288	ASIC009995
OG0005025	CQUJHB005568	ASIC015270
OG0005026	CQUJHB010286	ASIC015269
OG0005027	CQUJHB017396	ASIC015340
OG0005028	CQUJHB002345	ASIC015329
OG0005029	CQUJHB011783	ASIC013409
OG0005030	CQUJHB001152	ASIC016206
OG0005031	CQUJHB003253, CQUJHB001908	ASIC011446
OG0005032	CQUJHB004777	ASIC011460
OG0005033	CQUJHB015892	ASIC011442
OG0005034	CQUJHB000152	ASIC011461
OG0005035	CQUJHB015577	ASIC011453
OG0005036	CQUJHB009170	ASIC007269
OG0005037	CQUJHB011645	ASIC007263
OG0005038	CQUJHB015765	ASIC007416
OG0005039	CQUJHB008278	ASIC007252
OG0005040	CQUJHB011635	ASIC007268
OG0005041	CQUJHB013500	ASIC007265
OG0005042	CQUJHB007517	ASIC007262
OG0005043	CQUJHB007401	ASIC007415
OG0005044	CQUJHB004721	ASIC012899
OG0005045	CQUJHB000362	ASIC012913
OG0005046	CQUJHB009867	ASIC012904
OG0005047	CQUJHB006839	ASIC002889
OG0005048	CQUJHB005379	ASIC002894
OG0005049	CQUJHB012079	ASIC002887
OG0005050	CQUJHB017158	ASIC002893
OG0005051	CQUJHB007658	ASIC012911
OG0005052	CQUJHB002803	ASIC002891
OG0005053	CQUJHB016128	ASIC012912
OG0005054	CQUJHB010916	ASIC012985
OG0005055	CQUJHB002922	ASIC011103
OG0005056	CQUJHB010414	ASIC020134
OG0005057	CQUJHB011225	ASIC018986
OG0005058	CQUJHB004583	ASIC011102
OG0005059	CQUJHB014574	ASIC003589
OG0005060	CQUJHB011969	ASIC003570
OG0005061	CQUJHB001517	ASIC003745
OG0005062	CQUJHB008593	ASIC014384
OG0005063	CQUJHB012615	ASIC007227
OG0005064	CQUJHB016818	ASIC007444
OG0005065	CQUJHB007926	ASIC007447
OG0005066	CQUJHB017029	ASIC016004
OG0005067	CQUJHB004476	ASIC022179
OG0005068	CQUJHB010691	ASIC022180
OG0005069	CQUJHB001479	ASIC004286
OG0005071	CQUJHB017154	ASIC020805
OG0005073	CQUJHB006405	ASIC011458
OG0005074	CQUJHB012405	ASIC004287
OG0005075	CQUJHB007735	ASIC011381
OG0005076	CQUJHB011605	ASIC004288
OG0005077	CQUJHB003533	ASIC009955
OG0005078	CQUJHB013388	ASIC017269
OG0005079	CQUJHB015392	ASIC009996
OG0005080	CQUJHB014310	ASIC017265
OG0005081	CQUJHB016242	ASIC017264
OG0005082	CQUJHB003969	ASIC017270
OG0005083	CQUJHB007493	ASIC014665
OG0005084	CQUJHB012185	ASIC009957
OG0005085	CQUJHB008774	ASIC018123
OG0005086	CQUJHB016164	ASIC018124
OG0005087	CQUJHB016107	ASIC018106
OG0005088	CQUJHB013769	ASIC003523
OG0005089	CQUJHB017871	ASIC020816
