Orthogroup	CquinquefasciatusJHB2020	AsinensisChina
OG0003771	CQUJHB008219	ASIC013328
OG0003772	CQUJHB018143	ASIC014022
OG0003773	CQUJHB016243	ASIC013330
OG0003774	CQUJHB011171	ASIC013326
OG0003775	CQUJHB016560	ASIC007027
OG0003776	CQUJHB017527	ASIC013333
OG0003777	CQUJHB013998	ASIC007026
OG0003778	CQUJHB005338	ASIC013286
OG0003780	CQUJHB002179	ASIC019206
OG0003781	CQUJHB012888	ASIC015383
OG0003782	CQUJHB005208	ASIC022333
OG0003783	CQUJHB002154	ASIC015396
OG0003784	CQUJHB014193	ASIC015398
OG0003785	CQUJHB010233	ASIC015391
OG0003786	CQUJHB016025	ASIC000851
OG0003787	CQUJHB011568	ASIC000856
OG0003788	CQUJHB011491	ASIC015381
OG0003789	CQUJHB008391	ASIC008176
OG0003790	CQUJHB010849	ASIC019796
OG0003791	CQUJHB002205	ASIC000846
OG0003792	CQUJHB012018	ASIC015390
OG0003793	CQUJHB018330	ASIC000842
OG0003794	CQUJHB015168	ASIC000859, ASIC000861
OG0003795	CQUJHB016044	ASIC000857
OG0003796	CQUJHB004324	ASIC022332
OG0003797	CQUJHB000087	ASIC000850
OG0003798	CQUJHB012943	ASIC015386
OG0003799	CQUJHB006535	ASIC000843
OG0003800	CQUJHB001149	ASIC000848
OG0003801	CQUJHB010618	ASIC000854
OG0003803	CQUJHB001381	ASIC008640
OG0003804	CQUJHB009029	ASIC014543
OG0003805	CQUJHB011554	ASIC008607
OG0003806	CQUJHB008707	ASIC018947
OG0003807	CQUJHB014622	ASIC013612
OG0003808	CQUJHB005295	ASIC006668
OG0003809	CQUJHB002628	ASIC006880
OG0003810	CQUJHB008626	ASIC013506
OG0003811	CQUJHB016142	ASIC008673
OG0003812	CQUJHB003351	ASIC006674
OG0003813	CQUJHB017469	ASIC002312
OG0003814	CQUJHB008670	ASIC014542
OG0003815	CQUJHB003963	ASIC022028
OG0003816	CQUJHB003023	ASIC006058
OG0003817	CQUJHB015037	ASIC022029
OG0003818	CQUJHB000143	ASIC010866
OG0003819	CQUJHB016593	ASIC006059
OG0003821	CQUJHB015801	ASIC022027
OG0003822	CQUJHB001108	ASIC006064
OG0003823	CQUJHB011167	ASIC010855
OG0003824	CQUJHB015897	ASIC022025
OG0003825	CQUJHB001542	ASIC006067
OG0003826	CQUJHB005141	ASIC006070
OG0003827	CQUJHB009057	ASIC010701
OG0003829	CQUJHB015583	ASIC003749
OG0003830	CQUJHB018400	ASIC005857
OG0003831	CQUJHB013470	ASIC010333
OG0003832	CQUJHB014761	ASIC003747
OG0003833	CQUJHB017989	ASIC014931
OG0003835	CQUJHB001869	ASIC014929
OG0003836	CQUJHB016799	ASIC014930
OG0003837	CQUJHB016425	ASIC014928
OG0003838	CQUJHB005860	ASIC002427
OG0003839	CQUJHB010875	ASIC002428
OG0003840	CQUJHB008883, CQUJHB008894	ASIC006494
OG0003841	CQUJHB004541	ASIC013904
OG0003842	CQUJHB011755	ASIC013900
OG0003843	CQUJHB012485	ASIC006549
OG0003844	CQUJHB009080	ASIC006560
OG0003845	CQUJHB006426, CQUJHB017017	ASIC006638
OG0003846	CQUJHB017436	ASIC013897
OG0003847	CQUJHB014813	ASIC007771
OG0003848	CQUJHB002751	ASIC010530
OG0003849	CQUJHB015698	ASIC010532
OG0003850	CQUJHB003439	ASIC010556
OG0003851	CQUJHB006289	ASIC010545
OG0003852	CQUJHB008542	ASIC010536
OG0003853	CQUJHB012836	ASIC010526
OG0003854	CQUJHB001047	ASIC007757
OG0003855	CQUJHB004717	ASIC007765
OG0003856	CQUJHB010878	ASIC010514
OG0003857	CQUJHB003415	ASIC010527, ASIC010528
OG0003858	CQUJHB015614	ASIC009494
OG0003859	CQUJHB009804	ASIC010535
OG0003860	CQUJHB018471	ASIC010524, ASIC010525
OG0003861	CQUJHB007027	ASIC007770
OG0003862	CQUJHB008213	ASIC012378
OG0003863	CQUJHB005862	ASIC021200
OG0003864	CQUJHB012462	ASIC000962
OG0003865	CQUJHB003724	ASIC021163
OG0003866	CQUJHB010905	ASIC012396
OG0003867	CQUJHB013345	ASIC014900
OG0003868	CQUJHB004807	ASIC012397
OG0003869	CQUJHB009922	ASIC012392
OG0003870	CQUJHB004310	ASIC012391
OG0003871	CQUJHB014495	ASIC012393
OG0003872	CQUJHB002168	ASIC019740
OG0003873	CQUJHB002384	ASIC019839
OG0003874	CQUJHB001651	ASIC019744
OG0003875	CQUJHB005272	ASIC019745
OG0003877	CQUJHB000508	ASIC019842
OG0003878	CQUJHB011930	ASIC016358
OG0003879	CQUJHB002339	ASIC019736
OG0003880	CQUJHB012358	ASIC019838
OG0003881	CQUJHB018257	ASIC019742
OG0003882	CQUJHB012674	ASIC012431
OG0003883	CQUJHB012910	ASIC019712
OG0003884	CQUJHB012942	ASIC019711
OG0003885	CQUJHB010529	ASIC005364
OG0003886	CQUJHB009294	ASIC017395
OG0003887	CQUJHB002422	ASIC019734
OG0003888	CQUJHB005143	ASIC019992
OG0003889	CQUJHB004337	ASIC007669
OG0003890	CQUJHB008266	ASIC016688
OG0003891	CQUJHB014613	ASIC012874
OG0003892	CQUJHB001409	ASIC007110
OG0003893	CQUJHB016486	ASIC017078
OG0003894	CQUJHB017612	ASIC019267
OG0003895	CQUJHB014444	ASIC010858
OG0003896	CQUJHB011873	ASIC010864
OG0003897	CQUJHB009888	ASIC021460
OG0003898	CQUJHB015870	ASIC014648
OG0003899	CQUJHB015920	ASIC015743
OG0003900	CQUJHB001780	ASIC021449
OG0003901	CQUJHB000016	ASIC007498
OG0003902	CQUJHB015364	ASIC010863
OG0003903	CQUJHB000382	ASIC010757
OG0003904	CQUJHB007458	ASIC010762
OG0003905	CQUJHB000270	ASIC010934
OG0003906	CQUJHB016469	ASIC010945
OG0003907	CQUJHB006664	ASIC011916
OG0003908	CQUJHB014492	ASIC010952
OG0003909	CQUJHB002750	ASIC020563
OG0003910	CQUJHB009329	ASIC010180
OG0003911	CQUJHB009811	ASIC010194
OG0003912	CQUJHB006384	ASIC010186
OG0003913	CQUJHB007218	ASIC010193
OG0003914	CQUJHB000872	ASIC010195
OG0003915	CQUJHB011738	ASIC010181
OG0003916	CQUJHB009616	ASIC005676
OG0003917	CQUJHB003396	ASIC010175
OG0003918	CQUJHB017218	ASIC010184
OG0003919	CQUJHB010311	ASIC010197
OG0003920	CQUJHB002695	ASIC010200
OG0003921	CQUJHB009179	ASIC018772
OG0003922	CQUJHB005390	ASIC006313
OG0003923	CQUJHB018207	ASIC018623
OG0003924	CQUJHB010946	ASIC007122
OG0003925	CQUJHB013434	ASIC000642
OG0003926	CQUJHB018230	ASIC001451
OG0003927	CQUJHB005340	ASIC017649
OG0003928	CQUJHB015173	ASIC006531
OG0003929	CQUJHB012081	ASIC017636
OG0003930	CQUJHB004152	ASIC001441
OG0003932	CQUJHB005740	ASIC001457
OG0003933	CQUJHB002121	ASIC017637
OG0003934	CQUJHB016139	ASIC017651
OG0003935	CQUJHB013008	ASIC016802
OG0003936	CQUJHB017197	ASIC012206
OG0003937	CQUJHB004608	ASIC013150
OG0003938	CQUJHB000900	ASIC013058
OG0003939	CQUJHB013960	ASIC013057
OG0003940	CQUJHB011630	ASIC013151
OG0003941	CQUJHB016152	ASIC013153
OG0003942	CQUJHB015236	ASIC013059
OG0003943	CQUJHB011141	ASIC013149
OG0003944	CQUJHB014644	ASIC011661
OG0003945	CQUJHB002165	ASIC011662
OG0003946	CQUJHB009101	ASIC011642
OG0003947	CQUJHB010626	ASIC016143
OG0003948	CQUJHB002478	ASIC018471
OG0003949	CQUJHB003558	ASIC016160
OG0003950	CQUJHB003989	ASIC016120
OG0003951	CQUJHB005328	ASIC016159
OG0003952	CQUJHB002155	ASIC018486
OG0003953	CQUJHB011572	ASIC016156
OG0003954	CQUJHB006716	ASIC018483, ASIC018481
OG0003956	CQUJHB007053	ASIC018485
OG0003957	CQUJHB005436	ASIC016157
OG0003958	CQUJHB012813	ASIC006500
OG0003959	CQUJHB008045	ASIC017577
OG0003960	CQUJHB007114	ASIC006501
OG0003961	CQUJHB010534	ASIC017571
OG0003962	CQUJHB006369	ASIC017564
OG0003963	CQUJHB002423	ASIC017753
OG0003964	CQUJHB008465	ASIC017757
OG0003965	CQUJHB008985	ASIC017566
OG0003966	CQUJHB016910	ASIC005904
OG0003967	CQUJHB007811	ASIC006504
OG0003968	CQUJHB010164	ASIC017572
OG0003969	CQUJHB017630	ASIC017565
OG0003970	CQUJHB014328	ASIC017569
OG0003971	CQUJHB001362	ASIC017579
OG0003972	CQUJHB014602	ASIC017563
OG0003973	CQUJHB016536	ASIC017570
OG0003974	CQUJHB011423	ASIC016246
OG0003975	CQUJHB011942	ASIC016189
OG0003976	CQUJHB007942	ASIC014181
OG0003977	CQUJHB005283	ASIC016243
OG0003978	CQUJHB008930	ASIC004846
OG0003979	CQUJHB007594	ASIC016224
OG0003980	CQUJHB009010	ASIC016210
OG0003981	CQUJHB011764	ASIC016223
OG0003982	CQUJHB017917	ASIC015874
OG0003983	CQUJHB006008	ASIC015848
OG0003984	CQUJHB000721	ASIC015772
OG0003985	CQUJHB014163	ASIC015872
OG0003986	CQUJHB013160	ASIC015770
OG0003987	CQUJHB000189	ASIC015774
OG0003988	CQUJHB002611	ASIC015756
OG0003989	CQUJHB009818	ASIC015761
OG0003991	CQUJHB016092	ASIC015863
OG0003992	CQUJHB017838	ASIC015850
OG0003993	CQUJHB003063	ASIC015759
OG0003994	CQUJHB007605	ASIC016767
OG0003995	CQUJHB002313	ASIC016793
OG0003996	CQUJHB016334	ASIC002990
OG0003997	CQUJHB014399	ASIC014908
OG0003998	CQUJHB011042	ASIC016799
OG0003999	CQUJHB011105	ASIC007873
OG0004000	CQUJHB012345	ASIC003016
OG0004001	CQUJHB009936	ASIC008123
OG0004003	CQUJHB002128	ASIC010316, ASIC010320
OG0004004	CQUJHB015944	ASIC007876
OG0004005	CQUJHB009158	ASIC006988
OG0004006	CQUJHB008803	ASIC006990
OG0004007	CQUJHB009740	ASIC006930
OG0004008	CQUJHB003633	ASIC006986
OG0004009	CQUJHB016541, CQUJHB014382, CQUJHB012849, CQUJHB013778, CQUJHB006097, CQUJHB016031	ASIC005741
OG0004010	CQUJHB002034	ASIC006960
OG0004011	CQUJHB015599	ASIC005735
OG0004012	CQUJHB003303	ASIC006945
OG0004013	CQUJHB008480	ASIC006961
OG0004014	CQUJHB004091	ASIC006966
OG0004015	CQUJHB007836	ASIC006991
OG0004016	CQUJHB015631	ASIC006931
OG0004017	CQUJHB009135	ASIC006511
OG0004018	CQUJHB005813	ASIC006903
OG0004019	CQUJHB010248	ASIC006973
OG0004020	CQUJHB001316	ASIC006510
OG0004021	CQUJHB017822	ASIC003965
OG0004022	CQUJHB002791	ASIC006859
OG0004023	CQUJHB012512	ASIC003964
OG0004024	CQUJHB001191	ASIC003967
OG0004025	CQUJHB011838	ASIC006508
OG0004026	CQUJHB016510	ASIC016673
OG0004027	CQUJHB009531	ASIC019971
OG0004028	CQUJHB004611	ASIC008073
OG0004029	CQUJHB004435	ASIC011353
OG0004030	CQUJHB016830	ASIC019970
OG0004031	CQUJHB012375	ASIC011332
OG0004032	CQUJHB003541	ASIC011360
OG0004033	CQUJHB013894	ASIC011369
OG0004034	CQUJHB002838	ASIC011368
OG0004035	CQUJHB005258	ASIC019988
OG0004036	CQUJHB001218	ASIC011356
OG0004037	CQUJHB011633	ASIC011336
OG0004038	CQUJHB000392	ASIC019975
OG0004040	CQUJHB006982	ASIC005942
OG0004041	CQUJHB015743	ASIC009666
OG0004042	CQUJHB014420	ASIC020419
OG0004043	CQUJHB014422	ASIC007628
OG0004044	CQUJHB001363	ASIC009669
OG0004045	CQUJHB000978	ASIC005542
OG0004046	CQUJHB012596	ASIC009872
OG0004047	CQUJHB015161	ASIC006106
OG0004048	CQUJHB015214	ASIC006091
OG0004049	CQUJHB000953	ASIC006074
OG0004050	CQUJHB017520	ASIC006104
OG0004051	CQUJHB007956	ASIC012114
OG0004052	CQUJHB014561	ASIC006077
OG0004053	CQUJHB011471	ASIC006107
OG0004054	CQUJHB007439	ASIC006095
OG0004055	CQUJHB002494	ASIC012113
OG0004056	CQUJHB003387	ASIC006076
OG0004057	CQUJHB016422	ASIC006118
OG0004058	CQUJHB015705	ASIC006105
OG0004059	CQUJHB011321	ASIC006100
OG0004060	CQUJHB012422	ASIC019930
OG0004062	CQUJHB007652	ASIC015188
OG0004063	CQUJHB004557	ASIC008483
OG0004064	CQUJHB005016	ASIC020651
OG0004065	CQUJHB003228	ASIC020652
OG0004066	CQUJHB016660	ASIC018196
OG0004067	CQUJHB003126	ASIC008482
OG0004068	CQUJHB006629	ASIC018200
OG0004069	CQUJHB011120	ASIC020647
OG0004070	CQUJHB015739	ASIC020653
OG0004071	CQUJHB009713	ASIC017995
OG0004072	CQUJHB006862	ASIC020341
OG0004073	CQUJHB002753	ASIC011767
OG0004074	CQUJHB004595	ASIC020333
OG0004075	CQUJHB010468	ASIC011769
OG0004076	CQUJHB014716	ASIC020325
OG0004077	CQUJHB014262	ASIC011765
OG0004079	CQUJHB013834	ASIC011770
OG0004080	CQUJHB012597	ASIC020322
OG0004081	CQUJHB015228	ASIC015088
OG0004082	CQUJHB007054	ASIC008595
OG0004083	CQUJHB007891	ASIC017174
OG0004084	CQUJHB013899	ASIC018464
OG0004085	CQUJHB013334	ASIC008612
OG0004086	CQUJHB008671	ASIC008496
OG0004087	CQUJHB004281	ASIC011069
OG0004088	CQUJHB016816	ASIC008611
OG0004089	CQUJHB001708	ASIC006586
OG0004090	CQUJHB007716	ASIC008597
OG0004091	CQUJHB004503	ASIC018458
OG0004092	CQUJHB011924	ASIC018467
OG0004093	CQUJHB016883	ASIC018450
OG0004094	CQUJHB003521	ASIC021033
OG0004095	CQUJHB006777	ASIC004903
OG0004098	CQUJHB014212	ASIC004902
OG0004099	CQUJHB002282	ASIC014685
OG0004100	CQUJHB016348	ASIC021035
OG0004102	CQUJHB000397	ASIC013928
OG0004103	CQUJHB013566	ASIC009542
OG0004104	CQUJHB002440	ASIC013802
OG0004105	CQUJHB016487	ASIC021817
OG0004106	CQUJHB009403	ASIC021835
OG0004107	CQUJHB015550	ASIC021032
OG0004108	CQUJHB011693	ASIC018747
OG0004109	CQUJHB001301	ASIC011262
OG0004110	CQUJHB012418	ASIC011261
OG0004111	CQUJHB016578	ASIC007871
OG0004112	CQUJHB017667	ASIC011263
OG0004113	CQUJHB002871	ASIC011718
OG0004114	CQUJHB010223	ASIC003972
OG0004115	CQUJHB000614	ASIC017127
OG0004116	CQUJHB013492	ASIC007618
OG0004117	CQUJHB007614	ASIC010500
OG0004118	CQUJHB000502	ASIC016681
OG0004119	CQUJHB010826	ASIC003499
OG0004120	CQUJHB016373	ASIC010037
OG0004121	CQUJHB014703	ASIC010036
OG0004122	CQUJHB017807	ASIC010025
OG0004123	CQUJHB016033	ASIC003501
OG0004124	CQUJHB013309	ASIC021587
OG0004125	CQUJHB006215	ASIC013407
OG0004126	CQUJHB002388	ASIC021579
OG0004127	CQUJHB013611	ASIC010032
OG0004128	CQUJHB010631	ASIC010026
OG0004129	CQUJHB016259	ASIC003500
OG0004130	CQUJHB001428	ASIC013402
OG0004131	CQUJHB005680	ASIC003497
OG0004132	CQUJHB010926	ASIC010929
OG0004133	CQUJHB009584	ASIC013386
OG0004134	CQUJHB014137	ASIC018368
OG0004135	CQUJHB012742	ASIC017765, ASIC017766
OG0004136	CQUJHB012355	ASIC009300
OG0004137	CQUJHB002844	ASIC017767
OG0004138	CQUJHB000628	ASIC016630
OG0004139	CQUJHB007145	ASIC009304
OG0004140	CQUJHB005899	ASIC020043
OG0004141	CQUJHB008811	ASIC006551
OG0004143	CQUJHB013395	ASIC006625
OG0004144	CQUJHB009796	ASIC006624
OG0004145	CQUJHB011030	ASIC006631
OG0004146	CQUJHB009578	ASIC006635
OG0004147	CQUJHB000049	ASIC007428
OG0004148	CQUJHB000951	ASIC007430
OG0004149	CQUJHB008613	ASIC007404
OG0004150	CQUJHB005412	ASIC012487
OG0004151	CQUJHB005941	ASIC010210
OG0004152	CQUJHB008462	ASIC012708
OG0004153	CQUJHB012622	ASIC012485
OG0004154	CQUJHB015351	ASIC019835
OG0004155	CQUJHB001709	ASIC016359
OG0004156	CQUJHB014210	ASIC019834
OG0004157	CQUJHB003828	ASIC014332
OG0004158	CQUJHB012823	ASIC010206
OG0004159	CQUJHB007380	ASIC004441
OG0004160	CQUJHB011056	ASIC014333
OG0004161	CQUJHB015788	ASIC014331
OG0004162	CQUJHB012546	ASIC018831
OG0004163	CQUJHB002177	ASIC010082
OG0004165	CQUJHB002056	ASIC010073
OG0004166	CQUJHB017980	ASIC010083
OG0004168	CQUJHB007857	ASIC008813
OG0004169	CQUJHB015963	ASIC008907
OG0004170	CQUJHB002569	ASIC008838
OG0004171	CQUJHB006922	ASIC010070
OG0004172	CQUJHB003687	ASIC010072
OG0004173	CQUJHB003064	ASIC008779
OG0004174	CQUJHB011344	ASIC020243
OG0004175	CQUJHB009359	ASIC014277
OG0004176	CQUJHB008725	ASIC021863
OG0004177	CQUJHB018167	ASIC012646
OG0004178	CQUJHB000523	ASIC020244
OG0004179	CQUJHB018277	ASIC014278
OG0004180	CQUJHB017697	ASIC011973
OG0004181	CQUJHB016581	ASIC005499
OG0004182	CQUJHB001396	ASIC020247
OG0004183	CQUJHB009607	ASIC019492
OG0004184	CQUJHB002200	ASIC003071
OG0004185	CQUJHB013240	ASIC014279
OG0004186	CQUJHB017273	ASIC015645
OG0004187	CQUJHB003573	ASIC015163
OG0004188	CQUJHB011510	ASIC018194
OG0004190	CQUJHB006739	ASIC018236
OG0004191	CQUJHB015457	ASIC018195
OG0004192	CQUJHB004320	ASIC018193
OG0004193	CQUJHB003026	ASIC018242
OG0004194	CQUJHB009338	ASIC015654
OG0004195	CQUJHB003238	ASIC015366
OG0004196	CQUJHB010254	ASIC014468
OG0004197	CQUJHB011033	ASIC021895
OG0004198	CQUJHB002549	ASIC009867
OG0004199	CQUJHB007397	ASIC008921
OG0004200	CQUJHB011875	ASIC009860
OG0004201	CQUJHB008780	ASIC008919
OG0004202	CQUJHB015437	ASIC003933
OG0004203	CQUJHB017977	ASIC003932
OG0004204	CQUJHB010969	ASIC006417
OG0004205	CQUJHB003835	ASIC005113
OG0004206	CQUJHB012763	ASIC006344
OG0004207	CQUJHB007978	ASIC006226
OG0004208	CQUJHB015350	ASIC006343
OG0004209	CQUJHB001977	ASIC010295
OG0004210	CQUJHB011429	ASIC006263
OG0004211	CQUJHB012112	ASIC003935
OG0004212	CQUJHB014526	ASIC013048
OG0004213	CQUJHB009988	ASIC008953
OG0004214	CQUJHB003504	ASIC004475
OG0004215	CQUJHB000644	ASIC004473
OG0004216	CQUJHB010373	ASIC009477
OG0004217	CQUJHB005718	ASIC004474
OG0004218	CQUJHB011593	ASIC004477
OG0004219	CQUJHB012810	ASIC018250
OG0004220	CQUJHB004495	ASIC020025
OG0004221	CQUJHB011464	ASIC020024
OG0004222	CQUJHB002521	ASIC020023
OG0004223	CQUJHB015569	ASIC009025
OG0004224	CQUJHB003879	ASIC021686
OG0004225	CQUJHB014779	ASIC008973
OG0004226	CQUJHB008724	ASIC008980
OG0004227	CQUJHB011178	ASIC014715
OG0004228	CQUJHB007740	ASIC004653
OG0004229	CQUJHB001813	ASIC014714
OG0004230	CQUJHB010558	ASIC021681
OG0004231	CQUJHB017883	ASIC008987
OG0004232	CQUJHB005764	ASIC006210
OG0004233	CQUJHB001543	ASIC006366
OG0004234	CQUJHB013915	ASIC006194
OG0004235	CQUJHB015198, CQUJHB008346	ASIC010114
OG0004236	CQUJHB013493	ASIC006209
OG0004237	CQUJHB017470	ASIC006805
OG0004238	CQUJHB004919	ASIC003974
OG0004239	CQUJHB000867	ASIC020288
OG0004240	CQUJHB002374	ASIC010464
OG0004241	CQUJHB003834	ASIC018417
OG0004242	CQUJHB011484	ASIC018409
OG0004243	CQUJHB017848	ASIC018420
OG0004244	CQUJHB012194	ASIC016635
OG0004245	CQUJHB016257	ASIC003114
OG0004247	CQUJHB011319	ASIC015749
OG0004248	CQUJHB001922	ASIC016634
OG0004249	CQUJHB013368	ASIC010462
OG0004250	CQUJHB011135	ASIC018665
OG0004251	CQUJHB013361	ASIC018950
OG0004252	CQUJHB003463	ASIC018949
OG0004253	CQUJHB011170	ASIC004109
OG0004254	CQUJHB014871	ASIC012737
OG0004255	CQUJHB015060	ASIC018755
OG0004256	CQUJHB002835	ASIC018754
OG0004257	CQUJHB010335	ASIC001738
OG0004258	CQUJHB015866	ASIC006520
OG0004259	CQUJHB011675	ASIC004824
OG0004260	CQUJHB014143	ASIC018300
OG0004261	CQUJHB000393	ASIC005102
OG0004262	CQUJHB015928	ASIC018302
OG0004263	CQUJHB014717	ASIC007516
OG0004264	CQUJHB013273	ASIC012476
OG0004265	CQUJHB007730	ASIC007521
OG0004266	CQUJHB011127	ASIC003493
OG0004267	CQUJHB016228	ASIC015699
OG0004268	CQUJHB013743	ASIC011119
OG0004269	CQUJHB016177	ASIC014106
OG0004271	CQUJHB007391	ASIC013829
OG0004272	CQUJHB011707	ASIC009945
OG0004273	CQUJHB010714	ASIC021169
OG0004274	CQUJHB011979	ASIC018646
OG0004275	CQUJHB002741	ASIC009159
OG0004276	CQUJHB012292	ASIC013086
OG0004277	CQUJHB015383	ASIC006659
OG0004278	CQUJHB011729	ASIC010429
OG0004279	CQUJHB005484	ASIC018651
OG0004280	CQUJHB003641	ASIC010426
OG0004281	CQUJHB009968	ASIC006658
OG0004282	CQUJHB011048	ASIC015776
OG0004283	CQUJHB005847	ASIC018644
OG0004284	CQUJHB007917	ASIC010441
OG0004285	CQUJHB017847	ASIC001939
OG0004286	CQUJHB014515	ASIC015899
OG0004287	CQUJHB014547	ASIC007901
OG0004288	CQUJHB006281	ASIC001938
OG0004289	CQUJHB007110	ASIC017961
OG0004290	CQUJHB009952	ASIC014389
OG0004291	CQUJHB012036	ASIC014369
OG0004292	CQUJHB017199	ASIC014396
OG0004293	CQUJHB012871	ASIC014394
OG0004294	CQUJHB006100	ASIC014372
OG0004295	CQUJHB010014	ASIC019619
OG0004296	CQUJHB014617	ASIC014407
OG0004297	CQUJHB006941	ASIC008214
OG0004298	CQUJHB015282	ASIC008282
OG0004299	CQUJHB016632	ASIC008217
OG0004300	CQUJHB003917	ASIC008220
OG0004301	CQUJHB015826	ASIC008284
OG0004302	CQUJHB010740	ASIC012684
OG0004303	CQUJHB004398	ASIC008305
OG0004304	CQUJHB003489	ASIC005341
OG0004305	CQUJHB004789	ASIC012679
OG0004306	CQUJHB009766	ASIC008304
OG0004307	CQUJHB012577	ASIC003281
OG0004308	CQUJHB015810	ASIC008302
OG0004309	CQUJHB008119	ASIC008218
OG0004311	CQUJHB003502	ASIC001871
OG0004312	CQUJHB003960	ASIC018054
OG0004313	CQUJHB006480	ASIC018044
OG0004314	CQUJHB001193	ASIC018045
OG0004315	CQUJHB004816	ASIC005091
OG0004316	CQUJHB012085	ASIC018317
OG0004317	CQUJHB016213	ASIC018056
OG0004318	CQUJHB004730	ASIC018304
OG0004319	CQUJHB018146	ASIC018060
OG0004320	CQUJHB017360	ASIC016926
OG0004321	CQUJHB007449	ASIC018057
OG0004322	CQUJHB016511	ASIC005096
OG0004323	CQUJHB012532	ASIC018028
OG0004324	CQUJHB006288	ASIC005095
OG0004325	CQUJHB015221	ASIC018306
OG0004326	CQUJHB006804	ASIC005080
OG0004327	CQUJHB013366	ASIC018308
OG0004328	CQUJHB000179	ASIC018046
OG0004329	CQUJHB014659	ASIC018179
OG0004330	CQUJHB013064	ASIC005089
OG0004331	CQUJHB003801	ASIC007778
OG0004332	CQUJHB011463	ASIC003771
OG0004333	CQUJHB018264	ASIC018384
OG0004334	CQUJHB015839	ASIC008934
OG0004335	CQUJHB016479	ASIC015509
OG0004336	CQUJHB013527	ASIC018144
OG0004337	CQUJHB003047	ASIC013905
OG0004338	CQUJHB015494	ASIC019702
OG0004339	CQUJHB008912	ASIC018395
OG0004340	CQUJHB002123	ASIC007781
OG0004341	CQUJHB013375	ASIC017771
OG0004342	CQUJHB003685	ASIC003774
OG0004343	CQUJHB013932	ASIC010030
OG0004344	CQUJHB016700	ASIC011079
OG0004345	CQUJHB007049	ASIC011003
OG0004346	CQUJHB013882	ASIC012553
OG0004347	CQUJHB002892	ASIC017654
OG0004348	CQUJHB016344	ASIC017978
OG0004349	CQUJHB000539	ASIC019342
OG0004350	CQUJHB008586	ASIC010867
OG0004351	CQUJHB002465	ASIC017658
OG0004352	CQUJHB013043	ASIC010764
OG0004353	CQUJHB003952	ASIC017976
OG0004354	CQUJHB002575	ASIC013551
OG0004355	CQUJHB016813	ASIC019347
OG0004356	CQUJHB001851	ASIC017656
OG0004357	CQUJHB006321	ASIC017980
OG0004358	CQUJHB009137	ASIC017652
OG0004359	CQUJHB002824	ASIC017977
OG0004360	CQUJHB004441	ASIC008119
OG0004361	CQUJHB018067	ASIC010865
OG0004362	CQUJHB012689	ASIC019350
OG0004363	CQUJHB011711	ASIC005406
OG0004365	CQUJHB011784	ASIC021212
OG0004366	CQUJHB014936	ASIC021217
OG0004367	CQUJHB017233	ASIC021213
OG0004368	CQUJHB017448	ASIC021216
OG0004369	CQUJHB003629	ASIC010926
OG0004371	CQUJHB004715	ASIC005239
OG0004372	CQUJHB007726	ASIC015074
OG0004373	CQUJHB018304	ASIC011037
OG0004374	CQUJHB000925	ASIC005238
OG0004375	CQUJHB016535	ASIC022201
OG0004376	CQUJHB016244, CQUJHB006326, CQUJHB007625	ASIC022188
OG0004377	CQUJHB013718	ASIC008348
OG0004378	CQUJHB000486	ASIC012169
OG0004379	CQUJHB010018	ASIC020700
OG0004380	CQUJHB012909	ASIC012159
OG0004381	CQUJHB007920	ASIC020393
OG0004382	CQUJHB014383	ASIC012164
OG0004383	CQUJHB003167	ASIC014611
OG0004384	CQUJHB007738	ASIC017280, ASIC017281
OG0004385	CQUJHB007505	ASIC012170
OG0004386	CQUJHB009728	ASIC020697
OG0004387	CQUJHB015666	ASIC012181
OG0004388	CQUJHB006713	ASIC020701
OG0004389	CQUJHB015009	ASIC020702
OG0004390	CQUJHB003327	ASIC020786
OG0004391	CQUJHB006820	ASIC014607
OG0004392	CQUJHB003678	ASIC014621
OG0004393	CQUJHB008175	ASIC014618
OG0004394	CQUJHB003853	ASIC014613
OG0004395	CQUJHB004533	ASIC014615
OG0004396	CQUJHB018370	ASIC012183
OG0004397	CQUJHB016473	ASIC019610
OG0004398	CQUJHB001348	ASIC019174
OG0004399	CQUJHB004628	ASIC019665
OG0004400	CQUJHB012605	ASIC019621
OG0004401	CQUJHB012653	ASIC019888
OG0004402	CQUJHB015189	ASIC019632
OG0004403	CQUJHB015951	ASIC019831
OG0004405	CQUJHB006558	ASIC012640
OG0004407	CQUJHB018365	ASIC014299
OG0004408	CQUJHB003630	ASIC020934
OG0004409	CQUJHB014447	ASIC012478
OG0004410	CQUJHB007988	ASIC013877
OG0004411	CQUJHB009838	ASIC018360
OG0004412	CQUJHB007671	ASIC002568
OG0004413	CQUJHB010699	ASIC010285
OG0004414	CQUJHB008511	ASIC020003
OG0004415	CQUJHB011229	ASIC020004
OG0004416	CQUJHB017151	ASIC010287
OG0004417	CQUJHB013317	ASIC006237
OG0004418	CQUJHB000240	ASIC002814
OG0004419	CQUJHB011049	ASIC008460
OG0004420	CQUJHB008836	ASIC002823
OG0004421	CQUJHB003113	ASIC002815
OG0004423	CQUJHB007025	ASIC002821
OG0004424	CQUJHB014074	ASIC002818
OG0004425	CQUJHB009821	ASIC002819
OG0004426	CQUJHB004839	ASIC020716
