Orthogroup	CquinquefasciatusJHB2020	AgambiaePEST
OG0004634	CQUJHB007715	AGAP008345
OG0004635	CQUJHB008848	AGAP008337
OG0004636	CQUJHB008844	AGAP008344
OG0004637	CQUJHB017044	AGAP009840
OG0004638	CQUJHB005609	AGAP009923
OG0004639	CQUJHB012150	AGAP010115
OG0004640	CQUJHB003099	AGAP008768
OG0004641	CQUJHB018453	AGAP008347
OG0004642	CQUJHB004912	AGAP005897
OG0004643	CQUJHB000873	AGAP010975
OG0004644	CQUJHB002912	AGAP010538
OG0004645	CQUJHB009604	AGAP000520
OG0004646	CQUJHB007021	AGAP005621
OG0004647	CQUJHB009855	AGAP006680
OG0004648	CQUJHB015708	AGAP005620
OG0004649	CQUJHB014456	AGAP005623
OG0004650	CQUJHB015424	AGAP006678
OG0004651	CQUJHB000051	AGAP006786
OG0004652	CQUJHB015277	AGAP006789
OG0004653	CQUJHB001424	AGAP006777
OG0004654	CQUJHB012938	AGAP006778
OG0004655	CQUJHB005544	AGAP005618
OG0004656	CQUJHB015397	AGAP006598
OG0004658	CQUJHB007802	AGAP001555
OG0004659	CQUJHB002599	AGAP004551
OG0004660	CQUJHB002734	AGAP004548
OG0004661	CQUJHB001899	AGAP003070
OG0004662	CQUJHB001394	AGAP006898
OG0004663	CQUJHB001628	AGAP006893
OG0004664	CQUJHB015365	AGAP006894
OG0004665	CQUJHB016404	AGAP005392
OG0004666	CQUJHB002032, CQUJHB005017	AGAP005391
OG0004667	CQUJHB006724	AGAP006890
OG0004668	CQUJHB009187	AGAP005699
OG0004669	CQUJHB015753	AGAP029444
OG0004670	CQUJHB014523	AGAP010206
OG0004671	CQUJHB017000	AGAP010050
OG0004672	CQUJHB006198	AGAP010462
OG0004673	CQUJHB002172	AGAP010580
OG0004674	CQUJHB016265	AGAP009994
OG0004675	CQUJHB000375	AGAP008803
OG0004676	CQUJHB018258	AGAP008578
OG0004677	CQUJHB003674	AGAP008805
OG0004678	CQUJHB015808	AGAP008184
OG0004679	CQUJHB000881	AGAP009995
OG0004680	CQUJHB012846	AGAP009970
OG0004681	CQUJHB000886	AGAP008804
OG0004682	CQUJHB001685	AGAP008182
OG0004683	CQUJHB004168	AGAP008802
OG0004684	CQUJHB007271	AGAP008577
OG0004685	CQUJHB010900	AGAP008811
OG0004686	CQUJHB015193	AGAP009681
OG0004687	CQUJHB011076	AGAP009968
OG0004688	CQUJHB005196	AGAP008435
OG0004689	CQUJHB003636	AGAP007950
OG0004690	CQUJHB009930	AGAP008262
OG0004691	CQUJHB015597	AGAP009886
OG0004692	CQUJHB016431	AGAP008264
OG0004693	CQUJHB004068	AGAP008263
OG0004694	CQUJHB018287	AGAP007897
OG0004695	CQUJHB018101	AGAP008265
OG0004696	CQUJHB015540	AGAP007952, AGAP012754
OG0004697	CQUJHB008292	AGAP007951
OG0004698	CQUJHB010795	AGAP027984
OG0004699	CQUJHB016831	AGAP008433
OG0004701	CQUJHB015934	AGAP004654
OG0004702	CQUJHB006429	AGAP005297
OG0004703	CQUJHB000209	AGAP004146
OG0004704	CQUJHB010085	AGAP005298
OG0004705	CQUJHB012716	AGAP005294
OG0004706	CQUJHB010810	AGAP005302
OG0004707	CQUJHB012478	AGAP005295
OG0004708	CQUJHB008964	AGAP005301
OG0004709	CQUJHB015650	AGAP001804
OG0004710	CQUJHB007845	AGAP001805
OG0004711	CQUJHB018301	AGAP005331
OG0004712	CQUJHB005538	AGAP006735
OG0004713	CQUJHB002394	AGAP010340
OG0004714	CQUJHB010173	AGAP027982
OG0004715	CQUJHB015710	AGAP011341
OG0004716	CQUJHB011811	AGAP010336
OG0004717	CQUJHB000214	AGAP010342
OG0004718	CQUJHB016641	AGAP010338
OG0004719	CQUJHB011638	AGAP005330
OG0004720	CQUJHB013412	AGAP002332
OG0004721	CQUJHB013248	AGAP002329
OG0004722	CQUJHB006685	AGAP008727
OG0004723	CQUJHB004287	AGAP007636
OG0004724	CQUJHB004507	AGAP007631
OG0004725	CQUJHB002083	AGAP005853
OG0004726	CQUJHB016638	AGAP007629
OG0004727	CQUJHB017098	AGAP005846
OG0004728	CQUJHB009016	AGAP005852
OG0004729	CQUJHB004160	AGAP005847
OG0004730	CQUJHB001037	AGAP005844
OG0004731	CQUJHB008158	AGAP005839
OG0004732	CQUJHB004161	AGAP007626
OG0004733	CQUJHB018261	AGAP007623
OG0004734	CQUJHB006774	AGAP007633
OG0004735	CQUJHB015270	AGAP003802
OG0004736	CQUJHB015861	AGAP003806
OG0004737	CQUJHB008818	AGAP003800
OG0004738	CQUJHB006158	AGAP003795
OG0004739	CQUJHB013963	AGAP003804
OG0004740	CQUJHB012479	AGAP003808
OG0004741	CQUJHB018299	AGAP003805
OG0004742	CQUJHB014240	AGAP003803
OG0004743	CQUJHB017280	AGAP003801
OG0004744	CQUJHB016706	AGAP003675, AGAP012665
OG0004745	CQUJHB000035	AGAP000312
OG0004746	CQUJHB003006	AGAP006101
OG0004747	CQUJHB008333	AGAP000116
OG0004748	CQUJHB002502	AGAP006097
OG0004749	CQUJHB007178	AGAP000637
OG0004750	CQUJHB013185	AGAP002023
OG0004751	CQUJHB015208	AGAP010090
OG0004752	CQUJHB012536	AGAP011707
OG0004753	CQUJHB006184	AGAP004782
OG0004754	CQUJHB014142	AGAP012194
OG0004755	CQUJHB012301	AGAP010587
OG0004756	CQUJHB018239	AGAP008853
OG0004757	CQUJHB017618	AGAP007547
OG0004758	CQUJHB006607	AGAP007548
OG0004759	CQUJHB002362	AGAP007551
OG0004760	CQUJHB017645	AGAP007553
OG0004761	CQUJHB000926	AGAP008848
OG0004762	CQUJHB015594	AGAP008887
OG0004763	CQUJHB002451	AGAP008854
OG0004764	CQUJHB008209	AGAP009560
OG0004765	CQUJHB008953	AGAP003360
OG0004766	CQUJHB008663	AGAP009687
OG0004767	CQUJHB010259	AGAP003356
OG0004768	CQUJHB000232	AGAP009563
OG0004769	CQUJHB009259	AGAP009578
OG0004770	CQUJHB002675	AGAP002091
OG0004771	CQUJHB000008	AGAP009574
OG0004772	CQUJHB009247	AGAP009571
OG0004773	CQUJHB013052	AGAP009579
OG0004774	CQUJHB016615	AGAP013180
OG0004775	CQUJHB008002	AGAP003893
OG0004776	CQUJHB002604	AGAP003304
OG0004777	CQUJHB002639	AGAP003723
OG0004778	CQUJHB016082	AGAP004089
OG0004779	CQUJHB010043	AGAP003644
OG0004780	CQUJHB001660	AGAP004366
OG0004781	CQUJHB004625	AGAP004087
OG0004782	CQUJHB018098	AGAP003715
OG0004783	CQUJHB009026	AGAP000551
OG0004784	CQUJHB013072	AGAP012328
OG0004785	CQUJHB007483	AGAP000349
OG0004786	CQUJHB011940	AGAP000347
OG0004787	CQUJHB003771	AGAP009622
OG0004788	CQUJHB001837	AGAP007832
OG0004789	CQUJHB003543	AGAP010163
OG0004790	CQUJHB015359	AGAP010202
OG0004791	CQUJHB009752	AGAP009625
OG0004792	CQUJHB006529	AGAP009624
OG0004793	CQUJHB011530	AGAP010164
OG0004794	CQUJHB016528	AGAP009621
OG0004795	CQUJHB013287	AGAP012179
OG0004796	CQUJHB001606	AGAP012181
OG0004797	CQUJHB004530	AGAP011313
OG0004798	CQUJHB017613	AGAP012180
OG0004799	CQUJHB004737	AGAP011274
OG0004800	CQUJHB007903	AGAP010836
OG0004801	CQUJHB012660	AGAP011312
OG0004802	CQUJHB002709	AGAP011317
OG0004803	CQUJHB001754	AGAP011318
OG0004804	CQUJHB014987	AGAP001111
OG0004805	CQUJHB007518	AGAP001109
OG0004806	CQUJHB017978	AGAP028148
OG0004807	CQUJHB018215	AGAP002172
OG0004808	CQUJHB010630	AGAP002170
OG0004809	CQUJHB011759	AGAP002173
OG0004810	CQUJHB006725	AGAP000994
OG0004811	CQUJHB015927	AGAP000792
OG0004812	CQUJHB001901	AGAP000359
OG0004813	CQUJHB007259	AGAP000356
OG0004814	CQUJHB016701	AGAP008132
OG0004815	CQUJHB018282	AGAP003817
OG0004816	CQUJHB007782	AGAP010623
OG0004817	CQUJHB002539	AGAP001928
OG0004818	CQUJHB001843	AGAP010622
OG0004819	CQUJHB011389	AGAP029557
OG0004820	CQUJHB005003	AGAP010624
OG0004821	CQUJHB008168	AGAP012258
OG0004822	CQUJHB011353	AGAP001241
OG0004823	CQUJHB005218	AGAP002218
OG0004824	CQUJHB006419	AGAP001242
OG0004825	CQUJHB011134	AGAP001256
OG0004826	CQUJHB007142	AGAP001205
OG0004827	CQUJHB015329	AGAP001203
OG0004828	CQUJHB014421	AGAP000081
OG0004829	CQUJHB003105	AGAP001408
OG0004830	CQUJHB010819	AGAP004018
OG0004831	CQUJHB010890	AGAP012463
OG0004832	CQUJHB006743	AGAP009261
OG0004833	CQUJHB004676	AGAP009258
OG0004834	CQUJHB012991	AGAP009259
OG0004835	CQUJHB003457	AGAP009255
OG0004836	CQUJHB007085	AGAP009257
OG0004837	CQUJHB017012	AGAP009254
OG0004838	CQUJHB001423	AGAP009265
OG0004839	CQUJHB006390	AGAP009260
OG0004840	CQUJHB000388	AGAP006904
OG0004841	CQUJHB005887	AGAP002571
OG0004842	CQUJHB006404	AGAP002566
OG0004843	CQUJHB004832	AGAP002570
OG0004844	CQUJHB000004	AGAP008136
OG0004845	CQUJHB009332	AGAP029547
OG0004846	CQUJHB013303	AGAP002569
OG0004847	CQUJHB016315	AGAP002567
OG0004848	CQUJHB006451	AGAP002568
OG0004849	CQUJHB007577	AGAP002837
OG0004850	CQUJHB017461	AGAP003019
OG0004851	CQUJHB016827	AGAP011163
OG0004852	CQUJHB015312	AGAP000865
OG0004853	CQUJHB006379	AGAP008604
OG0004854	CQUJHB009910	AGAP008598
OG0004855	CQUJHB013455	AGAP008606
OG0004856	CQUJHB016451	AGAP008602
OG0004857	CQUJHB006313	AGAP008611
OG0004858	CQUJHB008604	AGAP010143
OG0004859	CQUJHB012778	AGAP009773
OG0004860	CQUJHB014037	AGAP008612
OG0004861	CQUJHB008852	AGAP008601
OG0004862	CQUJHB013647	AGAP008585
OG0004863	CQUJHB018184	AGAP008593
OG0004864	CQUJHB000458	AGAP002564
OG0004865	CQUJHB005727	AGAP002557
OG0004866	CQUJHB017442	AGAP002560
OG0004867	CQUJHB007104	AGAP002563
OG0004868	CQUJHB012167	AGAP000182
OG0004869	CQUJHB007536	AGAP000184
OG0004870	CQUJHB010940	AGAP002291
OG0004871	CQUJHB017666	AGAP002948
OG0004872	CQUJHB016891	AGAP002952
OG0004873	CQUJHB004615	AGAP002881
OG0004874	CQUJHB008125	AGAP002290
OG0004875	CQUJHB006723	AGAP002883
OG0004876	CQUJHB005629	AGAP007097
OG0004877	CQUJHB005482	AGAP000377
OG0004878	CQUJHB007706	AGAP000319
OG0004879	CQUJHB004210	AGAP005423
OG0004880	CQUJHB014296	AGAP000991
OG0004881	CQUJHB000095	AGAP000378
OG0004882	CQUJHB009111	AGAP000429
OG0004883	CQUJHB014636	AGAP000188
OG0004884	CQUJHB000885	AGAP000073
OG0004885	CQUJHB015096	AGAP010895
OG0004886	CQUJHB015448	AGAP004693
OG0004887	CQUJHB017428	AGAP010894
OG0004888	CQUJHB000805, CQUJHB002043	AGAP010842
OG0004889	CQUJHB007258	AGAP028617
OG0004890	CQUJHB011706	AGAP011448
OG0004891	CQUJHB000142	AGAP007538
OG0004892	CQUJHB011257	AGAP007532
OG0004893	CQUJHB007308	AGAP007533
OG0004894	CQUJHB017113	AGAP006622
OG0004895	CQUJHB012952	AGAP002788
OG0004896	CQUJHB018097	AGAP002781
OG0004897	CQUJHB016860	AGAP002782
OG0004898	CQUJHB011399	AGAP002784
OG0004899	CQUJHB011839	AGAP004244
OG0004900	CQUJHB008376	AGAP002780
OG0004901	CQUJHB007823	AGAP003536
OG0004902	CQUJHB004967	AGAP013010, AGAP013378
OG0004903	CQUJHB012751	AGAP001782
OG0004904	CQUJHB013216, CQUJHB017050	AGAP012755, AGAP010225
OG0004905	CQUJHB015454	AGAP004196
OG0004906	CQUJHB012845	AGAP003221
OG0004907	CQUJHB016968	AGAP004197
OG0004908	CQUJHB006058	AGAP001779
OG0004909	CQUJHB001633	AGAP001778
OG0004910	CQUJHB016722	AGAP002889
OG0004911	CQUJHB007013	AGAP002892
OG0004912	CQUJHB002764	AGAP002890
OG0004913	CQUJHB002000	AGAP011513
OG0004914	CQUJHB005841	AGAP008099
OG0004915	CQUJHB001621	AGAP005723
OG0004916	CQUJHB011180	AGAP005721
OG0004917	CQUJHB011305	AGAP005724
OG0004918	CQUJHB013632	AGAP005715
OG0004919	CQUJHB002019	AGAP009525
OG0004920	CQUJHB001313	AGAP009523
OG0004921	CQUJHB006067	AGAP009532
OG0004922	CQUJHB011024	AGAP009524
OG0004923	CQUJHB003475	AGAP009522
OG0004924	CQUJHB017734	AGAP011689
OG0004925	CQUJHB016303	AGAP003366
OG0004926	CQUJHB013512	AGAP004797
OG0004927	CQUJHB006446, CQUJHB015486	AGAP004794
OG0004928	CQUJHB013836	AGAP011470
OG0004929	CQUJHB003028	AGAP001997
OG0004930	CQUJHB011765	AGAP002004
OG0004931	CQUJHB003616	AGAP001996
OG0004932	CQUJHB012091	AGAP002000
OG0004933	CQUJHB012115	AGAP001986
OG0004934	CQUJHB003716	AGAP002003
OG0004935	CQUJHB004048	AGAP001999
OG0004936	CQUJHB006227	AGAP003885
OG0004937	CQUJHB003783	AGAP002831
OG0004938	CQUJHB009844	AGAP003883
OG0004939	CQUJHB013680	AGAP001428
OG0004940	CQUJHB018372	AGAP003886
OG0004941	CQUJHB008804	AGAP002832
OG0004942	CQUJHB003746	AGAP003090
OG0004943	CQUJHB002006	AGAP013412
OG0004944	CQUJHB004485	AGAP002284
OG0004945	CQUJHB008430	AGAP011363
OG0004946	CQUJHB003368	AGAP011364
OG0004947	CQUJHB018451	AGAP011368
OG0004948	CQUJHB006561	AGAP011361
OG0004949	CQUJHB013178	AGAP011580
OG0004950	CQUJHB015738	AGAP004229
OG0004951	CQUJHB001018	AGAP011581
OG0004952	CQUJHB001021	AGAP004113
OG0004953	CQUJHB003142	AGAP004117
OG0004954	CQUJHB008436	AGAP001108
OG0004955	CQUJHB014348	AGAP001702
OG0004956	CQUJHB010841	AGAP002129
OG0004957	CQUJHB016618	AGAP002131
OG0004958	CQUJHB016084	AGAP002546
OG0004959	CQUJHB006108	AGAP004198
OG0004960	CQUJHB007322	AGAP004199
OG0004961	CQUJHB015923	AGAP001950
OG0004962	CQUJHB009779	AGAP013499
OG0004963	CQUJHB011710	AGAP002128
OG0004964	CQUJHB001491	AGAP001705
OG0004965	CQUJHB001575	AGAP012836, AGAP004101
OG0004966	CQUJHB000251	AGAP001094
OG0004967	CQUJHB013781	AGAP011673
OG0004968	CQUJHB010240, CQUJHB006039	AGAP001557
OG0004969	CQUJHB007188	AGAP001694
OG0004970	CQUJHB015868	AGAP004489
OG0004971	CQUJHB014841	AGAP003751
OG0004972	CQUJHB009567	AGAP004062
OG0004973	CQUJHB016623	AGAP006058
OG0004974	CQUJHB000553	AGAP007475
OG0004975	CQUJHB000236	AGAP003540
OG0004976	CQUJHB003540	AGAP002017
OG0004977	CQUJHB010752	AGAP008658
OG0004978	CQUJHB014590	AGAP001364
OG0004979	CQUJHB007062	AGAP001367
OG0004980	CQUJHB015878	AGAP005239
OG0004981	CQUJHB016304	AGAP005254
OG0004982	CQUJHB006298	AGAP005255
OG0004983	CQUJHB005874	AGAP005234
OG0004985	CQUJHB015430	AGAP005241
OG0004986	CQUJHB006809	AGAP005233
OG0004987	CQUJHB001202	AGAP008110
OG0004988	CQUJHB009298	AGAP008108
OG0004989	CQUJHB016105	AGAP008111
OG0004990	CQUJHB000420	AGAP008107
OG0004991	CQUJHB001613	AGAP005173
OG0004992	CQUJHB004803	AGAP005168
OG0004993	CQUJHB001344	AGAP002480
OG0004994	CQUJHB017944	AGAP005170
OG0004995	CQUJHB004468	AGAP029302
OG0004996	CQUJHB016124	AGAP011030
OG0004997	CQUJHB003878	AGAP011031
OG0004998	CQUJHB003555	AGAP012808, AGAP010988
OG0004999	CQUJHB014896	AGAP010983
OG0005000	CQUJHB008170	AGAP011969
OG0005001	CQUJHB009996	AGAP028030
OG0005002	CQUJHB007867	AGAP000958
OG0005003	CQUJHB009755	AGAP000241
OG0005004	CQUJHB009790	AGAP000960
OG0005005	CQUJHB014824	AGAP000240
OG0005006	CQUJHB010702	AGAP000478
OG0005007	CQUJHB013715	AGAP008300
OG0005008	CQUJHB010081	AGAP008298
OG0005009	CQUJHB016626	AGAP008299
OG0005010	CQUJHB014803	AGAP008942
OG0005011	CQUJHB014035	AGAP008940
OG0005012	CQUJHB011388	AGAP008941
OG0005013	CQUJHB010401	AGAP008935
OG0005014	CQUJHB014316	AGAP008287
OG0005015	CQUJHB015294	AGAP009274
OG0005016	CQUJHB000428	AGAP009276
OG0005017	CQUJHB007225	AGAP009278
OG0005018	CQUJHB009185	AGAP009943
OG0005019	CQUJHB001731	AGAP008946
OG0005020	CQUJHB005499	AGAP008228
OG0005021	CQUJHB006966	AGAP009271
OG0005022	CQUJHB017492	AGAP008227
OG0005023	CQUJHB012906	AGAP029988
OG0005024	CQUJHB012288	AGAP009275
OG0005025	CQUJHB005568	AGAP010501
OG0005026	CQUJHB010286	AGAP010500
OG0005027	CQUJHB017396	AGAP010494
OG0005028	CQUJHB002345	AGAP010493
OG0005029	CQUJHB011783	AGAP010223
OG0005030	CQUJHB001152	AGAP010221
OG0005031	CQUJHB003253, CQUJHB001908	AGAP001174
OG0005032	CQUJHB004777	AGAP001160
OG0005033	CQUJHB015892	AGAP001175
OG0005034	CQUJHB000152	AGAP001159
OG0005035	CQUJHB015577	AGAP001167
OG0005036	CQUJHB009170	AGAP009485
OG0005037	CQUJHB011645	AGAP009491
OG0005038	CQUJHB015765	AGAP007927
OG0005039	CQUJHB008278	AGAP009498
OG0005040	CQUJHB011635	AGAP009486
OG0005041	CQUJHB013500	AGAP009489
OG0005042	CQUJHB007517	AGAP028740
OG0005043	CQUJHB007401	AGAP007928
OG0005044	CQUJHB004721	AGAP006033
OG0005045	CQUJHB000362	AGAP029102
OG0005046	CQUJHB009867	AGAP006035
OG0005047	CQUJHB006839	AGAP005433
OG0005048	CQUJHB005379	AGAP005429
OG0005049	CQUJHB012079	AGAP006092
OG0005050	CQUJHB017158	AGAP005430
OG0005051	CQUJHB007658	AGAP006042
OG0005052	CQUJHB002803	AGAP005432
OG0005053	CQUJHB016128	AGAP029130
OG0005054	CQUJHB010916	AGAP006030
OG0005055	CQUJHB002922	AGAP002969
OG0005056	CQUJHB010414	AGAP013267
OG0005057	CQUJHB011225	AGAP006186
OG0005058	CQUJHB004583	AGAP002968
OG0005059	CQUJHB014574	AGAP003666
OG0005060	CQUJHB011969	AGAP003671
OG0005061	CQUJHB001517	AGAP007686
OG0005062	CQUJHB008593	AGAP009889
OG0005063	CQUJHB012615	AGAP007948
OG0005064	CQUJHB016818	AGAP007885
OG0005065	CQUJHB007926	AGAP007882
OG0005066	CQUJHB017029	AGAP011329
OG0005067	CQUJHB004476	AGAP010850
OG0005068	CQUJHB010691	AGAP010851
OG0005069	CQUJHB001479	AGAP010020
OG0005070	CQUJHB014087	AGAP010073
OG0005071	CQUJHB017154	AGAP010017
OG0005072	CQUJHB006341	AGAP010072
OG0005073	CQUJHB006405	AGAP001227
OG0005074	CQUJHB012405	AGAP010019
OG0005075	CQUJHB007735	AGAP001220
OG0005076	CQUJHB011605	AGAP010018, AGAP012743
OG0005077	CQUJHB003533	AGAP009954
OG0005078	CQUJHB013388	AGAP008621
OG0005079	CQUJHB015392	AGAP008631
OG0005080	CQUJHB014310	AGAP008625
OG0005081	CQUJHB016242	AGAP008626
OG0005082	CQUJHB003969	AGAP008620
OG0005083	CQUJHB007493	AGAP009935
OG0005084	CQUJHB012185	AGAP009953
OG0005085	CQUJHB008774	AGAP011895
OG0005086	CQUJHB016164	AGAP011896
OG0005087	CQUJHB016107	AGAP011911
OG0005088	CQUJHB013769	AGAP002955
OG0005089	CQUJHB017871	AGAP001411
OG0005090	CQUJHB015767	AGAP007855
OG0005091	CQUJHB005951	AGAP002956
OG0005092	CQUJHB005791	AGAP003157
OG0005093	CQUJHB014131	AGAP006364
OG0005094	CQUJHB007467	AGAP005408
OG0005095	CQUJHB007444	AGAP006239
OG0005096	CQUJHB000603	AGAP006240
OG0005097	CQUJHB003580	AGAP005418
OG0005098	CQUJHB016815	AGAP005419
OG0005099	CQUJHB014279	AGAP005413
OG0005100	CQUJHB006206	AGAP005417
OG0005101	CQUJHB012981	AGAP002289
OG0005102	CQUJHB013968	AGAP005415
OG0005103	CQUJHB013748	AGAP005409
OG0005104	CQUJHB015300	AGAP010444
OG0005105	CQUJHB007531	AGAP011740
OG0005106	CQUJHB016793	AGAP011733
OG0005107	CQUJHB009124	AGAP010443
OG0005108	CQUJHB011210	AGAP003923
OG0005109	CQUJHB011496	AGAP003093
OG0005110	CQUJHB009613	AGAP003094
OG0005111	CQUJHB006625	AGAP029118
OG0005112	CQUJHB013342	AGAP012289
OG0005113	CQUJHB005207	AGAP003279
OG0005114	CQUJHB009975	AGAP012290
OG0005115	CQUJHB010759	AGAP012288
OG0005116	CQUJHB008580	AGAP012287
OG0005117	CQUJHB014906	AGAP002177
OG0005118	CQUJHB007381	AGAP000167
OG0005119	CQUJHB017957	AGAP000877
OG0005120	CQUJHB009883	AGAP000166
OG0005121	CQUJHB006323	AGAP001312
OG0005122	CQUJHB017525	AGAP002518
OG0005123	CQUJHB001809	AGAP002534
OG0005124	CQUJHB011317	AGAP002516
OG0005125	CQUJHB010218	AGAP002512
OG0005126	CQUJHB002385	AGAP002513
OG0005127	CQUJHB004661	AGAP002517
OG0005128	CQUJHB018263	AGAP011493
OG0005129	CQUJHB002981	AGAP012050, AGAP012049
OG0005130	CQUJHB002096	AGAP011491
OG0005131	CQUJHB002652	AGAP012304
OG0005132	CQUJHB003448	AGAP007653
OG0005133	CQUJHB017627	AGAP007654
OG0005134	CQUJHB000675	AGAP007646
OG0005135	CQUJHB006466	AGAP007656
OG0005136	CQUJHB012420	AGAP007643
OG0005137	CQUJHB006240	AGAP007645
OG0005138	CQUJHB018333	AGAP007647
OG0005139	CQUJHB016922	AGAP007642
OG0005140	CQUJHB004703	AGAP010238
OG0005141	CQUJHB007946	AGAP010237, AGAP010236
OG0005142	CQUJHB016734	AGAP007870
OG0005143	CQUJHB017817	AGAP001318
OG0005144	CQUJHB016108, CQUJHB016132	AGAP002535
OG0005145	CQUJHB007183	AGAP001313
OG0005146	CQUJHB014609	AGAP011629
OG0005147	CQUJHB007551	AGAP011626
OG0005149	CQUJHB013244	AGAP013209
OG0005150	CQUJHB014816	AGAP003477
OG0005151	CQUJHB012271	AGAP003619
OG0005152	CQUJHB014039	AGAP000007
OG0005153	CQUJHB010979	AGAP008426
OG0005154	CQUJHB016123	AGAP009107
OG0005155	CQUJHB007793	AGAP008427
OG0005156	CQUJHB002945	AGAP009239
OG0005157	CQUJHB014725	AGAP007904
OG0005158	CQUJHB005761	AGAP029466
OG0005159	CQUJHB000485	AGAP008665
OG0005160	CQUJHB011817	AGAP004272
OG0005161	CQUJHB004743	AGAP004256
OG0005162	CQUJHB010607	AGAP008662
OG0005163	CQUJHB007342	AGAP008668
OG0005164	CQUJHB014580	AGAP008664
OG0005165	CQUJHB018061	AGAP004251
OG0005166	CQUJHB015954	AGAP008667
OG0005167	CQUJHB013255	AGAP000969
OG0005168	CQUJHB013349	AGAP000971
OG0005169	CQUJHB011335	AGAP012372
OG0005170	CQUJHB005460	AGAP011446
OG0005171	CQUJHB005050	AGAP011447
OG0005172	CQUJHB012792	AGAP011680
OG0005173	CQUJHB004626	AGAP010559
OG0005174	CQUJHB014661	AGAP012377
OG0005175	CQUJHB012740	AGAP012014
OG0005176	CQUJHB017217	AGAP012013
OG0005177	CQUJHB016776	AGAP005973
OG0005178	CQUJHB004685	AGAP005956
OG0005179	CQUJHB007324	AGAP005971
OG0005180	CQUJHB018474	AGAP005863
OG0005181	CQUJHB009330	AGAP007046
OG0005182	CQUJHB005305	AGAP007044
OG0005183	CQUJHB011886	AGAP007751
OG0005184	CQUJHB005699	AGAP009088
OG0005185	CQUJHB016168	AGAP002013
OG0005186	CQUJHB001910	AGAP007759
OG0005187	CQUJHB011826	AGAP002014
OG0005188	CQUJHB015696	AGAP002015
OG0005189	CQUJHB003855	AGAP001324
OG0005190	CQUJHB000605	AGAP004293
OG0005191	CQUJHB004955	AGAP002684
OG0005192	CQUJHB016914	AGAP004294
OG0005193	CQUJHB008183	AGAP002685
OG0005194	CQUJHB000768	AGAP002691
OG0005195	CQUJHB006218	AGAP029807
OG0005196	CQUJHB005241	AGAP004867
OG0005197	CQUJHB012173	AGAP008106
OG0005198	CQUJHB013815	AGAP009893
OG0005199	CQUJHB003973	AGAP009896
OG0005200	CQUJHB007448	AGAP009891
OG0005201	CQUJHB005383	AGAP005983
OG0005202	CQUJHB017287	AGAP004225
OG0005203	CQUJHB011219	AGAP005982
OG0005205	CQUJHB010690	AGAP009302
OG0005206	CQUJHB011588	AGAP009295
OG0005207	CQUJHB015598	AGAP009603
OG0005208	CQUJHB013214	AGAP009607
OG0005209	CQUJHB003418	AGAP009296
OG0005210	CQUJHB006253	AGAP009303
OG0005211	CQUJHB003712	AGAP011549
OG0005212	CQUJHB015015	AGAP012273
OG0005213	CQUJHB012031	AGAP012275
OG0005214	CQUJHB001919	AGAP028528
OG0005215	CQUJHB011856	AGAP012274
OG0005216	CQUJHB014299	AGAP012271
OG0005217	CQUJHB010266	AGAP011548
OG0005218	CQUJHB013741	AGAP012272
OG0005219	CQUJHB000026	AGAP011670
OG0005220	CQUJHB004225	AGAP000002
OG0005221	CQUJHB004909	AGAP029238
OG0005222	CQUJHB017808	AGAP009807
OG0005223	CQUJHB002952	AGAP003016
OG0005224	CQUJHB018255	AGAP003018
OG0005225	CQUJHB001076, CQUJHB017890	AGAP001480
OG0005226	CQUJHB017767	AGAP003014
OG0005227	CQUJHB001452	AGAP001485
OG0005228	CQUJHB007801	AGAP003013
OG0005229	CQUJHB017933	AGAP001472
OG0005230	CQUJHB004292	AGAP003012
OG0005231	CQUJHB003985	AGAP001497
OG0005232	CQUJHB009400	AGAP004439
OG0005234	CQUJHB008786	AGAP001475
OG0005235	CQUJHB011201	AGAP012444
OG0005236	CQUJHB013874	AGAP005020
OG0005237	CQUJHB017137	AGAP005017
OG0005238	CQUJHB011094	AGAP005018
OG0005239	CQUJHB009878	AGAP008576
OG0005240	CQUJHB010312	AGAP008975
OG0005241	CQUJHB009036	AGAP008974
OG0005242	CQUJHB017874	AGAP009051
OG0005243	CQUJHB017196	AGAP002409
OG0005244	CQUJHB009672	AGAP002407
OG0005245	CQUJHB010249	AGAP004929
OG0005246	CQUJHB010215	AGAP010281
OG0005247	CQUJHB006447	AGAP003989
OG0005248	CQUJHB004180	AGAP010280
OG0005249	CQUJHB012052	AGAP005029
OG0005250	CQUJHB005180	AGAP002463
OG0005251	CQUJHB003549	AGAP012339
OG0005252	CQUJHB006382	AGAP012225
OG0005253	CQUJHB004082	AGAP029560
OG0005254	CQUJHB017556	AGAP012226
OG0005255	CQUJHB018378	AGAP005809
OG0005256	CQUJHB005606	AGAP005979
OG0005257	CQUJHB002852	AGAP005152
OG0005258	CQUJHB008484	AGAP005148
OG0005259	CQUJHB004766	AGAP007806
OG0005260	CQUJHB003433	AGAP008761
OG0005261	CQUJHB011328	AGAP007807
OG0005262	CQUJHB015755	AGAP007805
OG0005263	CQUJHB002480	AGAP028215
OG0005264	CQUJHB004086	AGAP008763
OG0005265	CQUJHB018388	AGAP007482
OG0005266	CQUJHB009459	AGAP006050
OG0005267	CQUJHB016159	AGAP004409
