Orthogroup	CquinquefasciatusJHB2020	AgambiaePEST
OG0007958	CQUJHB000657	AGAP011563
OG0007959	CQUJHB000254	AGAP007614
OG0007960	CQUJHB004144	AGAP007595
OG0007961	CQUJHB000042	AGAP007603
OG0007962	CQUJHB003926	AGAP012007
OG0007964	CQUJHB009453	AGAP012684
OG0007965	CQUJHB013089	AGAP011178
OG0007967	CQUJHB010781	AGAP008729
OG0007968	CQUJHB014260	AGAP007825
OG0007969	CQUJHB005569	AGAP008731
OG0007970	CQUJHB010494	AGAP005315
OG0007971	CQUJHB002579	AGAP008253
OG0007972	CQUJHB013075	AGAP008239
OG0007973	CQUJHB010741	AGAP005776
OG0007974	CQUJHB001638	AGAP005049
OG0007975	CQUJHB005786	AGAP007068
OG0007976	CQUJHB007794	AGAP005775
OG0007977	CQUJHB010368	AGAP008399
OG0007979	CQUJHB014341	AGAP008704
OG0007980	CQUJHB017819	AGAP007991
OG0007981	CQUJHB004606	AGAP029691
OG0007982	CQUJHB000289	AGAP010213
OG0007984	CQUJHB015565	AGAP028000
OG0007985	CQUJHB009159	AGAP009155
OG0007986	CQUJHB011175	AGAP011517
OG0007987	CQUJHB014986	AGAP005363
OG0007988	CQUJHB008684	AGAP007177
OG0007989	CQUJHB014411	AGAP011518
OG0007990	CQUJHB000708	AGAP006953
OG0007992	CQUJHB013107	AGAP008036
OG0007993	CQUJHB000009	AGAP008059
OG0007994	CQUJHB006610	AGAP009179
OG0007995	CQUJHB018008	AGAP008043
OG0007996	CQUJHB005646	AGAP008050
OG0007997	CQUJHB002905	AGAP005651
OG0007998	CQUJHB002755	AGAP003145
OG0007999	CQUJHB009049	AGAP002805
OG0008000	CQUJHB004702	AGAP002808
OG0008001	CQUJHB017041	AGAP013134
OG0008002	CQUJHB010619	AGAP002812
OG0008003	CQUJHB002613	AGAP003143
OG0008004	CQUJHB000058	AGAP002819
OG0008005	CQUJHB018382	AGAP004370
OG0008006	CQUJHB001028	AGAP000286
OG0008007	CQUJHB010467	AGAP000671
OG0008008	CQUJHB016969	AGAP000624
OG0008009	CQUJHB012559	AGAP008491
OG0008010	CQUJHB002826	AGAP008469
OG0008011	CQUJHB014925	AGAP008493
OG0008012	CQUJHB014493	AGAP006964
OG0008013	CQUJHB011025	AGAP008471
OG0008014	CQUJHB011336	AGAP008473
OG0008015	CQUJHB016328	AGAP006438
OG0008016	CQUJHB014625	AGAP029132
OG0008017	CQUJHB009161	AGAP006442
OG0008018	CQUJHB017176	AGAP010729
OG0008019	CQUJHB003317	AGAP010935
OG0008020	CQUJHB013051	AGAP011824
OG0008021	CQUJHB013757	AGAP028538
OG0008022	CQUJHB007267	AGAP000063
OG0008023	CQUJHB010025	AGAP000057
OG0008026	CQUJHB012528	AGAP009667
OG0008027	CQUJHB003591	AGAP009666
OG0008028	CQUJHB015044	AGAP002470
OG0008030	CQUJHB002787	AGAP002309
OG0008033	CQUJHB017616	AGAP001639
OG0008034	CQUJHB011240	AGAP004078
OG0008035	CQUJHB014263	AGAP004545
OG0008036	CQUJHB015735	AGAP001622
OG0008037	CQUJHB017071	AGAP010465
OG0008038	CQUJHB016731	AGAP011780
OG0008039	CQUJHB005254	AGAP012319
OG0008041	CQUJHB017484	AGAP008746
OG0008043	CQUJHB005163	AGAP008752
OG0008044	CQUJHB018423	AGAP008782
OG0008045	CQUJHB017681	AGAP008779
OG0008046	CQUJHB014012	AGAP004221
OG0008047	CQUJHB010757	AGAP007693
OG0008048	CQUJHB016666	AGAP002228
OG0008049	CQUJHB000746	AGAP028120
OG0008051	CQUJHB012570	AGAP005659
OG0008054	CQUJHB000515	AGAP004411
OG0008056	CQUJHB005350	AGAP002398
OG0008057	CQUJHB008132	AGAP003942
OG0008058	CQUJHB018463	AGAP029452
OG0008059	CQUJHB011008	AGAP011401
OG0008061	CQUJHB005809	AGAP011398
OG0008062	CQUJHB016305	AGAP001677
OG0008063	CQUJHB016961	AGAP013279
OG0008064	CQUJHB013232	AGAP000439
OG0008065	CQUJHB014414	AGAP000911
OG0008066	CQUJHB011270	AGAP000444
OG0008067	CQUJHB013522	AGAP003369
OG0008068	CQUJHB010851	AGAP013434
OG0008069	CQUJHB013062	AGAP000648
OG0008071	CQUJHB005433	AGAP000233
OG0008072	CQUJHB012826	AGAP005754
OG0008073	CQUJHB009887	AGAP005735
OG0008074	CQUJHB008288	AGAP007133
OG0008075	CQUJHB001502	AGAP004334
OG0008076	CQUJHB017845	AGAP011229
OG0008077	CQUJHB017483	AGAP006261
OG0008078	CQUJHB015035	AGAP012029
OG0008079	CQUJHB010744	AGAP029659
OG0008080	CQUJHB009767	AGAP005282
OG0008081	CQUJHB001443	AGAP008526
OG0008082	CQUJHB013696	AGAP009870
OG0008083	CQUJHB016890	AGAP028422
OG0008084	CQUJHB001315	AGAP005271
OG0008085	CQUJHB010877	AGAP011415
OG0008086	CQUJHB017370	AGAP010385
OG0008087	CQUJHB013782	AGAP010381
OG0008088	CQUJHB004881	AGAP011310
OG0008089	CQUJHB015648	AGAP010384
OG0008090	CQUJHB017850	AGAP008141
OG0008091	CQUJHB003865	AGAP008163
OG0008092	CQUJHB010801	AGAP001949
OG0008093	CQUJHB014914	AGAP011426
OG0008094	CQUJHB002607	AGAP011753
OG0008095	CQUJHB000109	AGAP007302
OG0008096	CQUJHB012784	AGAP012207
OG0008097	CQUJHB006238	AGAP001614
OG0008098	CQUJHB002014	AGAP001620
OG0008099	CQUJHB001216	AGAP010389
OG0008100	CQUJHB003868	AGAP011721
OG0008101	CQUJHB005048	AGAP005878
OG0008102	CQUJHB014203	AGAP003848
OG0008103	CQUJHB009882	AGAP004452
OG0008104	CQUJHB009722	AGAP000340
OG0008105	CQUJHB001323	AGAP010863
OG0008106	CQUJHB015159	AGAP003051
OG0008107	CQUJHB008794	AGAP009902
OG0008108	CQUJHB002523	AGAP029875
OG0008109	CQUJHB006620	AGAP006704
OG0008112	CQUJHB012181	AGAP004361
OG0008113	CQUJHB017643	AGAP004302
OG0008114	CQUJHB001580	AGAP000271
OG0008115	CQUJHB009108	AGAP000261
OG0008116	CQUJHB003005	AGAP001822
OG0008117	CQUJHB005725	AGAP004455
OG0008118	CQUJHB013451	AGAP004456
OG0008119	CQUJHB002021	AGAP004457
OG0008121	CQUJHB014234	AGAP001681
OG0008122	CQUJHB008678	AGAP002385
OG0008123	CQUJHB000311	AGAP001682
OG0008124	CQUJHB017393	AGAP002389
OG0008125	CQUJHB011061	AGAP002619
OG0008126	CQUJHB011885	AGAP003538
OG0008127	CQUJHB016549	AGAP004441
OG0008128	CQUJHB017726	AGAP010699
OG0008129	CQUJHB005970	AGAP010697
OG0008130	CQUJHB003398	AGAP029720
OG0008131	CQUJHB015081	AGAP005390
OG0008132	CQUJHB002909	AGAP011187
OG0008133	CQUJHB006243	AGAP002974
OG0008134	CQUJHB013559	AGAP013509
OG0008135	CQUJHB010042	AGAP002433
OG0008136	CQUJHB015670	AGAP002967
OG0008137	CQUJHB008146	AGAP003779
OG0008142	CQUJHB008032	AGAP006661
OG0008144	CQUJHB013154	AGAP012257
OG0008145	CQUJHB017715	AGAP005123
OG0008146	CQUJHB005054	AGAP011056
OG0008147	CQUJHB006092	AGAP002258
OG0008148	CQUJHB017493	AGAP001957
OG0008149	CQUJHB009977	AGAP001958
OG0008150	CQUJHB004585	AGAP004885
OG0008151	CQUJHB009210	AGAP006251
OG0008152	CQUJHB005617	AGAP004886
OG0008153	CQUJHB012861	AGAP000107
OG0008154	CQUJHB012767	AGAP004933
OG0008155	CQUJHB017296	AGAP004893
OG0008156	CQUJHB012015	AGAP002580
OG0008157	CQUJHB013867	AGAP029644
OG0008158	CQUJHB008993	AGAP007249
OG0008159	CQUJHB016034	AGAP007241
OG0008160	CQUJHB000729, CQUJHB011184	AGAP029421
OG0008161	CQUJHB016174	AGAP009031
OG0008162	CQUJHB003314	AGAP001259
OG0008163	CQUJHB006846	AGAP013118
OG0008164	CQUJHB010840	AGAP013357
OG0008165	CQUJHB004411	AGAP003993
OG0008166	CQUJHB004806	AGAP013324
OG0008167	CQUJHB004958	AGAP010550
OG0008168	CQUJHB013829	AGAP010543
OG0008171	CQUJHB001080	AGAP029687
OG0008172	CQUJHB010527	AGAP013029
OG0008173	CQUJHB007034	AGAP009426
OG0008174	CQUJHB008619	AGAP009614
OG0008175	CQUJHB013887	AGAP002059
OG0008176	CQUJHB004058	AGAP001406
OG0008177	CQUJHB015249	AGAP004495
OG0008178	CQUJHB014065	AGAP001400
OG0008179	CQUJHB017249	AGAP005215
OG0008180	CQUJHB015240	AGAP006508
OG0008181	CQUJHB006376	AGAP006514
OG0008184	CQUJHB013773	AGAP004295
OG0008187	CQUJHB007878	AGAP001741
OG0008188	CQUJHB005660	AGAP029156
OG0008189	CQUJHB011821	AGAP005379
OG0008190	CQUJHB001945	AGAP004237
OG0008192	CQUJHB008735	AGAP000848
OG0008193	CQUJHB014931	AGAP006606
OG0008197	CQUJHB012720	AGAP006681
OG0008198	CQUJHB008281	AGAP006596
OG0008199	CQUJHB005719	AGAP004549
OG0008202	CQUJHB007468	AGAP004554
OG0008203	CQUJHB014563	AGAP004550
OG0008204	CQUJHB017433	AGAP004552
OG0008205	CQUJHB007588	AGAP006899
OG0008206	CQUJHB008992	AGAP005394
OG0008207	CQUJHB003606	AGAP010205
OG0008208	CQUJHB001366	AGAP010887
OG0008209	CQUJHB007309	AGAP012017
OG0008210	CQUJHB013583	AGAP009682
OG0008211	CQUJHB013832	AGAP009992
OG0008212	CQUJHB006750	AGAP008181
OG0008213	CQUJHB018204	AGAP008438, AGAP012637
OG0008214	CQUJHB012666	AGAP008432
OG0008215	CQUJHB005945	AGAP008434
OG0008216	CQUJHB008532	AGAP007244
OG0008221	CQUJHB011362	AGAP010334
OG0008222	CQUJHB007254	AGAP011346
OG0008223	CQUJHB002768, CQUJHB017986	AGAP010332
OG0008224	CQUJHB003282	AGAP002330
OG0008225	CQUJHB000093	AGAP007625
OG0008226	CQUJHB012916	AGAP005838
OG0008227	CQUJHB015471	AGAP007632
OG0008228	CQUJHB012533, CQUJHB004735	AGAP007628
OG0008229	CQUJHB007261	AGAP005851
OG0008230	CQUJHB012436	AGAP007634
OG0008231	CQUJHB002489	AGAP007637
OG0008232	CQUJHB014309	AGAP009791
OG0008233	CQUJHB001113	AGAP003793
OG0008234	CQUJHB010269	AGAP003809
OG0008235	CQUJHB015584	AGAP003816
OG0008236	CQUJHB013811	AGAP003815
OG0008237	CQUJHB011064	AGAP003810
OG0008238	CQUJHB016803	AGAP004443
OG0008239	CQUJHB016948	AGAP003798
OG0008240	CQUJHB009906	AGAP003681
OG0008241	CQUJHB017929	AGAP002342
OG0008242	CQUJHB017672	AGAP006372
OG0008243	CQUJHB008374	AGAP007564
OG0008244	CQUJHB017760	AGAP008849
OG0008245	CQUJHB009351	AGAP003371
OG0008246	CQUJHB003447	AGAP029412
OG0008247	CQUJHB006036	AGAP003357
OG0008248	CQUJHB005011	AGAP009562
OG0008249	CQUJHB014010	AGAP003359
OG0008250	CQUJHB007152	AGAP029403
OG0008251	CQUJHB006328	AGAP009569
OG0008252	CQUJHB011847	AGAP029139
OG0008253	CQUJHB011253	AGAP001110
OG0008254	CQUJHB005269	AGAP002175
OG0008255	CQUJHB009828	AGAP008886
OG0008256	CQUJHB005477	AGAP010629
OG0008257	CQUJHB005123	AGAP010640
OG0008258	CQUJHB002218	AGAP013332
OG0008259	CQUJHB014589	AGAP001253
OG0008260	CQUJHB006096	AGAP001239
OG0008261	CQUJHB006884	AGAP000724
OG0008262	CQUJHB014553	AGAP001244
OG0008263	CQUJHB007451	AGAP001257
OG0008265	CQUJHB017443	AGAP009263
OG0008266	CQUJHB005172	AGAP009264
OG0008268	CQUJHB012612	AGAP008134
OG0008269	CQUJHB005911	AGAP010146
OG0008270	CQUJHB018272	AGAP008600
OG0008271	CQUJHB007746	AGAP002559
OG0008272	CQUJHB000647	AGAP000183
OG0008273	CQUJHB007610	AGAP002468
OG0008274	CQUJHB003691	AGAP000667
OG0008275	CQUJHB016260	AGAP010892
OG0008276	CQUJHB001069	AGAP002783
OG0008277	CQUJHB007091	AGAP003533
OG0008278	CQUJHB011955	AGAP004183, AGAP004184
OG0008279	CQUJHB008558	AGAP002893
OG0008280	CQUJHB002717	AGAP011512
OG0008284	CQUJHB004328	AGAP011511
OG0008285	CQUJHB012901	AGAP005725
OG0008287	CQUJHB006987	AGAP013468
OG0008288	CQUJHB008234	AGAP009521
OG0008289	CQUJHB009795	AGAP028500
OG0008291	CQUJHB017781	AGAP010345
OG0008293	CQUJHB009748	AGAP002033
OG0008294	CQUJHB010212	AGAP013039
OG0008295	CQUJHB012482	AGAP001987
OG0008296	CQUJHB014542	AGAP001420
OG0008297	CQUJHB002866	AGAP003889
OG0008298	CQUJHB004681	AGAP011370
OG0008299	CQUJHB004407	AGAP001708
OG0008300	CQUJHB014967	AGAP001706
OG0008301	CQUJHB008373	AGAP004202
OG0008303	CQUJHB011525	AGAP003242
OG0008304	CQUJHB000980	AGAP001556
OG0008305	CQUJHB017563	AGAP003264
OG0008306	CQUJHB014373	AGAP003263
OG0008307	CQUJHB015657	AGAP004524
OG0008310	CQUJHB001495	AGAP001562
OG0008311	CQUJHB009744	AGAP008659
OG0008312	CQUJHB008041	AGAP002016
OG0008314	CQUJHB000415	AGAP001368
OG0008315	CQUJHB001138	AGAP001366
OG0008316	CQUJHB000481	AGAP005236
OG0008317	CQUJHB015234	AGAP000079
OG0008318	CQUJHB009686	AGAP003186
OG0008319	CQUJHB017373	AGAP000954
OG0008320	CQUJHB006116	AGAP011503
OG0008321	CQUJHB017156	AGAP008936
OG0008322	CQUJHB010783	AGAP008297
OG0008323	CQUJHB009082	AGAP006799
OG0008325	CQUJHB005926	AGAP008226
OG0008326	CQUJHB013144	AGAP010492
OG0008327	CQUJHB014937	AGAP010490
OG0008328	CQUJHB004863	AGAP001181
OG0008329	CQUJHB005268	AGAP001179
OG0008331	CQUJHB004057	AGAP007926
OG0008332	CQUJHB015601	AGAP007922
OG0008333	CQUJHB006794	AGAP006032
OG0008334	CQUJHB008500	AGAP006040
OG0008335	CQUJHB004822	AGAP005434
OG0008336	CQUJHB006455	AGAP005428
OG0008338	CQUJHB005264	AGAP007949
OG0008339	CQUJHB002621	AGAP011327
OG0008341	CQUJHB011142	AGAP001229
OG0008342	CQUJHB017259	AGAP001228
OG0008343	CQUJHB006500	AGAP006366
OG0008344	CQUJHB015408	AGAP006241
OG0008345	CQUJHB014247	AGAP006238
OG0008346	CQUJHB004000	AGAP006365
OG0008347	CQUJHB009837	AGAP005407
OG0008348	CQUJHB013386	AGAP005420
OG0008349	CQUJHB014209	AGAP004088
OG0008350	CQUJHB015030	AGAP028536
OG0008351	CQUJHB017869	AGAP011744
OG0008352	CQUJHB007325	AGAP011732
OG0008353	CQUJHB006450	AGAP003921
OG0008354	CQUJHB004122	AGAP000168
OG0008355	CQUJHB011246	AGAP002515
OG0008356	CQUJHB009944	AGAP003412
OG0008357	CQUJHB010362	AGAP007644
OG0008358	CQUJHB012636	AGAP010239
OG0008359	CQUJHB006139	AGAP028188
OG0008360	CQUJHB006226	AGAP002541
OG0008361	CQUJHB014978	AGAP002536
OG0008362	CQUJHB007866	AGAP002538
OG0008363	CQUJHB009141	AGAP011625
OG0008364	CQUJHB003860	AGAP001593
OG0008365	CQUJHB004139	AGAP028206
OG0008366	CQUJHB004428	AGAP009108
OG0008367	CQUJHB007668	AGAP004254
OG0008368	CQUJHB002934	AGAP001964
OG0008369	CQUJHB002584	AGAP004255
OG0008370	CQUJHB000025	AGAP002958
OG0008371	CQUJHB013376	AGAP000970
OG0008372	CQUJHB013753	AGAP012374
OG0008373	CQUJHB006619	AGAP012607, AGAP011445
OG0008374	CQUJHB016683	AGAP011678
OG0008375	CQUJHB004572	AGAP005959
OG0008376	CQUJHB001619	AGAP007045
OG0008377	CQUJHB001463	AGAP011373
OG0008378	CQUJHB001624	AGAP001325
OG0008379	CQUJHB001934	AGAP004291
OG0008381	CQUJHB013727	AGAP004224
OG0008383	CQUJHB003710	AGAP009288
OG0008384	CQUJHB006045	AGAP009286
OG0008385	CQUJHB004550	AGAP009604
OG0008386	CQUJHB015623	AGAP009285
OG0008387	CQUJHB006978	AGAP006214
OG0008388	CQUJHB002870	AGAP009810
OG0008390	CQUJHB017694	AGAP010177
OG0008391	CQUJHB000591	AGAP003607
OG0008392	CQUJHB013615	AGAP009041
OG0008393	CQUJHB008415	AGAP009039
OG0008394	CQUJHB009285	AGAP009052
OG0008395	CQUJHB007734	AGAP003268
OG0008396	CQUJHB012753	AGAP003267
OG0008397	CQUJHB005181	AGAP002466
OG0008398	CQUJHB002498	AGAP013101
OG0008399	CQUJHB010413	AGAP012336
OG0008401	CQUJHB001401	AGAP005149
OG0008402	CQUJHB017714	AGAP007804
OG0008403	CQUJHB000318	AGAP007973
OG0008404	CQUJHB009938	AGAP007481
OG0008405	CQUJHB003119	AGAP004339
OG0008406	CQUJHB009909	AGAP002933
OG0008407	CQUJHB017651	AGAP003509
OG0008408	CQUJHB003488	AGAP005893
OG0008409	CQUJHB005497	AGAP008907
OG0008410	CQUJHB004940	AGAP002846
OG0008411	CQUJHB008264	AGAP004319
OG0008412	CQUJHB011158	AGAP002845
OG0008413	CQUJHB000730	AGAP003125
OG0008414	CQUJHB013256	AGAP009694
OG0008415	CQUJHB001284	AGAP003737
OG0008416	CQUJHB016985	AGAP012227
OG0008417	CQUJHB017622	AGAP010030
OG0008418	CQUJHB002897	AGAP028568
OG0008420	CQUJHB013912	AGAP000946
OG0008421	CQUJHB006295	AGAP003344
OG0008423	CQUJHB001213	AGAP003878
OG0008424	CQUJHB010031	AGAP003876
OG0008425	CQUJHB016721	AGAP003745
OG0008426	CQUJHB001051	AGAP003740
OG0008427	CQUJHB014229	AGAP002169
OG0008428	CQUJHB005084	AGAP001595
OG0008429	CQUJHB008307	AGAP012519
OG0008430	CQUJHB014250	AGAP012308
OG0008431	CQUJHB015734	AGAP012186
OG0008432	CQUJHB017867	AGAP029922
OG0008434	CQUJHB016016	AGAP011960
OG0008435	CQUJHB006844	AGAP011961
OG0008436	CQUJHB015503	AGAP001115
OG0008437	CQUJHB010421	AGAP009197
OG0008438	CQUJHB009214	AGAP009198
OG0008439	CQUJHB004061	AGAP006029
OG0008440	CQUJHB012027	AGAP009283
OG0008441	CQUJHB013378	AGAP000040
OG0008442	CQUJHB018166	AGAP000715
OG0008443	CQUJHB004464	AGAP000041
OG0008444	CQUJHB015852	AGAP002010
OG0008445	CQUJHB015370	AGAP011599, AGAP011592
OG0008446	CQUJHB013422	AGAP004508
OG0008447	CQUJHB001282	AGAP001382
OG0008448	CQUJHB010316	AGAP012429
OG0008449	CQUJHB001853	AGAP010271
OG0008450	CQUJHB005316	AGAP000448
OG0008451	CQUJHB003547	AGAP001514
OG0008452	CQUJHB008362	AGAP001511
OG0008453	CQUJHB016276	AGAP003974
OG0008454	CQUJHB004847	AGAP001883
OG0008455	CQUJHB012832	AGAP001887
OG0008456	CQUJHB000832	AGAP001885
OG0008457	CQUJHB008717	AGAP001901
OG0008458	CQUJHB011462, CQUJHB009089	AGAP005733
OG0008459	CQUJHB005615	AGAP005709
OG0008460	CQUJHB015218	AGAP005708
OG0008461	CQUJHB012715	AGAP004450
OG0008462	CQUJHB005826	AGAP012166
OG0008463	CQUJHB008660	AGAP005462
OG0008464	CQUJHB010224	AGAP005464
OG0008465	CQUJHB015410	AGAP000749
OG0008466	CQUJHB011986	AGAP008870
OG0008467	CQUJHB001262	AGAP000718
OG0008468	CQUJHB015787	AGAP028724
OG0008469	CQUJHB016182	AGAP012159
OG0008470	CQUJHB014750	AGAP012145
OG0008471	CQUJHB003041	AGAP002310
OG0008472	CQUJHB003421	AGAP029491
OG0008474	CQUJHB003431	AGAP007582
OG0008475	CQUJHB013996	AGAP007577
OG0008476	CQUJHB009378	AGAP007666
OG0008477	CQUJHB017385	AGAP007576
OG0008478	CQUJHB009633	AGAP009132
OG0008480	CQUJHB013284	AGAP006948
OG0008481	CQUJHB015702	AGAP001482
OG0008482	CQUJHB017146	AGAP001477
OG0008483	CQUJHB014560	AGAP008369
OG0008484	CQUJHB005039	AGAP008373
OG0008485	CQUJHB016146	AGAP006278
OG0008486	CQUJHB013697	AGAP009459
OG0008487	CQUJHB004609	AGAP007098
OG0008488	CQUJHB008737	AGAP005774
OG0008489	CQUJHB011881	AGAP007103
OG0008490	CQUJHB010539	AGAP001451
OG0008491	CQUJHB004672, CQUJHB001801	AGAP011125
OG0008492	CQUJHB011809	AGAP009846
OG0008495	CQUJHB000068	AGAP004014
OG0008496	CQUJHB001091	AGAP002704
OG0008497	CQUJHB014823	AGAP002706
OG0008498	CQUJHB015210	AGAP010713
OG0008499	CQUJHB011758	AGAP012041
OG0008500	CQUJHB007728	AGAP011463
OG0008501	CQUJHB017703	AGAP010714
OG0008502	CQUJHB002801	AGAP028626
OG0008503	CQUJHB014232	AGAP012495
OG0008504	CQUJHB011212	AGAP012496
OG0008505	CQUJHB016114	AGAP029369
OG0008506	CQUJHB012048	AGAP013365
OG0008507	CQUJHB014325	AGAP002162
OG0008508	CQUJHB015244	AGAP003150
OG0008509	CQUJHB008369	AGAP001346
OG0008511	CQUJHB000245	AGAP001343
OG0008512	CQUJHB002616	AGAP001345
OG0008513	CQUJHB003539	AGAP013178
OG0008516	CQUJHB002721	AGAP006867
OG0008517	CQUJHB007896	AGAP005916
OG0008519	CQUJHB014014	AGAP002835
OG0008520	CQUJHB011181	AGAP008190
OG0008521	CQUJHB013299	AGAP009602
OG0008522	CQUJHB004697	AGAP009600
OG0008523	CQUJHB002268	AGAP005822
OG0008524	CQUJHB015455	AGAP002937
OG0008525	CQUJHB009253	AGAP002802
OG0008526	CQUJHB003672	AGAP002795
OG0008527	CQUJHB008315, CQUJHB010387	AGAP002796
OG0008528	CQUJHB008426	AGAP005159
OG0008529	CQUJHB007911	AGAP005158
OG0008530	CQUJHB005846	AGAP012265
OG0008531	CQUJHB004939	AGAP012419
OG0008532	CQUJHB015473	AGAP029680
OG0008533	CQUJHB008358	AGAP006802
OG0008534	CQUJHB010045	AGAP006800
OG0008535	CQUJHB010480	AGAP006804
OG0008536	CQUJHB015259	AGAP007762
OG0008537	CQUJHB005556	AGAP007773
OG0008538	CQUJHB017114	AGAP007767
OG0008539	CQUJHB013445	AGAP007764
OG0008541	CQUJHB001214	AGAP004559
OG0008542	CQUJHB013448	AGAP004895
OG0008544	CQUJHB005033	AGAP010568
OG0008545	CQUJHB004218	AGAP001935
OG0008546	CQUJHB013756	AGAP001937
OG0008547	CQUJHB017764	AGAP011887
OG0008548	CQUJHB000034	AGAP001536
OG0008549	CQUJHB012421	AGAP000538
OG0008550	CQUJHB003362	AGAP010593
OG0008551	CQUJHB012330	AGAP010740
OG0008552	CQUJHB011668	AGAP000707
OG0008553	CQUJHB012100	AGAP004716
OG0008554	CQUJHB016958	AGAP011186
OG0008555	CQUJHB014126	AGAP002595
OG0008556	CQUJHB008206	AGAP004372
OG0008557	CQUJHB011731	AGAP013748, AGAP010227
OG0008558	CQUJHB020395	AGAP002190
OG0008559	CQUJHB015602	AGAP029690
OG0008560	CQUJHB012874	AGAP005930
OG0008561	CQUJHB018246	AGAP006127
OG0008563	CQUJHB002156	AGAP004534
OG0008564	CQUJHB005509	AGAP000530
OG0008565	CQUJHB014201	AGAP012053
OG0008566	CQUJHB009530	AGAP028453
OG0008567	CQUJHB001980	AGAP013519
OG0008568	CQUJHB005821	AGAP004735
OG0008569	CQUJHB017521	AGAP003338
OG0008571	CQUJHB004067	AGAP028693
OG0008572	CQUJHB010406	AGAP010372
OG0008573	CQUJHB004690	AGAP010379
OG0008574	CQUJHB003928	AGAP028146
OG0008575	CQUJHB004087	AGAP000010
OG0008576	CQUJHB007890	AGAP000499
OG0008577	CQUJHB000559	AGAP010303
OG0008581	CQUJHB016645	AGAP006684
OG0008582	CQUJHB011912	AGAP003938
OG0008583	CQUJHB000021	AGAP004668
OG0008584	CQUJHB010300	AGAP002341
OG0008585	CQUJHB014330	AGAP006879
OG0008586	CQUJHB016823	AGAP006882
OG0008587	CQUJHB010176	AGAP006887
OG0008588	CQUJHB008164	AGAP006883
OG0008589	CQUJHB012224	AGAP002363
OG0008590	CQUJHB008368	AGAP004099
OG0008591	CQUJHB012946	AGAP029581
OG0008592	CQUJHB016274	AGAP005646
OG0008593	CQUJHB004231	AGAP002067
OG0008594	CQUJHB013728	AGAP001597
OG0008595	CQUJHB006154	AGAP004960
OG0008596	CQUJHB004954	AGAP007366
OG0008597	CQUJHB009783	AGAP007387
OG0008599	CQUJHB009682	AGAP009118
OG0008600	CQUJHB008989	AGAP007042
OG0008601	CQUJHB014085	AGAP008877
OG0008602	CQUJHB014643	AGAP007785
OG0008603	CQUJHB001109	AGAP003773
OG0008604	CQUJHB001277	AGAP003776
OG0008605	CQUJHB004821	AGAP013518
OG0008606	CQUJHB016310	AGAP011540
OG0008607	CQUJHB000974	AGAP009866
OG0008608	CQUJHB000844	AGAP008815
OG0008609	CQUJHB006485	AGAP009776
OG0008610	CQUJHB018074	AGAP011249
OG0008612	CQUJHB003621	AGAP007846
OG0008613	CQUJHB005153	AGAP011079
OG0008614	CQUJHB001745	AGAP011087
OG0008615	CQUJHB002426	AGAP007309
OG0008616	CQUJHB006730	AGAP008424
OG0008617	CQUJHB004322	AGAP009745
OG0008618	CQUJHB001321	AGAP011997
OG0008619	CQUJHB014244	AGAP007028
OG0008620	CQUJHB005728	AGAP006219
OG0008621	CQUJHB009437	AGAP007027
OG0008625	CQUJHB018389	AGAP004800
OG0008626	CQUJHB012498	AGAP004362
OG0008627	CQUJHB012236	AGAP004301
OG0008628	CQUJHB016465	AGAP002375
OG0008629	CQUJHB006798	AGAP003490
OG0008630	CQUJHB011090	AGAP013753
OG0008631	CQUJHB009434	AGAP006771
OG0008632	CQUJHB001644	AGAP028090
OG0008633	CQUJHB011752	AGAP007214
OG0008634	CQUJHB005785	AGAP000964
OG0008635	CQUJHB005088	AGAP005631
OG0008636	CQUJHB000314	AGAP010464
OG0008637	CQUJHB013629	AGAP010883
OG0008638	CQUJHB006872	AGAP001007
OG0008639	CQUJHB013423	AGAP004126
OG0008640	CQUJHB012470	AGAP007285
OG0008641	CQUJHB000503	AGAP005496
OG0008642	CQUJHB015242	AGAP006134
OG0008643	CQUJHB018161	AGAP007160
OG0008644	CQUJHB013913	AGAP006630
OG0008645	CQUJHB003048	AGAP009766
OG0008646	CQUJHB004692	AGAP009768
OG0008647	CQUJHB002708	AGAP006821
OG0008648	CQUJHB007604	AGAP009673
OG0008649	CQUJHB011587	AGAP009735
OG0008651	CQUJHB006717	AGAP012500
OG0008652	CQUJHB014909	AGAP012515
OG0008653	CQUJHB011382	AGAP012521
OG0008654	CQUJHB016635	AGAP009668
OG0008655	CQUJHB013562	AGAP003665
OG0008656	CQUJHB010533	AGAP003664
OG0008657	CQUJHB013267	AGAP002250
OG0008658	CQUJHB008795	AGAP003592
OG0008659	CQUJHB001904	AGAP005957
OG0008660	CQUJHB014802	AGAP006458, AGAP006457
OG0008661	CQUJHB016313	AGAP005958
OG0008663	CQUJHB010765	AGAP007394
OG0008664	CQUJHB017054	AGAP002821
OG0008666	CQUJHB017456	AGAP002428
OG0008669	CQUJHB005133	AGAP010846
OG0008670	CQUJHB006947	AGAP007714
OG0008671	CQUJHB018170	AGAP007571
OG0008672	CQUJHB006520	AGAP001490
OG0008673	CQUJHB000884	AGAP010197
OG0008674	CQUJHB008056	AGAP002735
OG0008675	CQUJHB001879	AGAP001152
OG0008676	CQUJHB001752	AGAP003902
OG0008678	CQUJHB011186	AGAP006399
