Orthogroup	AfunestusAfunGA1	CquinquefasciatusJHB2020
OG0004279	AFUN2_003415	CQUJHB005484
OG0004280	AFUN2_002449	CQUJHB003641
OG0004281	AFUN2_010945	CQUJHB009968
OG0004282	AFUN2_005919	CQUJHB011048
OG0004283	AFUN2_013806	CQUJHB005847
OG0004284	AFUN2_001785	CQUJHB007917
OG0004285	AFUN2_007575	CQUJHB017847
OG0004286	AFUN2_007344	CQUJHB014515
OG0004287	AFUN2_010909	CQUJHB014547
OG0004288	AFUN2_013011	CQUJHB006281
OG0004289	AFUN2_006885	CQUJHB007110
OG0004290	AFUN2_002855	CQUJHB009952
OG0004291	AFUN2_002410	CQUJHB012036
OG0004292	AFUN2_009068	CQUJHB017199
OG0004293	AFUN2_001085	CQUJHB012871
OG0004294	AFUN2_006756	CQUJHB006100
OG0004295	AFUN2_003571	CQUJHB010014
OG0004296	AFUN2_003861	CQUJHB014617
OG0004297	AFUN2_006087	CQUJHB006941
OG0004298	AFUN2_005663	CQUJHB015282
OG0004299	AFUN2_005306	CQUJHB016632
OG0004300	AFUN2_000371	CQUJHB003917
OG0004301	AFUN2_009180	CQUJHB015826
OG0004302	AFUN2_010825	CQUJHB010740
OG0004303	AFUN2_009019	CQUJHB004398
OG0004304	AFUN2_001376	CQUJHB003489
OG0004305	AFUN2_006251	CQUJHB004789
OG0004306	AFUN2_013004	CQUJHB009766
OG0004307	AFUN2_009265	CQUJHB012577
OG0004308	AFUN2_010152	CQUJHB015810
OG0004309	AFUN2_008182	CQUJHB008119
OG0004310	AFUN2_011629	CQUJHB012058
OG0004311	AFUN2_004264	CQUJHB003502
OG0004312	AFUN2_009015	CQUJHB003960
OG0004313	AFUN2_001802	CQUJHB006480
OG0004314	AFUN2_012646	CQUJHB001193
OG0004315	AFUN2_009635	CQUJHB004816
OG0004316	AFUN2_005634	CQUJHB012085
OG0004317	AFUN2_014258	CQUJHB016213
OG0004318	AFUN2_008361	CQUJHB004730
OG0004319	AFUN2_007644	CQUJHB018146
OG0004320	AFUN2_012296	CQUJHB017360
OG0004321	AFUN2_011447	CQUJHB007449
OG0004322	AFUN2_007104	CQUJHB016511
OG0004323	AFUN2_010697	CQUJHB012532
OG0004324	AFUN2_009651	CQUJHB006288
OG0004325	AFUN2_011462	CQUJHB015221
OG0004326	AFUN2_009767	CQUJHB006804
OG0004327	AFUN2_003768	CQUJHB013366
OG0004328	AFUN2_005420	CQUJHB000179
OG0004329	AFUN2_005058	CQUJHB014659
OG0004330	AFUN2_012392	CQUJHB013064
OG0004331	AFUN2_010225	CQUJHB003801
OG0004332	AFUN2_001424	CQUJHB011463
OG0004333	AFUN2_006599	CQUJHB018264
OG0004334	AFUN2_013616	CQUJHB015839
OG0004335	AFUN2_001805	CQUJHB016479
OG0004336	AFUN2_013025	CQUJHB013527
OG0004337	AFUN2_013222	CQUJHB003047
OG0004338	AFUN2_008076	CQUJHB015494
OG0004339	AFUN2_013668	CQUJHB008912
OG0004340	AFUN2_007965	CQUJHB002123
OG0004341	AFUN2_002279	CQUJHB013375
OG0004342	AFUN2_010337	CQUJHB003685
OG0004343	AFUN2_007130	CQUJHB013932
OG0004344	AFUN2_002245	CQUJHB016700
OG0004345	AFUN2_001245	CQUJHB007049
OG0004346	AFUN2_001770	CQUJHB013882
OG0004347	AFUN2_014541	CQUJHB002892
OG0004348	AFUN2_007396	CQUJHB016344
OG0004349	AFUN2_013462	CQUJHB000539
OG0004350	AFUN2_008912	CQUJHB008586
OG0004351	AFUN2_013100	CQUJHB002465
OG0004352	AFUN2_013003	CQUJHB013043
OG0004353	AFUN2_003342	CQUJHB003952
OG0004354	AFUN2_008784	CQUJHB002575
OG0004355	AFUN2_011560	CQUJHB016813
OG0004356	AFUN2_010707	CQUJHB001851
OG0004357	AFUN2_006128	CQUJHB006321
OG0004358	AFUN2_012777	CQUJHB009137
OG0004359	AFUN2_013773	CQUJHB002824
OG0004360	AFUN2_007225	CQUJHB004441
OG0004361	AFUN2_013343	CQUJHB018067
OG0004362	AFUN2_009189	CQUJHB012689
OG0004363	AFUN2_001041	CQUJHB011711
OG0004365	AFUN2_013406	CQUJHB011784
OG0004366	AFUN2_012838	CQUJHB014936
OG0004367	AFUN2_013296	CQUJHB017233
OG0004368	AFUN2_004871	CQUJHB017448
OG0004369	AFUN2_009948	CQUJHB003629
OG0004371	AFUN2_014778	CQUJHB004715
OG0004372	AFUN2_013455	CQUJHB007726
OG0004373	AFUN2_006218	CQUJHB018304
OG0004374	AFUN2_013073	CQUJHB000925
OG0004375	AFUN2_010086	CQUJHB016535
OG0004376	AFUN2_013997	CQUJHB016244, CQUJHB006326, CQUJHB007625
OG0004377	AFUN2_011797	CQUJHB013718
OG0004378	AFUN2_009028	CQUJHB000486
OG0004379	AFUN2_010919	CQUJHB010018
OG0004380	AFUN2_003092	CQUJHB012909
OG0004381	AFUN2_003668	CQUJHB007920
OG0004382	AFUN2_001922	CQUJHB014383
OG0004383	AFUN2_010841	CQUJHB003167
OG0004384	AFUN2_011071	CQUJHB007738
OG0004385	AFUN2_001553	CQUJHB007505
OG0004386	AFUN2_005796	CQUJHB009728
OG0004387	AFUN2_010652	CQUJHB015666
OG0004388	AFUN2_004168	CQUJHB006713
OG0004389	AFUN2_003546	CQUJHB015009
OG0004390	AFUN2_004692	CQUJHB003327
OG0004391	AFUN2_005334	CQUJHB006820
OG0004392	AFUN2_012410	CQUJHB003678
OG0004393	AFUN2_003390	CQUJHB008175
OG0004394	AFUN2_001748	CQUJHB003853
OG0004395	AFUN2_014060	CQUJHB004533
OG0004396	AFUN2_012690	CQUJHB018370
OG0004397	AFUN2_007326	CQUJHB016473
OG0004398	AFUN2_002616	CQUJHB001348
OG0004399	AFUN2_010814	CQUJHB004628
OG0004400	AFUN2_004247	CQUJHB012605
OG0004401	AFUN2_004298	CQUJHB012653
OG0004402	AFUN2_004323	CQUJHB015189
OG0004403	AFUN2_008355	CQUJHB015951
OG0004405	AFUN2_013411	CQUJHB006558
OG0004406	AFUN2_001624	CQUJHB015508
OG0004407	AFUN2_005671	CQUJHB018365
OG0004408	AFUN2_003411	CQUJHB003630
OG0004409	AFUN2_003461	CQUJHB014447
OG0004410	AFUN2_014819	CQUJHB007988
OG0004411	AFUN2_003613	CQUJHB009838
OG0004412	AFUN2_004086	CQUJHB007671
OG0004413	AFUN2_009910	CQUJHB010699
OG0004414	AFUN2_012279	CQUJHB008511
OG0004415	AFUN2_005991	CQUJHB011229
OG0004416	AFUN2_000810	CQUJHB017151
OG0004417	AFUN2_001457	CQUJHB013317
OG0004418	AFUN2_012694	CQUJHB000240
OG0004419	AFUN2_008548	CQUJHB011049
OG0004420	AFUN2_012525	CQUJHB008836
OG0004421	AFUN2_000588	CQUJHB003113
OG0004422	AFUN2_005923	CQUJHB018328
OG0004423	AFUN2_010756	CQUJHB007025
OG0004424	AFUN2_010302	CQUJHB014074
OG0004425	AFUN2_004112	CQUJHB009821
OG0004426	AFUN2_004933	CQUJHB004839
OG0004427	AFUN2_011092	CQUJHB000022
OG0004428	AFUN2_001002	CQUJHB003784
OG0004429	AFUN2_006414	CQUJHB001989
OG0004430	AFUN2_003009	CQUJHB016134
OG0004431	AFUN2_006788	CQUJHB000154
OG0004432	AFUN2_004464	CQUJHB017205
OG0004433	AFUN2_004363	CQUJHB013136
OG0004434	AFUN2_004245	CQUJHB006828
OG0004435	AFUN2_001894	CQUJHB011079
OG0004436	AFUN2_006088	CQUJHB007307
OG0004437	AFUN2_002426	CQUJHB013222
OG0004438	AFUN2_004307	CQUJHB002706
OG0004439	AFUN2_012985	CQUJHB006831
OG0004440	AFUN2_003767	CQUJHB018323
OG0004441	AFUN2_013659	CQUJHB009505
OG0004442	AFUN2_009246	CQUJHB008491
OG0004443	AFUN2_011593	CQUJHB005152
OG0004444	AFUN2_014469	CQUJHB016448
OG0004445	AFUN2_003697	CQUJHB006237
OG0004446	AFUN2_001857	CQUJHB013651
OG0004447	AFUN2_014015	CQUJHB015718
OG0004448	AFUN2_001702	CQUJHB009422
OG0004449	AFUN2_007479	CQUJHB016810
OG0004450	AFUN2_006614	CQUJHB000100
OG0004451	AFUN2_010858	CQUJHB017058
OG0004452	AFUN2_003788	CQUJHB008323
OG0004453	AFUN2_012311	CQUJHB009211
OG0004454	AFUN2_009289	CQUJHB000704
OG0004455	AFUN2_005394	CQUJHB008577
OG0004456	AFUN2_002556	CQUJHB000267
OG0004457	AFUN2_007458	CQUJHB010593
OG0004458	AFUN2_012123	CQUJHB009797
OG0004459	AFUN2_008765	CQUJHB000509
OG0004460	AFUN2_009242	CQUJHB004500
OG0004461	AFUN2_014670	CQUJHB004849
OG0004462	AFUN2_001300	CQUJHB013456
OG0004463	AFUN2_001374	CQUJHB010846
OG0004464	AFUN2_013968	CQUJHB015323
OG0004465	AFUN2_008124	CQUJHB015558
OG0004466	AFUN2_013566	CQUJHB007103
OG0004467	AFUN2_007889	CQUJHB004436
OG0004468	AFUN2_001766	CQUJHB003121
OG0004469	AFUN2_010658	CQUJHB012507
OG0004470	AFUN2_014079	CQUJHB006676
OG0004471	AFUN2_011837	CQUJHB009660
OG0004472	AFUN2_006079	CQUJHB009088
OG0004473	AFUN2_007949	CQUJHB007047
OG0004474	AFUN2_012851	CQUJHB008006
OG0004475	AFUN2_004851	CQUJHB005997
OG0004476	AFUN2_012724	CQUJHB014753
OG0004478	AFUN2_012548	CQUJHB004726
OG0004479	AFUN2_011542	CQUJHB004039
OG0004480	AFUN2_000465	CQUJHB014897
OG0004481	AFUN2_002865	CQUJHB003846
OG0004482	AFUN2_002039	CQUJHB003701
OG0004483	AFUN2_012493	CQUJHB010090
OG0004484	AFUN2_011075	CQUJHB001565
OG0004485	AFUN2_006056	CQUJHB007908
OG0004486	AFUN2_000321	CQUJHB003149
OG0004487	AFUN2_007700	CQUJHB017255
OG0004488	AFUN2_006851	CQUJHB010292
OG0004489	AFUN2_012497	CQUJHB011669
OG0004490	AFUN2_008806	CQUJHB004031
OG0004491	AFUN2_013483	CQUJHB015120, CQUJHB011006
OG0004492	AFUN2_014293	CQUJHB008802
OG0004493	AFUN2_011862	CQUJHB014657
OG0004494	AFUN2_006875	CQUJHB013373
OG0004495	AFUN2_010490	CQUJHB013871
OG0004496	AFUN2_011058	CQUJHB003365
OG0004497	AFUN2_014091	CQUJHB004272
OG0004498	AFUN2_013749	CQUJHB002331
OG0004499	AFUN2_007308	CQUJHB001948
OG0004500	AFUN2_005637	CQUJHB006180
OG0004501	AFUN2_004524	CQUJHB018384
OG0004502	AFUN2_007084	CQUJHB008283
OG0004503	AFUN2_000986	CQUJHB008732
OG0004504	AFUN2_006958	CQUJHB001518
OG0004505	AFUN2_008308	CQUJHB008265
OG0004506	AFUN2_007277	CQUJHB002680
OG0004507	AFUN2_003910	CQUJHB011010
OG0004508	AFUN2_010444	CQUJHB017752
OG0004509	AFUN2_005384, AFUN2_004771	CQUJHB007359
OG0004510	AFUN2_004913	CQUJHB009500
OG0004511	AFUN2_009260	CQUJHB002587
OG0004512	AFUN2_004630	CQUJHB001005
OG0004513	AFUN2_002658	CQUJHB001023
OG0004514	AFUN2_013973	CQUJHB014202
OG0004515	AFUN2_004812	CQUJHB000167
OG0004516	AFUN2_003744	CQUJHB002559
OG0004517	AFUN2_013879	CQUJHB008065
OG0004518	AFUN2_004888	CQUJHB004147
OG0004519	AFUN2_003587	CQUJHB004838
OG0004520	AFUN2_003018	CQUJHB000160
OG0004521	AFUN2_002580	CQUJHB008954
OG0004522	AFUN2_007270	CQUJHB009666
OG0004523	AFUN2_011981	CQUJHB001335
OG0004524	AFUN2_000422	CQUJHB004163
OG0004525	AFUN2_004522	CQUJHB012649
OG0004526	AFUN2_000563	CQUJHB004200
OG0004527	AFUN2_003015	CQUJHB017135
OG0004528	AFUN2_013832	CQUJHB008477
OG0004529	AFUN2_009345	CQUJHB011309
OG0004530	AFUN2_008691	CQUJHB009677
OG0004531	AFUN2_005515	CQUJHB006659
OG0004532	AFUN2_008759	CQUJHB010804
OG0004533	AFUN2_014487	CQUJHB013581
OG0004534	AFUN2_003665	CQUJHB006285
OG0004535	AFUN2_012645	CQUJHB008296
OG0004536	AFUN2_013047	CQUJHB012476
OG0004537	AFUN2_004489	CQUJHB004846
OG0004538	AFUN2_007959	CQUJHB005128
OG0004539	AFUN2_005992	CQUJHB013737
OG0004540	AFUN2_008818	CQUJHB004943
OG0004541	AFUN2_011651	CQUJHB016400
OG0004542	AFUN2_001539	CQUJHB016354
OG0004543	AFUN2_014698	CQUJHB003329
OG0004544	AFUN2_010404	CQUJHB010859
OG0004545	AFUN2_010052	CQUJHB001995
OG0004546	AFUN2_005733	CQUJHB005276
OG0004547	AFUN2_005833	CQUJHB007106
OG0004548	AFUN2_001320	CQUJHB009596
OG0004549	AFUN2_003527	CQUJHB017779
OG0004550	AFUN2_014302	CQUJHB013465
OG0004551	AFUN2_012050	CQUJHB001054
OG0004552	AFUN2_005501	CQUJHB012063
OG0004553	AFUN2_007532	CQUJHB011744
OG0004554	AFUN2_011219	CQUJHB015604
OG0004555	AFUN2_007032	CQUJHB011778
OG0004556	AFUN2_011867	CQUJHB001112
OG0004557	AFUN2_002371	CQUJHB017791
OG0004558	AFUN2_013407	CQUJHB015967
OG0004559	AFUN2_014430	CQUJHB004359
OG0004560	AFUN2_001994	CQUJHB000621
OG0004561	AFUN2_013291	CQUJHB015958
OG0004562	AFUN2_002331	CQUJHB001811
OG0004563	AFUN2_007153	CQUJHB000948
OG0004564	AFUN2_010942	CQUJHB008513
OG0004565	AFUN2_004446	CQUJHB000124
OG0004566	AFUN2_013637	CQUJHB018358
OG0004567	AFUN2_000893	CQUJHB014930
OG0004568	AFUN2_000631	CQUJHB006177
OG0004569	AFUN2_002421	CQUJHB013416
OG0004570	AFUN2_003663	CQUJHB005665
OG0004571	AFUN2_004645	CQUJHB004188
OG0004572	AFUN2_002393	CQUJHB014006
OG0004573	AFUN2_014473	CQUJHB002120
OG0004574	AFUN2_008452	CQUJHB011692
OG0004575	AFUN2_010373	CQUJHB005119
OG0004576	AFUN2_005451	CQUJHB001294
OG0004577	AFUN2_004884	CQUJHB009237
OG0004578	AFUN2_010370	CQUJHB000453
OG0004579	AFUN2_002517	CQUJHB009621
OG0004580	AFUN2_006526	CQUJHB007464
OG0004581	AFUN2_005873	CQUJHB006749
OG0004582	AFUN2_006112	CQUJHB013724
OG0004583	AFUN2_006331	CQUJHB003111
OG0004584	AFUN2_002633	CQUJHB017554
OG0004585	AFUN2_009146	CQUJHB000470
OG0004586	AFUN2_005986	CQUJHB011539
OG0004587	AFUN2_003950	CQUJHB011944
OG0004588	AFUN2_007748	CQUJHB002140
OG0004589	AFUN2_008188	CQUJHB017258
OG0004590	AFUN2_011608, AFUN2_000976	CQUJHB013443
OG0004591	AFUN2_004634	CQUJHB015123
OG0004592	AFUN2_011239	CQUJHB010517
OG0004593	AFUN2_002809	CQUJHB003560
OG0004594	AFUN2_003681	CQUJHB009091
OG0004595	AFUN2_001203	CQUJHB017834
OG0004596	AFUN2_009733	CQUJHB016370
OG0004597	AFUN2_007585	CQUJHB008493
OG0004598	AFUN2_004834	CQUJHB009320
OG0004599	AFUN2_010962	CQUJHB004848
OG0004600	AFUN2_007950	CQUJHB010695
OG0004601	AFUN2_013362	CQUJHB008276
OG0004602	AFUN2_014217	CQUJHB010400
OG0004603	AFUN2_009763	CQUJHB009808
OG0004604	AFUN2_005321	CQUJHB004371
OG0004605	AFUN2_005586	CQUJHB006203
OG0004606	AFUN2_012019	CQUJHB006214
OG0004607	AFUN2_004994	CQUJHB000897
OG0004608	AFUN2_004412	CQUJHB010211
OG0004609	AFUN2_004336	CQUJHB014417
OG0004610	AFUN2_006927	CQUJHB001272
OG0004611	AFUN2_011820	CQUJHB000172
OG0004612	AFUN2_005472	CQUJHB010068
OG0004613	AFUN2_010222	CQUJHB017820
OG0004614	AFUN2_007167	CQUJHB000739
OG0004615	AFUN2_003547	CQUJHB006701
OG0004616	AFUN2_002177	CQUJHB015250
OG0004617	AFUN2_003448	CQUJHB009326
OG0004618	AFUN2_004079	CQUJHB001392
OG0004619	AFUN2_012867	CQUJHB002255
OG0004620	AFUN2_000803	CQUJHB000431
OG0004621	AFUN2_012261	CQUJHB015314
OG0004622	AFUN2_010265	CQUJHB003286
OG0004623	AFUN2_006515	CQUJHB006834
OG0004624	AFUN2_013142	CQUJHB013105
OG0004625	AFUN2_013955	CQUJHB012996
OG0004626	AFUN2_007630	CQUJHB002041
OG0004627	AFUN2_013712	CQUJHB018169
OG0004628	AFUN2_002944	CQUJHB011430
OG0004629	AFUN2_007490	CQUJHB017405
OG0004630	AFUN2_006139	CQUJHB002995
OG0004631	AFUN2_008166	CQUJHB004116
OG0004632	AFUN2_003038	CQUJHB011241
OG0004633	AFUN2_013689	CQUJHB017229
OG0004634	AFUN2_009461	CQUJHB007715
OG0004635	AFUN2_014182	CQUJHB008848
OG0004636	AFUN2_001728	CQUJHB008844
OG0004637	AFUN2_009732	CQUJHB017044
OG0004638	AFUN2_005414	CQUJHB005609
OG0004639	AFUN2_006780	CQUJHB012150
OG0004640	AFUN2_011432	CQUJHB003099
OG0004641	AFUN2_010585	CQUJHB018453
OG0004642	AFUN2_007058	CQUJHB004912
OG0004643	AFUN2_009161	CQUJHB000873
OG0004644	AFUN2_012701	CQUJHB002912
OG0004645	AFUN2_003655	CQUJHB009604
OG0004646	AFUN2_003207	CQUJHB007021
OG0004647	AFUN2_007647	CQUJHB009855
OG0004648	AFUN2_000544	CQUJHB015708
OG0004649	AFUN2_013912	CQUJHB014456
OG0004650	AFUN2_005797	CQUJHB015424
OG0004651	AFUN2_011907	CQUJHB000051
OG0004652	AFUN2_013751	CQUJHB015277
OG0004653	AFUN2_002260	CQUJHB001424
OG0004654	AFUN2_004642	CQUJHB012938
OG0004655	AFUN2_009603	CQUJHB005544
OG0004656	AFUN2_011800	CQUJHB015397
OG0004658	AFUN2_011611	CQUJHB007802
OG0004659	AFUN2_009495	CQUJHB002599
OG0004660	AFUN2_004137	CQUJHB002734
OG0004661	AFUN2_005940	CQUJHB001899
OG0004662	AFUN2_004057	CQUJHB001394
OG0004663	AFUN2_000380	CQUJHB001628
OG0004664	AFUN2_007314	CQUJHB015365
OG0004665	AFUN2_007994	CQUJHB016404
OG0004666	AFUN2_000651	CQUJHB002032, CQUJHB005017
OG0004667	AFUN2_011429	CQUJHB006724
OG0004668	AFUN2_011931	CQUJHB009187
OG0004669	AFUN2_013346	CQUJHB015753
OG0004670	AFUN2_010723	CQUJHB014523
OG0004671	AFUN2_011590	CQUJHB017000
OG0004672	AFUN2_001348	CQUJHB006198
OG0004673	AFUN2_014136	CQUJHB002172
OG0004674	AFUN2_000401	CQUJHB016265
OG0004675	AFUN2_001468	CQUJHB000375
OG0004676	AFUN2_008002	CQUJHB018258
OG0004677	AFUN2_013339	CQUJHB003674
OG0004678	AFUN2_014218	CQUJHB015808
OG0004679	AFUN2_006298	CQUJHB000881
OG0004680	AFUN2_010682	CQUJHB012846
OG0004681	AFUN2_004920	CQUJHB000886
OG0004682	AFUN2_008631	CQUJHB001685
OG0004683	AFUN2_013937	CQUJHB004168
OG0004684	AFUN2_013671	CQUJHB007271
OG0004685	AFUN2_011505	CQUJHB010900
OG0004686	AFUN2_006333	CQUJHB015193
OG0004687	AFUN2_004143	CQUJHB011076
OG0004688	AFUN2_012428	CQUJHB005196
OG0004689	AFUN2_003648	CQUJHB003636
OG0004690	AFUN2_008802	CQUJHB009930
OG0004691	AFUN2_009587	CQUJHB015597
OG0004692	AFUN2_002220	CQUJHB016431
OG0004693	AFUN2_002367	CQUJHB004068
OG0004694	AFUN2_011076	CQUJHB018287
OG0004695	AFUN2_013183	CQUJHB018101
OG0004696	AFUN2_014419	CQUJHB015540
OG0004697	AFUN2_001794	CQUJHB008292
OG0004698	AFUN2_001226	CQUJHB010795
OG0004699	AFUN2_004897	CQUJHB016831
OG0004701	AFUN2_002156	CQUJHB015934
OG0004702	AFUN2_011033	CQUJHB006429
OG0004703	AFUN2_011666	CQUJHB000209
OG0004704	AFUN2_004590	CQUJHB010085
OG0004705	AFUN2_013412	CQUJHB012716
OG0004706	AFUN2_011810	CQUJHB010810
OG0004707	AFUN2_006089	CQUJHB012478
OG0004708	AFUN2_007141	CQUJHB008964
OG0004709	AFUN2_006290	CQUJHB015650
OG0004710	AFUN2_005524	CQUJHB007845
OG0004711	AFUN2_004416	CQUJHB018301
OG0004712	AFUN2_008360	CQUJHB005538
OG0004713	AFUN2_002397	CQUJHB002394
OG0004714	AFUN2_006384	CQUJHB010173
OG0004715	AFUN2_014607	CQUJHB015710
OG0004716	AFUN2_004589	CQUJHB011811
OG0004717	AFUN2_010873	CQUJHB000214
OG0004718	AFUN2_003720	CQUJHB016641
OG0004719	AFUN2_006503	CQUJHB011638
OG0004720	AFUN2_000877	CQUJHB013412
OG0004721	AFUN2_008497	CQUJHB013248
OG0004722	AFUN2_012953	CQUJHB006685
OG0004723	AFUN2_001073	CQUJHB004287
OG0004724	AFUN2_012509	CQUJHB004507
OG0004725	AFUN2_002654	CQUJHB002083
OG0004726	AFUN2_001476	CQUJHB016638
OG0004727	AFUN2_010912	CQUJHB017098
OG0004728	AFUN2_010642	CQUJHB009016
OG0004729	AFUN2_014292	CQUJHB004160
OG0004730	AFUN2_008261	CQUJHB001037
OG0004731	AFUN2_003695	CQUJHB008158
OG0004732	AFUN2_002307	CQUJHB004161
OG0004733	AFUN2_006312	CQUJHB018261
OG0004734	AFUN2_003570	CQUJHB006774
OG0004735	AFUN2_000661	CQUJHB015270
OG0004736	AFUN2_000790	CQUJHB015861
OG0004737	AFUN2_012155	CQUJHB008818
OG0004738	AFUN2_011908	CQUJHB006158
OG0004739	AFUN2_007415	CQUJHB013963
OG0004740	AFUN2_002352	CQUJHB012479
OG0004741	AFUN2_009176	CQUJHB018299
OG0004742	AFUN2_011343	CQUJHB014240
OG0004743	AFUN2_006755	CQUJHB017280
OG0004744	AFUN2_002106	CQUJHB016706
OG0004745	AFUN2_013090	CQUJHB000035
OG0004746	AFUN2_006262	CQUJHB003006
OG0004747	AFUN2_006974	CQUJHB008333
OG0004748	AFUN2_010318	CQUJHB002502
OG0004749	AFUN2_004386	CQUJHB007178
OG0004750	AFUN2_005450	CQUJHB013185
OG0004751	AFUN2_012622	CQUJHB015208
OG0004752	AFUN2_013835	CQUJHB012536
OG0004753	AFUN2_008811	CQUJHB006184
OG0004754	AFUN2_001999	CQUJHB014142
OG0004755	AFUN2_007530	CQUJHB012301
OG0004756	AFUN2_008831	CQUJHB018239
OG0004757	AFUN2_014368	CQUJHB017618
OG0004758	AFUN2_004823	CQUJHB006607
OG0004760	AFUN2_002913	CQUJHB017645
OG0004761	AFUN2_013475	CQUJHB000926
OG0004762	AFUN2_008645	CQUJHB015594
OG0004763	AFUN2_002797	CQUJHB002451
OG0004764	AFUN2_009044	CQUJHB008209
OG0004765	AFUN2_012359	CQUJHB008953
OG0004766	AFUN2_008564	CQUJHB008663
OG0004767	AFUN2_009291	CQUJHB010259
OG0004768	AFUN2_006946	CQUJHB000232
OG0004769	AFUN2_006010	CQUJHB009259
OG0004770	AFUN2_006465	CQUJHB002675
OG0004771	AFUN2_002822	CQUJHB000008
OG0004772	AFUN2_004409	CQUJHB009247
OG0004773	AFUN2_011086	CQUJHB013052
OG0004774	AFUN2_014717	CQUJHB016615
OG0004775	AFUN2_003752	CQUJHB008002
OG0004776	AFUN2_013156	CQUJHB002604
OG0004777	AFUN2_013014	CQUJHB002639
OG0004778	AFUN2_011819	CQUJHB016082
OG0004779	AFUN2_010081	CQUJHB010043
OG0004780	AFUN2_011140	CQUJHB001660
OG0004781	AFUN2_002723	CQUJHB004625
OG0004782	AFUN2_013905	CQUJHB018098
OG0004783	AFUN2_005551	CQUJHB009026
OG0004784	AFUN2_006757	CQUJHB013072
OG0004785	AFUN2_007002	CQUJHB007483
OG0004786	AFUN2_009693	CQUJHB011940
OG0004787	AFUN2_003625	CQUJHB003771
OG0004788	AFUN2_013115	CQUJHB001837
OG0004789	AFUN2_012717	CQUJHB003543
OG0004790	AFUN2_007013	CQUJHB015359
OG0004791	AFUN2_003162	CQUJHB009752
OG0004792	AFUN2_004769	CQUJHB006529
OG0004793	AFUN2_006879	CQUJHB011530
OG0004794	AFUN2_008274	CQUJHB016528
OG0004795	AFUN2_006162	CQUJHB013287
OG0004796	AFUN2_007787	CQUJHB001606
OG0004797	AFUN2_003122	CQUJHB004530
OG0004798	AFUN2_009877	CQUJHB017613
OG0004799	AFUN2_005245	CQUJHB004737
OG0004800	AFUN2_013963	CQUJHB007903
OG0004801	AFUN2_008460	CQUJHB012660
OG0004802	AFUN2_008544	CQUJHB002709
OG0004803	AFUN2_000550	CQUJHB001754
OG0004804	AFUN2_000497	CQUJHB014987
OG0004805	AFUN2_001851	CQUJHB007518
OG0004806	AFUN2_004998	CQUJHB017978
OG0004807	AFUN2_002486	CQUJHB018215
OG0004808	AFUN2_008781	CQUJHB010630
OG0004809	AFUN2_005180	CQUJHB011759
OG0004810	AFUN2_012031	CQUJHB006725
OG0004811	AFUN2_014668	CQUJHB015927
OG0004812	AFUN2_008153	CQUJHB001901
OG0004813	AFUN2_014633	CQUJHB007259
OG0004814	AFUN2_013984	CQUJHB016701
OG0004815	AFUN2_013130	CQUJHB018282
OG0004816	AFUN2_005221	CQUJHB007782
OG0004817	AFUN2_004411	CQUJHB002539
OG0004818	AFUN2_007091	CQUJHB001843
OG0004819	AFUN2_010050	CQUJHB011389
OG0004820	AFUN2_004195	CQUJHB005003
OG0004821	AFUN2_005356	CQUJHB008168
OG0004822	AFUN2_010473	CQUJHB011353
OG0004823	AFUN2_007976	CQUJHB005218
OG0004824	AFUN2_013422	CQUJHB006419
OG0004825	AFUN2_011329	CQUJHB011134
OG0004826	AFUN2_009312	CQUJHB007142
OG0004827	AFUN2_009872	CQUJHB015329
OG0004828	AFUN2_003866	CQUJHB014421
OG0004829	AFUN2_005936	CQUJHB003105
OG0004830	AFUN2_009353	CQUJHB010819
OG0004831	AFUN2_007863	CQUJHB010890
OG0004832	AFUN2_011776	CQUJHB006743
OG0004833	AFUN2_000349	CQUJHB004676
OG0004834	AFUN2_003757	CQUJHB012991
OG0004835	AFUN2_013057	CQUJHB003457
OG0004836	AFUN2_002079	CQUJHB007085
OG0004837	AFUN2_012414	CQUJHB017012
OG0004838	AFUN2_013243	CQUJHB001423
OG0004839	AFUN2_009830	CQUJHB006390
OG0004840	AFUN2_006601	CQUJHB000388
OG0004841	AFUN2_012407	CQUJHB005887
OG0004842	AFUN2_011170	CQUJHB006404
OG0004843	AFUN2_008193	CQUJHB004832
OG0004844	AFUN2_008295	CQUJHB000004
OG0004845	AFUN2_007174	CQUJHB009332
OG0004846	AFUN2_007780	CQUJHB013303
OG0004847	AFUN2_007556	CQUJHB016315
OG0004848	AFUN2_008052	CQUJHB006451
OG0004849	AFUN2_001790	CQUJHB007577
OG0004850	AFUN2_014568	CQUJHB017461
OG0004851	AFUN2_011246	CQUJHB016827
OG0004852	AFUN2_011001	CQUJHB015312
OG0004853	AFUN2_014154	CQUJHB006379
OG0004854	AFUN2_000553	CQUJHB009910
OG0004855	AFUN2_012997	CQUJHB013455
OG0004856	AFUN2_006858	CQUJHB016451
OG0004857	AFUN2_007850	CQUJHB006313
OG0004858	AFUN2_003204	CQUJHB008604
OG0004859	AFUN2_013166	CQUJHB012778
OG0004860	AFUN2_005341	CQUJHB014037
OG0004861	AFUN2_006083	CQUJHB008852
OG0004862	AFUN2_011597	CQUJHB013647
OG0004863	AFUN2_003533	CQUJHB018184
OG0004864	AFUN2_009738	CQUJHB000458
