Orthogroup	AfunestusAfunGA1	CquinquefasciatusJHB2020
OG0003690	AFUN2_006093	CQUJHB012342
OG0003691	AFUN2_008176	CQUJHB014378
OG0003692	AFUN2_011121	CQUJHB008641
OG0003693	AFUN2_003114	CQUJHB009514
OG0003694	AFUN2_011794	CQUJHB000472
OG0003695	AFUN2_009373	CQUJHB015066
OG0003696	AFUN2_002967	CQUJHB009395
OG0003697	AFUN2_004742	CQUJHB008322
OG0003698	AFUN2_010308	CQUJHB003751
OG0003699	AFUN2_003721	CQUJHB018087
OG0003701	AFUN2_002834	CQUJHB011953
OG0003702	AFUN2_005154	CQUJHB010598
OG0003703	AFUN2_009850	CQUJHB009475
OG0003704	AFUN2_014529	CQUJHB017332
OG0003705	AFUN2_012544	CQUJHB014410
OG0003706	AFUN2_006537	CQUJHB009721
OG0003707	AFUN2_010651	CQUJHB006083
OG0003708	AFUN2_013021	CQUJHB017129
OG0003709	AFUN2_001268	CQUJHB000905
OG0003710	AFUN2_008431	CQUJHB002278
OG0003711	AFUN2_008753	CQUJHB009399
OG0003712	AFUN2_002501	CQUJHB012854
OG0003713	AFUN2_003946	CQUJHB007164
OG0003714	AFUN2_004572	CQUJHB015291
OG0003715	AFUN2_012836	CQUJHB016383
OG0003716	AFUN2_013277	CQUJHB009986
OG0003717	AFUN2_003548	CQUJHB005674
OG0003718	AFUN2_013270	CQUJHB010247
OG0003719	AFUN2_008508	CQUJHB011308
OG0003720	AFUN2_013445	CQUJHB000627
OG0003721	AFUN2_002463	CQUJHB007059
OG0003722	AFUN2_002022	CQUJHB008987
OG0003723	AFUN2_006636	CQUJHB017771
OG0003724	AFUN2_002703	CQUJHB018356
OG0003725	AFUN2_012816	CQUJHB012752
OG0003726	AFUN2_008575	CQUJHB011558
OG0003727	AFUN2_009452	CQUJHB002233
OG0003728	AFUN2_005650	CQUJHB001773
OG0003729	AFUN2_011469	CQUJHB011618
OG0003730	AFUN2_012396	CQUJHB018164
OG0003731	AFUN2_011660	CQUJHB018032
OG0003734	AFUN2_001220	CQUJHB017971
OG0003735	AFUN2_005783	CQUJHB010099
OG0003736	AFUN2_010003	CQUJHB011106
OG0003737	AFUN2_005769	CQUJHB005485
OG0003738	AFUN2_007475	CQUJHB018020
OG0003740	AFUN2_014810	CQUJHB013199
OG0003741	AFUN2_011186	CQUJHB004072
OG0003742	AFUN2_003728	CQUJHB004747
OG0003743	AFUN2_002186	CQUJHB002229
OG0003744	AFUN2_011630	CQUJHB003450
OG0003745	AFUN2_006261	CQUJHB004295
OG0003746	AFUN2_005430	CQUJHB007003
OG0003747	AFUN2_012288	CQUJHB005984
OG0003748	AFUN2_012001	CQUJHB011621
OG0003749	AFUN2_009412	CQUJHB004256, CQUJHB016851
OG0003750	AFUN2_011487	CQUJHB000606
OG0003751	AFUN2_002586	CQUJHB005571
OG0003752	AFUN2_014503	CQUJHB011041
OG0003753	AFUN2_007256	CQUJHB006753
OG0003754	AFUN2_010950	CQUJHB011546
OG0003755	AFUN2_011324	CQUJHB000735
OG0003756	AFUN2_000346	CQUJHB009118
OG0003757	AFUN2_003305	CQUJHB016101
OG0003758	AFUN2_005411	CQUJHB008825
OG0003759	AFUN2_014174	CQUJHB017375
OG0003760	AFUN2_003186	CQUJHB016928
OG0003761	AFUN2_000797	CQUJHB014765
OG0003762	AFUN2_006674	CQUJHB007159
OG0003763	AFUN2_005675	CQUJHB003986
OG0003764	AFUN2_001124	CQUJHB001501
OG0003765	AFUN2_007389	CQUJHB010613
OG0003766	AFUN2_010330	CQUJHB011984
OG0003767	AFUN2_003059	CQUJHB001874
OG0003768	AFUN2_006052	CQUJHB011517
OG0003769	AFUN2_007351	CQUJHB008997
OG0003770	AFUN2_001283	CQUJHB011734
OG0003771	AFUN2_010500	CQUJHB008219
OG0003772	AFUN2_010092	CQUJHB018143
OG0003773	AFUN2_013613	CQUJHB016243
OG0003774	AFUN2_011483	CQUJHB011171
OG0003775	AFUN2_014139	CQUJHB016560
OG0003776	AFUN2_007109	CQUJHB017527
OG0003777	AFUN2_014459	CQUJHB013998
OG0003778	AFUN2_006418	CQUJHB005338
OG0003779	AFUN2_006898	CQUJHB017059
OG0003780	AFUN2_008859	CQUJHB002179
OG0003781	AFUN2_012062	CQUJHB012888
OG0003782	AFUN2_007400	CQUJHB005208
OG0003783	AFUN2_003535	CQUJHB002154
OG0003784	AFUN2_005815	CQUJHB014193
OG0003785	AFUN2_012272	CQUJHB010233
OG0003786	AFUN2_008763	CQUJHB016025
OG0003787	AFUN2_012013	CQUJHB011568
OG0003788	AFUN2_005208	CQUJHB011491
OG0003789	AFUN2_003422	CQUJHB008391
OG0003790	AFUN2_002619	CQUJHB010849
OG0003791	AFUN2_013043	CQUJHB002205
OG0003792	AFUN2_011880	CQUJHB012018
OG0003793	AFUN2_013561	CQUJHB018330
OG0003794	AFUN2_004688	CQUJHB015168
OG0003795	AFUN2_001650	CQUJHB016044
OG0003796	AFUN2_000552	CQUJHB004324
OG0003797	AFUN2_010190	CQUJHB000087
OG0003798	AFUN2_014017	CQUJHB012943
OG0003799	AFUN2_012633	CQUJHB006535
OG0003800	AFUN2_000410	CQUJHB001149
OG0003801	AFUN2_013030	CQUJHB010618
OG0003802	AFUN2_006340	CQUJHB003706
OG0003803	AFUN2_012195	CQUJHB001381
OG0003804	AFUN2_004465	CQUJHB009029
OG0003805	AFUN2_014145	CQUJHB011554
OG0003806	AFUN2_011507	CQUJHB008707
OG0003807	AFUN2_009370	CQUJHB014622
OG0003808	AFUN2_002837	CQUJHB005295
OG0003809	AFUN2_001893	CQUJHB002628
OG0003810	AFUN2_003798	CQUJHB008626
OG0003811	AFUN2_006022	CQUJHB016142
OG0003812	AFUN2_010530	CQUJHB003351
OG0003813	AFUN2_012653	CQUJHB017469
OG0003814	AFUN2_014047	CQUJHB008670
OG0003815	AFUN2_007152	CQUJHB003963
OG0003816	AFUN2_005103	CQUJHB003023
OG0003817	AFUN2_012284	CQUJHB015037
OG0003818	AFUN2_012657	CQUJHB000143
OG0003819	AFUN2_002636	CQUJHB016593
OG0003821	AFUN2_006059	CQUJHB015801
OG0003822	AFUN2_009278	CQUJHB001108
OG0003823	AFUN2_008821	CQUJHB011167
OG0003824	AFUN2_000746	CQUJHB015897
OG0003825	AFUN2_007685	CQUJHB001542
OG0003826	AFUN2_008065	CQUJHB005141
OG0003827	AFUN2_009716	CQUJHB009057
OG0003829	AFUN2_005111	CQUJHB015583
OG0003830	AFUN2_013548	CQUJHB018400
OG0003831	AFUN2_010932	CQUJHB013470
OG0003832	AFUN2_005331	CQUJHB014761
OG0003833	AFUN2_012278	CQUJHB017989
OG0003834	AFUN2_014485	CQUJHB013150
OG0003835	AFUN2_008999	CQUJHB001869
OG0003836	AFUN2_004435	CQUJHB016799
OG0003837	AFUN2_000882	CQUJHB016425
OG0003838	AFUN2_005853	CQUJHB005860
OG0003839	AFUN2_005732	CQUJHB010875
OG0003840	AFUN2_006304	CQUJHB008883, CQUJHB008894
OG0003841	AFUN2_004277	CQUJHB004541
OG0003842	AFUN2_006671	CQUJHB011755
OG0003843	AFUN2_002628	CQUJHB012485
OG0003844	AFUN2_003141	CQUJHB009080
OG0003845	AFUN2_001055	CQUJHB006426, CQUJHB017017
OG0003846	AFUN2_008096	CQUJHB017436
OG0003847	AFUN2_000415	CQUJHB014813
OG0003848	AFUN2_005942	CQUJHB002751
OG0003849	AFUN2_014099	CQUJHB015698
OG0003850	AFUN2_011818	CQUJHB003439
OG0003851	AFUN2_000948	CQUJHB006289
OG0003852	AFUN2_009746	CQUJHB008542
OG0003853	AFUN2_000543	CQUJHB012836
OG0003854	AFUN2_009125	CQUJHB001047
OG0003855	AFUN2_000429	CQUJHB004717
OG0003856	AFUN2_014787	CQUJHB010878
OG0003858	AFUN2_002554	CQUJHB015614
OG0003859	AFUN2_012594	CQUJHB009804
OG0003860	AFUN2_005078	CQUJHB018471
OG0003861	AFUN2_013157	CQUJHB007027
OG0003862	AFUN2_014344	CQUJHB008213
OG0003863	AFUN2_011100	CQUJHB005862
OG0003864	AFUN2_010403	CQUJHB012462
OG0003865	AFUN2_002398	CQUJHB003724
OG0003866	AFUN2_012873	CQUJHB010905
OG0003867	AFUN2_007480	CQUJHB013345
OG0003868	AFUN2_000485	CQUJHB004807
OG0003869	AFUN2_012550	CQUJHB009922
OG0003870	AFUN2_007812	CQUJHB004310
OG0003871	AFUN2_004206	CQUJHB014495
OG0003872	AFUN2_011128	CQUJHB002168
OG0003873	AFUN2_002326	CQUJHB002384
OG0003874	AFUN2_001752	CQUJHB001651
OG0003875	AFUN2_004314	CQUJHB005272
OG0003876	AFUN2_005200	CQUJHB013264
OG0003877	AFUN2_000668	CQUJHB000508
OG0003878	AFUN2_008772	CQUJHB011930
OG0003879	AFUN2_009162	CQUJHB002339
OG0003880	AFUN2_004337	CQUJHB012358
OG0003881	AFUN2_011012	CQUJHB018257
OG0003882	AFUN2_004760	CQUJHB012674
OG0003883	AFUN2_008070	CQUJHB012910
OG0003884	AFUN2_003453	CQUJHB012942
OG0003885	AFUN2_003820	CQUJHB010529
OG0003886	AFUN2_005461	CQUJHB009294
OG0003887	AFUN2_002748	CQUJHB002422
OG0003888	AFUN2_013173	CQUJHB005143
OG0003889	AFUN2_011672	CQUJHB004337
OG0003890	AFUN2_005117	CQUJHB008266
OG0003891	AFUN2_007725	CQUJHB014613
OG0003892	AFUN2_007918	CQUJHB001409
OG0003893	AFUN2_012505	CQUJHB016486
OG0003894	AFUN2_002041	CQUJHB017612
OG0003895	AFUN2_010911	CQUJHB014444
OG0003896	AFUN2_001990	CQUJHB011873
OG0003897	AFUN2_009451	CQUJHB009888
OG0003898	AFUN2_014009	CQUJHB015870
OG0003899	AFUN2_012914	CQUJHB015920
OG0003900	AFUN2_011868	CQUJHB001780
OG0003901	AFUN2_014043	CQUJHB000016
OG0003902	AFUN2_014215	CQUJHB015364
OG0003903	AFUN2_014809	CQUJHB000382
OG0003904	AFUN2_007604	CQUJHB007458
OG0003905	AFUN2_000374	CQUJHB000270
OG0003906	AFUN2_001717	CQUJHB016469
OG0003907	AFUN2_011438	CQUJHB006664
OG0003908	AFUN2_010160	CQUJHB014492
OG0003909	AFUN2_006129	CQUJHB002750
OG0003910	AFUN2_004095	CQUJHB009329
OG0003911	AFUN2_006447	CQUJHB009811
OG0003912	AFUN2_006941	CQUJHB006384
OG0003913	AFUN2_001460	CQUJHB007218
OG0003914	AFUN2_004822	CQUJHB000872
OG0003915	AFUN2_008629	CQUJHB011738
OG0003916	AFUN2_014037	CQUJHB009616
OG0003917	AFUN2_007024	CQUJHB003396
OG0003918	AFUN2_014356	CQUJHB017218
OG0003919	AFUN2_003576	CQUJHB010311
OG0003920	AFUN2_001487	CQUJHB002695
OG0003921	AFUN2_014502	CQUJHB009179
OG0003922	AFUN2_008324	CQUJHB005390
OG0003923	AFUN2_008546	CQUJHB018207
OG0003924	AFUN2_003715	CQUJHB010946
OG0003925	AFUN2_006665	CQUJHB013434
OG0003926	AFUN2_014352	CQUJHB018230
OG0003927	AFUN2_012720	CQUJHB005340
OG0003928	AFUN2_000969	CQUJHB015173
OG0003929	AFUN2_003759	CQUJHB012081
OG0003930	AFUN2_006781	CQUJHB004152
OG0003931	AFUN2_010929	CQUJHB012997
OG0003932	AFUN2_013871	CQUJHB005740
OG0003933	AFUN2_000822	CQUJHB002121
OG0003934	AFUN2_002107	CQUJHB016139
OG0003935	AFUN2_012775	CQUJHB013008
OG0003936	AFUN2_004474	CQUJHB017197
OG0003937	AFUN2_012364	CQUJHB004608
OG0003938	AFUN2_005715	CQUJHB000900
OG0003939	AFUN2_007028	CQUJHB013960
OG0003940	AFUN2_003951	CQUJHB011630
OG0003941	AFUN2_001192	CQUJHB016152
OG0003942	AFUN2_004008	CQUJHB015236
OG0003943	AFUN2_007563	CQUJHB011141
OG0003944	AFUN2_002714	CQUJHB014644
OG0003945	AFUN2_013575	CQUJHB002165
OG0003946	AFUN2_002009	CQUJHB009101
OG0003947	AFUN2_011320	CQUJHB010626
OG0003948	AFUN2_005095	CQUJHB002478
OG0003949	AFUN2_003705	CQUJHB003558
OG0003950	AFUN2_008780	CQUJHB003989
OG0003951	AFUN2_009816	CQUJHB005328
OG0003952	AFUN2_008402	CQUJHB002155
OG0003953	AFUN2_013696	CQUJHB011572
OG0003954	AFUN2_010269	CQUJHB006716
OG0003956	AFUN2_008696	CQUJHB007053
OG0003957	AFUN2_011803	CQUJHB005436
OG0003958	AFUN2_013722	CQUJHB012813
OG0003959	AFUN2_010375	CQUJHB008045
OG0003960	AFUN2_013503	CQUJHB007114
OG0003961	AFUN2_011101	CQUJHB010534
OG0003962	AFUN2_010420	CQUJHB006369
OG0003963	AFUN2_002340	CQUJHB002423
OG0003964	AFUN2_010806	CQUJHB008465
OG0003965	AFUN2_007227	CQUJHB008985
OG0003966	AFUN2_013469	CQUJHB016910
OG0003967	AFUN2_012101	CQUJHB007811
OG0003968	AFUN2_008390	CQUJHB010164
OG0003969	AFUN2_002497	CQUJHB017630
OG0003970	AFUN2_000656	CQUJHB014328
OG0003971	AFUN2_004747	CQUJHB001362
OG0003972	AFUN2_006197	CQUJHB014602
OG0003973	AFUN2_004517	CQUJHB016536
OG0003974	AFUN2_000599	CQUJHB011423
OG0003975	AFUN2_000369	CQUJHB011942
OG0003976	AFUN2_008945	CQUJHB007942
OG0003977	AFUN2_003871	CQUJHB005283
OG0003978	AFUN2_007829	CQUJHB008930
OG0003979	AFUN2_004222	CQUJHB007594
OG0003980	AFUN2_001415	CQUJHB009010
OG0003981	AFUN2_005183	CQUJHB011764
OG0003982	AFUN2_010716	CQUJHB017917
OG0003983	AFUN2_001900	CQUJHB006008
OG0003984	AFUN2_000635	CQUJHB000721
OG0003985	AFUN2_009796	CQUJHB014163
OG0003986	AFUN2_010788	CQUJHB013160
OG0003987	AFUN2_009102	CQUJHB000189
OG0003988	AFUN2_013524	CQUJHB002611
OG0003989	AFUN2_009157	CQUJHB009818
OG0003990	AFUN2_013036	CQUJHB018034
OG0003991	AFUN2_011310	CQUJHB016092
OG0003992	AFUN2_004880	CQUJHB017838
OG0003993	AFUN2_003750	CQUJHB003063
OG0003994	AFUN2_009336	CQUJHB007605
OG0003995	AFUN2_009053	CQUJHB002313
OG0003996	AFUN2_012191	CQUJHB016334
OG0003997	AFUN2_001570	CQUJHB014399
OG0003998	AFUN2_011587	CQUJHB011042
OG0003999	AFUN2_010583	CQUJHB011105
OG0004000	AFUN2_006455	CQUJHB012345
OG0004001	AFUN2_014243	CQUJHB009936
OG0004002	AFUN2_002439	CQUJHB017354
OG0004003	AFUN2_004922	CQUJHB002128
OG0004004	AFUN2_010719	CQUJHB015944
OG0004005	AFUN2_006949	CQUJHB009158
OG0004006	AFUN2_004562	CQUJHB008803
OG0004007	AFUN2_008462	CQUJHB009740
OG0004008	AFUN2_014188	CQUJHB003633
OG0004010	AFUN2_003572	CQUJHB002034
OG0004011	AFUN2_007813	CQUJHB015599
OG0004012	AFUN2_001239	CQUJHB003303
OG0004013	AFUN2_008861	CQUJHB008480
OG0004014	AFUN2_001230	CQUJHB004091
OG0004015	AFUN2_004694	CQUJHB007836
OG0004016	AFUN2_000443	CQUJHB015631
OG0004017	AFUN2_011682	CQUJHB009135
OG0004018	AFUN2_002303	CQUJHB005813
OG0004019	AFUN2_000586	CQUJHB010248
OG0004020	AFUN2_001273	CQUJHB001316
OG0004021	AFUN2_004159	CQUJHB017822
OG0004022	AFUN2_004944	CQUJHB002791
OG0004023	AFUN2_007547	CQUJHB012512
OG0004024	AFUN2_014322	CQUJHB001191
OG0004025	AFUN2_006100	CQUJHB011838
OG0004026	AFUN2_006632	CQUJHB016510
OG0004027	AFUN2_001855	CQUJHB009531
OG0004028	AFUN2_004883	CQUJHB004611
OG0004029	AFUN2_013160	CQUJHB004435
OG0004030	AFUN2_007777	CQUJHB016830
OG0004031	AFUN2_012083	CQUJHB012375
OG0004032	AFUN2_007025	CQUJHB003541
OG0004033	AFUN2_006640	CQUJHB013894
OG0004034	AFUN2_010633	CQUJHB002838
OG0004035	AFUN2_009241	CQUJHB005258
OG0004036	AFUN2_009972	CQUJHB001218
OG0004037	AFUN2_008221	CQUJHB011633
OG0004038	AFUN2_014314	CQUJHB000392
OG0004039	AFUN2_002739	CQUJHB001454
OG0004040	AFUN2_002684	CQUJHB006982
OG0004041	AFUN2_011122	CQUJHB015743
OG0004042	AFUN2_007105	CQUJHB014420
OG0004043	AFUN2_013782	CQUJHB014422
OG0004044	AFUN2_010300	CQUJHB001363
OG0004045	AFUN2_009962	CQUJHB000978
OG0004046	AFUN2_005408	CQUJHB012596
OG0004047	AFUN2_003001	CQUJHB015161
OG0004048	AFUN2_009951	CQUJHB015214
OG0004049	AFUN2_011098	CQUJHB000953
OG0004050	AFUN2_003844	CQUJHB017520
OG0004051	AFUN2_003209	CQUJHB007956
OG0004052	AFUN2_004304	CQUJHB014561
OG0004053	AFUN2_014556	CQUJHB011471
OG0004054	AFUN2_011860	CQUJHB007439
OG0004055	AFUN2_002503	CQUJHB002494
OG0004056	AFUN2_006819	CQUJHB003387
OG0004057	AFUN2_007393	CQUJHB016422
OG0004058	AFUN2_007406	CQUJHB015705
OG0004059	AFUN2_014296	CQUJHB011321
OG0004060	AFUN2_005659	CQUJHB012422
OG0004061	AFUN2_011712	CQUJHB010132
OG0004062	AFUN2_011498	CQUJHB007652
OG0004063	AFUN2_010275	CQUJHB004557
OG0004064	AFUN2_000977	CQUJHB005016
OG0004065	AFUN2_014646	CQUJHB003228
OG0004066	AFUN2_010494	CQUJHB016660
OG0004067	AFUN2_003385	CQUJHB003126
OG0004068	AFUN2_001628	CQUJHB006629
OG0004069	AFUN2_012114	CQUJHB011120
OG0004070	AFUN2_012111	CQUJHB015739
OG0004071	AFUN2_000424	CQUJHB009713
OG0004072	AFUN2_012042	CQUJHB006862
OG0004073	AFUN2_000568	CQUJHB002753
OG0004074	AFUN2_006154	CQUJHB004595
OG0004075	AFUN2_005643	CQUJHB010468
OG0004076	AFUN2_011533	CQUJHB014716
OG0004077	AFUN2_002901	CQUJHB014262
OG0004078	AFUN2_000780	CQUJHB003715
OG0004079	AFUN2_011621	CQUJHB013834
OG0004080	AFUN2_004687	CQUJHB012597
OG0004081	AFUN2_013438	CQUJHB015228
OG0004082	AFUN2_008257	CQUJHB007054
OG0004083	AFUN2_012671	CQUJHB007891
OG0004084	AFUN2_004372	CQUJHB013899
OG0004085	AFUN2_011999	CQUJHB013334
OG0004086	AFUN2_008674	CQUJHB008671
OG0004087	AFUN2_005189	CQUJHB004281
OG0004088	AFUN2_007063	CQUJHB016816
OG0004089	AFUN2_010113	CQUJHB001708
OG0004090	AFUN2_000785	CQUJHB007716
OG0004091	AFUN2_014807	CQUJHB004503
OG0004092	AFUN2_003841	CQUJHB011924
OG0004093	AFUN2_001129	CQUJHB016883
OG0004094	AFUN2_003058	CQUJHB003521
OG0004095	AFUN2_009234	CQUJHB006777
OG0004096	AFUN2_007836	CQUJHB004744, CQUJHB011454, CQUJHB009000
OG0004097	AFUN2_012683	CQUJHB002765
OG0004098	AFUN2_009546	CQUJHB014212
OG0004099	AFUN2_008623	CQUJHB002282
OG0004100	AFUN2_011287	CQUJHB016348
OG0004102	AFUN2_007015	CQUJHB000397
OG0004103	AFUN2_006567	CQUJHB013566
OG0004104	AFUN2_005941	CQUJHB002440
OG0004105	AFUN2_006629	CQUJHB016487
OG0004106	AFUN2_012135	CQUJHB009403
OG0004107	AFUN2_003376	CQUJHB015550
OG0004108	AFUN2_008649	CQUJHB011693
OG0004109	AFUN2_009443	CQUJHB001301
OG0004110	AFUN2_005241	CQUJHB012418
OG0004111	AFUN2_003056	CQUJHB016578
OG0004112	AFUN2_012756	CQUJHB017667
OG0004113	AFUN2_008305	CQUJHB002871
OG0004114	AFUN2_007045	CQUJHB010223
OG0004115	AFUN2_008627	CQUJHB000614
OG0004116	AFUN2_004623	CQUJHB013492
OG0004117	AFUN2_002387	CQUJHB007614
OG0004118	AFUN2_010936	CQUJHB000502
OG0004119	AFUN2_012484	CQUJHB010826
OG0004120	AFUN2_010834	CQUJHB016373
OG0004121	AFUN2_001329	CQUJHB014703
OG0004122	AFUN2_004401	CQUJHB017807
OG0004123	AFUN2_002730	CQUJHB016033
OG0004124	AFUN2_004070	CQUJHB013309
OG0004125	AFUN2_014686	CQUJHB006215
OG0004126	AFUN2_010529	CQUJHB002388
OG0004127	AFUN2_014297	CQUJHB013611
OG0004128	AFUN2_006986	CQUJHB010631
OG0004129	AFUN2_012776	CQUJHB016259
OG0004130	AFUN2_013728	CQUJHB001428
OG0004131	AFUN2_006704	CQUJHB005680
OG0004132	AFUN2_008341	CQUJHB010926
OG0004133	AFUN2_006272	CQUJHB009584
OG0004134	AFUN2_011702	CQUJHB014137
OG0004135	AFUN2_000672	CQUJHB012742
OG0004136	AFUN2_000352	CQUJHB012355
OG0004137	AFUN2_006320	CQUJHB002844
OG0004138	AFUN2_010407	CQUJHB000628
OG0004139	AFUN2_008195	CQUJHB007145
OG0004140	AFUN2_012517	CQUJHB005899
OG0004141	AFUN2_011681	CQUJHB008811
OG0004142	AFUN2_006357	CQUJHB006616
OG0004143	AFUN2_009818	CQUJHB013395
OG0004144	AFUN2_011380	CQUJHB009796
OG0004145	AFUN2_004655	CQUJHB011030
OG0004146	AFUN2_014526	CQUJHB009578
OG0004147	AFUN2_007657	CQUJHB000049
OG0004148	AFUN2_011670	CQUJHB000951
OG0004149	AFUN2_002137	CQUJHB008613
OG0004150	AFUN2_004341	CQUJHB005412
OG0004151	AFUN2_011335	CQUJHB005941
OG0004152	AFUN2_000377	CQUJHB008462
OG0004153	AFUN2_007437	CQUJHB012622
OG0004154	AFUN2_012314	CQUJHB015351
OG0004155	AFUN2_005256	CQUJHB001709
OG0004156	AFUN2_013820	CQUJHB014210
OG0004157	AFUN2_009392	CQUJHB003828
OG0004158	AFUN2_010309	CQUJHB012823
OG0004159	AFUN2_000907	CQUJHB007380
OG0004160	AFUN2_011393	CQUJHB011056
OG0004161	AFUN2_005492	CQUJHB015788
OG0004162	AFUN2_014557	CQUJHB012546
OG0004163	AFUN2_008304	CQUJHB002177
OG0004164	AFUN2_014372	CQUJHB005637
OG0004165	AFUN2_012784	CQUJHB002056
OG0004166	AFUN2_007193	CQUJHB017980
OG0004167	AFUN2_007233	CQUJHB007915
OG0004168	AFUN2_005318	CQUJHB007857
OG0004169	AFUN2_012606	CQUJHB015963
OG0004170	AFUN2_002531	CQUJHB002569
OG0004171	AFUN2_004940	CQUJHB006922
OG0004172	AFUN2_002746	CQUJHB003687
OG0004173	AFUN2_011493	CQUJHB003064
OG0004174	AFUN2_012394	CQUJHB011344
OG0004175	AFUN2_008469	CQUJHB009359
OG0004176	AFUN2_007610	CQUJHB008725
OG0004177	AFUN2_003688	CQUJHB018167
OG0004178	AFUN2_008368	CQUJHB000523
OG0004179	AFUN2_010579	CQUJHB018277
OG0004180	AFUN2_013646	CQUJHB017697
OG0004181	AFUN2_011722	CQUJHB016581
OG0004182	AFUN2_000433	CQUJHB001396
OG0004183	AFUN2_007972	CQUJHB009607
OG0004184	AFUN2_005038	CQUJHB002200
OG0004185	AFUN2_001267	CQUJHB013240
OG0004186	AFUN2_008093	CQUJHB017273
OG0004187	AFUN2_007070	CQUJHB003573
OG0004188	AFUN2_003857	CQUJHB011510
OG0004189	AFUN2_002885	CQUJHB014179
OG0004190	AFUN2_002479	CQUJHB006739
OG0004191	AFUN2_010383	CQUJHB015457
OG0004192	AFUN2_010789	CQUJHB004320
OG0004193	AFUN2_002743	CQUJHB003026
OG0004194	AFUN2_013221	CQUJHB009338
OG0004195	AFUN2_004859	CQUJHB003238
OG0004196	AFUN2_008534	CQUJHB010254
OG0004197	AFUN2_011177	CQUJHB011033
OG0004198	AFUN2_003529	CQUJHB002549
OG0004199	AFUN2_005990	CQUJHB007397
OG0004200	AFUN2_005228	CQUJHB011875
OG0004201	AFUN2_001863	CQUJHB008780
OG0004202	AFUN2_012048	CQUJHB015437
OG0004203	AFUN2_009449	CQUJHB017977
OG0004204	AFUN2_013988	CQUJHB010969
OG0004205	AFUN2_014782	CQUJHB003835
OG0004206	AFUN2_011314	CQUJHB012763
OG0004207	AFUN2_010649	CQUJHB007978
OG0004208	AFUN2_012984	CQUJHB015350
OG0004209	AFUN2_009845	CQUJHB001977
OG0004210	AFUN2_003552	CQUJHB011429
OG0004211	AFUN2_010181	CQUJHB012112
OG0004212	AFUN2_014279	CQUJHB014526
OG0004213	AFUN2_004405	CQUJHB009988
OG0004214	AFUN2_006102	CQUJHB003504
OG0004215	AFUN2_000606	CQUJHB000644
OG0004216	AFUN2_013399	CQUJHB010373
OG0004217	AFUN2_006276	CQUJHB005718
OG0004218	AFUN2_011872	CQUJHB011593
OG0004219	AFUN2_012753	CQUJHB012810
OG0004220	AFUN2_011756	CQUJHB004495
OG0004221	AFUN2_007554	CQUJHB011464
OG0004222	AFUN2_006797	CQUJHB002521
OG0004223	AFUN2_007457	CQUJHB015569
OG0004224	AFUN2_008288	CQUJHB003879
OG0004225	AFUN2_007828	CQUJHB014779
OG0004226	AFUN2_006805	CQUJHB008724
OG0004227	AFUN2_012750	CQUJHB011178
OG0004228	AFUN2_007751	CQUJHB007740
OG0004229	AFUN2_002507	CQUJHB001813
OG0004230	AFUN2_010336	CQUJHB010558
OG0004231	AFUN2_009389	CQUJHB017883
OG0004232	AFUN2_001933	CQUJHB005764
OG0004233	AFUN2_010833	CQUJHB001543
OG0004234	AFUN2_004322	CQUJHB013915
OG0004235	AFUN2_003214	CQUJHB015198, CQUJHB008346
OG0004236	AFUN2_008621	CQUJHB013493
OG0004237	AFUN2_007726	CQUJHB017470
OG0004238	AFUN2_003707	CQUJHB004919
OG0004239	AFUN2_012018	CQUJHB000867
OG0004240	AFUN2_005357	CQUJHB002374
OG0004241	AFUN2_014536	CQUJHB003834
OG0004242	AFUN2_000370	CQUJHB011484
OG0004243	AFUN2_007535	CQUJHB017848
OG0004244	AFUN2_013371	CQUJHB012194
OG0004245	AFUN2_012865	CQUJHB016257
OG0004246	AFUN2_013698	CQUJHB014928
OG0004247	AFUN2_011832	CQUJHB011319
OG0004248	AFUN2_014212	CQUJHB001922
OG0004249	AFUN2_014540	CQUJHB013368
OG0004250	AFUN2_007914	CQUJHB011135
OG0004251	AFUN2_004414	CQUJHB013361
OG0004252	AFUN2_011465	CQUJHB003463
OG0004253	AFUN2_011403	CQUJHB011170
OG0004254	AFUN2_007123	CQUJHB014871
OG0004255	AFUN2_003930	CQUJHB015060
OG0004256	AFUN2_003388	CQUJHB002835
OG0004257	AFUN2_003698	CQUJHB010335
OG0004258	AFUN2_001664	CQUJHB015866
OG0004259	AFUN2_004265	CQUJHB011675
OG0004260	AFUN2_014291	CQUJHB014143
OG0004261	AFUN2_007378	CQUJHB000393
OG0004262	AFUN2_010641	CQUJHB015928
OG0004263	AFUN2_001455	CQUJHB014717
OG0004264	AFUN2_007338	CQUJHB013273
OG0004265	AFUN2_013478	CQUJHB007730
OG0004266	AFUN2_001337	CQUJHB011127
OG0004267	AFUN2_006622	CQUJHB016228
OG0004268	AFUN2_003740	CQUJHB013743
OG0004269	AFUN2_006894	CQUJHB016177
OG0004270	AFUN2_012786	CQUJHB007366
OG0004271	AFUN2_010626	CQUJHB007391
OG0004272	AFUN2_006845	CQUJHB011707
OG0004273	AFUN2_009670	CQUJHB010714
OG0004274	AFUN2_005065	CQUJHB011979
OG0004275	AFUN2_009940	CQUJHB002741
OG0004276	AFUN2_013910	CQUJHB012292
OG0004277	AFUN2_009760	CQUJHB015383
OG0004278	AFUN2_013159	CQUJHB011729
