Orthogroup	AfunestusAfunGA1	LlongipalpisASM
OG0005773	AFUN2_002315	LOC129788192
OG0005774	AFUN2_002849	LOC129796069
OG0005775	AFUN2_009159	LOC129787247
OG0005776	AFUN2_002341	LOC129787755
OG0005777	AFUN2_002597	LOC129797493
OG0005778	AFUN2_006073	LOC129794222, LOC129794858
OG0005779	AFUN2_003623	LOC129793270
OG0005780	AFUN2_008936	LOC129796208
OG0005781	AFUN2_006125	LOC129788949
OG0005783	AFUN2_009070	LOC129787154
OG0005784	AFUN2_007459	LOC129793966
OG0005785	AFUN2_004078	LOC129787570
OG0005786	AFUN2_009008	LOC129787556
OG0005787	AFUN2_012789	LOC129789670
OG0005788	AFUN2_012730	LOC129789072
OG0005789	AFUN2_001899	LOC129788739
OG0005790	AFUN2_004115	LOC129792604
OG0005791	AFUN2_011163	LOC129795330
OG0005792	AFUN2_004121	LOC129793318
OG0005793	AFUN2_003273	LOC129792089
OG0005794	AFUN2_013276	LOC129793321
OG0005795	AFUN2_001743	LOC129793505
OG0005796	AFUN2_012338	LOC129793538
OG0005797	AFUN2_011850	LOC129787505
OG0005798	AFUN2_002884	LOC129786639
OG0005799	AFUN2_010457	LOC129787500
OG0005800	AFUN2_008422	LOC129793282
OG0005801	AFUN2_013500	LOC129793281
OG0005802	AFUN2_004274	LOC129793287
OG0005803	AFUN2_014732	LOC129797025, LOC129793285
OG0005805	AFUN2_010634	LOC129789123
OG0005806	AFUN2_000735	LOC129789101
OG0005807	AFUN2_008858	LOC129790042
OG0005808	AFUN2_013210	LOC129797682
OG0005809	AFUN2_003211	LOC129786596
OG0005810	AFUN2_012951	LOC129797597
OG0005811	AFUN2_011989	LOC129797157
OG0005812	AFUN2_011289	LOC129797466
OG0005813	AFUN2_010229	LOC129792353
OG0005814	AFUN2_000464	LOC129796787
OG0005815	AFUN2_000821	LOC129787754
OG0005816	AFUN2_001399	LOC129787977
OG0005817	AFUN2_014153	LOC129792290
OG0005818	AFUN2_005133	LOC129788600
OG0005819	AFUN2_004862	LOC129796796
OG0005820	AFUN2_006423	LOC129786467
OG0005821	AFUN2_005412	LOC129793167
OG0005822	AFUN2_005447	LOC129790930
OG0005823	AFUN2_004577	LOC129791001
OG0005824	AFUN2_011897	LOC129787870
OG0005825	AFUN2_002670	LOC129794097
OG0005826	AFUN2_010710	LOC129794083
OG0005827	AFUN2_014117	LOC129794888
OG0005828	AFUN2_002036	LOC129794161
OG0005830	AFUN2_002533	LOC129788173
OG0005831	AFUN2_008036	LOC129795832
OG0005832	AFUN2_012762	LOC129787857
OG0005833	AFUN2_002534	LOC129786519
OG0005834	AFUN2_007849	LOC129787856
OG0005835	AFUN2_005006	LOC129791640
OG0005836	AFUN2_003504	LOC129791565
OG0005837	AFUN2_002813	LOC129791592
OG0005838	AFUN2_008476	LOC129787603
OG0005839	AFUN2_008018	LOC129797849
OG0005840	AFUN2_002090	LOC129788482
OG0005841	AFUN2_005135	LOC129792260
OG0005842	AFUN2_011062	LOC129785852
OG0005843	AFUN2_011212	LOC129796772
OG0005844	AFUN2_003025	LOC129793900
OG0005845	AFUN2_008826	LOC129788009
OG0005846	AFUN2_001984	LOC129786507
OG0005847	AFUN2_010189	LOC129796632
OG0005848	AFUN2_004872	LOC129793275
OG0005849	AFUN2_010350	LOC129797589
OG0005850	AFUN2_005949	LOC129788397
OG0005851	AFUN2_007682	LOC129797010
OG0005852	AFUN2_010129	LOC129795171
OG0005853	AFUN2_000754	LOC129787517
OG0005854	AFUN2_002688	LOC129787619
OG0005855	AFUN2_014575	LOC129794079
OG0005856	AFUN2_002273	LOC129794218
OG0005857	AFUN2_003593	LOC129794124
OG0005858	AFUN2_014272	LOC129793218
OG0005859	AFUN2_007632	LOC129794064
OG0005860	AFUN2_012519	LOC129792996
OG0005861	AFUN2_011389	LOC129792374
OG0005862	AFUN2_006075	LOC129790916
OG0005863	AFUN2_009190	LOC129792682
OG0005865	AFUN2_010693	LOC129792139
OG0005866	AFUN2_009532	LOC129790246
OG0005867	AFUN2_010993	LOC129790401
OG0005868	AFUN2_010131	LOC129789898
OG0005869	AFUN2_012582	LOC129788722
OG0005870	AFUN2_000365	LOC129797080
OG0005871	AFUN2_007266	LOC129788542
OG0005872	AFUN2_010015	LOC129787166
OG0005873	AFUN2_013447	LOC129786105
OG0005874	AFUN2_003603	LOC129789321
OG0005875	AFUN2_000319	LOC129787515
OG0005876	AFUN2_000932	LOC129789939
OG0005877	AFUN2_008880	LOC129786520
OG0005878	AFUN2_004438	LOC129791379
OG0005879	AFUN2_012017	LOC129786522
OG0005881	AFUN2_004510	LOC129796932
OG0005882	AFUN2_006657	LOC129795582
OG0005883	AFUN2_006266	LOC129795552, LOC129795533
OG0005884	AFUN2_013356	LOC129795502
OG0005885	AFUN2_013743	LOC129797645
OG0005886	AFUN2_003782	LOC129797545
OG0005887	AFUN2_008525	LOC129792777
OG0005888	AFUN2_009337	LOC129786162
OG0005889	AFUN2_008365	LOC129786092
OG0005890	AFUN2_005658	LOC129792334
OG0005891	AFUN2_006917	LOC129786014
OG0005892	AFUN2_007178	LOC129789779
OG0005893	AFUN2_003251	LOC129796326
OG0005894	AFUN2_004790	LOC129795657
OG0005895	AFUN2_012643	LOC129795747
OG0005896	AFUN2_008972	LOC129796421
OG0005897	AFUN2_008955	LOC129797108
OG0005898	AFUN2_007408	LOC129795469
OG0005900	AFUN2_001549	LOC129796147
OG0005901	AFUN2_014027	LOC129793625
OG0005902	AFUN2_013259	LOC129793677
OG0005903	AFUN2_006693	LOC129797573
OG0005904	AFUN2_002663	LOC129796659
OG0005905	AFUN2_004622	LOC129795111
OG0005906	AFUN2_013281	LOC129796666
OG0005907	AFUN2_007116	LOC129796658
OG0005908	AFUN2_010382	LOC129796194
OG0005909	AFUN2_013410	LOC129794894
OG0005910	AFUN2_014238	LOC129796128
OG0005911	AFUN2_013519	LOC129789137
OG0005912	AFUN2_003846	LOC129788071
OG0005913	AFUN2_002385	LOC129791247
OG0005914	AFUN2_008889	LOC129797473
OG0005915	AFUN2_011195	LOC129792692
OG0005916	AFUN2_003646	LOC129792299
OG0005917	AFUN2_014298	LOC129789626
OG0005918	AFUN2_004820	LOC129792911
OG0005919	AFUN2_000947	LOC129787239
OG0005920	AFUN2_014744	LOC129794333
OG0005921	AFUN2_013837	LOC129795557
OG0005922	AFUN2_007299	LOC129796097
OG0005923	AFUN2_009476	LOC129788506
OG0005924	AFUN2_013964	LOC129791891
OG0005925	AFUN2_000726	LOC129793835
OG0005926	AFUN2_009719	LOC129792686
OG0005927	AFUN2_004102	LOC129793836
OG0005928	AFUN2_004737	LOC129786844
OG0005929	AFUN2_001684	LOC129785874
OG0005930	AFUN2_010659	LOC129786304
OG0005931	AFUN2_008382	LOC129788193
OG0005932	AFUN2_005721	LOC129786307
OG0005933	AFUN2_000561	LOC129786302
OG0005934	AFUN2_002509	LOC129787984
OG0005935	AFUN2_007209	LOC129797276
OG0005936	AFUN2_010246	LOC129794339
OG0005937	AFUN2_010018	LOC129787974
OG0005938	AFUN2_009812	LOC129794994
OG0005939	AFUN2_013599	LOC129796046
OG0005941	AFUN2_005826	LOC129796274
OG0005942	AFUN2_001213	LOC129797777
OG0005943	AFUN2_002346	LOC129796156
OG0005944	AFUN2_011575	LOC129796610
OG0005945	AFUN2_002427	LOC129786487
OG0005946	AFUN2_002338	LOC129792559
OG0005947	AFUN2_012159	LOC129786170
OG0005948	AFUN2_005467	LOC129787426
OG0005949	AFUN2_001541	LOC129786125
OG0005951	AFUN2_010539	LOC129788156
OG0005952	AFUN2_005236	LOC129795153
OG0005953	AFUN2_013713	LOC129793809
OG0005954	AFUN2_005319	LOC129789675
OG0005955	AFUN2_010415	LOC129788413
OG0005956	AFUN2_005532	LOC129789554
OG0005957	AFUN2_014175	LOC129794328
OG0005958	AFUN2_010931	LOC129792285
OG0005959	AFUN2_002803	LOC129792284
OG0005960	AFUN2_005218	LOC129792162
OG0005961	AFUN2_010855	LOC129795361
OG0005962	AFUN2_000572	LOC129787421
OG0005963	AFUN2_008268	LOC129792086
OG0005964	AFUN2_004402	LOC129792272
OG0005965	AFUN2_014074	LOC129791694
OG0005966	AFUN2_007427	LOC129791453
OG0005967	AFUN2_009838	LOC129788971
OG0005968	AFUN2_006409	LOC129788357
OG0005969	AFUN2_006410	LOC129788761
OG0005970	AFUN2_006105	LOC129791211
OG0005971	AFUN2_001190	LOC129790167
OG0005972	AFUN2_001135	LOC129789889
OG0005973	AFUN2_005762	LOC129793552
OG0005974	AFUN2_009371	LOC129786676
OG0005975	AFUN2_013547	LOC129791674
OG0005976	AFUN2_006250	LOC129792580
OG0005977	AFUN2_008072	LOC129786675
OG0005978	AFUN2_008967	LOC129797082
OG0005979	AFUN2_014525	LOC129786665
OG0005980	AFUN2_007680	LOC129794867
OG0005981	AFUN2_011123	LOC129794684
OG0005982	AFUN2_009092	LOC129794869
OG0005983	AFUN2_000741	LOC129794863
OG0005984	AFUN2_010431	LOC129786278
OG0005985	AFUN2_007715	LOC129786269
OG0005986	AFUN2_012078	LOC129786264
OG0005987	AFUN2_001394	LOC129792603
OG0005988	AFUN2_004809	LOC129789434
OG0005989	AFUN2_000857	LOC129791994
OG0005990	AFUN2_007456	LOC129792233
OG0005991	AFUN2_002601	LOC129792003
OG0005992	AFUN2_012793	LOC129793572
OG0005993	AFUN2_007770	LOC129792387
OG0005994	AFUN2_011210	LOC129793518
OG0005995	AFUN2_009349	LOC129792051
OG0005996	AFUN2_001228	LOC129791951
OG0005997	AFUN2_013878	LOC129789613
OG0005998	AFUN2_007636	LOC129789737
OG0005999	AFUN2_008598	LOC129785866
OG0006000	AFUN2_011509	LOC129789718
OG0006001	AFUN2_003754	LOC129785826
OG0006002	AFUN2_003299	LOC129793229
OG0006003	AFUN2_011374	LOC129790635
OG0006004	AFUN2_005466	LOC129793936
OG0006005	AFUN2_013186	LOC129790637
OG0006006	AFUN2_006700	LOC129791159
OG0006007	AFUN2_004565	LOC129797085
OG0006008	AFUN2_012351	LOC129790340
OG0006009	AFUN2_000655	LOC129786493
OG0006010	AFUN2_000549	LOC129788587
OG0006011	AFUN2_011522	LOC129790265
OG0006012	AFUN2_002444	LOC129797325
OG0006013	AFUN2_003240	LOC129789864
OG0006014	AFUN2_006550	LOC129797331
OG0006015	AFUN2_014548	LOC129786303
OG0006016	AFUN2_008177	LOC129787641
OG0006017	AFUN2_011291	LOC129787566
OG0006018	AFUN2_005367	LOC129790486
OG0006019	AFUN2_009853	LOC129790500
OG0006020	AFUN2_004060	LOC129791387
OG0006021	AFUN2_002470	LOC129793906, LOC129794505
OG0006022	AFUN2_008079	LOC129790503
OG0006023	AFUN2_014626	LOC129789935
OG0006024	AFUN2_008040	LOC129790841
OG0006025	AFUN2_003742	LOC129797254
OG0006026	AFUN2_012076	LOC129790331
OG0006027	AFUN2_013846	LOC129785960
OG0006028	AFUN2_008713	LOC129797179
OG0006029	AFUN2_009949	LOC129796888
OG0006030	AFUN2_013066	LOC129787279
OG0006031	AFUN2_001707	LOC129792213
OG0006032	AFUN2_014498	LOC129787287
OG0006033	AFUN2_013517	LOC129787670
OG0006034	AFUN2_009479	LOC129797004
OG0006035	AFUN2_007489	LOC129797228
OG0006036	AFUN2_003922	LOC129786160
OG0006037	AFUN2_003032	LOC129796827
OG0006038	AFUN2_001310	LOC129790549
OG0006039	AFUN2_010629	LOC129791858
OG0006040	AFUN2_002392	LOC129794868
OG0006041	AFUN2_008152	LOC129794822
OG0006042	AFUN2_003963	LOC129797013
OG0006044	AFUN2_014451	LOC129791570
OG0006045	AFUN2_007452	LOC129792978
OG0006046	AFUN2_010508	LOC129791645
OG0006047	AFUN2_011474	LOC129793930
OG0006048	AFUN2_001144	LOC129788853
OG0006049	AFUN2_002422	LOC129790532
OG0006050	AFUN2_004377	LOC129793618
OG0006051	AFUN2_001945	LOC129791016
OG0006052	AFUN2_014059	LOC129791067
OG0006054	AFUN2_008077	LOC129792600
OG0006055	AFUN2_014480	LOC129792146
OG0006056	AFUN2_002178	LOC129792091
OG0006057	AFUN2_012979	LOC129790173
OG0006058	AFUN2_010206	LOC129791023
OG0006059	AFUN2_009754	LOC129785994
OG0006060	AFUN2_007991	LOC129792011
OG0006061	AFUN2_005288	LOC129795428
OG0006062	AFUN2_001064	LOC129788697
OG0006063	AFUN2_004846	LOC129789017
OG0006064	AFUN2_007514	LOC129788978
OG0006065	AFUN2_012682	LOC129786437
OG0006066	AFUN2_009417	LOC129791137
OG0006067	AFUN2_010934	LOC129791197
OG0006068	AFUN2_002785	LOC129786457
OG0006069	AFUN2_014658	LOC129786544
OG0006070	AFUN2_014366	LOC129797575
OG0006071	AFUN2_007048	LOC129796242
OG0006072	AFUN2_008394	LOC129788865
OG0006073	AFUN2_007394	LOC129793566
OG0006074	AFUN2_010820	LOC129793715
OG0006075	AFUN2_013558	LOC129793051
OG0006076	AFUN2_006776	LOC129793564
OG0006077	AFUN2_008549	LOC129792584
OG0006078	AFUN2_007359	LOC129793714
OG0006079	AFUN2_010465	LOC129793771
OG0006080	AFUN2_013854	LOC129796390
OG0006081	AFUN2_008271	LOC129794796
OG0006083	AFUN2_000355	LOC129795175
OG0006084	AFUN2_006564	LOC129794335
OG0006085	AFUN2_004213	LOC129790900
OG0006086	AFUN2_011397	LOC129790540
OG0006087	AFUN2_008916	LOC129792766
OG0006088	AFUN2_002798	LOC129796597
OG0006090	AFUN2_004856	LOC129792612
OG0006091	AFUN2_005615	LOC129791607
OG0006092	AFUN2_009611	LOC129796861
OG0006093	AFUN2_003833	LOC129797001
OG0006094	AFUN2_005214	LOC129797758
OG0006095	AFUN2_014671	LOC129791368
OG0006096	AFUN2_004667	LOC129794870
OG0006097	AFUN2_005685	LOC129791274
OG0006098	AFUN2_006816	LOC129785896
OG0006099	AFUN2_012444	LOC129786640
OG0006100	AFUN2_002368	LOC129797853
OG0006101	AFUN2_000487	LOC129786725
OG0006102	AFUN2_012697	LOC129785888
OG0006103	AFUN2_005275	LOC129793878
OG0006104	AFUN2_014815	LOC129793873
OG0006105	AFUN2_005674	LOC129792875
OG0006106	AFUN2_014318	LOC129796223
OG0006107	AFUN2_007594	LOC129796874
OG0006108	AFUN2_014141	LOC129786361
OG0006109	AFUN2_005585	LOC129790998
OG0006110	AFUN2_013272	LOC129797140
OG0006111	AFUN2_000992	LOC129797174
OG0006112	AFUN2_008678	LOC129787637
OG0006113	AFUN2_007092	LOC129787591
OG0006114	AFUN2_006992	LOC129786100
OG0006115	AFUN2_008630	LOC129794841
OG0006116	AFUN2_010769	LOC129787525
OG0006118	AFUN2_010295	LOC129796786
OG0006119	AFUN2_013954	LOC129793911
OG0006120	AFUN2_006884	LOC129793230, LOC129789461
OG0006121	AFUN2_014133	LOC129792126
OG0006123	AFUN2_009568	LOC129793948
OG0006124	AFUN2_006470	LOC129797639
OG0006125	AFUN2_012731	LOC129797753
OG0006126	AFUN2_003156	LOC129795708
OG0006127	AFUN2_010143	LOC129787227
OG0006128	AFUN2_009020	LOC129787230
OG0006129	AFUN2_001094	LOC129787584
OG0006130	AFUN2_003645	LOC129792805
OG0006131	AFUN2_001100	LOC129792800
OG0006132	AFUN2_008263	LOC129792854
OG0006133	AFUN2_007551	LOC129792818
OG0006134	AFUN2_003290	LOC129795619
OG0006136	AFUN2_010192	LOC129793163
OG0006137	AFUN2_004301	LOC129792830
OG0006138	AFUN2_012940	LOC129788170
OG0006140	AFUN2_006926	LOC129792928
OG0006141	AFUN2_004616	LOC129791584
OG0006142	AFUN2_012899	LOC129790065
OG0006143	AFUN2_000787	LOC129792118
OG0006144	AFUN2_002898	LOC129793091
OG0006145	AFUN2_011715	LOC129794120
OG0006146	AFUN2_004835	LOC129795983
OG0006149	AFUN2_007397	LOC129795043
OG0006150	AFUN2_007463	LOC129790575
OG0006151	AFUN2_000622	LOC129796353
OG0006152	AFUN2_009128	LOC129787072
OG0006153	AFUN2_004798	LOC129795380
OG0006154	AFUN2_003753	LOC129792863
OG0006155	AFUN2_000598	LOC129792858
OG0006156	AFUN2_007745	LOC129794076
OG0006157	AFUN2_014276	LOC129792522
OG0006158	AFUN2_000647	LOC129792543
OG0006159	AFUN2_004703	LOC129792638
OG0006160	AFUN2_005188	LOC129794066
OG0006161	AFUN2_001396	LOC129789620
OG0006162	AFUN2_000665	LOC129786812
OG0006163	AFUN2_013488	LOC129789954
OG0006164	AFUN2_007992	LOC129785936
OG0006165	AFUN2_014056	LOC129793881
OG0006166	AFUN2_006365	LOC129793757
OG0006167	AFUN2_003609	LOC129789631
OG0006168	AFUN2_006944	LOC129790366
OG0006169	AFUN2_000499	LOC129788756
OG0006170	AFUN2_008849	LOC129790866
OG0006171	AFUN2_012848	LOC129787838
OG0006172	AFUN2_011915	LOC129787842
OG0006173	AFUN2_009335	LOC129794579
OG0006174	AFUN2_006142	LOC129786998
OG0006175	AFUN2_000659	LOC129796143
OG0006176	AFUN2_001071	LOC129786031
OG0006177	AFUN2_013361	LOC129786123
OG0006178	AFUN2_003023	LOC129788517
OG0006179	AFUN2_008567	LOC129785998
OG0006180	AFUN2_014421	LOC129792927
OG0006181	AFUN2_010163	LOC129793787
OG0006182	AFUN2_007771	LOC129792491
OG0006183	AFUN2_001288	LOC129794021
OG0006184	AFUN2_005766	LOC129794008
OG0006185	AFUN2_003074	LOC129792541
OG0006186	AFUN2_003276	LOC129794003
OG0006187	AFUN2_002853	LOC129785942
OG0006188	AFUN2_011736	LOC129797015
OG0006189	AFUN2_010860	LOC129786113
OG0006190	AFUN2_008529	LOC129793922
OG0006192	AFUN2_005772	LOC129790303
OG0006193	AFUN2_013378	LOC129794302
OG0006194	AFUN2_000531	LOC129790103
OG0006195	AFUN2_013737	LOC129793260
OG0006196	AFUN2_003560	LOC129796342
OG0006197	AFUN2_006006	LOC129793344, LOC129793346
OG0006198	AFUN2_014659	LOC129796343
OG0006199	AFUN2_008824	LOC129794590
OG0006200	AFUN2_000478	LOC129797151
OG0006201	AFUN2_001405	LOC129797225
OG0006202	AFUN2_014313	LOC129792556
OG0006203	AFUN2_011760	LOC129786926
OG0006204	AFUN2_001445	LOC129792312
OG0006205	AFUN2_006772	LOC129787255
OG0006206	AFUN2_002135	LOC129792839
OG0006207	AFUN2_004928	LOC129792837
OG0006208	AFUN2_005598	LOC129794789
OG0006209	AFUN2_013162	LOC129790836
OG0006210	AFUN2_009687	LOC129797112
OG0006211	AFUN2_003730	LOC129797125
OG0006212	AFUN2_006505	LOC129796422
OG0006213	AFUN2_011910	LOC129795337
OG0006214	AFUN2_010705	LOC129795850
OG0006215	AFUN2_014444	LOC129786165
OG0006216	AFUN2_006883	LOC129789740
OG0006217	AFUN2_011663	LOC129797454
OG0006218	AFUN2_002770	LOC129795499
OG0006219	AFUN2_012086	LOC129797474
OG0006220	AFUN2_001364	LOC129795035
OG0006221	AFUN2_000402	LOC129790405
OG0006222	AFUN2_005010	LOC129795128
OG0006223	AFUN2_000407	LOC129796835
OG0006224	AFUN2_007402	LOC129795701
OG0006225	AFUN2_003149	LOC129796532
OG0006226	AFUN2_014631	LOC129796788
OG0006227	AFUN2_010009	LOC129796893
OG0006228	AFUN2_002869	LOC129794934
OG0006229	AFUN2_009876	LOC129792971
OG0006230	AFUN2_004355	LOC129790370
OG0006231	AFUN2_008055	LOC129796847
OG0006232	AFUN2_012172	LOC129787509
OG0006233	AFUN2_002542	LOC129794137
OG0006234	AFUN2_001058	LOC129791904
OG0006235	AFUN2_011983	LOC129792013
OG0006236	AFUN2_008832	LOC129792642
OG0006237	AFUN2_014084	LOC129791877
OG0006238	AFUN2_010106	LOC129792688
OG0006239	AFUN2_001932	LOC129791971
OG0006240	AFUN2_003967	LOC129794208
OG0006241	AFUN2_001142	LOC129795799
OG0006242	AFUN2_011847	LOC129789591
OG0006243	AFUN2_003696	LOC129796357
OG0006244	AFUN2_011477	LOC129794757
OG0006245	AFUN2_010413	LOC129786074
OG0006246	AFUN2_012007	LOC129794874
OG0006247	AFUN2_009356	LOC129794761
OG0006248	AFUN2_003961	LOC129795302
OG0006249	AFUN2_012510	LOC129786016
OG0006250	AFUN2_010591	LOC129796480
OG0006251	AFUN2_013067	LOC129786167
OG0006252	AFUN2_014270	LOC129789699
OG0006253	AFUN2_003654	LOC129788025
OG0006254	AFUN2_009769	LOC129790132
OG0006255	AFUN2_001917	LOC129789892
OG0006258	AFUN2_007834	LOC129797681
OG0006259	AFUN2_003531	LOC129797568
OG0006260	AFUN2_011455	LOC129797440
OG0006261	AFUN2_012814	LOC129797627
OG0006262	AFUN2_003147	LOC129797653
OG0006263	AFUN2_005308	LOC129797577
OG0006264	AFUN2_013364	LOC129787847
OG0006265	AFUN2_001775	LOC129796808
OG0006266	AFUN2_007285	LOC129786242
OG0006267	AFUN2_011284	LOC129786175
OG0006268	AFUN2_006252	LOC129786133
OG0006269	AFUN2_013909	LOC129786653
OG0006271	AFUN2_007114	LOC129785885
OG0006272	AFUN2_005470	LOC129796150
OG0006273	AFUN2_002552	LOC129794065
OG0006274	AFUN2_014752	LOC129796613
OG0006275	AFUN2_013586	LOC129795065
OG0006276	AFUN2_002637	LOC129797467
OG0006277	AFUN2_010603	LOC129795406
OG0006278	AFUN2_001001	LOC129793399
OG0006279	AFUN2_005747	LOC129795299
OG0006280	AFUN2_012577	LOC129792430
OG0006281	AFUN2_005526	LOC129795696
OG0006282	AFUN2_007759	LOC129794320
OG0006283	AFUN2_011699	LOC129791678
OG0006284	AFUN2_008609	LOC129793960
OG0006285	AFUN2_005987	LOC129791695
OG0006286	AFUN2_009327	LOC129793959
OG0006287	AFUN2_003196	LOC129788429
OG0006289	AFUN2_011992	LOC129788439
OG0006290	AFUN2_014648	LOC129795466
OG0006291	AFUN2_005562	LOC129789682
OG0006292	AFUN2_012259	LOC129792658
OG0006293	AFUN2_006878	LOC129789429
OG0006294	AFUN2_002207	LOC129788848
OG0006295	AFUN2_011160	LOC129795001
OG0006297	AFUN2_010292	LOC129786236, LOC129786237
OG0006298	AFUN2_006363	LOC129793319
OG0006299	AFUN2_005250	LOC129794050
OG0006300	AFUN2_014159	LOC129787677
OG0006301	AFUN2_012126	LOC129787676
OG0006302	AFUN2_012741	LOC129797694
OG0006303	AFUN2_008019	LOC129797796
OG0006304	AFUN2_003171	LOC129797830
OG0006305	AFUN2_010885	LOC129792683
OG0006306	AFUN2_013774	LOC129789786
OG0006307	AFUN2_007529	LOC129791679
OG0006308	AFUN2_007185	LOC129793098
OG0006309	AFUN2_006401	LOC129792932
OG0006310	AFUN2_011580	LOC129791999
OG0006311	AFUN2_013823	LOC129797661
OG0006312	AFUN2_005283	LOC129793433
OG0006313	AFUN2_000391	LOC129797089
OG0006314	AFUN2_001222	LOC129797075
OG0006315	AFUN2_008879	LOC129785985
OG0006316	AFUN2_013350	LOC129785972
OG0006317	AFUN2_013817	LOC129787805
OG0006318	AFUN2_013283	LOC129797727
OG0006320	AFUN2_005690	LOC129793334
OG0006321	AFUN2_002399	LOC129793697
OG0006322	AFUN2_014531	LOC129786525
OG0006323	AFUN2_002011	LOC129797447
OG0006324	AFUN2_007867	LOC129794672
OG0006325	AFUN2_013923	LOC129796995
OG0006326	AFUN2_003329	LOC129791827
OG0006327	AFUN2_009064	LOC129791837
OG0006328	AFUN2_013055	LOC129791816
OG0006329	AFUN2_011889	LOC129790028
OG0006330	AFUN2_014346	LOC129786863
OG0006331	AFUN2_001477	LOC129789478
OG0006332	AFUN2_004253	LOC129786684
OG0006333	AFUN2_013976	LOC129788405
OG0006334	AFUN2_003601	LOC129787753
OG0006335	AFUN2_002310	LOC129789157
OG0006336	AFUN2_012627	LOC129787715
OG0006337	AFUN2_007724	LOC129795373
OG0006338	AFUN2_010722	LOC129788516
OG0006339	AFUN2_011108	LOC129788499
OG0006340	AFUN2_003266	LOC129790249
OG0006341	AFUN2_000809	LOC129789658
OG0006342	AFUN2_001102	LOC129789555
OG0006343	AFUN2_006855	LOC129793828
OG0006344	AFUN2_002001	LOC129791864
OG0006345	AFUN2_011636	LOC129793579
OG0006346	AFUN2_012142	LOC129793581
OG0006347	AFUN2_006842	LOC129792464
OG0006348	AFUN2_009652	LOC129794072
OG0006349	AFUN2_002046	LOC129794661
OG0006350	AFUN2_006175	LOC129791734
OG0006351	AFUN2_011120	LOC129793420
OG0006352	AFUN2_001963	LOC129793036
OG0006353	AFUN2_006836	LOC129793980
OG0006354	AFUN2_010791	LOC129791960
OG0006355	AFUN2_005611	LOC129791925
OG0006356	AFUN2_002942	LOC129789918, LOC129786784
OG0006357	AFUN2_010497	LOC129787480
OG0006358	AFUN2_006962	LOC129787224
OG0006359	AFUN2_009478	LOC129797103
OG0006360	AFUN2_008053	LOC129794177
OG0006361	AFUN2_014492	LOC129791334
OG0006362	AFUN2_009615	LOC129791515
OG0006363	AFUN2_012518	LOC129791146
OG0006364	AFUN2_014065	LOC129787147
OG0006365	AFUN2_003637	LOC129790372
OG0006366	AFUN2_011551	LOC129789127
OG0006367	AFUN2_003781	LOC129788743
OG0006368	AFUN2_014799	LOC129790504
OG0006369	AFUN2_001498	LOC129792826
OG0006370	AFUN2_011534	LOC129793306
OG0006371	AFUN2_011503	LOC129791809
OG0006372	AFUN2_000889	LOC129793304
OG0006373	AFUN2_005279	LOC129791732
OG0006374	AFUN2_009022	LOC129788466
OG0006375	AFUN2_009143	LOC129789924
OG0006376	AFUN2_002848	LOC129791908
