Orthogroup	AfunestusAfunGA1	LlongipalpisASM
OG0005116	AFUN2_003886	LOC129795430
OG0005117	AFUN2_013145	LOC129787178
OG0005118	AFUN2_002415	LOC129790449
OG0005119	AFUN2_006818	LOC129790861
OG0005120	AFUN2_012316	LOC129790450
OG0005121	AFUN2_006785	LOC129792440
OG0005122	AFUN2_010054	LOC129797471
OG0005123	AFUN2_014779	LOC129792450
OG0005124	AFUN2_007126	LOC129797449
OG0005125	AFUN2_010418	LOC129797697
OG0005126	AFUN2_009552	LOC129797718
OG0005127	AFUN2_004181	LOC129797711
OG0005128	AFUN2_006109	LOC129788887
OG0005129	AFUN2_012740	LOC129786136
OG0005130	AFUN2_004752	LOC129795579
OG0005131	AFUN2_005743	LOC129794599
OG0005132	AFUN2_004869	LOC129794128
OG0005133	AFUN2_008140	LOC129794001
OG0005134	AFUN2_008212	LOC129792249
OG0005135	AFUN2_013365	LOC129794010
OG0005136	AFUN2_009014	LOC129793695
OG0005137	AFUN2_004847	LOC129793150
OG0005138	AFUN2_010509	LOC129792250
OG0005139	AFUN2_001072	LOC129793486
OG0005140	AFUN2_008540	LOC129788398
OG0005141	AFUN2_009287	LOC129788456
OG0005142	AFUN2_013161	LOC129788690
OG0005143	AFUN2_004360	LOC129787604
OG0005144	AFUN2_012710	LOC129797684
OG0005145	AFUN2_006315	LOC129797278
OG0005146	AFUN2_001814	LOC129794906
OG0005147	AFUN2_001232	LOC129794758
OG0005148	AFUN2_004306	LOC129791022
OG0005149	AFUN2_007614	LOC129787828
OG0005150	AFUN2_002593	LOC129787330
OG0005151	AFUN2_009326	LOC129789561
OG0005152	AFUN2_012782	LOC129793934
OG0005153	AFUN2_003635	LOC129788512
OG0005155	AFUN2_012326	LOC129789349
OG0005156	AFUN2_001718	LOC129790043
OG0005157	AFUN2_013219	LOC129788490
OG0005158	AFUN2_007565	LOC129790812
OG0005159	AFUN2_012469	LOC129786694
OG0005161	AFUN2_011345	LOC129788911
OG0005162	AFUN2_006278	LOC129786704
OG0005164	AFUN2_005545	LOC129786689
OG0005165	AFUN2_007592	LOC129795562
OG0005166	AFUN2_006843	LOC129787534
OG0005167	AFUN2_006450	LOC129792237
OG0005168	AFUN2_006624	LOC129786942
OG0005169	AFUN2_004224	LOC129795277
OG0005170	AFUN2_011525	LOC129790166
OG0005171	AFUN2_011934	LOC129795385
OG0005172	AFUN2_014171	LOC129796437
OG0005173	AFUN2_004262	LOC129795614
OG0005174	AFUN2_010361	LOC129796475
OG0005176	AFUN2_013452	LOC129795493
OG0005177	AFUN2_009179	LOC129792326
OG0005178	AFUN2_007133	LOC129794903
OG0005179	AFUN2_009977	LOC129792915
OG0005180	AFUN2_009414	LOC129793574
OG0005181	AFUN2_005030	LOC129793797
OG0005182	AFUN2_011861	LOC129793280
OG0005183	AFUN2_010924	LOC129791208
OG0005184	AFUN2_008902	LOC129788576
OG0005185	AFUN2_007125	LOC129797438
OG0005187	AFUN2_013993	LOC129793851
OG0005188	AFUN2_006808	LOC129797419
OG0005189	AFUN2_012931	LOC129793601
OG0005190	AFUN2_009550	LOC129792870
OG0005191	AFUN2_008426	LOC129791432
OG0005192	AFUN2_001016	LOC129793975
OG0005193	AFUN2_005973	LOC129794938
OG0005194	AFUN2_007864	LOC129786141
OG0005196	AFUN2_002466	LOC129792019
OG0005197	AFUN2_006838	LOC129788924
OG0005198	AFUN2_010843	LOC129793620
OG0005199	AFUN2_013769	LOC129793506
OG0005200	AFUN2_005086	LOC129795433
OG0005201	AFUN2_007156	LOC129794212
OG0005202	AFUN2_000979	LOC129793623
OG0005203	AFUN2_003936	LOC129794211
OG0005204	AFUN2_007694	LOC129797813
OG0005205	AFUN2_009736	LOC129789928
OG0005206	AFUN2_005417	LOC129797143
OG0005207	AFUN2_004406	LOC129790336
OG0005208	AFUN2_004585	LOC129791139
OG0005209	AFUN2_012798	LOC129793393
OG0005210	AFUN2_003036	LOC129789528
OG0005211	AFUN2_004193	LOC129796499
OG0005212	AFUN2_010519	LOC129796341
OG0005213	AFUN2_010538	LOC129794667
OG0005214	AFUN2_014168	LOC129796434
OG0005215	AFUN2_008596	LOC129794665
OG0005216	AFUN2_013419	LOC129796015
OG0005217	AFUN2_006761	LOC129794838
OG0005218	AFUN2_008921	LOC129795929
OG0005219	AFUN2_007634	LOC129793817
OG0005220	AFUN2_011737	LOC129787943
OG0005221	AFUN2_010897	LOC129789589
OG0005222	AFUN2_005653	LOC129797039
OG0005223	AFUN2_013140	LOC129792239
OG0005224	AFUN2_007539	LOC129794984
OG0005225	AFUN2_010218	LOC129788391
OG0005226	AFUN2_013125	LOC129795875
OG0005227	AFUN2_008347	LOC129794885
OG0005228	AFUN2_003483	LOC129795842
OG0005229	AFUN2_009399	LOC129794033
OG0005230	AFUN2_014416	LOC129795852
OG0005231	AFUN2_011938	LOC129795480
OG0005232	AFUN2_006571	LOC129788982
OG0005233	AFUN2_013601	LOC129796115
OG0005234	AFUN2_007646	LOC129787507
OG0005235	AFUN2_002665	LOC129791610
OG0005236	AFUN2_005739	LOC129794202
OG0005237	AFUN2_008591	LOC129796630
OG0005238	AFUN2_007568	LOC129794216
OG0005239	AFUN2_005673	LOC129788840
OG0005240	AFUN2_010953	LOC129788141
OG0005241	AFUN2_010684	LOC129790807
OG0005242	AFUN2_007943	LOC129792142
OG0005243	AFUN2_003561	LOC129796817
OG0005244	AFUN2_010863	LOC129796889
OG0005245	AFUN2_012535	LOC129795728
OG0005246	AFUN2_009133	LOC129789848
OG0005247	AFUN2_012290	LOC129792221
OG0005248	AFUN2_013408	LOC129789905
OG0005249	AFUN2_006158	LOC129794657
OG0005250	AFUN2_010567	LOC129787416
OG0005251	AFUN2_001229	LOC129795177
OG0005252	AFUN2_004726	LOC129794685
OG0005253	AFUN2_002157	LOC129794800
OG0005254	AFUN2_011643	LOC129794675
OG0005255	AFUN2_010057	LOC129793467
OG0005256	AFUN2_001453	LOC129791639
OG0005257	AFUN2_008574	LOC129792242
OG0005258	AFUN2_003490	LOC129792983
OG0005259	AFUN2_000931	LOC129797775
OG0005260	AFUN2_013884	LOC129791179
OG0005261	AFUN2_012850	LOC129797596
OG0005262	AFUN2_003711	LOC129797638
OG0005263	AFUN2_003272	LOC129792401
OG0005264	AFUN2_004653	LOC129791174
OG0005265	AFUN2_009939	LOC129794221
OG0005266	AFUN2_012913	LOC129793369
OG0005267	AFUN2_010720	LOC129786219
OG0005268	AFUN2_003476	LOC129790907
OG0005269	AFUN2_002383	LOC129790128
OG0005270	AFUN2_013780	LOC129787086
OG0005271	AFUN2_011044	LOC129797865
OG0005272	AFUN2_003428	LOC129785911
OG0005273	AFUN2_012808	LOC129787764
OG0005274	AFUN2_000834	LOC129793621
OG0005275	AFUN2_003449	LOC129795553
OG0005276	AFUN2_003426	LOC129788683
OG0005277	AFUN2_007042	LOC129786047
OG0005278	AFUN2_011153	LOC129788026
OG0005279	AFUN2_005835	LOC129792391
OG0005280	AFUN2_000496	LOC129786241
OG0005281	AFUN2_001166	LOC129785978
OG0005282	AFUN2_007183	LOC129787518
OG0005283	AFUN2_005764	LOC129788404
OG0005284	AFUN2_008398	LOC129791834
OG0005285	AFUN2_006482	LOC129787740
OG0005286	AFUN2_014476	LOC129786739
OG0005287	AFUN2_000649	LOC129786749
OG0005288	AFUN2_014637	LOC129793314
OG0005289	AFUN2_012560	LOC129796257
OG0005290	AFUN2_014573	LOC129791183
OG0005291	AFUN2_006318	LOC129790236
OG0005292	AFUN2_010290	LOC129791352
OG0005293	AFUN2_011484	LOC129791348
OG0005294	AFUN2_003960	LOC129791311
OG0005295	AFUN2_009728	LOC129790368
OG0005296	AFUN2_006801	LOC129797533
OG0005297	AFUN2_005736	LOC129797552
OG0005298	AFUN2_002863	LOC129786758
OG0005300	AFUN2_011743	LOC129792845
OG0005301	AFUN2_011656	LOC129795870
OG0005302	AFUN2_010625	LOC129786532
OG0005303	AFUN2_008446	LOC129786620
OG0005304	AFUN2_007903	LOC129786564
OG0005305	AFUN2_007742	LOC129790148
OG0005306	AFUN2_005847	LOC129797836
OG0005307	AFUN2_013038	LOC129787039
OG0005308	AFUN2_006173	LOC129787038
OG0005309	AFUN2_012097	LOC129789836
OG0005310	AFUN2_014499	LOC129795162
OG0005311	AFUN2_001051	LOC129789542
OG0005312	AFUN2_005552	LOC129790645
OG0005313	AFUN2_002918	LOC129790127
OG0005314	AFUN2_004575	LOC129789995
OG0005315	AFUN2_013862	LOC129789522
OG0005316	AFUN2_003339	LOC129787388
OG0005317	AFUN2_003924	LOC129789904
OG0005318	AFUN2_009667	LOC129795055
OG0005319	AFUN2_007619	LOC129791229
OG0005320	AFUN2_006860	LOC129788877
OG0005321	AFUN2_004038	LOC129794059
OG0005323	AFUN2_008729	LOC129790038
OG0005324	AFUN2_004129	LOC129791073
OG0005325	AFUN2_009208	LOC129790034
OG0005326	AFUN2_009777	LOC129791066
OG0005327	AFUN2_001711	LOC129795691
OG0005328	AFUN2_011045	LOC129797233
OG0005329	AFUN2_008253	LOC129795461
OG0005330	AFUN2_003822	LOC129795752
OG0005331	AFUN2_003564	LOC129795504
OG0005332	AFUN2_013039	LOC129795680
OG0005333	AFUN2_010581	LOC129797223
OG0005334	AFUN2_014248	LOC129792490
OG0005335	AFUN2_013405	LOC129789531
OG0005336	AFUN2_007017	LOC129792263
OG0005337	AFUN2_002007	LOC129794170
OG0005338	AFUN2_004955	LOC129790379
OG0005339	AFUN2_009885	LOC129797553
OG0005340	AFUN2_002215	LOC129791919
OG0005341	AFUN2_009203	LOC129791824
OG0005342	AFUN2_012352	LOC129791764
OG0005343	AFUN2_011686	LOC129795168
OG0005344	AFUN2_008456	LOC129791959
OG0005345	AFUN2_007143	LOC129792240
OG0005346	AFUN2_010748	LOC129789879
OG0005347	AFUN2_002467	LOC129787397
OG0005348	AFUN2_014206	LOC129787059
OG0005349	AFUN2_006820	LOC129795738
OG0005350	AFUN2_003780	LOC129797617
OG0005351	AFUN2_009585	LOC129793729
OG0005352	AFUN2_009297	LOC129786305
OG0005353	AFUN2_005433	LOC129790792
OG0005354	AFUN2_013224	LOC129788893
OG0005355	AFUN2_011461	LOC129790012
OG0005356	AFUN2_011154	LOC129787275
OG0005357	AFUN2_007852	LOC129790014
OG0005358	AFUN2_004502	LOC129790207
OG0005359	AFUN2_003709	LOC129793932
OG0005360	AFUN2_006792	LOC129789961
OG0005361	AFUN2_008533	LOC129790191
OG0005362	AFUN2_003375	LOC129788416
OG0005363	AFUN2_008891	LOC129788818
OG0005364	AFUN2_008610	LOC129789983
OG0005365	AFUN2_011254	LOC129797250
OG0005366	AFUN2_000864	LOC129788844
OG0005367	AFUN2_014442	LOC129788184
OG0005368	AFUN2_013807	LOC129787674
OG0005369	AFUN2_007172	LOC129794917
OG0005370	AFUN2_010611	LOC129795894
OG0005371	AFUN2_008445	LOC129795119
OG0005372	AFUN2_014354	LOC129795902
OG0005373	AFUN2_002852	LOC129790794
OG0005374	AFUN2_014189	LOC129789146
OG0005375	AFUN2_004453	LOC129789382
OG0005376	AFUN2_005167	LOC129790850
OG0005377	AFUN2_004570	LOC129790878
OG0005378	AFUN2_008951	LOC129788731
OG0005379	AFUN2_011060	LOC129795635
OG0005380	AFUN2_002306	LOC129797327
OG0005381	AFUN2_010738	LOC129789695
OG0005382	AFUN2_002635	LOC129797326
OG0005383	AFUN2_013468	LOC129791288
OG0005384	AFUN2_009137	LOC129790324
OG0005386	AFUN2_005436	LOC129789020
OG0005387	AFUN2_000515	LOC129795683
OG0005389	AFUN2_009426	LOC129793310
OG0005390	AFUN2_001930	LOC129792542
OG0005392	AFUN2_012719	LOC129789312
OG0005393	AFUN2_011731	LOC129785861
OG0005394	AFUN2_008220	LOC129790031
OG0005395	AFUN2_005494	LOC129794961
OG0005396	AFUN2_006766	LOC129796440
OG0005397	AFUN2_013790	LOC129786923
OG0005398	AFUN2_013375	LOC129786862
OG0005399	AFUN2_002864	LOC129786628
OG0005400	AFUN2_004034	LOC129791802
OG0005401	AFUN2_002423	LOC129793842
OG0005402	AFUN2_012128	LOC129792860
OG0005403	AFUN2_007484	LOC129789586
OG0005404	AFUN2_011545	LOC129788929
OG0005405	AFUN2_001346	LOC129791147
OG0005406	AFUN2_003836	LOC129793781
OG0005407	AFUN2_012089	LOC129789435
OG0005408	AFUN2_002829	LOC129797483
OG0005409	AFUN2_011117	LOC129797516
OG0005410	AFUN2_000536	LOC129787642
OG0005411	AFUN2_006497	LOC129797513
OG0005412	AFUN2_000961	LOC129797195
OG0005413	AFUN2_006672	LOC129794924
OG0005414	AFUN2_012430	LOC129797764, LOC129797762
OG0005415	AFUN2_004845	LOC129795581
OG0005416	AFUN2_002937	LOC129788059
OG0005417	AFUN2_010479	LOC129786335
OG0005418	AFUN2_012382	LOC129793917
OG0005419	AFUN2_004249	LOC129797794
OG0005420	AFUN2_004852	LOC129786337
OG0005421	AFUN2_013926	LOC129786333
OG0005422	AFUN2_012678	LOC129793311
OG0005423	AFUN2_009888	LOC129794883
OG0005424	AFUN2_014518	LOC129786327
OG0005425	AFUN2_005120	LOC129793170
OG0005426	AFUN2_002453	LOC129794891
OG0005428	AFUN2_007128	LOC129787599
OG0005429	AFUN2_002083	LOC129797305
OG0005430	AFUN2_004843	LOC129796928
OG0005431	AFUN2_001888	LOC129795741
OG0005432	AFUN2_009921	LOC129796984
OG0005433	AFUN2_004639	LOC129797295
OG0005434	AFUN2_010353	LOC129797232
OG0005435	AFUN2_007763	LOC129793364
OG0005436	AFUN2_014121	LOC129791944
OG0005437	AFUN2_000971	LOC129787119
OG0005438	AFUN2_001609	LOC129790909
OG0005440	AFUN2_008287	LOC129795940
OG0005441	AFUN2_005437	LOC129786420
OG0005442	AFUN2_011214	LOC129796513
OG0005443	AFUN2_005026	LOC129793918
OG0005444	AFUN2_010672	LOC129796960
OG0005445	AFUN2_010851	LOC129791092
OG0005446	AFUN2_006625	LOC129786233
OG0005448	AFUN2_012763	LOC129787666
OG0005449	AFUN2_001171	LOC129796962
OG0005450	AFUN2_008141	LOC129796965
OG0005451	AFUN2_000653	LOC129786250
OG0005452	AFUN2_011838	LOC129793935
OG0005453	AFUN2_004325	LOC129793813
OG0005454	AFUN2_013175	LOC129796963
OG0005455	AFUN2_007833	LOC129788151
OG0005456	AFUN2_004005	LOC129796529
OG0005458	AFUN2_001873	LOC129796642
OG0005459	AFUN2_007987	LOC129789623
OG0005460	AFUN2_005881	LOC129790601
OG0005461	AFUN2_002478	LOC129790604
OG0005462	AFUN2_007089	LOC129789776
OG0005463	AFUN2_003048	LOC129794714
OG0005464	AFUN2_004792	LOC129790643
OG0005465	AFUN2_014608	LOC129791869
OG0005466	AFUN2_011253	LOC129793571
OG0005467	AFUN2_006425	LOC129790436
OG0005468	AFUN2_006221	LOC129797217
OG0005469	AFUN2_006176	LOC129790796
OG0005470	AFUN2_014567	LOC129787106
OG0005471	AFUN2_007179	LOC129788625
OG0005472	AFUN2_007074	LOC129793108
OG0005473	AFUN2_003599	LOC129786244
OG0005474	AFUN2_013716	LOC129794922
OG0005475	AFUN2_003501	LOC129794698
OG0005476	AFUN2_008115	LOC129795448
OG0005477	AFUN2_005271	LOC129795407
OG0005478	AFUN2_010028	LOC129796498
OG0005479	AFUN2_001847	LOC129796491
OG0005481	AFUN2_005924	LOC129788031, LOC129790520
OG0005482	AFUN2_001636	LOC129790815
OG0005483	AFUN2_002223	LOC129790519
OG0005484	AFUN2_003585	LOC129790518
OG0005485	AFUN2_007502	LOC129795512
OG0005486	AFUN2_014233	LOC129789749
OG0005487	AFUN2_000594	LOC129790385
OG0005488	AFUN2_012478	LOC129789816
OG0005489	AFUN2_011757	LOC129789745
OG0005490	AFUN2_005908	LOC129793313
OG0005491	AFUN2_013147	LOC129787512
OG0005492	AFUN2_000393	LOC129789750
OG0005493	AFUN2_012205, AFUN2_010276	LOC129790350
OG0005494	AFUN2_007054	LOC129787010
OG0005495	AFUN2_011921	LOC129791429
OG0005496	AFUN2_009543	LOC129788906
OG0005497	AFUN2_009120	LOC129790784
OG0005498	AFUN2_014722	LOC129788888
OG0005499	AFUN2_001605	LOC129790788
OG0005500	AFUN2_014553	LOC129789676
OG0005501	AFUN2_000880	LOC129790791
OG0005502	AFUN2_009941	LOC129789668
OG0005503	AFUN2_000449	LOC129787533
OG0005505	AFUN2_008825	LOC129786517
OG0005506	AFUN2_012545	LOC129789031
OG0005507	AFUN2_005726	LOC129788960
OG0005508	AFUN2_001551	LOC129795845
OG0005509	AFUN2_006512	LOC129795885
OG0005510	AFUN2_000626	LOC129792724
OG0005511	AFUN2_013077	LOC129791843
OG0005512	AFUN2_008030	LOC129793493
OG0005513	AFUN2_005911	LOC129795412
OG0005514	AFUN2_006117	LOC129796704
OG0005515	AFUN2_007238	LOC129795440
OG0005516	AFUN2_014385	LOC129795653
OG0005517	AFUN2_008045	LOC129790819
OG0005518	AFUN2_014002	LOC129791166
OG0005519	AFUN2_006746	LOC129790608
OG0005520	AFUN2_010888	LOC129790917
OG0005521	AFUN2_006923	LOC129790863
OG0005522	AFUN2_000512	LOC129790391
OG0005523	AFUN2_006841	LOC129790525
OG0005524	AFUN2_011146	LOC129787795
OG0005525	AFUN2_010256	LOC129790097
OG0005526	AFUN2_009991	LOC129788047
OG0005527	AFUN2_009167	LOC129797862
OG0005528	AFUN2_001322	LOC129788052
OG0005529	AFUN2_004033	LOC129789710
OG0005530	AFUN2_011433	LOC129790197
OG0005531	AFUN2_010870	LOC129788002
OG0005532	AFUN2_010251	LOC129786456
OG0005533	AFUN2_000698	LOC129787961
OG0005534	AFUN2_006421	LOC129786409
OG0005535	AFUN2_006977	LOC129787830
OG0005536	AFUN2_004481	LOC129797669
OG0005537	AFUN2_012590	LOC129790257
OG0005538	AFUN2_002375	LOC129790048
OG0005539	AFUN2_013015	LOC129790286
OG0005540	AFUN2_008062	LOC129788049
OG0005541	AFUN2_002006	LOC129794327
OG0005542	AFUN2_012766	LOC129794326
OG0005543	AFUN2_011290	LOC129792636
OG0005544	AFUN2_010877	LOC129794329
OG0005545	AFUN2_000474	LOC129791028
OG0005546	AFUN2_006155	LOC129792157
OG0005547	AFUN2_008461	LOC129795982
OG0005548	AFUN2_013429	LOC129795925
OG0005549	AFUN2_000494	LOC129795485
OG0005550	AFUN2_009288	LOC129786803
OG0005551	AFUN2_005577	LOC129789063
OG0005552	AFUN2_014051	LOC129796370
OG0005553	AFUN2_002301	LOC129787473
OG0005554	AFUN2_005076	LOC129796358
OG0005555	AFUN2_014390	LOC129789355
OG0005556	AFUN2_009983	LOC129795431
OG0005557	AFUN2_008150	LOC129795498
OG0005558	AFUN2_009822	LOC129794806
OG0005559	AFUN2_000527	LOC129795966
OG0005560	AFUN2_013279	LOC129796495
OG0005561	AFUN2_014123	LOC129786108
OG0005563	AFUN2_014337	LOC129796624
OG0005564	AFUN2_003993	LOC129795360
OG0005565	AFUN2_014061	LOC129796621
OG0005566	AFUN2_013196	LOC129794933
OG0005567	AFUN2_009418	LOC129795265
OG0005568	AFUN2_006575	LOC129792199
OG0005569	AFUN2_005248	LOC129793234
OG0005570	AFUN2_010525	LOC129792196
OG0005571	AFUN2_001592	LOC129793204
OG0005572	AFUN2_000686	LOC129788346
OG0005573	AFUN2_009662	LOC129796149
OG0005574	AFUN2_006369	LOC129797503
OG0005575	AFUN2_012540	LOC129796438
OG0005576	AFUN2_008947	LOC129797622
OG0005577	AFUN2_010854	LOC129797735
OG0005578	AFUN2_004532	LOC129796207
OG0005579	AFUN2_012276	LOC129789318
OG0005580	AFUN2_007695	LOC129790322
OG0005581	AFUN2_013225	LOC129786825
OG0005582	AFUN2_003435	LOC129786124
OG0005583	AFUN2_002335	LOC129786682
OG0005584	AFUN2_014551	LOC129790770
OG0005585	AFUN2_014087	LOC129790830
OG0005586	AFUN2_007957	LOC129791957
OG0005588	AFUN2_007727	LOC129795636
OG0005589	AFUN2_004684	LOC129789965
OG0005590	AFUN2_001704	LOC129792650
OG0005591	AFUN2_008379	LOC129792667
OG0005592	AFUN2_012342	LOC129789016
OG0005593	AFUN2_000505	LOC129786918
OG0005594	AFUN2_000786	LOC129793833
OG0005595	AFUN2_000800	LOC129793832
OG0005596	AFUN2_000417, AFUN2_009065	LOC129792740
OG0005597	AFUN2_006684	LOC129795911
OG0005598	AFUN2_002677	LOC129797207
OG0005599	AFUN2_002296	LOC129793921
OG0005600	AFUN2_007483	LOC129791579
OG0005601	AFUN2_012579	LOC129788171
OG0005602	AFUN2_009323	LOC129792558
OG0005603	AFUN2_004468	LOC129794688
OG0005604	AFUN2_007186	LOC129794499
OG0005605	AFUN2_010663	LOC129790299
OG0005606	AFUN2_012895	LOC129788379
OG0005607	AFUN2_009215	LOC129791299
OG0005608	AFUN2_012087	LOC129787260
OG0005609	AFUN2_007106	LOC129790380
OG0005610	AFUN2_010055	LOC129794297
OG0005611	AFUN2_005329	LOC129793205
OG0005612	AFUN2_013298	LOC129796375
OG0005613	AFUN2_004518	LOC129791751
OG0005614	AFUN2_009683	LOC129792840
OG0005615	AFUN2_001780	LOC129788204, LOC129792841
OG0005616	AFUN2_007941	LOC129794880
OG0005617	AFUN2_002049	LOC129785907
OG0005618	AFUN2_004283	LOC129788135
OG0005619	AFUN2_009544	LOC129797786
OG0005620	AFUN2_005272	LOC129792733
OG0005621	AFUN2_010703	LOC129792786
OG0005622	AFUN2_009062	LOC129789761
OG0005623	AFUN2_013017	LOC129792791
OG0005624	AFUN2_011784	LOC129790473
OG0005626	AFUN2_001385	LOC129789975
OG0005627	AFUN2_011654	LOC129788605
OG0005628	AFUN2_008350	LOC129791213
OG0005629	AFUN2_000638	LOC129789862
OG0005630	AFUN2_009056	LOC129797656
OG0005631	AFUN2_014103	LOC129788191
OG0005632	AFUN2_009324	LOC129792052
OG0005633	AFUN2_002562	LOC129793413
OG0005634	AFUN2_006953	LOC129793866
OG0005635	AFUN2_010427	LOC129793460
OG0005636	AFUN2_010749	LOC129793330
OG0005637	AFUN2_010605	LOC129793464
OG0005638	AFUN2_002568	LOC129796184
OG0005639	AFUN2_007580	LOC129793360
OG0005640	AFUN2_003642	LOC129793868
OG0005641	AFUN2_005099	LOC129789115
OG0005642	AFUN2_004261	LOC129796312
OG0005643	AFUN2_012406	LOC129796856
OG0005645	AFUN2_008787	LOC129797690
OG0005646	AFUN2_008483	LOC129796058
OG0005647	AFUN2_012433	LOC129790751
OG0005649	AFUN2_001733	LOC129796571
OG0005650	AFUN2_004342	LOC129788980
OG0005652	AFUN2_012489	LOC129786670
OG0005653	AFUN2_006081	LOC129790721
OG0005654	AFUN2_007117	LOC129789291
OG0005655	AFUN2_001503	LOC129785980
OG0005656	AFUN2_013942	LOC129785997
OG0005657	AFUN2_012811	LOC129796095
OG0005659	AFUN2_013940	LOC129791945
OG0005660	AFUN2_000359	LOC129791783
OG0005661	AFUN2_003024	LOC129792502
OG0005662	AFUN2_010758	LOC129796119
OG0005663	AFUN2_010637	LOC129795985
OG0005664	AFUN2_008976	LOC129795994
OG0005665	AFUN2_011944	LOC129791769
OG0005666	AFUN2_003163	LOC129791770
OG0005667	AFUN2_004952	LOC129793484
OG0005668	AFUN2_012411	LOC129796081
OG0005669	AFUN2_003806	LOC129792574
OG0005670	AFUN2_004892	LOC129790821
OG0005671	AFUN2_005725	LOC129788620
OG0005672	AFUN2_013251	LOC129788619
OG0005673	AFUN2_010367	LOC129788622
OG0005674	AFUN2_003783	LOC129788614
OG0005675	AFUN2_006787	LOC129788618
OG0005676	AFUN2_009325	LOC129786567
OG0005677	AFUN2_013212	LOC129797043
OG0005678	AFUN2_007273	LOC129794075
OG0005679	AFUN2_004629	LOC129791898
OG0005680	AFUN2_014623	LOC129792217
OG0005681	AFUN2_010282	LOC129792123
OG0005682	AFUN2_002591	LOC129790800
OG0005683	AFUN2_003146	LOC129786421
OG0005684	AFUN2_002110	LOC129792771
OG0005685	AFUN2_003941	LOC129785839
OG0005686	AFUN2_000827	LOC129792437
OG0005687	AFUN2_003482	LOC129787094
OG0005688	AFUN2_012572	LOC129791006
OG0005689	AFUN2_004433	LOC129790386
OG0005690	AFUN2_013653	LOC129790361
OG0005691	AFUN2_006655	LOC129796200
OG0005692	AFUN2_013778	LOC129795465
OG0005693	AFUN2_005270	LOC129790412
OG0005694	AFUN2_011987	LOC129797815
OG0005695	AFUN2_014486	LOC129790722
OG0005696	AFUN2_006036	LOC129793767
OG0005697	AFUN2_010622	LOC129791804
OG0005698	AFUN2_011082	LOC129793502
OG0005699	AFUN2_001747	LOC129796423
OG0005700	AFUN2_014583	LOC129786354
OG0005701	AFUN2_000615	LOC129796401
OG0005702	AFUN2_014429	LOC129797542
OG0005703	AFUN2_007583	LOC129797647
OG0005704	AFUN2_010657	LOC129796294
OG0005705	AFUN2_011886	LOC129795931
OG0005706	AFUN2_005289	LOC129796199
OG0005707	AFUN2_013928	LOC129795574
OG0005708	AFUN2_005998	LOC129793761
OG0005709	AFUN2_013934	LOC129795408
OG0005710	AFUN2_000471	LOC129797586
OG0005711	AFUN2_007916	LOC129796161
OG0005712	AFUN2_000436	LOC129796122
OG0005713	AFUN2_014166	LOC129786087
OG0005714	AFUN2_010595	LOC129789122
OG0005715	AFUN2_003839	LOC129792385
OG0005716	AFUN2_006799	LOC129791585
OG0005717	AFUN2_009692	LOC129793645
OG0005718	AFUN2_003766	LOC129796400
OG0005719	AFUN2_007581	LOC129790638
OG0005720	AFUN2_013506	LOC129789121
OG0005721	AFUN2_012473	LOC129792954
OG0005722	AFUN2_010001	LOC129791104
OG0005723	AFUN2_013872	LOC129788790
OG0005724	AFUN2_014004	LOC129790776, LOC129790777
OG0005725	AFUN2_009341	LOC129790775
OG0005726	AFUN2_007217	LOC129794674
OG0005727	AFUN2_002286	LOC129794598
OG0005728	AFUN2_009282	LOC129788015
OG0005729	AFUN2_001865	LOC129793196
OG0005730	AFUN2_000475	LOC129793852
OG0005731	AFUN2_007373	LOC129796089
OG0005732	AFUN2_002744	LOC129790846
OG0005733	AFUN2_007044	LOC129790823
OG0005734	AFUN2_000323	LOC129796577
OG0005735	AFUN2_001173	LOC129796561
OG0005736	AFUN2_011031	LOC129795427
OG0005737	AFUN2_003055	LOC129794644
OG0005738	AFUN2_000565	LOC129796387
OG0005739	AFUN2_006685	LOC129787400
OG0005740	AFUN2_011753	LOC129790381
OG0005741	AFUN2_004101	LOC129786499
OG0005742	AFUN2_007500	LOC129788061
OG0005743	AFUN2_006570	LOC129788058
OG0005744	AFUN2_011945	LOC129785956
OG0005745	AFUN2_002015	LOC129793244
OG0005746	AFUN2_012623	LOC129793158
OG0005747	AFUN2_011443	LOC129793254
OG0005748	AFUN2_012315	LOC129787183
OG0005749	AFUN2_008792	LOC129792358
OG0005750	AFUN2_013428	LOC129793986
OG0005751	AFUN2_005527	LOC129786083
OG0005752	AFUN2_011690	LOC129787210
OG0005753	AFUN2_005088	LOC129790666
OG0005754	AFUN2_013622	LOC129790678
OG0005755	AFUN2_002661	LOC129789381
OG0005756	AFUN2_001275	LOC129790581
OG0005757	AFUN2_004223	LOC129795827
OG0005758	AFUN2_012227	LOC129797421
OG0005759	AFUN2_002045	LOC129789833
OG0005760	AFUN2_011965	LOC129795744
OG0005761	AFUN2_014775	LOC129796356
OG0005762	AFUN2_006446	LOC129793120
OG0005763	AFUN2_006440	LOC129795442
OG0005765	AFUN2_000804	LOC129789706
OG0005766	AFUN2_005958	LOC129795159
OG0005767	AFUN2_007199	LOC129786637
OG0005768	AFUN2_005295	LOC129787680
OG0005769	AFUN2_002607	LOC129786376
OG0005770	AFUN2_004912	LOC129796039
OG0005771	AFUN2_008905	LOC129795907
OG0005772	AFUN2_006020	LOC129796590
