Orthogroup	AdirusWRAIR2	Aalbopictus_AalbF5
OG0003768	ADIR010230	LOC109410375
OG0003769	ADIR003239	LOC109398746
OG0003770	ADIR003240	LOC109398750
OG0003771	ADIR003243	LOC109410380
OG0003772	ADIR014890	LOC109398755
OG0003773	ADIR003241	LOC109398756
OG0003774	ADIR003245	LOC109398743
OG0003775	ADIR003126	LOC109410403
OG0003776	ADIR003238	LOC109398749
OG0003777	ADIR003127	LOC109405835
OG0003778	ADIR009862	LOC109410391
OG0003779	ADIR005343	LOC109415535
OG0003780	ADIR001688	LOC109430901
OG0003781	ADIR009548	LOC109407566
OG0003782	ADIR009550	LOC109425828
OG0003783	ADIR009536	LOC134286285, LOC109425815
OG0003784	ADIR009534	LOC115262042
OG0003785	ADIR009542	LOC109425820
OG0003786	ADIR002667	LOC109411218
OG0003787	ADIR002670	LOC109411242
OG0003788	ADIR009549	LOC109425827
OG0003789	ADIR003068	LOC109398252
OG0003790	ADIR007222	LOC109411216
OG0003791	ADIR002753	LOC109398246
OG0003792	ADIR009543	LOC109407680
OG0003793	ADIR002750	LOC109411230
OG0003794	ADIR002673	LOC109411226
OG0003795	ADIR002671	LOC109411225
OG0003796	ADIR009551	LOC134289929
OG0003797	ADIR002756	LOC109411217
OG0003798	ADIR009546	LOC109407563
OG0003799	ADIR002751	LOC115262210
OG0003800	ADIR002754	LOC109411213
OG0003801	ADIR002669	LOC115262200
OG0003802	ADIR006270	LOC109419591, LOC134287813
OG0003803	ADIR006833	LOC109419613
OG0003804	ADIR005176	LOC109409267
OG0003805	ADIR006830	LOC109621277
OG0003806	ADIR008033	LOC115263310
OG0003807	ADIR011095	LOC109409264
OG0003808	ADIR006267	LOC109409261
OG0003809	ADIR004841	LOC109409246
OG0003810	ADIR011097	LOC109419587
OG0003811	ADIR006835	LOC109397556
OG0003812	ADIR006273	LOC109409251
OG0003813	ADIR003138	LOC109405054
OG0003814	ADIR005175	LOC109419584
OG0003815	ADIR008555	LOC109621903
OG0003816	ADIR000653	LOC109407359
OG0003817	ADIR008556	LOC109418063
OG0003818	ADIR006314	LOC109421660
OG0003819	ADIR000652	LOC109421657
OG0003820	ADIR005058	LOC109418121
OG0003821	ADIR005055	LOC109418092
OG0003822	ADIR000650	LOC109421652
OG0003823	ADIR016065	LOC109421661
OG0003824	ADIR005056	LOC109418088
OG0003825	ADIR000648	LOC109407331
OG0003826	ADIR000647	LOC109421651
OG0003827	ADIR006311	LOC109421655
OG0003828	ADIR005059	LOC109418214, LOC109418136
OG0003829	ADIR007064	LOC109419705
OG0003830	ADIR004984	LOC109420550
OG0003831	ADIR004993	LOC109421283
OG0003832	ADIR007063	LOC115269199
OG0003833	ADIR011511	LOC109416315
OG0003834	ADIR016005	LOC109407393
OG0003835	ADIR011513	LOC109416260
OG0003836	ADIR011512	LOC115254106
OG0003837	ADIR011514	LOC115263293
OG0003838	ADIR004327	LOC109416078
OG0003839	ADIR004328	LOC109407396
OG0003841	ADIR011626	LOC134284770
OG0003842	ADIR009452	LOC109428901
OG0003843	ADIR015543	LOC109429640
OG0003844	ADIR015542	LOC109622662
OG0003845	ADIR006110	LOC109622663
OG0003846	ADIR009450	LOC109428902
OG0003847	ADIR008195	LOC115269212
OG0003848	ADIR009945	LOC109429504
OG0003849	ADIR009943	LOC109429505
OG0003850	ADIR009955	LOC115264917
OG0003851	ADIR009956	LOC109431766
OG0003852	ADIR015963	LOC109429502
OG0003853	ADIR009948	LOC109402996
OG0003854	ADIR008183	LOC109418955
OG0003855	ADIR008192	LOC109418956
OG0003856	ADIR009950	LOC115264726
OG0003857	ADIR009947	LOC109403006
OG0003858	ADIR000945	LOC134285052, LOC109402086
OG0003859	ADIR014868	LOC109429508
OG0003860	ADIR009949	LOC109402985
OG0003861	ADIR008194	LOC109418964, LOC109418963
OG0003862	ADIR008859	LOC109430619
OG0003863	ADIR008584	LOC109423692
OG0003864	ADIR003764	LOC109430632
OG0003865	ADIR008606	LOC109423779
OG0003866	ADIR003828	LOC109430596
OG0003867	ADIR003767	LOC115270261
OG0003868	ADIR003827	LOC109423766
OG0003869	ADIR003830	LOC109430625
OG0003870	ADIR008866	LOC109423770
OG0003871	ADIR003829	LOC109430631
OG0003872	ADIR007256	LOC109418106
OG0003873	ADIR007191	LOC109418087
OG0003874	ADIR007253	LOC109418108
OG0003875	ADIR007252	LOC109418109
OG0003876	ADIR016179	LOC109418117, LOC109413035
OG0003877	ADIR007189	LOC109418090
OG0003878	ADIR007797	LOC109406441
OG0003879	ADIR007260	LOC109413160
OG0003880	ADIR007192	LOC109406436
OG0003881	ADIR007254	LOC109413107
OG0003882	ADIR008775	LOC109418094
OG0003883	ADIR007273	LOC109418080
OG0003884	ADIR007275	LOC109418082
OG0003885	ADIR000788	LOC109428435
OG0003886	ADIR007633	LOC109418097
OG0003887	ADIR007261	LOC109418098
OG0003888	ADIR000789	LOC109428434
OG0003889	ADIR004602	LOC109403571
OG0003890	ADIR008001	LOC109423744
OG0003891	ADIR009316	LOC109422967
OG0003892	ADIR003933	LOC109422970
OG0003893	ADIR001528	LOC109403574
OG0003894	ADIR007994	LOC109423751
OG0003895	ADIR004949	LOC109412366
OG0003896	ADIR011377	LOC109432905
OG0003897	ADIR011065	LOC109432867
OG0003898	ADIR004771	LOC109401363
OG0003899	ADIR011070	LOC109432871
OG0003900	ADIR011064	LOC109401385
OG0003901	ADIR004458	LOC115257192
OG0003902	ADIR004953	LOC109432899
OG0003903	ADIR006788	LOC109412371
OG0003904	ADIR006791	LOC109401408
OG0003905	ADIR000168	LOC109422443
OG0003906	ADIR000167	LOC109400000
OG0003907	ADIR000186	LOC109424498
OG0003908	ADIR000166	LOC109422445
OG0003909	ADIR000175	LOC109422421
OG0003910	ADIR007109	LOC109622492
OG0003911	ADIR007155	LOC109423549
OG0003912	ADIR007113	LOC109622343
OG0003913	ADIR007156	LOC109408343
OG0003914	ADIR007153	LOC109423281
OG0003915	ADIR007110	LOC109622491
OG0003916	ADIR003453	LOC109423363
OG0003917	ADIR007103	LOC109408687
OG0003918	ADIR007112	LOC109622488
OG0003919	ADIR007152	LOC115254498
OG0003920	ADIR007149	LOC109423371
OG0003921	ADIR008721	LOC109427698
OG0003922	ADIR000839	LOC109427678
OG0003923	ADIR008672	LOC109426686
OG0003924	ADIR001491	LOC109431390
OG0003925	ADIR000751	LOC109419065
OG0003926	ADIR000747	LOC109419041
OG0003927	ADIR010969	LOC109408129
OG0003928	ADIR004942	LOC109419076
OG0003929	ADIR010973	LOC109413597
OG0003930	ADIR000749	LOC109419059
OG0003931	ADIR000740	LOC134287841, LOC109419043
OG0003932	ADIR000752	LOC109408120
OG0003933	ADIR010972	LOC109408138
OG0003934	ADIR010968	LOC109408128
OG0003935	ADIR004218	LOC109426652
OG0003936	ADIR003854	LOC115265270
OG0003937	ADIR000571	LOC109402269
OG0003938	ADIR011170	LOC109416800
OG0003939	ADIR011173	LOC109402400
OG0003940	ADIR000572	LOC109415853
OG0003941	ADIR000573	LOC109415854
OG0003942	ADIR011168	LOC109402466
OG0003943	ADIR000570	LOC109415856
OG0003944	ADIR008104	LOC109413960
OG0003945	ADIR007450	LOC109413961
OG0003946	ADIR008108	LOC109399190
OG0003947	ADIR008654	LOC109431677
OG0003948	ADIR007887	LOC109430917
OG0003949	ADIR008643	LOC115267497
OG0003950	ADIR008657	LOC109431664
OG0003951	ADIR008645	LOC109431724
OG0003952	ADIR007881	LOC109430867
OG0003953	ADIR008648	LOC109431680
OG0003954	ADIR007883	LOC109431691
OG0003955	ADIR015504	LOC109430942
OG0003956	ADIR007882	LOC109431723
OG0003957	ADIR008647	LOC109431714
OG0003958	ADIR004693	LOC109419734
OG0003959	ADIR011138	LOC115253476
OG0003960	ADIR004694	LOC109419733
OG0003961	ADIR011141	LOC115255067
OG0003962	ADIR011147	LOC109407386
OG0003963	ADIR011154	LOC109417052, LOC109420538
OG0003964	ADIR011152	LOC109417064
OG0003965	ADIR011145	LOC109407379
OG0003966	ADIR004973	LOC109420628
OG0003967	ADIR004696	LOC115255819
OG0003968	ADIR015685	LOC115255048
OG0003969	ADIR011146	LOC109407410
OG0003970	ADIR011143	LOC109407434
OG0003971	ADIR011137	LOC109407535
OG0003972	ADIR011148	LOC109407750
OG0003973	ADIR011142	LOC109420524
OG0003974	ADIR011020	LOC109401716
OG0003975	ADIR004025	LOC109433145
OG0003976	ADIR010931	LOC109433126
OG0003977	ADIR011017	LOC109401715
OG0003978	ADIR002114	LOC109433097
OG0003979	ADIR011013	LOC109401721
OG0003980	ADIR011007	LOC109401713
OG0003981	ADIR011012	LOC109401719
OG0003982	ADIR006242	LOC109427901
OG0003983	ADIR006232	LOC109428057
OG0003984	ADIR005037	LOC109427781
OG0003985	ADIR006241	LOC109427916
OG0003986	ADIR005036	LOC109427799
OG0003987	ADIR005038	LOC115262469
OG0003988	ADIR006244	LOC134287652
OG0003989	ADIR004883	LOC109427874
OG0003990	ADIR006243	LOC109428260
OG0003991	ADIR006240	LOC134287648
OG0003992	ADIR006236	LOC109428028
OG0003993	ADIR006248	LOC109427879
OG0003994	ADIR003721	LOC109422480
OG0003995	ADIR003735	LOC109424298
OG0003996	ADIR007955	LOC109422486
OG0003997	ADIR003785	LOC109428667
OG0003998	ADIR004220	LOC109422483
OG0003999	ADIR007949	LOC109422464
OG0004000	ADIR006945	LOC109428652
OG0004001	ADIR000317	LOC115264640
OG0004002	ADIR007951	LOC109428639
OG0004003	ADIR000307	LOC109412632
OG0004004	ADIR007952	LOC109422493
OG0004005	ADIR011050	LOC109421431
OG0004006	ADIR011049	LOC109421430
OG0004007	ADIR011236	LOC109621336
OG0004008	ADIR011055	LOC109421437
OG0004010	ADIR011223	LOC109421412
OG0004011	ADIR011037	LOC109421509
OG0004012	ADIR011230	LOC115265508
OG0004013	ADIR011221	LOC109421461
OG0004014	ADIR011217	LOC109432562
OG0004015	ADIR011048	LOC109421429
OG0004016	ADIR011235	LOC109621337
OG0004017	ADIR004699	LOC109417759
OG0004018	ADIR011243	LOC109420023
OG0004019	ADIR011246	LOC109417750
OG0004020	ADIR004698	LOC109417757
OG0004021	ADIR001432	LOC109401849
OG0004022	ADIR011244	LOC109420020
OG0004023	ADIR001433	LOC115256393
OG0004024	ADIR001430	LOC109401931
OG0004025	ADIR004697	LOC109417754
OG0004026	ADIR010586	LOC109429118
OG0004027	ADIR006562	LOC109429106
OG0004028	ADIR010587	LOC109429121, LOC134290039
OG0004029	ADIR003499	LOC115254067
OG0004030	ADIR006561	LOC109429104
OG0004031	ADIR010583	LOC109429124
OG0004032	ADIR003501	LOC109429145
OG0004033	ADIR003506	LOC109398827
OG0004034	ADIR003504	LOC109429149
OG0004035	ADIR006567	LOC109429115
OG0004036	ADIR003500	LOC109409024
OG0004037	ADIR010582	LOC109429125
OG0004038	ADIR006564	LOC109429110
OG0004039	ADIR003307	LOC109412592, LOC109433532
OG0004040	ADIR003311	LOC109412595
OG0004041	ADIR001014	LOC109428400
OG0004042	ADIR001518	LOC109415199
OG0004043	ADIR001429	LOC109402212
OG0004044	ADIR000860	LOC109428405
OG0004045	ADIR002892	LOC109433581
OG0004046	ADIR002888	LOC109412596
OG0004047	ADIR011460	LOC109421296
OG0004048	ADIR011449	LOC109421312
OG0004049	ADIR011440	LOC109427815
OG0004050	ADIR015573	LOC109621857
OG0004051	ADIR000630	LOC109421342
OG0004052	ADIR011443	LOC109621801
OG0004053	ADIR011461	LOC109621853
OG0004054	ADIR011451	LOC109621806
OG0004055	ADIR000631	LOC115265572
OG0004056	ADIR011442	LOC109621800
OG0004057	ADIR006343	LOC109621809
OG0004058	ADIR011459	LOC109421298
OG0004059	ADIR011455	LOC109421307
OG0004060	ADIR007598	LOC109623109
OG0004061	ADIR007675	LOC115263514
OG0004062	ADIR007514	LOC109623113
OG0004063	ADIR005262	LOC109403155
OG0004064	ADIR005230	LOC115267930
OG0004065	ADIR005229	LOC109623445
OG0004066	ADIR002325	LOC109431576
OG0004067	ADIR005263	LOC109403173
OG0004068	ADIR002321	LOC109622224
OG0004069	ADIR005226	LOC109622219
OG0004070	ADIR005228	LOC109431601
OG0004071	ADIR000547	LOC109621320
OG0004072	ADIR001055	LOC109431143
OG0004073	ADIR004227	LOC109398039
OG0004074	ADIR000965	LOC115256846
OG0004075	ADIR004225	LOC109399511
OG0004076	ADIR000969	LOC109424942
OG0004077	ADIR004228	LOC109398045
OG0004078	ADIR008016	LOC109398016
OG0004079	ADIR003736	LOC134287681, LOC109398020
OG0004080	ADIR000971	LOC109431126
OG0004081	ADIR007492	LOC109425653
OG0004082	ADIR009393	LOC109409313
OG0004083	ADIR005165	LOC115258948
OG0004084	ADIR007896	LOC109410273
OG0004085	ADIR009402	LOC109409318
OG0004086	ADIR005017	LOC109409309
OG0004087	ADIR008701	LOC115258703
OG0004088	ADIR009401	LOC115258621
OG0004089	ADIR004910	LOC115258678
OG0004090	ADIR009394	LOC109419112
OG0004091	ADIR007897	LOC109410272
OG0004092	ADIR007895	LOC115266546
OG0004093	ADIR007902	LOC109410276, LOC115266529
OG0004094	ADIR008439	LOC109423494
OG0004095	ADIR008292	LOC109432145
OG0004096	ADIR011258	LOC109414073
OG0004097	ADIR002592	LOC109432137
OG0004098	ADIR008293	LOC109432128
OG0004099	ADIR016007	LOC109423500
OG0004100	ADIR008440	LOC109432141
OG0004101	ADIR005519	LOC109423516
OG0004102	ADIR002590	LOC109432171
OG0004103	ADIR003943	LOC109397575
OG0004104	ADIR010239	LOC109406697
OG0004105	ADIR010246	LOC109622350
OG0004106	ADIR010253	LOC109622374
OG0004107	ADIR008438	LOC109409852
OG0004108	ADIR007708	LOC109415739
OG0004109	ADIR009162	LOC109409854
OG0004110	ADIR009163	LOC109409855
OG0004111	ADIR007948	LOC109415738
OG0004112	ADIR009161	LOC109397121
OG0004113	ADIR007474	LOC109417066
OG0004114	ADIR001065	LOC109398402
OG0004115	ADIR001329	LOC109409430
OG0004116	ADIR001086	LOC109400388
OG0004117	ADIR008289	LOC109409410
OG0004118	ADIR015935	LOC109409409
OG0004119	ADIR015695	LOC109425310
OG0004120	ADIR010469	LOC109425340
OG0004121	ADIR010470	LOC109425339
OG0004122	ADIR010476	LOC109415419
OG0004123	ADIR006634	LOC109419817
OG0004124	ADIR008303	LOC109425317
OG0004125	ADIR010461	LOC109419801
OG0004126	ADIR008301	LOC109425318
OG0004127	ADIR010472	LOC109425342
OG0004128	ADIR010477	LOC109425345
OG0004129	ADIR006635	LOC109425308
OG0004130	ADIR010465	LOC109425333
OG0004131	ADIR006638	LOC109425283
OG0004132	ADIR010474	LOC109425343
OG0004133	ADIR010466	LOC109425336
OG0004134	ADIR000484	LOC109403397
OG0004135	ADIR002190	LOC109403415
OG0004136	ADIR005683	LOC115257380
OG0004137	ADIR002189	LOC115257517
OG0004139	ADIR005681	LOC115257539
OG0004140	ADIR010694	LOC109399746
OG0004141	ADIR004934	LOC109427864
OG0004142	ADIR004923	LOC109424143, LOC134287076
OG0004143	ADIR004888	LOC109622324
OG0004144	ADIR004889	LOC109622323
OG0004145	ADIR004886	LOC109410826
OG0004146	ADIR004885	LOC109421243
OG0004147	ADIR005907	LOC109429786
OG0004148	ADIR005908	LOC109398287
OG0004149	ADIR005895	LOC109429784
OG0004150	ADIR003552	LOC109405985
OG0004151	ADIR008950	LOC115258213
OG0004152	ADIR000077	LOC109410096
OG0004153	ADIR003555	LOC109405983
OG0004154	ADIR007196	LOC115265400
OG0004155	ADIR007798	LOC109410364
OG0004156	ADIR007197	LOC109410370
OG0004157	ADIR005881	LOC109432151
OG0004158	ADIR007147	LOC109426805
OG0004159	ADIR011662	LOC115260665
OG0004160	ADIR005882	LOC109423485
OG0004161	ADIR005880	LOC109423458
OG0004162	ADIR007185	LOC109426806
OG0004163	ADIR006426	LOC109431926
OG0004164	ADIR002803	LOC109424051
OG0004165	ADIR006434	LOC115266062
OG0004166	ADIR006425	LOC109404422
OG0004167	ADIR006430, ADIR006432	LOC109431900
OG0004168	ADIR006618	LOC109425537
OG0004169	ADIR008254	LOC109398981
OG0004170	ADIR006616	LOC109398973
OG0004171	ADIR006436	LOC109404398
OG0004172	ADIR006435	LOC109404399
OG0004173	ADIR002663	LOC115269993
OG0004174	ADIR005471	LOC109403855
OG0004175	ADIR008895	LOC115264227
OG0004176	ADIR010259	LOC115269988
OG0004178	ADIR005470	LOC109403859
OG0004179	ADIR005852	LOC109403850
OG0004180	ADIR004565	LOC109417026
OG0004181	ADIR008313	LOC109432048
OG0004182	ADIR005467	LOC115264229
OG0004183	ADIR002295	LOC109403860
OG0004184	ADIR005463	LOC109404030
OG0004185	ADIR005853	LOC109403857
OG0004186	ADIR009575	LOC109422260
OG0004187	ADIR006721	LOC134291851
OG0004188	ADIR002328	LOC134291865
OG0004189	ADIR002259	LOC134291864
OG0004190	ADIR002274	LOC109422297
OG0004191	ADIR002326	LOC134291863
OG0004192	ADIR002329	LOC134291861
OG0004193	ADIR005265	LOC134290050
OG0004194	ADIR009578	LOC109422261
OG0004195	ADIR009591	LOC134291862
OG0004196	ADIR010753	LOC109422249
OG0004197	ADIR004435	LOC109408313
OG0004198	ADIR002877	LOC109623079
OG0004199	ADIR008426	LOC109623092
OG0004200	ADIR002878	LOC109621271
OG0004201	ADIR008428	LOC109416865
OG0004202	ADIR011682	LOC134285145
OG0004203	ADIR011681	LOC134285153
OG0004204	ADIR006152	LOC109422944
OG0004205	ADIR000978	LOC109403520
OG0004206	ADIR000830	LOC109422874
OG0004207	ADIR001399	LOC109397601
OG0004208	ADIR000831	LOC109422866
OG0004209	ADIR001159	LOC109397594
OG0004210	ADIR001407	LOC109403521
OG0004211	ADIR011684	LOC134285150
OG0004212	ADIR004366	LOC109622293
OG0004213	ADIR005702	LOC109405078
OG0004214	ADIR001079	LOC109405090
OG0004215	ADIR001081	LOC109405083
OG0004216	ADIR005755	LOC109416555
OG0004217	ADIR001080	LOC109405088
OG0004218	ADIR003922	LOC109416551
OG0004219	ADIR016136	LOC109425733
OG0004220	ADIR008325	LOC109623017
OG0004221	ADIR008324	LOC109409089
OG0004222	ADIR008323	LOC109623022
OG0004223	ADIR008328	LOC109409079
OG0004224	ADIR010729	LOC109419239
OG0004225	ADIR002443	LOC109419229
OG0004226	ADIR002440	LOC109407483
OG0004227	ADIR014284	LOC109399852
OG0004228	ADIR005327	LOC109407487
OG0004229	ADIR003361	LOC115267059
OG0004230	ADIR010733	LOC109407473
OG0004231	ADIR015701	LOC109407480
OG0004232	ADIR001289	LOC109412953
OG0004233	ADIR001266	LOC109412949
OG0004234	ADIR001268	LOC109424901
OG0004235	ADIR009291	LOC115260681
OG0004236	ADIR001276	LOC109424872
OG0004237	ADIR001228	LOC115260964
OG0004238	ADIR000885	LOC109424980
OG0004239	ADIR001526	LOC109412947
OG0004240	ADIR006970	LOC109414231
OG0004241	ADIR006973	LOC109423718
OG0004242	ADIR006972	LOC109423720
OG0004243	ADIR006974	LOC109423717
OG0004244	ADIR007733	LOC109426600
OG0004245	ADIR004171	LOC109414219
OG0004246	ADIR003746	LOC109414236
OG0004247	ADIR011073	LOC109417738
OG0004248	ADIR007732	LOC109426601
OG0004249	ADIR007702	LOC109414230
OG0004250	ADIR016155	LOC115265479
OG0004251	ADIR008030	LOC109414823
OG0004252	ADIR008031	LOC109414821
OG0004253	ADIR002418	LOC109623042
OG0004254	ADIR000073	LOC109418606
OG0004255	ADIR006968	LOC115270414
OG0004256	ADIR006969	LOC109420874
OG0004257	ADIR008491	LOC109411671
OG0004258	ADIR004947	LOC109398687
OG0004259	ADIR002117	LOC109412930
OG0004260	ADIR002224	LOC109418703
OG0004261	ADIR009663	LOC109415954
OG0004262	ADIR002223	LOC109415943
OG0004263	ADIR003997	LOC109420078
OG0004264	ADIR008686	LOC109410420
OG0004265	ADIR003993	LOC109420070
OG0004266	ADIR006640	LOC115254318
OG0004267	ADIR010433	LOC115266888
OG0004269	ADIR008266	LOC115263758
OG0004270	ADIR010380	LOC109412435
OG0004271	ADIR010381	LOC109412434
OG0004272	ADIR004803	LOC109420697
OG0004273	ADIR008740	LOC109416059
OG0004274	ADIR009786	LOC109402946
OG0004275	ADIR009255	LOC109402954
OG0004276	ADIR000598	LOC109419871
OG0004277	ADIR006261	LOC109419873
OG0004278	ADIR004116	LOC109415713
OG0004279	ADIR009824	LOC115264191
OG0004280	ADIR008880	LOC109402928
OG0004281	ADIR006260	LOC109420705
OG0004282	ADIR011332	LOC109420702
OG0004283	ADIR004322	LOC109402949
OG0004284	ADIR004336	LOC109406392
OG0004285	ADIR011617	LOC109411427
OG0004286	ADIR005590	LOC115267759
OG0004287	ADIR002162	LOC109409866
OG0004288	ADIR011614	LOC109428856
OG0004289	ADIR009601	LOC109428850
OG0004290	ADIR011310	LOC109427577
OG0004291	ADIR011323	LOC109429943
OG0004292	ADIR011304	LOC109427583
OG0004293	ADIR011305	LOC109427582
OG0004294	ADIR011321	LOC109398321
OG0004295	ADIR003581	LOC109408026
OG0004296	ADIR011302	LOC134283956, LOC109427588
OG0004297	ADIR003086	LOC134289419, LOC134284107
OG0004298	ADIR002694	LOC109402037
OG0004299	ADIR003089	LOC134289964
OG0004300	ADIR002479	LOC134284025
OG0004301	ADIR002692	LOC109399758
OG0004302	ADIR015596	LOC109401982
OG0004303	ADIR002682	LOC115254114
OG0004304	ADIR003154	LOC134292086
OG0004305	ADIR003163	LOC109402035
OG0004306	ADIR002683	LOC109402030
OG0004307	ADIR003157	LOC109413707
OG0004308	ADIR002685	LOC109399701
OG0004309	ADIR003091	LOC134291390
OG0004310	ADIR003158	LOC109413708, LOC115265550
OG0004311	ADIR015595	LOC115270921
OG0004312	ADIR001929	LOC109399584
OG0004313	ADIR001923	LOC109399674
OG0004314	ADIR001924	LOC109400763
OG0004315	ADIR009613	LOC109399656
OG0004316	ADIR002213	LOC109397727
OG0004317	ADIR001932	LOC109398778
OG0004318	ADIR002222	LOC109399590
OG0004319	ADIR015510	LOC109401597
OG0004320	ADIR001341	LOC115267841
OG0004321	ADIR001933	LOC109401443
OG0004322	ADIR000244	LOC109399666
OG0004323	ADIR001914	LOC109399620, LOC134289671
OG0004324	ADIR009614	LOC109401278
OG0004325	ADIR002219	LOC115267840
OG0004326	ADIR000236	LOC109621530
OG0004327	ADIR002218	LOC134289675, LOC109399599
OG0004328	ADIR001925	LOC109400976
OG0004329	ADIR002342	LOC109399315, LOC134289670
OG0004330	ADIR000243	LOC115254196
OG0004331	ADIR008201	LOC109410018
OG0004332	ADIR007023	LOC109407813
OG0004333	ADIR001880	LOC109431314
OG0004335	ADIR000223	LOC115264566
OG0004336	ADIR002361	LOC109431312
OG0004337	ADIR011629	LOC109431308
OG0004338	ADIR007279	LOC109410099
OG0004339	ADIR001881	LOC109431320
OG0004340	ADIR008204	LOC109410063, LOC134286980
OG0004341	ADIR001882	LOC109431999
OG0004342	ADIR007024	LOC109409972
OG0004343	ADIR010479	LOC109425348
OG0004345	ADIR016154	LOC109408185
OG0004346	ADIR010485	LOC115267037
OG0004347	ADIR010965	LOC109412008
OG0004348	ADIR009142	LOC109424491
OG0004349	ADIR002035	LOC109424486
OG0004350	ADIR011379	LOC109408029
OG0004351	ADIR010962	LOC115262431
OG0004352	ADIR006793	LOC109407925
OG0004353	ADIR002261	LOC109424489
OG0004354	ADIR003985	LOC109420062
OG0004355	ADIR002038	LOC109424481
OG0004356	ADIR010964	LOC109407882
OG0004357	ADIR002264	LOC115260228
OG0004358	ADIR010967	LOC109407916
OG0004359	ADIR002262	LOC109422393
OG0004360	ADIR004344	LOC109424479
OG0004361	ADIR011378	LOC109412028
OG0004362	ADIR002039	LOC109424482
OG0004363	ADIR011622	LOC109416898
OG0004364	ADIR002036	LOC109424487
OG0004365	ADIR003821	LOC109423757
OG0004366	ADIR003824	LOC109423678
OG0004367	ADIR003822	LOC109414263
OG0004368	ADIR003823	LOC109414265
OG0004369	ADIR008501	LOC109429094
OG0004371	ADIR001107	LOC109422143
OG0004372	ADIR007508	LOC115254221
OG0004373	ADIR008055	LOC109399389
OG0004374	ADIR004587	LOC109422142
OG0004375	ADIR002073	LOC109426939
OG0004377	ADIR003266	LOC109430323
OG0004378	ADIR002471	LOC134291682
OG0004379	ADIR011411	LOC109404412
OG0004380	ADIR002468	LOC109399745
OG0004381	ADIR001524	LOC109404561
OG0004382	ADIR015793	LOC109413735
OG0004383	ADIR004748	LOC109404751
OG0004384	ADIR010912	LOC109404581
OG0004385	ADIR002472	LOC134289441
OG0004386	ADIR011412	LOC109398644
OG0004387	ADIR004483	LOC134292191
OG0004388	ADIR011410	LOC109404439
OG0004389	ADIR011409	LOC109404395
OG0004390	ADIR011413	LOC109398643
OG0004391	ADIR004745	LOC109404806
OG0004392	ADIR004757	LOC109398637
OG0004393	ADIR004755	LOC109398645
OG0004394	ADIR004749	LOC109404784
OG0004395	ADIR004752	LOC109398641
OG0004396	ADIR004485	LOC134289424
OG0004397	ADIR007332	LOC109428708
OG0004398	ADIR003676	LOC109428714
OG0004399	ADIR007336	LOC109424270
OG0004400	ADIR007333	LOC109424273
OG0004401	ADIR007325	LOC109428701
OG0004402	ADIR007334	LOC109428707
OG0004403	ADIR007322	LOC109424281
OG0004404	ADIR010450	LOC109406224
OG0004405	ADIR005449	LOC109398460
OG0004406	ADIR005369	LOC109398472
OG0004407	ADIR005860	LOC109406200
OG0004408	ADIR005373	LOC134285658
OG0004409	ADIR008784	LOC134285660
OG0004410	ADIR009440	LOC109402694
OG0004411	ADIR010779	LOC109402691
OG0004412	ADIR002920	LOC109429975
OG0004413	ADIR010741	LOC115253509, LOC109397910
OG0004414	ADIR002917	LOC109429947
OG0004415	ADIR002918	LOC115253993
OG0004416	ADIR001150	LOC109402685, LOC109397911
OG0004417	ADIR001392	LOC109402662
OG0004418	ADIR010810	LOC109399103
OG0004419	ADIR010126	LOC109399134
OG0004420	ADIR010806	LOC109399094
OG0004421	ADIR010811	LOC109399104
OG0004422	ADIR010807	LOC134289624, LOC109409911
OG0004423	ADIR010805	LOC109399072
OG0004424	ADIR010802	LOC109409901
OG0004425	ADIR010803	LOC109409903
OG0004426	ADIR011406	LOC109398630
OG0004427	ADIR010813	LOC115267819
OG0004428	ADIR006523	LOC134291551
OG0004429	ADIR010534	LOC134284133
OG0004430	ADIR010182	LOC109404863
OG0004431	ADIR008363	LOC109404865
OG0004432	ADIR010183	LOC134284054
OG0004433	ADIR008362	LOC109404871
OG0004435	ADIR004635	LOC109422056
OG0004436	ADIR010535	LOC134291555
OG0004437	ADIR010184	LOC134284169
OG0004438	ADIR008514	LOC134291552
OG0004439	ADIR006520	LOC134284094
OG0004440	ADIR004556	LOC109417123
OG0004441	ADIR004557	LOC109417126
OG0004442	ADIR008890	LOC109403740
OG0004443	ADIR004554	LOC109424331
OG0004444	ADIR015859	LOC109424328
OG0004445	ADIR004553	LOC109424332
OG0004446	ADIR004559	LOC109417122
OG0004447	ADIR008887	LOC109417118
OG0004448	ADIR015860	LOC109424333
OG0004449	ADIR009424	LOC109412678
OG0004450	ADIR009425	LOC109414223
OG0004451	ADIR011113	LOC109417725
OG0004452	ADIR003541	LOC109418330
OG0004453	ADIR009500	LOC109422328
OG0004454	ADIR002249	LOC109422335
OG0004455	ADIR016108	LOC109422355
OG0004456	ADIR009496	LOC109422319
OG0004457	ADIR002247	LOC115254671
OG0004458	ADIR009650	LOC109422333
OG0004459	ADIR002240	LOC109424446
OG0004460	ADIR002239	LOC109422351
OG0004461	ADIR016106	LOC109422349
OG0004462	ADIR009498	LOC109422322
OG0004463	ADIR002269	LOC115257779
OG0004464	ADIR002337	LOC115257399
OG0004465	ADIR000102	LOC115253571
OG0004466	ADIR002331	LOC109402267
OG0004467	ADIR002270	LOC109402264
