Orthogroup	AdirusWRAIR2	Aalbopictus_AalbF5
OG0004468	ADIR002332	LOC115257450
OG0004469	ADIR002528	LOC109403330
OG0004470	ADIR005810	LOC115260393
OG0004471	ADIR002526	LOC115261325
OG0004472	ADIR002828	LOC109406532
OG0004473	ADIR005822	LOC109403316
OG0004474	ADIR002829	LOC109406543
OG0004475	ADIR015700	LOC109403276
OG0004476	ADIR004464	LOC109431361
OG0004477	ADIR004704, ADIR001184	LOC109427760
OG0004478	ADIR000910	LOC109431339
OG0004479	ADIR007802	LOC134285223
OG0004480	ADIR001177	LOC109431342
OG0004481	ADIR000508	LOC109407611
OG0004482	ADIR002290	LOC109407632
OG0004483	ADIR002285	LOC109407637, LOC109407636
OG0004484	ADIR000502	LOC109407618
OG0004485	ADIR000503	LOC109425937
OG0004486	ADIR002294	LOC109407622
OG0004487	ADIR000504	LOC109425936
OG0004488	ADIR005984	LOC109425944
OG0004489	ADIR002489	LOC115260119
OG0004490	ADIR006572	LOC109402771
OG0004491	ADIR002836	LOC115257037, LOC109402800
OG0004492	ADIR002483	LOC109422647
OG0004493	ADIR006441	LOC109402851
OG0004494	ADIR002485	LOC109402830
OG0004495	ADIR008916	LOC109422632
OG0004496	ADIR003986	LOC109407834
OG0004497	ADIR007366	LOC109621247
OG0004498	ADIR004594	LOC109412260
OG0004499	ADIR001000	LOC109431185
OG0004500	ADIR006951	LOC109622617
OG0004501	ADIR001073	LOC109431170
OG0004502	ADIR001507	LOC109431166
OG0004503	ADIR001664	LOC109622615
OG0004504	ADIR010281	LOC109622122
OG0004505	ADIR010282	LOC109411028
OG0004506	ADIR010288	LOC115268772
OG0004507	ADIR010290	LOC109433312
OG0004508	ADIR010278	LOC109622087
OG0004509	ADIR010280	LOC109622092
OG0004510	ADIR010279	LOC109433307
OG0004511	ADIR001119	LOC109402216
OG0004512	ADIR001412	LOC109402222
OG0004513	ADIR007769	LOC109402252
OG0004514	ADIR014992	LOC109402227
OG0004515	ADIR006717	LOC109413004
OG0004516	ADIR001120	LOC109402210
OG0004517	ADIR001243	LOC109402237
OG0004518	ADIR009839	LOC109402249
OG0004519	ADIR007387	LOC109410769
OG0004520	ADIR008241	LOC115270114
OG0004521	ADIR002961	LOC109417098
OG0004522	ADIR010996	LOC109429416
OG0004523	ADIR002962	LOC109411179
OG0004524	ADIR010997	LOC109429414
OG0004525	ADIR010995	LOC109425141
OG0004526	ADIR003107	LOC109425135
OG0004527	ADIR008717	LOC134287334, LOC109417965
OG0004528	ADIR011001	LOC109429411
OG0004529	ADIR010993	LOC109425142
OG0004530	ADIR011003	LOC109429410
OG0004531	ADIR011371	LOC109427662
OG0004532	ADIR015505	LOC109427547
OG0004533	ADIR011360	LOC109427525
OG0004535	ADIR015506	LOC115254943
OG0004536	ADIR015977	LOC109410424
OG0004537	ADIR005710	LOC109402134
OG0004538	ADIR005708	LOC109426455
OG0004539	ADIR005697	LOC109426439
OG0004540	ADIR005711	LOC109402150
OG0004541	ADIR000448	LOC109404018
OG0004542	ADIR005698	LOC109402159
OG0004543	ADIR003017	LOC109421352
OG0004544	ADIR003222	LOC109425583
OG0004545	ADIR010077	LOC109425573
OG0004546	ADIR003315	LOC115266726
OG0004547	ADIR010075	LOC109425554
OG0004548	ADIR010076	LOC109425572
OG0004549	ADIR003232	LOC109411492
OG0004550	ADIR010070	LOC109411514
OG0004551	ADIR003018	LOC109421319
OG0004552	ADIR003326	LOC109411708
OG0004553	ADIR005483	LOC109621941
OG0004554	ADIR006598	LOC109401057
OG0004555	ADIR006603	LOC109429338
OG0004556	ADIR000374	LOC109418687
OG0004557	ADIR001365	LOC109433635
OG0004558	ADIR000375	LOC109418686
OG0004559	ADIR001364	LOC109433622
OG0004560	ADIR001767	LOC109424554
OG0004561	ADIR008627	LOC109424523
OG0004562	ADIR001759	LOC115253431
OG0004563	ADIR001775	LOC109417151
OG0004564	ADIR001770	LOC109411979
OG0004565	ADIR001774	LOC109417150
OG0004566	ADIR001760	LOC109424545
OG0004567	ADIR001772	LOC109417153
OG0004568	ADIR001765	LOC109424550
OG0004569	ADIR001682	LOC109428767
OG0004570	ADIR006444	LOC109430452
OG0004571	ADIR003170	LOC109409564
OG0004572	ADIR006447	LOC115268973
OG0004573	ADIR003172	LOC109430482
OG0004574	ADIR005944	LOC109411734
OG0004575	ADIR010569	LOC109409570
OG0004576	ADIR006446	LOC109430456
OG0004577	ADIR003173	LOC109409567
OG0004578	ADIR006445	LOC109409574
OG0004579	ADIR006071	LOC109426524
OG0004580	ADIR006078	LOC109408552
OG0004581	ADIR006079	LOC109429590
OG0004582	ADIR006074	LOC109429583
OG0004583	ADIR006072	LOC109429582
OG0004584	ADIR006077	LOC109429586
OG0004585	ADIR006068	LOC109429576
OG0004586	ADIR004843	LOC109397521
OG0004587	ADIR006821	LOC109622824
OG0004588	ADIR006822	LOC109622825
OG0004589	ADIR006826	LOC109397513
OG0004590	ADIR006825	LOC109622804
OG0004591	ADIR004844	LOC109621499
OG0004592	ADIR004845	LOC109397548
OG0004593	ADIR006823	LOC109397539
OG0004594	ADIR006277	LOC109622815
OG0004595	ADIR002850	LOC109431004
OG0004596	ADIR002853	LOC109430936
OG0004597	ADIR002855	LOC109412100
OG0004598	ADIR002849	LOC109431022
OG0004599	ADIR002858	LOC109406930
OG0004600	ADIR002860	LOC109430882
OG0004601	ADIR002410	LOC109406923
OG0004602	ADIR002852	LOC109430995
OG0004603	ADIR002857	LOC109406927
OG0004604	ADIR002847	LOC109412128
OG0004605	ADIR007607	LOC109399283
OG0004606	ADIR007623	LOC109399262
OG0004607	ADIR007616	LOC109429082
OG0004608	ADIR002618	LOC109404038
OG0004609	ADIR010641	LOC109432062
OG0004610	ADIR002971	LOC109404007
OG0004611	ADIR008296	LOC109404013
OG0004612	ADIR003707	LOC109402594
OG0004613	ADIR011593	LOC109401663
OG0004614	ADIR000319	LOC109420358
OG0004615	ADIR005748	LOC109420362
OG0004616	ADIR011594	LOC115257403
OG0004617	ADIR005751	LOC109420360
OG0004618	ADIR007467	LOC109417267
OG0004619	ADIR001574	LOC109432379
OG0004620	ADIR002844	LOC109412130
OG0004621	ADIR003110	LOC109423053
OG0004622	ADIR002846	LOC109431799, LOC134286075
OG0004623	ADIR000655	LOC115253700
OG0004624	ADIR004681	LOC109419757
OG0004625	ADIR004680	LOC115253784
OG0004626	ADIR004687	LOC109419739
OG0004627	ADIR010863	LOC109398250
OG0004628	ADIR000654	LOC115255033
OG0004629	ADIR004684	LOC109419740
OG0004630	ADIR010858	LOC109419769
OG0004631	ADIR004688	LOC109419738
OG0004632	ADIR010930	LOC109398260
OG0004633	ADIR010859	LOC109420048
OG0004634	ADIR011104	LOC134287871
OG0004635	ADIR011096	LOC109400343
OG0004636	ADIR011103	LOC134287872
OG0004637	ADIR005177	LOC115254141
OG0004638	ADIR004765	LOC109425183
OG0004639	ADIR009279	LOC134287873
OG0004640	ADIR004899	LOC109400337
OG0004641	ADIR011106	LOC109400335
OG0004642	ADIR008853	LOC109415881
OG0004643	ADIR001904	LOC115261816
OG0004644	ADIR000363	LOC109418671
OG0004645	ADIR005767	LOC109424755, LOC109417217
OG0004646	ADIR006862	LOC109413483
OG0004647	ADIR003697	LOC115253479
OG0004648	ADIR014587	LOC109413482
OG0004649	ADIR006864	LOC109410785
OG0004650	ADIR003698	LOC115270152
OG0004651	ADIR003600	LOC109413521
OG0004652	ADIR003598	LOC109413518
OG0004653	ADIR008563	LOC109410795
OG0004654	ADIR008562	LOC109410794
OG0004655	ADIR006860	LOC109410793
OG0004656	ADIR007381	LOC109410775
OG0004657	ADIR010363	LOC109415920, LOC109415919
OG0004658	ADIR003033	LOC109411500
OG0004659	ADIR004426	LOC109405420
OG0004660	ADIR004429	LOC109405414
OG0004661	ADIR003279	LOC109621728
OG0004662	ADIR004274	LOC109420237
OG0004663	ADIR004279	LOC109397319
OG0004664	ADIR004278	LOC109420246
OG0004665	ADIR006925	LOC109420257
OG0004666	ADIR006924	LOC115265331
OG0004667	ADIR004283	LOC109397339
OG0004668	ADIR006923	LOC109397352
OG0004669	ADIR009324	LOC109412354
OG0004670	ADIR004020	LOC134287962
OG0004671	ADIR009330	LOC109412350, LOC109416190
OG0004672	ADIR005686	LOC109428932
OG0004674	ADIR009405	LOC109415057
OG0004675	ADIR010849	LOC109622588
OG0004676	ADIR010904	LOC109415047
OG0004677	ADIR010847	LOC115264939
OG0004678	ADIR006335	LOC109621964
OG0004679	ADIR009404	LOC109621958
OG0004680	ADIR009427	LOC109621947
OG0004681	ADIR010848	LOC109621952
OG0004682	ADIR006332	LOC109621962
OG0004683	ADIR010851	LOC109415040
OG0004684	ADIR010903	LOC109621949
OG0004685	ADIR010843	LOC109404209
OG0004686	ADIR005003	LOC109621974
OG0004687	ADIR009358	LOC109415045
OG0004688	ADIR006148	LOC109407024
OG0004689	ADIR005983	LOC109429703
OG0004690	ADIR011160	LOC109402527
OG0004691	ADIR011328	LOC109429702
OG0004692	ADIR000589	LOC109416792
OG0004693	ADIR011159	LOC109402578
OG0004694	ADIR005928	LOC109416782
OG0004695	ADIR000590	LOC109402598
OG0004696	ADIR005985	LOC109429704
OG0004697	ADIR009769	LOC109416802
OG0004698	ADIR006146	LOC115262072
OG0004700	ADIR002989	LOC109414624
OG0004701	ADIR009086	LOC109414612
OG0004702	ADIR009092	LOC109414597
OG0004703	ADIR002984	LOC109424830
OG0004704	ADIR009093	LOC109414601
OG0004705	ADIR004504	LOC109414593
OG0004706	ADIR009099	LOC109414606
OG0004707	ADIR004505	LOC109424850
OG0004708	ADIR009098	LOC109414605
OG0004709	ADIR006422	LOC115270899
OG0004710	ADIR006421	LOC109413884
OG0004711	ADIR003756	LOC109426258
OG0004712	ADIR003652	LOC109398043
OG0004713	ADIR009762	LOC109411191
OG0004714	ADIR005769	LOC109400777
OG0004715	ADIR002130	LOC109399594
OG0004716	ADIR009765	LOC109400801
OG0004717	ADIR009760	LOC109411189
OG0004718	ADIR009764	LOC109399622
OG0004719	ADIR003757	LOC109398115
OG0004720	ADIR006705	LOC109423177
OG0004721	ADIR006702	LOC115266637
OG0004722	ADIR004945	LOC109406928
OG0004723	ADIR007130	LOC109409668
OG0004724	ADIR007134	LOC109401727
OG0004725	ADIR007765	LOC115265371
OG0004726	ADIR007135	LOC115265366
OG0004727	ADIR007773	LOC115265751
OG0004728	ADIR007768	LOC109409672
OG0004729	ADIR007772	LOC109406056
OG0004730	ADIR007775	LOC115265374
OG0004731	ADIR007780	LOC109406058
OG0004732	ADIR007142	LOC109409656
OG0004733	ADIR007145	LOC109409650
OG0004734	ADIR007132	LOC109417297
OG0004735	ADIR015673	LOC115266602
OG0004736	ADIR006542	LOC109423702
OG0004737	ADIR015895	LOC115254193
OG0004738	ADIR008376	LOC109415778
OG0004739	ADIR006544	LOC109424043
OG0004740	ADIR006537	LOC109415335
OG0004741	ADIR006543	LOC115266610
OG0004742	ADIR015894	LOC115266597
OG0004743	ADIR015896	LOC109423801
OG0004744	ADIR005352	LOC109432201
OG0004745	ADIR005198	LOC109397815
OG0004746	ADIR008752	LOC109420223
OG0004747	ADIR001010	LOC109405359
OG0004748	ADIR008747	LOC109420220
OG0004749	ADIR001279	LOC115255641
OG0004750	ADIR005332	LOC109405365
OG0004751	ADIR009290	LOC109425214
OG0004752	ADIR000202	LOC109424717
OG0004753	ADIR009177	LOC109412773
OG0004754	ADIR001872	LOC109397407
OG0004755	ADIR000400	LOC109424722
OG0004756	ADIR009433	LOC109411290
OG0004757	ADIR006986	LOC109410021
OG0004758	ADIR006987	LOC109410022
OG0004759	ADIR006992	LOC109419674, LOC115265750
OG0004760	ADIR006994	LOC109419676
OG0004761	ADIR009428	LOC109433032
OG0004762	ADIR006795	LOC109411282
OG0004763	ADIR009434	LOC109433087
OG0004764	ADIR008531	LOC109420651
OG0004765	ADIR010718	LOC109426199
OG0004766	ADIR004996	LOC109429462
OG0004767	ADIR010715	LOC115263759
OG0004768	ADIR008527	LOC109420653
OG0004769	ADIR011492	LOC109401083
OG0004770	ADIR006462	LOC109415959
OG0004771	ADIR011497	LOC109400973
OG0004772	ADIR011500	LOC109400989
OG0004773	ADIR011490	LOC109400990
OG0004774	ADIR005385	LOC109400876
OG0004775	ADIR003388	LOC134283972, LOC109429301
OG0004776	ADIR008403	LOC109398222
OG0004777	ADIR005389	LOC109400818
OG0004778	ADIR002914	LOC109398221
OG0004779	ADIR008896	LOC115259414
OG0004780	ADIR005426	LOC115263769
OG0004781	ADIR002912	LOC115259822
OG0004782	ADIR005383	LOC109429313
OG0004783	ADIR001324	LOC109427436
OG0004784	ADIR000486	LOC109427449, LOC134285225
OG0004785	ADIR001222	LOC109427441
OG0004786	ADIR001224	LOC115254483
OG0004787	ADIR004836	LOC109413726
OG0004788	ADIR000760	LOC109409628
OG0004789	ADIR004013	LOC109429377
OG0004790	ADIR004016	LOC109429367
OG0004791	ADIR004833	LOC109409615
OG0004792	ADIR004834	LOC109413695
OG0004793	ADIR004012	LOC109429376
OG0004794	ADIR004837	LOC109409620
OG0004795	ADIR000011	LOC109433516
OG0004796	ADIR000009	LOC109410650
OG0004797	ADIR002159	LOC109433480
OG0004798	ADIR000010	LOC109410708
OG0004799	ADIR011546	LOC109410665
OG0004800	ADIR009476	LOC109410667
OG0004801	ADIR002160	LOC109433478
OG0004802	ADIR002155	LOC109410654
OG0004803	ADIR002154	LOC109410652
OG0004804	ADIR010107	LOC109427069
OG0004805	ADIR016107	LOC109411331
OG0004806	ADIR009671	LOC109427619
OG0004807	ADIR008997	LOC109417984
OG0004808	ADIR009000	LOC109416331
OG0004809	ADIR009027	LOC109427621
OG0004810	ADIR005209	LOC109431131
OG0004811	ADIR001296	LOC109431116
OG0004812	ADIR001211	LOC109431083
OG0004813	ADIR001214	LOC115261055
OG0004814	ADIR011291	LOC134287753, LOC109421021
OG0004815	ADIR006529	LOC109423625
OG0004816	ADIR009565	LOC109407580
OG0004817	ADIR003072	LOC115262185
OG0004818	ADIR009564	LOC109407579
OG0004819	ADIR009572	LOC109425850
OG0004820	ADIR009566	LOC109425843
OG0004821	ADIR000430	LOC109425913
OG0004822	ADIR009986	LOC109401792
OG0004823	ADIR008957	LOC109406138
OG0004824	ADIR009988, ADIR009984	LOC109406152
OG0004825	ADIR009979	LOC109401765
OG0004826	ADIR010022	LOC109428008
OG0004827	ADIR010023	LOC109418190
OG0004828	ADIR001097	LOC109397881
OG0004829	ADIR002861	LOC109397884
OG0004830	ADIR003208	LOC109416129
OG0004831	ADIR009264	LOC109416128
OG0004832	ADIR011185	LOC109402099
OG0004833	ADIR000575	LOC115254981
OG0004834	ADIR011183	LOC109402103
OG0004835	ADIR000578	LOC115254988
OG0004836	ADIR000576	LOC115254982
OG0004837	ADIR000579	LOC109402115
OG0004838	ADIR011188	LOC115254978
OG0004839	ADIR011184	LOC109402101
OG0004840	ADIR004265	LOC109425677
OG0004841	ADIR010294	LOC109399352
OG0004842	ADIR010299	LOC109433397
OG0004843	ADIR010295	LOC115268809
OG0004844	ADIR011296	LOC109428908
OG0004845	ADIR011284	LOC109421015
OG0004846	ADIR010296	LOC109433363
OG0004847	ADIR010298	LOC109399347
OG0004848	ADIR010297	LOC109433368
OG0004849	ADIR003473	LOC109406306
OG0004850	ADIR003106	LOC109422773
OG0004851	ADIR001778	LOC109417145
OG0004852	ADIR001082	LOC109422772
OG0004853	ADIR010919	LOC109402499
OG0004854	ADIR010915	LOC109621384
OG0004855	ADIR010920	LOC109621391
OG0004856	ADIR010918	LOC109621734
OG0004857	ADIR010921	LOC115268609
OG0004858	ADIR009691	LOC109425124
OG0004859	ADIR005111	LOC109621383
OG0004860	ADIR010923	LOC109402479
OG0004861	ADIR010917	LOC109402491
OG0004862	ADIR010908	LOC109621380
OG0004863	ADIR010913	LOC109402509
OG0004864	ADIR010300	LOC109433355
OG0004865	ADIR010305	LOC109433366
OG0004866	ADIR010302	LOC109433389
OG0004867	ADIR010301	LOC109433396
OG0004868	ADIR004585	LOC109400934
OG0004869	ADIR001106	LOC109400911
OG0004870	ADIR006653	LOC109430448
OG0004871	ADIR006592	LOC109430360
OG0004872	ADIR006594	LOC109432134
OG0004873	ADIR003444	LOC109410067
OG0004874	ADIR006652	LOC109432139
OG0004875	ADIR003443	LOC109410069
OG0004876	ADIR016081	LOC109408933
OG0004877	ADIR003959	LOC109408932
OG0004878	ADIR005206	LOC109423006
OG0004879	ADIR008814	LOC109415625
OG0004880	ADIR005207	LOC109415627
OG0004881	ADIR003958	LOC109408930
OG0004882	ADIR000847	LOC109415626
OG0004883	ADIR001517	LOC109433624
OG0004884	ADIR000979	LOC109432381
OG0004885	ADIR005264	LOC109399010
OG0004886	ADIR011708	LOC109398962
OG0004887	ADIR005232	LOC109399059
OG0004888	ADIR002059	LOC115254125
OG0004889	ADIR005266	LOC109398993
OG0004890	ADIR000226	LOC109398914
OG0004891	ADIR006979	LOC109410035
OG0004892	ADIR007186	LOC109419650
OG0004893	ADIR006975	LOC115264841
OG0004894	ADIR007357	LOC109405273
OG0004895	ADIR003527	LOC109429172
OG0004896	ADIR003536	LOC109398796
OG0004897	ADIR003534	LOC109398798
OG0004898	ADIR003532	LOC109429174
OG0004899	ADIR005508	LOC109429189
OG0004900	ADIR003537	LOC109398804
OG0004901	ADIR010656	LOC109429182
OG0004902	ADIR003535	LOC115261372
OG0004903	ADIR002502	LOC109424102
OG0004904	ADIR004039	LOC109416295
OG0004905	ADIR008475	LOC109424067
OG0004906	ADIR002825	LOC109416297
OG0004907	ADIR008476	LOC109416303
OG0004908	ADIR008377	LOC109416292
OG0004909	ADIR008378	LOC109416293
OG0004910	ADIR003433	LOC109413902
OG0004911	ADIR003429	LOC109421114
OG0004912	ADIR003432	LOC109413900
OG0004913	ADIR000300	LOC109412620
OG0004914	ADIR011261	LOC109419967
OG0004915	ADIR007398	LOC109404761
OG0004916	ADIR007395	LOC109621275
OG0004917	ADIR007399	LOC109404762
OG0004918	ADIR007389	LOC109404752
OG0004919	ADIR005999	LOC109411723
OG0004920	ADIR006002	LOC109411721
OG0004921	ADIR005990	LOC109421405
OG0004922	ADIR006001	LOC109420649
OG0004923	ADIR005997	LOC109411726
OG0004924	ADIR001843	LOC109408611
OG0004925	ADIR010727	LOC115263397
OG0004926	ADIR009194	LOC109421952
OG0004927	ADIR009192	LOC109408613
OG0004928	ADIR000247	LOC109421935
OG0004929	ADIR005303	LOC109427111
OG0004930	ADIR005309	LOC109427121
OG0004931	ADIR005302	LOC109400172
OG0004932	ADIR005306	LOC109427117
OG0004933	ADIR016145	LOC109427099
OG0004934	ADIR005308	LOC109400204
OG0004935	ADIR005305	LOC109400192
OG0004936	ADIR003396	LOC109430300
OG0004937	ADIR003480	LOC109431949
OG0004938	ADIR003398	LOC109430284
OG0004939	ADIR002887	LOC109430298
OG0004940	ADIR003395	LOC115254112
OG0004941	ADIR003479	LOC109431943
OG0004942	ADIR003300	LOC109430264
OG0004943	ADIR006587	LOC109430279
OG0004944	ADIR006648	LOC109430265
OG0004945	ADIR002109	LOC109397409
OG0004946	ADIR002108	LOC109397423
OG0004947	ADIR002106	LOC109401575, LOC134291598
OG0004948	ADIR002111	LOC109401606
OG0004949	ADIR000160	LOC109621796
OG0004950	ADIR005526	LOC109403594
OG0004951	ADIR000159	LOC109403475
OG0004952	ADIR002944	LOC109414772
OG0004953	ADIR002947	LOC109414765
OG0004954	ADIR010113	LOC109415679
OG0004955	ADIR010391	LOC109415678
OG0004956	ADIR003152	LOC109413668
OG0004957	ADIR003150	LOC109413669
OG0004958	ADIR010318	LOC109413670
OG0004959	ADIR008482	LOC109413679
OG0004960	ADIR008483	LOC109413683
OG0004961	ADIR002481	LOC109413663
OG0004962	ADIR003147	LOC109413664
OG0004963	ADIR003153	LOC109425010
OG0004964	ADIR010388	LOC109425025
OG0004965	ADIR002928	LOC109413800
OG0004966	ADIR005600	LOC109421874
OG0004967	ADIR001824	LOC109424049
OG0004968	ADIR003029	LOC109416416
OG0004969	ADIR010399	LOC115253785
OG0004971	ADIR002549	LOC109401731, LOC109422690
OG0004972	ADIR006622	LOC109412287
OG0004973	ADIR008146	LOC109412780
OG0004974	ADIR007231	LOC109418125
OG0004975	ADIR010662	LOC109418320
OG0004976	ADIR005323	LOC109428094
OG0004977	ADIR006841	LOC115269611
OG0004978	ADIR002461	LOC109427053
OG0004979	ADIR002462	LOC109416235
OG0004980	ADIR009816	LOC109418468
OG0004981	ADIR004355	LOC109408900
OG0004982	ADIR004356	LOC109408902
OG0004983	ADIR009812	LOC109408915
OG0004985	ADIR009818	LOC109418471
OG0004986	ADIR009811	LOC109408918
OG0004987	ADIR011269	LOC109424512
OG0004988	ADIR011267	LOC115253470
OG0004989	ADIR011270	LOC109407176
OG0004990	ADIR011266	LOC115255185
OG0004991	ADIR015740	LOC109430545
OG0004992	ADIR001545	LOC115260131
OG0004993	ADIR002737	LOC134284728
OG0004994	ADIR001547	LOC109430546
OG0004995	ADIR002072	LOC109425892
OG0004996	ADIR002024	LOC109425978
OG0004997	ADIR002025	LOC109425976
OG0004998	ADIR002013	LOC109425985
OG0004999	ADIR002007	LOC109425994
OG0005000	ADIR002001	LOC109426000
OG0005001	ADIR001998	LOC109426004
OG0005002	ADIR016056	LOC115256091
OG0005003	ADIR001071	LOC109414080
OG0005004	ADIR016055	LOC109414078, LOC134289046
OG0005005	ADIR001070	LOC109414079
OG0005006	ADIR004126	LOC109414086
OG0005007	ADIR011209	LOC109421641
OG0005008	ADIR000611	LOC109421618
OG0005009	ADIR011208	LOC109407320
OG0005010	ADIR011425	LOC109407322
OG0005011	ADIR011427	LOC109421643
OG0005012	ADIR011426	LOC109421642
OG0005013	ADIR011431	LOC109407327
OG0005014	ADIR000607	LOC109421631
OG0005015	ADIR011197	LOC134287523
OG0005016	ADIR011199	LOC115262255
OG0005017	ADIR011201	LOC109402506
OG0005018	ADIR004787	LOC109402516
OG0005020	ADIR006374	LOC109402145
OG0005021	ADIR011195	LOC109402517
OG0005022	ADIR006373	LOC109402496
OG0005023	ADIR011417	LOC109621731
OG0005024	ADIR015619	LOC134287520
OG0005025	ADIR005644	LOC109399311
OG0005026	ADIR005646	LOC109399304
OG0005027	ADIR005648	LOC109399358
OG0005028	ADIR005649	LOC109399376
OG0005029	ADIR004036	LOC109428283
OG0005030	ADIR004034	LOC109428278
OG0005031	ADIR010054	LOC109422277
OG0005032	ADIR010064	LOC109422813
OG0005033	ADIR010053	LOC109421803
OG0005034	ADIR010065	LOC109421791
OG0005035	ADIR010060	LOC109421799
OG0005036	ADIR006041	LOC109404637
OG0005037	ADIR006038	LOC109404613
OG0005038	ADIR016099	LOC109416572
OG0005039	ADIR006028	LOC109411693
OG0005040	ADIR006033	LOC109404622
OG0005041	ADIR006036	LOC109404611
OG0005042	ADIR006039	LOC109411683
OG0005043	ADIR005900	LOC109416574
OG0005044	ADIR008121	LOC109398092
OG0005045	ADIR008133	LOC109418980
OG0005047	ADIR008803	LOC109398212
OG0005048	ADIR008808	LOC115269203
OG0005049	ADIR008838	LOC109419709
OG0005050	ADIR008807	LOC109419715
OG0005051	ADIR016148	LOC109418899
OG0005052	ADIR008805	LOC109419716
OG0005053	ADIR008132	LOC109397934
OG0005054	ADIR008118	LOC109398102
