Orthogroup	Aalbopictus_AalbF5	AminimusMINIMUS1
OG0007276	LOC109408773	AMIN004286
OG0007277	LOC109397718	AMIN005153
OG0007278	LOC109409527	AMIN010420
OG0007279	LOC109431491	AMIN005225
OG0007280	LOC109621813	AMIN009501
OG0007281	LOC109407423	AMIN010850
OG0007282	LOC115259840	AMIN002622
OG0007283	LOC134284716	AMIN006172
OG0007284	LOC109431516	AMIN005608
OG0007285	LOC109430003	AMIN003819
OG0007286	LOC109419661	AMIN016029
OG0007287	LOC109431392	AMIN005481
OG0007288	LOC109428432	AMIN005277
OG0007290	LOC109415607	AMIN015752
OG0007291	LOC109430663	AMIN011449
OG0007292	LOC109421801	AMIN003107
OG0007293	LOC109622759	AMIN000613
OG0007294	LOC109622444	AMIN005532
OG0007295	LOC109428466	AMIN005255
OG0007296	LOC109424501	AMIN008886
OG0007297	LOC109621717	AMIN011154
OG0007298	LOC109426891	AMIN004468
OG0007299	LOC109406069	AMIN010882
OG0007300	LOC109425028	AMIN005113
OG0007302	LOC109418654, LOC109414791	AMIN001266
OG0007303	LOC109408816	AMIN005679
OG0007304	LOC109429600	AMIN001814
OG0007305	LOC109428406	AMIN005197
OG0007306	LOC109397232	AMIN002978
OG0007307	LOC109428439	AMIN005260
OG0007308	LOC109424624	AMIN009016
OG0007309	LOC109410266	AMIN011068
OG0007310	LOC109427875	AMIN015989
OG0007311	LOC109622365	AMIN000765
OG0007312	LOC109621712	AMIN011157
OG0007313	LOC115256196	AMIN008046
OG0007314	LOC109420344	AMIN009030
OG0007315	LOC109411673	AMIN006429
OG0007316	LOC109414699	AMIN015831
OG0007317	LOC109405641	AMIN003402
OG0007318	LOC115253884	AMIN005857
OG0007319	LOC109401875	AMIN005430
OG0007320	LOC109416238	AMIN011611
OG0007321	LOC109407726	AMIN011486
OG0007322	LOC109397294	AMIN004610
OG0007323	LOC109430212	AMIN003207
OG0007325	LOC109417485	AMIN011450
OG0007326	LOC109433308	AMIN003996
OG0007327	LOC109400381	AMIN002022
OG0007328	LOC109428138	AMIN003596
OG0007329	LOC109429791	AMIN007079
OG0007330	LOC109421442	AMIN006228
OG0007331	LOC115261471	AMIN000841
OG0007332	LOC115267180	AMIN002588
OG0007334	LOC109432675	AMIN004309
OG0007335	LOC109415008	AMIN010733
OG0007336	LOC109426668	AMIN007579
OG0007337	LOC109414320	AMIN009514
OG0007338	LOC109411253	AMIN006352
OG0007339	LOC109408357	AMIN008809
OG0007340	LOC109432167	AMIN000095
OG0007341	LOC109406960	AMIN000115
OG0007342	LOC109422689	AMIN010956
OG0007343	LOC109422714	AMIN016168
OG0007344	LOC109430292	AMIN003625
OG0007345	LOC109400529	AMIN003242
OG0007346	LOC109423065	AMIN005452
OG0007347	LOC109415006	AMIN010731
OG0007348	LOC109425736	AMIN010660
OG0007350	LOC115256185	AMIN000982
OG0007351	LOC109422990	AMIN005770
OG0007352	LOC134285544, LOC109412716	AMIN004887
OG0007353	LOC109432691	AMIN006541
OG0007354	LOC115258005	AMIN011222
OG0007355	LOC115260636	AMIN002145
OG0007356	LOC109403280	AMIN008713
OG0007357	LOC109622172	AMIN005969
OG0007358	LOC115257176	AMIN004622
OG0007359	LOC109428482	AMIN005062
OG0007360	LOC115264641	AMIN009065
OG0007361	LOC109420917	AMIN001326
OG0007362	LOC109621718	AMIN011147
OG0007363	LOC115262112	AMIN001776
OG0007364	LOC109411406	AMIN003641
OG0007365	LOC109423258	AMIN010290
OG0007366	LOC109409682	AMIN011184
OG0007367	LOC109404006	AMIN000938
OG0007368	LOC109413222	AMIN005750
OG0007369	LOC109621289	AMIN003976
OG0007370	LOC109432284	AMIN011013
OG0007371	LOC109401829	AMIN002595
OG0007372	LOC109423129	AMIN007678
OG0007373	LOC109415232	AMIN005308
OG0007374	LOC115253718	AMIN005816
OG0007375	LOC109418021	AMIN011374
OG0007376	LOC109422038	AMIN005737
OG0007377	LOC115266519	AMIN000578
OG0007378	LOC115270170	AMIN007747
OG0007379	LOC109400494	AMIN003451
OG0007380	LOC109414257	AMIN011306
OG0007381	LOC109403770	AMIN008173
OG0007382	LOC109412534	AMIN010035
OG0007383	LOC109427438	AMIN005540
OG0007384	LOC109433404	AMIN003134
OG0007385	LOC109416814	AMIN001890
OG0007386	LOC109402218	AMIN002033
OG0007387	LOC109623298	AMIN007041
OG0007388	LOC109416142	AMIN003728
OG0007389	LOC115255085	AMIN001552
OG0007390	LOC109404377	AMIN007626
OG0007391	LOC109430908	AMIN011253
OG0007393	LOC109403282	AMIN002956
OG0007394	LOC109400044, LOC115263864	AMIN003834
OG0007395	LOC109424679	AMIN008988
OG0007396	LOC115263319	AMIN008082
OG0007397	LOC109408940	AMIN005132
OG0007398	LOC109415747	AMIN008049
OG0007399	LOC109401674	AMIN015617
OG0007400	LOC109414810	AMIN000142
OG0007401	LOC109401024	AMIN010142
OG0007402	LOC109430558	AMIN007760
OG0007403	LOC109403769	AMIN008172
OG0007404	LOC115262186	AMIN000485
OG0007405	LOC109621317	AMIN010407
OG0007406	LOC109415235	AMIN010607
OG0007407	LOC109418057	AMIN011269
OG0007408	LOC109416413	AMIN004281
OG0007409	LOC109412033	AMIN007434
OG0007410	LOC109423689	AMIN002895
OG0007411	LOC115258735	AMIN001682
OG0007412	LOC109408282	AMIN000890
OG0007413	LOC109399839	AMIN003823
OG0007414	LOC109423323	AMIN010280
OG0007415	LOC109426083	AMIN010872
OG0007416	LOC109431902	AMIN000681
OG0007417	LOC109398355	AMIN001908
OG0007418	LOC109422899	AMIN011317
OG0007419	LOC109403999	AMIN004775
OG0007420	LOC109407914	AMIN007725
OG0007421	LOC115253497	AMIN008854
OG0007422	LOC109413762	AMIN003023
OG0007423	LOC109418949	AMIN010538
OG0007424	LOC109427460, LOC115256595	AMIN006608
OG0007425	LOC109410157	AMIN005539
OG0007426	LOC109408366	AMIN008808
OG0007427	LOC109422631	AMIN010952
OG0007428	LOC109426683	AMIN007603
OG0007429	LOC109398042	AMIN010102
OG0007430	LOC115258398	AMIN010562
OG0007431	LOC109427470, LOC115254769	AMIN007343
OG0007432	LOC109425712	AMIN008210
OG0007433	LOC109428268	AMIN009556
OG0007434	LOC109405141	AMIN007281
OG0007435	LOC109397006	AMIN008967
OG0007436	LOC109424173	AMIN009962
OG0007437	LOC109428910	AMIN006513
OG0007438	LOC115263303	AMIN011623
OG0007439	LOC109622797	AMIN009533
OG0007440	LOC109404591	AMIN010674
OG0007441	LOC109417254	AMIN000222
OG0007442	LOC109431061	AMIN008490
OG0007443	LOC109424254	AMIN011477
OG0007444	LOC109402633	AMIN001967
OG0007445	LOC109433632	AMIN005691
OG0007446	LOC109418971	AMIN010438
OG0007447	LOC109429690	AMIN004561
OG0007448	LOC109430889	AMIN011254
OG0007449	LOC109426813	AMIN010889
OG0007450	LOC109404233	AMIN006771
OG0007451	LOC109409361	AMIN006726
OG0007452	LOC109398515	AMIN006552
OG0007453	LOC109405762	AMIN003064
OG0007454	LOC109409886	AMIN009193
OG0007455	LOC115270375	AMIN007406
OG0007456	LOC109397363	AMIN010162
OG0007457	LOC109407828, LOC134285918	AMIN010486
OG0007459	LOC109432116	AMIN003171
OG0007460	LOC109413260	AMIN000886
OG0007461	LOC109419634	AMIN010799
OG0007463	LOC109420662	AMIN009871
OG0007464	LOC115258752	AMIN001519
OG0007465	LOC109412398	AMIN001646
OG0007466	LOC109419741	AMIN001342
OG0007467	LOC134285485, LOC134291159, LOC134284990, LOC134285332, LOC115256493, LOC115260128	AMIN004538
OG0007468	LOC109432646	AMIN004308
OG0007469	LOC109399478	AMIN007622
OG0007470	LOC115270213	AMIN011452
OG0007471	LOC109417842	AMIN011219
OG0007472	LOC109414694	AMIN005137
OG0007473	LOC115267513	AMIN011092
OG0007474	LOC109400001	AMIN008858
OG0007475	LOC115264097, LOC109402404	AMIN004765
OG0007476	LOC109417793	AMIN007592
OG0007477	LOC109397949	AMIN011418
OG0007478	LOC109428481	AMIN005061
OG0007479	LOC109408623	AMIN008141
OG0007480	LOC109413489	AMIN007794
OG0007481	LOC109397864	AMIN005362
OG0007482	LOC109408124	AMIN015927
OG0007483	LOC109418124	AMIN010442
OG0007484	LOC109412126	AMIN000570
OG0007485	LOC115254777, LOC109422849	AMIN008012
OG0007486	LOC109622037, LOC115259815	AMIN010136
OG0007487	LOC109428471	AMIN005974
OG0007488	LOC109407440	AMIN011651
OG0007489	LOC109430734	AMIN004687
OG0007490	LOC109428436	AMIN005259
OG0007491	LOC109409696	AMIN010330
OG0007492	LOC109432121	AMIN003864
OG0007493	LOC109417230	AMIN005135
OG0007494	LOC109432382	AMIN002141
OG0007495	LOC109412143	AMIN002763
OG0007496	LOC134283920	AMIN007346
OG0007497	LOC109423546	AMIN004745
OG0007498	LOC115253727	AMIN010904
OG0007499	LOC109425691	AMIN007770
OG0007500	LOC109400928	AMIN004756
OG0007501	LOC109406629	AMIN005270
OG0007503	LOC109417893	AMIN000612
OG0007504	LOC109427038	AMIN004484
OG0007505	LOC134283905	AMIN004990
OG0007506	LOC115268208	AMIN004361
OG0007507	LOC109403225	AMIN007914
OG0007508	LOC115255079	AMIN001556
OG0007509	LOC109400488	AMIN003640
OG0007510	LOC109409249	AMIN009723
OG0007511	LOC109427762	AMIN005641
OG0007512	LOC109412019	AMIN001598
OG0007513	LOC109409922	AMIN010362
OG0007514	LOC109414474	AMIN010854
OG0007515	LOC109429924	AMIN003813
OG0007516	LOC109429040	AMIN010504
OG0007517	LOC109404426	AMIN002463
OG0007518	LOC109432009	AMIN008896
OG0007519	LOC109432535	AMIN006224
OG0007520	LOC109421953	AMIN008138
OG0007521	LOC115260190	AMIN005233
OG0007522	LOC115265339	AMIN011390
OG0007523	LOC109422130	AMIN002104
OG0007524	LOC109403802	AMIN011647
OG0007525	LOC109416460	AMIN007410
OG0007526	LOC109407262	AMIN001060, AMIN001059
OG0007527	LOC109401916	AMIN005341
OG0007528	LOC109426844, LOC134288481	AMIN010833
OG0007529	LOC109424815	AMIN004202, AMIN005389
OG0007530	LOC109404268	AMIN007841
OG0007531	LOC109425509	AMIN000342
OG0007532	LOC109400129	AMIN003836
OG0007533	LOC109422962	AMIN005313
OG0007534	LOC109414613	AMIN004213
OG0007536	LOC109431614	AMIN011076
OG0007537	LOC115269703	AMIN010077
OG0007538	LOC109416813	AMIN001893
OG0007539	LOC109431391	AMIN001962
OG0007540	LOC109400065	AMIN000341
OG0007541	LOC109420353	AMIN006268
OG0007542	LOC109429646	AMIN001789
OG0007543	LOC109398009	AMIN015746
OG0007544	LOC109412161	AMIN002752
OG0007545	LOC109397777	AMIN007471
OG0007546	LOC109623319	AMIN004458
OG0007547	LOC109425744	AMIN008208
OG0007548	LOC109422034	AMIN006609
OG0007549	LOC109413112	AMIN008644
OG0007550	LOC109427534	AMIN007193
OG0007551	LOC115262467	AMIN009714
OG0007552	LOC109430021	AMIN000204
OG0007553	LOC109411581	AMIN000610
OG0007554	LOC109420936	AMIN001501
OG0007555	LOC109621807	AMIN009825
OG0007556	LOC109428433	AMIN005978
OG0007557	LOC109426378	AMIN000074
OG0007558	LOC109621883	AMIN001725
OG0007559	LOC109401305	AMIN009266
OG0007560	LOC109418761	AMIN004989
OG0007561	LOC109428685	AMIN008056
OG0007562	LOC109422356	AMIN008231
OG0007563	LOC109419403	AMIN009437
OG0007564	LOC109414609	AMIN000104
OG0007565	LOC109416927	AMIN008174
OG0007566	LOC109427657	AMIN005609
OG0007567	LOC109415253	AMIN006160
OG0007568	LOC109407040	AMIN010725
OG0007569	LOC115270189	AMIN007136
OG0007570	LOC109424534	AMIN010855
OG0007571	LOC109430363	AMIN000369
OG0007572	LOC109431761	AMIN015743
OG0007573	LOC109403856	AMIN000047
OG0007574	LOC109623145	AMIN015738
OG0007575	LOC109422630	AMIN002861
OG0007576	LOC115270442	AMIN011321
OG0007577	LOC109421144	AMIN008823
OG0007578	LOC109415605	AMIN003016
OG0007579	LOC109423140	AMIN000328
OG0007580	LOC109425117	AMIN007238
OG0007581	LOC109423302	AMIN010321
OG0007582	LOC115254025	AMIN006839
OG0007583	LOC109432314	AMIN008953
OG0007584	LOC109411235	AMIN002497
OG0007585	LOC109415666	AMIN003519
OG0007586	LOC115254158	AMIN000526
OG0007587	LOC109422468	AMIN007399
OG0007588	LOC109401912	AMIN005217
OG0007589	LOC134284982	AMIN005812
OG0007590	LOC109406321	AMIN008457
OG0007591	LOC109405222	AMIN000119
OG0007592	LOC109401240	AMIN009267
OG0007593	LOC109423210	AMIN004618
OG0007594	LOC109423626	AMIN000896
OG0007595	LOC109405617	AMIN009510
OG0007596	LOC109420076	AMIN007256
OG0007597	LOC109406929	AMIN000753
OG0007598	LOC109428695	AMIN007212
OG0007599	LOC109429597	AMIN004686
OG0007600	LOC109417869	AMIN007555
OG0007601	LOC109403239	AMIN010978
OG0007602	LOC109622356	AMIN000783
OG0007603	LOC109407939	AMIN009913
OG0007604	LOC109621473	AMIN008337
OG0007605	LOC109422379	AMIN008463
OG0007606	LOC109423866	AMIN002902
OG0007607	LOC109413956	AMIN010921
OG0007608	LOC109414482	AMIN006644
OG0007609	LOC109427876	AMIN015988
OG0007610	LOC109397198	AMIN005718
OG0007611	LOC109409477	AMIN005280
OG0007612	LOC134288904, LOC109417253	AMIN016105
OG0007613	LOC109406007	AMIN010200
OG0007614	LOC109422082	AMIN005368
OG0007615	LOC109419102	AMIN000329
OG0007616	LOC115270041	AMIN010622
OG0007617	LOC109422953	AMIN005591
OG0007618	LOC109430032	AMIN003795
OG0007619	LOC109416682	AMIN011503
OG0007620	LOC109430541	AMIN007340
OG0007621	LOC115253630	AMIN007550
OG0007622	LOC109401004	AMIN008060
OG0007623	LOC109420405	AMIN006266
OG0007624	LOC109420816	AMIN010897
OG0007625	LOC109427791	AMIN005534
OG0007626	LOC109400482	AMIN003359
OG0007627	LOC109413839	AMIN009923
OG0007628	LOC109426022	AMIN008922
OG0007629	LOC134285323, LOC109402067	AMIN005844
OG0007630	LOC109423939	AMIN001749
OG0007631	LOC115256094	AMIN005123
OG0007632	LOC109408430	AMIN004855
OG0007633	LOC109413972	AMIN010936
OG0007634	LOC109426171	AMIN010866
OG0007635	LOC109425710	AMIN007315
OG0007636	LOC109430297	AMIN000250
OG0007637	LOC109425837	AMIN006912
OG0007638	LOC109407996	AMIN007278
OG0007639	LOC109410345	AMIN005349
OG0007640	LOC109403689	AMIN003578
OG0007641	LOC109407326	AMIN009382
OG0007642	LOC109420819	AMIN007704
OG0007643	LOC109401880	AMIN005173
OG0007644	LOC109403658	AMIN011266
OG0007645	LOC109408266	AMIN004920
OG0007646	LOC109419418	AMIN007284
OG0007647	LOC109409565	AMIN000625
OG0007648	LOC109402049	AMIN005854
OG0007649	LOC109401907	AMIN005165
OG0007650	LOC109621877	AMIN003693
OG0007651	LOC109405894	AMIN009553
OG0007652	LOC109408028	AMIN010039
OG0007653	LOC109426515	AMIN008811
OG0007654	LOC109417547	AMIN007132
OG0007655	LOC115254060	AMIN002758
OG0007656	LOC115254164	AMIN003294
OG0007657	LOC109418995	AMIN007537
OG0007658	LOC115263171	AMIN011129
OG0007659	LOC109411980	AMIN000631
OG0007660	LOC109418396	AMIN002707
OG0007661	LOC109621687	AMIN011034
OG0007662	LOC109422996	AMIN005800
OG0007663	LOC109430479	AMIN003743
OG0007664	LOC109426145	AMIN003333
OG0007665	LOC109417756	AMIN002654
OG0007666	LOC109404623	AMIN001862
OG0007667	LOC109416907	AMIN004140, AMIN004139
OG0007668	LOC109428653	AMIN008086
OG0007669	LOC109423066	AMIN005453
OG0007670	LOC109432155	AMIN004700
OG0007671	LOC109398850	AMIN004803
OG0007672	LOC109423569	AMIN004135
OG0007674	LOC109431514	AMIN005645
OG0007675	LOC109429868	AMIN001435
OG0007676	LOC109430629	AMIN009949
OG0007677	LOC109414268	AMIN010005
OG0007678	LOC115258208	AMIN007372
OG0007679	LOC134291872	AMIN008675
OG0007680	LOC109431349	AMIN002054
OG0007681	LOC115266760	AMIN005813
OG0007682	LOC109428460	AMIN014201
OG0007683	LOC109430809	AMIN011612
OG0007684	LOC109407640	AMIN008545
OG0007685	LOC109422942	AMIN005086
OG0007686	LOC109427703	AMIN001029
OG0007687	LOC109397310, LOC109423182	AMIN004609
OG0007688	LOC109423294	AMIN010555
OG0007689	LOC109414157	AMIN002539
OG0007690	LOC109409693	AMIN011173
OG0007691	LOC109415811	AMIN005297
OG0007692	LOC109409851	AMIN005103
OG0007694	LOC109420024	AMIN006194
OG0007695	LOC109411730	AMIN001907
OG0007696	LOC109420110	AMIN008326
OG0007697	LOC109431130	AMIN002126
OG0007698	LOC109421520	AMIN001733
OG0007699	LOC109398209	AMIN004759
OG0007700	LOC109418830	AMIN009334
OG0007701	LOC109415238	AMIN005138
OG0007702	LOC109408361	AMIN008805
OG0007703	LOC109412806	AMIN010579
OG0007704	LOC109413486	AMIN007790
OG0007705	LOC109422441	AMIN008871
OG0007706	LOC109397298	AMIN003804
OG0007707	LOC115266109	AMIN002262
OG0007708	LOC109420404	AMIN004229
OG0007709	LOC109403070	AMIN007974
OG0007710	LOC109430282	AMIN002390
OG0007711	LOC109431107	AMIN015751
OG0007712	LOC115265418	AMIN010238
OG0007713	LOC109418655	AMIN001267
OG0007714	LOC109405312	AMIN003099
OG0007715	LOC109408294	AMIN003358
OG0007716	LOC109414103	AMIN008849
OG0007717	LOC109408287	AMIN009869
OG0007718	LOC109424638, LOC134284319	AMIN008139
OG0007719	LOC109412527	AMIN010020
OG0007720	LOC109398055	AMIN007713
OG0007721	LOC109407990	AMIN011265
OG0007722	LOC109416253	AMIN006750
OG0007723	LOC109414250	AMIN011297
OG0007724	LOC109418842	AMIN008556
OG0007725	LOC109429575	AMIN001834
OG0007726	LOC109428426	AMIN002099
OG0007727	LOC115256469, LOC109406978	AMIN003309
OG0007728	LOC109622837	AMIN009111
OG0007729	LOC109423651	AMIN002885
OG0007730	LOC109397236	AMIN003840
OG0007731	LOC109407357	AMIN006001
OG0007732	LOC109415477	AMIN006278
OG0007733	LOC109426682	AMIN007604
OG0007734	LOC109411065	AMIN010131
OG0007735	LOC115256148	AMIN001110
OG0007736	LOC109427093	AMIN003286
OG0007737	LOC109405808	AMIN008724
OG0007738	LOC109407565	AMIN006923
OG0007739	LOC109403341	AMIN008200
OG0007740	LOC109412405	AMIN003009
OG0007741	LOC109415665	AMIN003520
OG0007742	LOC109424976	AMIN001078
OG0007743	LOC109401876	AMIN005699
OG0007744	LOC109418769	AMIN004993
OG0007745	LOC109401225	AMIN004982
OG0007746	LOC109426664	AMIN000174
OG0007747	LOC109400761	AMIN007808
OG0007748	LOC109409472	AMIN001941
OG0007749	LOC115259568, LOC109419799	AMIN003446
OG0007751	LOC109411339	AMIN002345
OG0007752	LOC109414104, LOC115256060	AMIN016132
OG0007753	LOC109422780	AMIN001956
OG0007754	LOC109419762	AMIN007178
OG0007755	LOC109419974	AMIN011375
OG0007756	LOC109417173, LOC115267873	AMIN008843
OG0007757	LOC109401910	AMIN005055
OG0007758	LOC109408452	AMIN000538
OG0007759	LOC109398700	AMIN003970, AMIN014236
OG0007760	LOC109423308	AMIN010323
OG0007761	LOC109410019	AMIN015750
OG0007762	LOC109424060	AMIN004176
OG0007763	LOC109418093	AMIN010400
OG0007764	LOC109398214	AMIN002586
OG0007765	LOC109407544	AMIN006949
OG0007766	LOC109428455, LOC109422166	AMIN005654
OG0007767	LOC109405984	AMIN000769
OG0007768	LOC109420665	AMIN009762
OG0007769	LOC115260380, LOC109422205	AMIN008268
OG0007770	LOC109430492	AMIN003255
OG0007771	LOC109420443	AMIN005104
OG0007772	LOC109424964	AMIN005822
OG0007773	LOC109407380	AMIN005589
OG0007774	LOC109622450	AMIN003879
OG0007775	LOC109397105, LOC134291778	AMIN007034
OG0007776	LOC109397273	AMIN009883
OG0007778	LOC115257294, LOC109400362	AMIN000835
OG0007781	LOC109408866	AMIN000882
OG0007784	LOC115260965, LOC109412946	AMIN005495
OG0007785	LOC109414514	AMIN004078
OG0007787	LOC109424729	AMIN008131
OG0007788	LOC109429581	AMIN001830
OG0007796	LOC115269127	AMIN000164
OG0007797	LOC134290709, LOC134292038, LOC134286127, LOC134290255, LOC134292134, LOC134284144, LOC115269702	AMIN004949
OG0007802	LOC134291890	AMIN008594
OG0007838	LOC109415496	AMIN000744
OG0007839	LOC115267743	AMIN000740
OG0007840	LOC109400877	AMIN003571
OG0007841	LOC109415515	AMIN000869
OG0007842	LOC109412580	AMIN004626
OG0007843	LOC109400874	AMIN003568
OG0007844	LOC109408863	AMIN000885
OG0007845	LOC109413873	AMIN009919
OG0007846	LOC115254340	AMIN002644
OG0007847	LOC109413874	AMIN009914
OG0007848	LOC109621636	AMIN002749
OG0007849	LOC109407938	AMIN009911
OG0007850	LOC109423387	AMIN002365
OG0007851	LOC109400240	AMIN008753
OG0007852	LOC115264539	AMIN001238
OG0007853	LOC134291424, LOC134289877	AMIN007478
OG0007854	LOC109405105	AMIN008752
OG0007856	LOC134288118	AMIN011629
OG0007859	LOC109420281	AMIN010157
OG0007861	LOC109422378	AMIN008461
OG0007862	LOC109422375	AMIN008306
OG0007863	LOC134291873	AMIN006543
OG0007865	LOC109424406	AMIN006546
OG0007866	LOC109424468	AMIN008308
OG0007867	LOC109420683	AMIN006254
OG0007869	LOC109420660	AMIN009763
OG0007870	LOC109420684	AMIN006252
OG0007871	LOC109400734	AMIN003971
OG0007872	LOC109420591	AMIN009756
OG0007873	LOC109420585	AMIN009760
OG0007874	LOC109407639	AMIN015608
OG0007875	LOC109425968	AMIN008548
OG0007876	LOC115253962	AMIN000642
OG0007877	LOC109407642	AMIN008547
OG0007878	LOC109411665	AMIN016097
OG0007879	LOC115269140	AMIN000843
OG0007880	LOC109411670	AMIN003593
OG0007881	LOC109404433	AMIN003602
OG0007882	LOC109427261	AMIN015527
OG0007883	LOC109403715	AMIN000402
OG0007884	LOC115264680	AMIN009050
OG0007885	LOC109433418	AMIN000401
OG0007887	LOC109407646	AMIN005015
OG0007889	LOC109406083	AMIN015649
OG0007890	LOC109421754	AMIN003186
OG0007891	LOC109425899	AMIN015979
OG0007892	LOC109426049	AMIN008934
OG0007893	LOC109426045	AMIN008931
OG0007894	LOC109415438	AMIN007087
OG0007895	LOC109429910	AMIN007065
OG0007896	LOC109429894	AMIN007129
OG0007897	LOC109407754	AMIN010531
OG0007898	LOC109418909	AMIN010532
OG0007899	LOC109401681	AMIN001283
OG0007900	LOC109426474	AMIN006599
OG0007901	LOC109426481	AMIN006595
OG0007902	LOC109408984	AMIN000275
OG0007903	LOC109397145	AMIN007033
OG0007904	LOC109432339	AMIN009308
OG0007905	LOC109432268	AMIN007032
OG0007906	LOC109432316	AMIN008955
OG0007910	LOC109403350	AMIN008856
OG0007912	LOC109420436	AMIN011142
OG0007913	LOC109398744	AMIN000321
OG0007914	LOC109404186	AMIN004182
OG0007915	LOC109414673	AMIN004193
OG0007916	LOC109424800	AMIN004189
OG0007918	LOC109424792	AMIN004191
OG0007919	LOC109428427	AMIN006611
OG0007921	LOC109407560	AMIN006927
OG0007922	LOC109407555	AMIN006934
OG0007923	LOC109411231	AMIN002504
OG0007924	LOC109409265	AMIN016202
OG0007926	LOC109409247	AMIN001472
OG0007927	LOC109419611	AMIN009093
OG0007928	LOC109622829	AMIN009095
