Orthogroup	Aalbopictus_AalbF5	AminimusMINIMUS1
OG0003984	LOC109427781	AMIN009431
OG0003985	LOC109427916	AMIN009693
OG0003986	LOC109427799	AMIN009430
OG0003987	LOC115262469	AMIN009433
OG0003988	LOC134287652	AMIN009697
OG0003989	LOC109427874	AMIN001431
OG0003990	LOC109428260	AMIN009695
OG0003991	LOC134287648	AMIN009692
OG0003992	LOC109428028	AMIN009689
OG0003993	LOC109427879	AMIN009700
OG0003994	LOC109422480	AMIN007404
OG0003995	LOC109424298	AMIN007395
OG0003996	LOC109422486	AMIN010643
OG0003997	LOC109428667	AMIN007283
OG0003998	LOC109422483	AMIN007721
OG0003999	LOC109422464	AMIN010649
OG0004000	LOC109428652	AMIN008087
OG0004001	LOC115264640	AMIN004523
OG0004002	LOC109428639	AMIN010646
OG0004003	LOC109412632	AMIN009062
OG0004004	LOC109422493	AMIN010647
OG0004005	LOC109421431	AMIN006236
OG0004006	LOC109421430	AMIN006237
OG0004007	LOC109621336	AMIN006199
OG0004008	LOC109421437	AMIN006232
OG0004010	LOC109421412	AMIN006217
OG0004011	LOC109421509	AMIN006249
OG0004012	LOC115265508	AMIN006206
OG0004013	LOC109421461	AMIN006219
OG0004014	LOC109432562	AMIN006222
OG0004015	LOC109421429	AMIN006238
OG0004016	LOC109621337	AMIN006200
OG0004017	LOC109417759	AMIN001356
OG0004018	LOC109420023	AMIN006192
OG0004019	LOC109417750	AMIN006188
OG0004020	LOC109417757	AMIN001355
OG0004021	LOC109401849	AMIN005168
OG0004022	LOC109420020	AMIN006190
OG0004023	LOC115256393	AMIN005169
OG0004024	LOC109401931	AMIN005166
OG0004025	LOC109417754	AMIN001353
OG0004026	LOC109429118	AMIN016182
OG0004027	LOC109429106	AMIN004060
OG0004028	LOC109429121, LOC134290039	AMIN016183
OG0004029	LOC115254067	AMIN003658
OG0004030	LOC109429104	AMIN004061
OG0004031	LOC109429124	AMIN004637
OG0004032	LOC109429145	AMIN003656
OG0004033	LOC109398827	AMIN003911
OG0004034	LOC109429149	AMIN003913
OG0004035	LOC109429115	AMIN004054
OG0004036	LOC109409024	AMIN003657
OG0004037	LOC109429125	AMIN004638
OG0004038	LOC109429110	AMIN004058
OG0004039	LOC109412592, LOC109433532	AMIN003801
OG0004040	LOC109412595	AMIN003803
OG0004041	LOC109428400	AMIN005202
OG0004042	LOC109415199	AMIN005415
OG0004043	LOC109402212	AMIN002036
OG0004044	LOC109428405	AMIN005194
OG0004045	LOC109433581	AMIN002973
OG0004046	LOC109412596	AMIN003244
OG0004047	LOC109421296	AMIN014756
OG0004048	LOC109421312	AMIN009822
OG0004049	LOC109427815	AMIN009811
OG0004050	LOC109621857	AMIN015616
OG0004051	LOC109421342	AMIN009796
OG0004052	LOC109621801	AMIN009814
OG0004053	LOC109621853	AMIN009831
OG0004054	LOC109621806	AMIN009823
OG0004055	LOC115265572	AMIN009797
OG0004056	LOC109621800	AMIN009813
OG0004057	LOC109621809	AMIN006086
OG0004058	LOC109421298	AMIN009830
OG0004059	LOC109421307	AMIN009826
OG0004060	LOC109623109	AMIN007852
OG0004061	LOC115263514	AMIN007925
OG0004062	LOC109623113	AMIN010989
OG0004063	LOC109403155	AMIN009260
OG0004064	LOC115267930	AMIN009257
OG0004065	LOC109623445	AMIN009256
OG0004066	LOC109431576	AMIN004333
OG0004067	LOC109403173	AMIN009259
OG0004068	LOC109622224	AMIN004329
OG0004069	LOC109622219	AMIN009253
OG0004070	LOC109431601	AMIN009255
OG0004071	LOC109621320	AMIN008907
OG0004072	LOC109431143	AMIN002117
OG0004073	LOC109398039	AMIN007716
OG0004074	LOC115256846	AMIN002124
OG0004075	LOC109399511	AMIN007718
OG0004076	LOC109424942	AMIN002128
OG0004077	LOC109398045	AMIN007715
OG0004078	LOC109398016	AMIN011285
OG0004079	LOC134287681, LOC109398020	AMIN007394
OG0004080	LOC109431126	AMIN002130
OG0004081	LOC109425653	AMIN010969
OG0004082	LOC109409313	AMIN015930
OG0004083	LOC115258948	AMIN009552
OG0004084	LOC109410273	AMIN011066
OG0004085	LOC109409318	AMIN006730
OG0004086	LOC109409309	AMIN001521
OG0004087	LOC115258703	AMIN015670
OG0004088	LOC115258621	AMIN006729
OG0004089	LOC115258678	AMIN001399
OG0004090	LOC109419112	AMIN015931
OG0004091	LOC109410272	AMIN011064
OG0004092	LOC115266546	AMIN011067
OG0004093	LOC109410276, LOC115266529	AMIN011059
OG0004094	LOC109423494	AMIN002744
OG0004095	LOC109432145	AMIN000954
OG0004096	LOC109414073	AMIN006177
OG0004097	LOC109432137	AMIN000220
OG0004098	LOC109432128	AMIN000953
OG0004099	LOC109423500	AMIN003785
OG0004100	LOC109432141	AMIN002743
OG0004101	LOC109423516	AMIN004116
OG0004102	LOC109432171	AMIN000218
OG0004103	LOC109397575	AMIN005648
OG0004104	LOC109406697	AMIN003949
OG0004105	LOC109622350	AMIN003956
OG0004106	LOC109622374	AMIN003963
OG0004107	LOC109409852	AMIN002745
OG0004108	LOC109415739	AMIN008054
OG0004109	LOC109409854	AMIN008105
OG0004110	LOC109409855	AMIN008106
OG0004111	LOC109415738	AMIN010650
OG0004112	LOC109397121	AMIN008104
OG0004113	LOC109417066	AMIN010950
OG0004114	LOC109398402	AMIN002105
OG0004115	LOC109409430	AMIN002089
OG0004116	LOC109400388	AMIN002023
OG0004117	LOC109409410	AMIN003853
OG0004118	LOC109409409	AMIN011292
OG0004119	LOC109425310	AMIN002640
OG0004120	LOC109425340	AMIN003439
OG0004121	LOC109425339	AMIN003438
OG0004122	LOC109415419	AMIN003432
OG0004123	LOC109419817	AMIN002638
OG0004124	LOC109425317	AMIN000944
OG0004125	LOC109419801	AMIN003448
OG0004126	LOC109425318	AMIN000946
OG0004127	LOC109425342	AMIN003436
OG0004128	LOC109425345	AMIN003431
OG0004129	LOC109425308	AMIN002639
OG0004130	LOC109425333	AMIN003443
OG0004131	LOC109425283	AMIN002641
OG0004132	LOC109425343	AMIN003434
OG0004133	LOC109425336	AMIN003442
OG0004134	LOC109403397	AMIN006853
OG0004135	LOC109403415	AMIN004296
OG0004136	LOC115257380	AMIN005019
OG0004137	LOC115257517	AMIN004297
OG0004139	LOC115257539	AMIN005023
OG0004140	LOC109399746	AMIN003024
OG0004141	LOC109427864	AMIN001377
OG0004142	LOC109424143, LOC134287076	AMIN001385
OG0004143	LOC109622324	AMIN001424
OG0004144	LOC109622323	AMIN001423
OG0004145	LOC109410826	AMIN001427
OG0004146	LOC109421243	AMIN001429
OG0004147	LOC109429786	AMIN007076
OG0004148	LOC109398287	AMIN007078
OG0004149	LOC109429784	AMIN007062
OG0004150	LOC109405985	AMIN000770
OG0004151	LOC115258213	AMIN000825
OG0004152	LOC109410096	AMIN008366
OG0004153	LOC109405983	AMIN000768
OG0004154	LOC115265400	AMIN010408
OG0004155	LOC109410364	AMIN011159
OG0004156	LOC109410370	AMIN010409
OG0004157	LOC109432151	AMIN014008, AMIN000093
OG0004158	LOC109426805	AMIN010261
OG0004159	LOC115260665	AMIN005538
OG0004160	LOC109423485	AMIN000094
OG0004161	LOC109423458	AMIN000092
OG0004162	LOC109426806	AMIN010888
OG0004163	LOC109431926	AMIN000678
OG0004164	LOC109424051	AMIN000383
OG0004165	LOC115266062	AMIN000685
OG0004166	LOC109404422	AMIN000677
OG0004167	LOC109431900	AMIN000683
OG0004168	LOC109425537	AMIN002621
OG0004169	LOC109398981	AMIN002623
OG0004170	LOC109398973	AMIN002618
OG0004171	LOC109404398	AMIN000687
OG0004172	LOC109404399	AMIN000686
OG0004173	LOC115269993	AMIN000731
OG0004174	LOC109403855	AMIN004802
OG0004175	LOC115264227	AMIN000037
OG0004176	LOC115269988	AMIN003968
OG0004177	LOC109412789, LOC134284143	AMIN004776
OG0004178	LOC109403859	AMIN004801
OG0004179	LOC109403850	AMIN000038
OG0004180	LOC109417026	AMIN002659
OG0004181	LOC109432048	AMIN000934
OG0004182	LOC115264229	AMIN004799
OG0004183	LOC109403860	AMIN015524
OG0004184	LOC109404030	AMIN004795
OG0004185	LOC109403857	AMIN000039
OG0004186	LOC109422260	AMIN009315
OG0004187	LOC134291851	AMIN004864
OG0004188	LOC134291865	AMIN004335
OG0004189	LOC134291864	AMIN008254
OG0004190	LOC109422297	AMIN008269
OG0004191	LOC134291863	AMIN004334
OG0004192	LOC134291861	AMIN004337
OG0004193	LOC134290050	AMIN008272
OG0004194	LOC109422261	AMIN009317
OG0004195	LOC134291862	AMIN009326
OG0004196	LOC109422249	AMIN008497
OG0004197	LOC109408313	AMIN004910
OG0004198	LOC109623079	AMIN000596
OG0004199	LOC109623092	AMIN002851
OG0004200	LOC109621271	AMIN000598
OG0004201	LOC109416865	AMIN002853
OG0004202	LOC134285145	AMIN005330
OG0004203	LOC134285153	AMIN005329
OG0004204	LOC109422944	AMIN009785
OG0004205	LOC109403520	AMIN002137
OG0004206	LOC109422874	AMIN005205
OG0004207	LOC109397601	AMIN005595
OG0004208	LOC109422866	AMIN005206
OG0004209	LOC109397594	AMIN005693
OG0004210	LOC109403521	AMIN005587
OG0004211	LOC134285150	AMIN005332
OG0004212	LOC109622293	AMIN004406
OG0004213	LOC109405078	AMIN004965
OG0004214	LOC109405090	AMIN005811
OG0004215	LOC109405083	AMIN002051
OG0004216	LOC109416555	AMIN005856
OG0004217	LOC109405088	AMIN005810
OG0004218	LOC109416551	AMIN005627
OG0004219	LOC109425733	AMIN008248
OG0004220	LOC109623017	AMIN015798
OG0004221	LOC109409089	AMIN015797
OG0004222	LOC109623022	AMIN000923
OG0004223	LOC109409079	AMIN000918
OG0004224	LOC109419239	AMIN000802
OG0004225	LOC109419229	AMIN003252
OG0004226	LOC109407483	AMIN003249
OG0004227	LOC109399852	AMIN000285
OG0004229	LOC115267059	AMIN000283
OG0004230	LOC109407473	AMIN003893
OG0004231	LOC109407480	AMIN003338
OG0004232	LOC109412953	AMIN005732
OG0004233	LOC109412949	AMIN005517
OG0004234	LOC109424901	AMIN005522
OG0004235	LOC115260681	AMIN006637
OG0004236	LOC109424872	AMIN005531
OG0004237	LOC115260964	AMIN005496
OG0004238	LOC109424980	AMIN005743
OG0004239	LOC109412947	AMIN005548
OG0004240	LOC109414231	AMIN011041
OG0004241	LOC109423718	AMIN011044
OG0004242	LOC109423720	AMIN011042
OG0004243	LOC109423717	AMIN011046
OG0004244	LOC109426600	AMIN008006
OG0004245	LOC109414219	AMIN011349
OG0004246	LOC109414236	AMIN007385
OG0004247	LOC109417738	AMIN005987
OG0004248	LOC109426601	AMIN008005
OG0004249	LOC109414230	AMIN011040
OG0004250	LOC115265479	AMIN011277
OG0004251	LOC109414823	AMIN011271
OG0004252	LOC109414821	AMIN011270
OG0004253	LOC109623042	AMIN003355
OG0004254	LOC109418606	AMIN008363
OG0004255	LOC115270414	AMIN008062
OG0004256	LOC109420874	AMIN008061
OG0004257	LOC109411671	AMIN000171
OG0004258	LOC109398687	AMIN001363
OG0004259	LOC109412930	AMIN004253
OG0004260	LOC109418703	AMIN004502
OG0004261	LOC109415954	AMIN008215
OG0004262	LOC109415943	AMIN004501
OG0004263	LOC109420078	AMIN007257
OG0004264	LOC109410420	AMIN010832
OG0004265	LOC109420070	AMIN007261
OG0004267	LOC115266888	AMIN003477
OG0004268	LOC109412457, LOC134286645	AMIN015882
OG0004269	LOC115263758	AMIN003877
OG0004270	LOC109412435	AMIN003523
OG0004271	LOC109412434	AMIN003522
OG0004272	LOC109420697	AMIN001510
OG0004273	LOC109416059	AMIN009978
OG0004274	LOC109402946	AMIN010779
OG0004275	LOC109402954	AMIN011639
OG0004276	LOC109419871	AMIN006016
OG0004277	LOC109419873	AMIN009713
OG0004278	LOC109415713	AMIN010773
OG0004279	LOC115264191	AMIN010778
OG0004280	LOC109402928	AMIN010774
OG0004281	LOC109420705	AMIN009712
OG0004282	LOC109420702	AMIN009600
OG0004283	LOC109402949	AMIN010782
OG0004284	LOC109406392	AMIN010762
OG0004285	LOC109411427	AMIN006581
OG0004286	LOC115267759	AMIN006576
OG0004287	LOC109409866	AMIN009179
OG0004288	LOC109428856	AMIN006577
OG0004289	LOC109428850	AMIN008963
OG0004290	LOC109427577	AMIN006123
OG0004291	LOC109429943	AMIN009613
OG0004292	LOC109427583	AMIN006129
OG0004293	LOC109427582	AMIN006127
OG0004294	LOC109398321	AMIN006110
OG0004295	LOC109408026	AMIN010037
OG0004296	LOC134283956, LOC109427588	AMIN006133
OG0004297	LOC134289419, LOC134284107	AMIN000501
OG0004298	LOC109402037	AMIN000433
OG0004299	LOC134289964	AMIN000504
OG0004300	LOC134284025	AMIN000509
OG0004301	LOC109399758	AMIN000435
OG0004302	LOC109401982	AMIN003670
OG0004303	LOC115254114	AMIN000443
OG0004304	LOC134292086	AMIN003677
OG0004305	LOC109402035	AMIN003665
OG0004306	LOC109402030	AMIN000442
OG0004307	LOC109413707	AMIN003673
OG0004308	LOC109399701	AMIN000440
OG0004309	LOC134291390	AMIN000506
OG0004310	LOC109413708, LOC115265550	AMIN003672
OG0004311	LOC115270921	AMIN003671
OG0004312	LOC109399584	AMIN015536
OG0004313	LOC109399674	AMIN008621
OG0004314	LOC109400763	AMIN008620
OG0004315	LOC109399656	AMIN008973
OG0004316	LOC109397727	AMIN004277
OG0004317	LOC109398778	AMIN008614
OG0004318	LOC109399590	AMIN004500
OG0004319	LOC109401597	AMIN008612
OG0004320	LOC115267841	AMIN002068
OG0004321	LOC109401443	AMIN008613
OG0004322	LOC109399666	AMIN008975
OG0004323	LOC109399620, LOC134289671	AMIN008627
OG0004324	LOC109401278	AMIN008974
OG0004325	LOC115267840	AMIN004270
OG0004326	LOC109621530	AMIN008984
OG0004328	LOC109400976	AMIN008618
OG0004329	LOC109399315, LOC134289670	AMIN004351
OG0004330	LOC115254196	AMIN008976
OG0004331	LOC109410018	AMIN010558
OG0004332	LOC109407813	AMIN010207
OG0004333	LOC109431314	AMIN006960
OG0004335	LOC115264566	AMIN008998
OG0004336	LOC109431312	AMIN008567
OG0004337	LOC109431308	AMIN006594
OG0004338	LOC109410099	AMIN010483
OG0004339	LOC109431320	AMIN006959
OG0004340	LOC109410063, LOC134286980	AMIN010561
OG0004341	LOC109431999	AMIN015651
OG0004342	LOC109409972	AMIN010363
OG0004343	LOC109425348	AMIN003429
OG0004344	LOC109408178	AMIN007978
OG0004345	LOC109408185	AMIN011229
OG0004346	LOC115267037	AMIN003424
OG0004347	LOC109412008	AMIN006324
OG0004348	LOC109424491	AMIN007447
OG0004349	LOC109424486	AMIN008280
OG0004350	LOC109408029	AMIN001583
OG0004351	LOC115262431	AMIN006327
OG0004352	LOC109407925	AMIN001652
OG0004353	LOC109424489	AMIN008256
OG0004354	LOC109420062	AMIN001205
OG0004355	LOC109424481	AMIN008283
OG0004356	LOC109407882	AMIN006325
OG0004357	LOC115260228	AMIN008259
OG0004358	LOC109407916	AMIN006322
OG0004359	LOC109422393	AMIN008257
OG0004360	LOC109424479	AMIN004518
OG0004361	LOC109412028	AMIN001584
OG0004362	LOC109424482	AMIN008284
OG0004363	LOC109416898	AMIN006586
OG0004364	LOC109424487	AMIN008281
OG0004365	LOC109423757	AMIN010000
OG0004366	LOC109423678	AMIN010004
OG0004367	LOC109414263	AMIN010001
OG0004368	LOC109414265	AMIN010003
OG0004369	LOC109429094	AMIN000181
OG0004371	LOC109422143	AMIN005422
OG0004372	LOC115254221	AMIN010983
OG0004373	LOC109399389	AMIN011248
OG0004374	LOC109422142	AMIN005421
OG0004375	LOC109426939	AMIN004478
OG0004377	LOC109430323	AMIN003760
OG0004378	LOC134291682	AMIN000559
OG0004379	LOC109404412	AMIN009399
OG0004380	LOC109399745	AMIN000556
OG0004381	LOC109404561	AMIN005404
OG0004382	LOC109413735	AMIN015792
OG0004383	LOC109404751	AMIN006833
OG0004384	LOC109404581	AMIN009151
OG0004385	LOC134289441	AMIN000560
OG0004386	LOC109398644	AMIN009398
OG0004387	LOC134292191	AMIN002153
OG0004388	LOC109404439	AMIN009400
OG0004389	LOC109404395	AMIN009401
OG0004390	LOC109398643	AMIN009397
OG0004391	LOC109404806	AMIN006835
OG0004392	LOC109398637	AMIN006826
OG0004393	LOC109398645	AMIN006828
OG0004394	LOC109404784	AMIN006832
OG0004395	LOC109398641	AMIN006830
OG0004396	LOC134289424	AMIN002155
OG0004397	LOC109428708	AMIN007748
OG0004398	LOC109428714	AMIN010125
OG0004399	LOC109424270	AMIN007752
OG0004400	LOC109424273	AMIN007749
OG0004401	LOC109428701	AMIN010525
OG0004402	LOC109428707	AMIN007750
OG0004403	LOC109424281	AMIN010522
OG0004404	LOC109406224	AMIN003458
OG0004405	LOC109398460	AMIN004781
OG0004406	LOC109398472	AMIN004702
OG0004407	LOC109406200	AMIN000046
OG0004408	LOC134285658	AMIN004705
OG0004409	LOC134285660	AMIN010792
OG0004410	LOC109402694	AMIN006514
OG0004411	LOC109402691	AMIN004321
OG0004412	LOC109429975	AMIN003818
OG0004413	LOC115253509, LOC109397910	AMIN005685
OG0004414	LOC109429947	AMIN003815
OG0004415	LOC115253993	AMIN003816
OG0004416	LOC109402685, LOC109397911	AMIN005686
OG0004417	LOC109402662	AMIN005602
OG0004418	LOC109399103	AMIN009207
OG0004419	LOC109399134	AMIN003581
OG0004420	LOC109399094	AMIN009204
OG0004421	LOC109399104	AMIN009208
OG0004422	LOC134289624, LOC109409911	AMIN009205
OG0004423	LOC109399072	AMIN009202
OG0004424	LOC109409901	AMIN009199
OG0004425	LOC109409903	AMIN009200
OG0004426	LOC109398630	AMIN009404
OG0004427	LOC115267819	AMIN009209
OG0004428	LOC134291551	AMIN002877
OG0004429	LOC134284133	AMIN003279
OG0004430	LOC109404863	AMIN003636
OG0004431	LOC109404865	AMIN004818
OG0004432	LOC134284054	AMIN003637
OG0004433	LOC109404871	AMIN004819
OG0004434	LOC134291553, LOC134291554	AMIN003277
OG0004435	LOC109422056	AMIN005090
OG0004436	LOC134291555	AMIN003278
OG0004437	LOC134284169	AMIN003638
OG0004438	LOC134291552	AMIN000760
OG0004439	LOC134284094	AMIN002874
OG0004440	LOC109417123	AMIN002650
OG0004441	LOC109417126	AMIN002651
OG0004442	LOC109403740	AMIN000031
OG0004443	LOC109424331	AMIN004671
OG0004444	LOC109424328	AMIN002649
OG0004445	LOC109424332	AMIN004672
OG0004446	LOC109417122	AMIN002653
OG0004447	LOC109417118	AMIN000028
OG0004448	LOC109424333	AMIN015893
OG0004449	LOC109412678	AMIN006753
OG0004450	LOC109414223	AMIN006754
OG0004451	LOC109417725	AMIN005948
OG0004452	LOC109418330	AMIN000784
OG0004453	LOC109422328	AMIN008666
OG0004454	LOC109422335	AMIN008243
OG0004455	LOC109422355	AMIN008232
OG0004456	LOC109422319	AMIN008669
OG0004457	LOC115254671	AMIN008241
OG0004458	LOC109422333	AMIN008226
OG0004459	LOC109424446	AMIN008236
OG0004460	LOC109422351	AMIN008235
OG0004461	LOC109422349	AMIN008237
OG0004463	LOC115257779	AMIN008262
OG0004464	LOC115257399	AMIN004346
OG0004465	LOC115253571	AMIN008389
OG0004466	LOC109402267	AMIN004341
OG0004467	LOC109402264	AMIN008263
OG0004468	LOC115257450	AMIN004342
OG0004469	LOC109403330	AMIN016166
OG0004470	LOC115260393	AMIN003133
OG0004471	LOC115261325	AMIN002919
OG0004472	LOC109406532	AMIN000667
OG0004473	LOC109403316	AMIN015491
OG0004474	LOC109406543	AMIN000666
OG0004475	LOC109403276	AMIN002914
OG0004476	LOC109431361	AMIN005763
OG0004477	LOC109427760	AMIN002027
OG0004478	LOC109431339	AMIN005401
OG0004479	LOC134285223	AMIN011155
OG0004480	LOC109431342	AMIN011596
OG0004481	LOC109407611	AMIN009349
OG0004482	LOC109407632	AMIN008537
OG0004483	LOC109407637, LOC109407636	AMIN008542
OG0004484	LOC109407618	AMIN009356
OG0004485	LOC109425937	AMIN009355
OG0004486	LOC109407622	AMIN008533
OG0004487	LOC109425936	AMIN009354
OG0004488	LOC109425944	AMIN001947
OG0004489	LOC115260119	AMIN000519
OG0004490	LOC109402771	AMIN004049
OG0004491	LOC115257037, LOC109402800	AMIN000661
OG0004492	LOC109422647	AMIN000513
OG0004493	LOC109402851	AMIN000520
OG0004494	LOC109402830	AMIN016089
OG0004495	LOC109422632	AMIN000148
OG0004496	LOC109407834	AMIN001206
OG0004497	LOC109621247	AMIN007782
OG0004498	LOC109412260	AMIN005142
OG0004499	LOC109431185	AMIN005071
OG0004500	LOC109622617	AMIN008081
OG0004501	LOC109431170	AMIN005817
OG0004502	LOC109431166	AMIN005134
OG0004503	LOC109622615	AMIN011427
OG0004504	LOC109622122	AMIN003993
OG0004505	LOC109411028	AMIN003994
OG0004506	LOC115268772	AMIN004001
OG0004507	LOC109433312	AMIN004003
OG0004508	LOC109622087	AMIN003990
OG0004509	LOC109622092	AMIN003992
OG0004510	LOC109433307	AMIN003991
OG0004511	LOC109402216	AMIN005127
OG0004512	LOC109402222	AMIN005582
OG0004513	LOC109402252	AMIN011190
OG0004514	LOC109402227	AMIN005784
OG0004515	LOC109413004	AMIN004860
OG0004516	LOC109402210	AMIN005128
OG0004517	LOC109402237	AMIN005461
OG0004518	LOC109402249	AMIN005126
OG0004519	LOC109410769	AMIN007802
OG0004520	LOC115270114	AMIN010602
OG0004521	LOC109417098	AMIN000966
OG0004522	LOC109429416	AMIN006289
OG0004523	LOC109411179	AMIN000967
OG0004524	LOC109429414	AMIN006288
OG0004525	LOC109425141	AMIN006290
OG0004526	LOC109425135	AMIN003725
OG0004527	LOC134287334, LOC109417965	AMIN010861
OG0004528	LOC109429411	AMIN006284
OG0004529	LOC109425142	AMIN006293
OG0004530	LOC109429410	AMIN006282
OG0004531	LOC109427662	AMIN007204
OG0004532	LOC109427547	AMIN007197
OG0004533	LOC109427525	AMIN007192
OG0004534	LOC115254143, LOC109410423	AMIN002205
OG0004535	LOC115254943	AMIN007200
OG0004536	LOC109410424	AMIN002327
OG0004537	LOC109402134	AMIN004974
OG0004538	LOC109426455	AMIN004972
OG0004539	LOC109426439	AMIN004959
OG0004540	LOC109402150	AMIN004975
OG0004541	LOC109404018	AMIN006892
OG0004542	LOC109402159	AMIN004960
OG0004543	LOC109421352	AMIN002460
OG0004544	LOC109425583	AMIN015759
OG0004545	LOC109425573	AMIN002322
OG0004546	LOC115266726	AMIN003808
OG0004547	LOC109425554	AMIN016216
OG0004548	LOC109425572	AMIN016260
OG0004549	LOC109411492	AMIN002830
OG0004550	LOC109411514	AMIN002315
OG0004551	LOC109421319	AMIN002459
OG0004552	LOC109411708	AMIN004663
OG0004553	LOC109621941	AMIN004081
OG0004554	LOC109401057	AMIN002598
OG0004555	LOC109429338	AMIN002604
OG0004556	LOC109418687	AMIN001291
OG0004557	LOC109433635	AMIN005234
OG0004558	LOC109418686	AMIN001292
OG0004559	LOC109433622	AMIN005235
OG0004560	LOC109424554	AMIN008430
OG0004562	LOC115253431	AMIN008438
OG0004563	LOC109417151	AMIN015966
OG0004564	LOC109411979	AMIN008428
OG0004565	LOC109417150	AMIN008424
OG0004566	LOC109424545	AMIN008437
OG0004567	LOC109417153	AMIN008426
OG0004568	LOC109424550	AMIN008433
OG0004569	LOC109428767	AMIN011406
OG0004570	LOC109430452	AMIN003750
OG0004571	LOC109409564	AMIN000624
OG0004572	LOC115268973	AMIN003747
OG0004573	LOC109430482	AMIN000626
OG0004574	LOC109411734	AMIN001914
OG0004575	LOC109409570	AMIN003752
OG0004576	LOC109430456	AMIN003748
OG0004577	LOC109409567	AMIN000627
OG0004578	LOC109409574	AMIN003749
OG0004579	LOC109426524	AMIN001832
OG0004580	LOC109408552	AMIN001824
OG0004581	LOC109429590	AMIN001823
OG0004582	LOC109429583	AMIN001829
OG0004583	LOC109429582	AMIN001831
OG0004584	LOC109429586	AMIN001826
OG0004585	LOC109429576	AMIN001835
OG0004586	LOC109397521	AMIN001471
OG0004587	LOC109622824	AMIN015993
OG0004588	LOC109622825	AMIN009103
OG0004589	LOC109397513	AMIN015739
OG0004590	LOC109622804	AMIN009099
OG0004591	LOC109621499	AMIN001470
OG0004592	LOC109397548	AMIN001468
OG0004593	LOC109397539	AMIN015740
OG0004594	LOC109622815	AMIN009725
OG0004595	LOC109431004	AMIN000572
OG0004596	LOC109430936	AMIN015623
OG0004597	LOC109412100	AMIN000577
OG0004598	LOC109431022	AMIN000571
OG0004599	LOC109406930	AMIN000580
OG0004600	LOC109430882	AMIN000583
OG0004601	LOC109406923	AMIN003363
OG0004602	LOC109430995	AMIN000574
OG0004603	LOC109406927	AMIN000579
OG0004604	LOC109412128	AMIN000569
OG0004605	LOC109399283	AMIN007860
OG0004606	LOC109399262	AMIN007875
OG0004607	LOC109429082	AMIN007869
OG0004608	LOC109404038	AMIN003002
OG0004609	LOC109432062	AMIN000880
OG0004610	LOC109404007	AMIN004223
OG0004611	LOC109404013	AMIN000950
OG0004612	LOC109402594	AMIN007415
OG0004613	LOC109401663	AMIN007012
OG0004614	LOC109420358	AMIN004521
OG0004615	LOC109420362	AMIN005011
OG0004616	LOC115257403	AMIN007011
OG0004617	LOC109420360	AMIN005014
OG0004618	LOC109417267	AMIN010942
OG0004619	LOC109432379	AMIN007359
OG0004620	LOC109412130	AMIN000566
OG0004621	LOC109423053	AMIN003722
OG0004622	LOC109431799, LOC134286075	AMIN015494
OG0004623	LOC115253700	AMIN005890
OG0004624	LOC109419757	AMIN001337
OG0004625	LOC115253784	AMIN001336
OG0004626	LOC109419739	AMIN001343
OG0004627	LOC109398250	AMIN001016
OG0004628	LOC115255033	AMIN005889
OG0004629	LOC109419740	AMIN001341
OG0004630	LOC109419769	AMIN001020
OG0004631	LOC109419738	AMIN001345
OG0004632	LOC109398260	AMIN009128
OG0004633	LOC109420048	AMIN001021
OG0004634	LOC134287871	AMIN005956
OG0004635	LOC109400343	AMIN016203
OG0004636	LOC134287872	AMIN005957
OG0004637	LOC115254141	AMIN009566
OG0004638	LOC109425183	AMIN006817
OG0004639	LOC134287873	AMIN006621
OG0004640	LOC109400337	AMIN001410
OG0004641	LOC109400335	AMIN005954
OG0004642	LOC109415881	AMIN011564
OG0004643	LOC115261816	AMIN008637
OG0004645	LOC109424755, LOC109417217	AMIN005268
OG0004646	LOC109413483	AMIN007554
OG0004647	LOC115253479	AMIN010144
OG0004648	LOC109413482	AMIN007553
OG0004649	LOC109410785	AMIN007556
OG0004650	LOC115270152	AMIN010146
OG0004651	LOC109413521	AMIN010055
OG0004652	LOC109413518	AMIN010053
OG0004653	LOC109410795	AMIN010064
OG0004654	LOC109410794	AMIN010063
OG0004655	LOC109410793	AMIN007551
OG0004656	LOC109410775	AMIN007796
OG0004657	LOC109415920, LOC109415919	AMIN003541
OG0004658	LOC109411500	AMIN002446
OG0004659	LOC109405420	AMIN004918
OG0004660	LOC109405414	AMIN004915
OG0004661	LOC109621728	AMIN003774
OG0004662	LOC109420237	AMIN007674
OG0004663	LOC109397319	AMIN007667
OG0004664	LOC109420246	AMIN007668
OG0004665	LOC109420257	AMIN007422
OG0004666	LOC115265331	AMIN007421
OG0004667	LOC109397339	AMIN007662
OG0004668	LOC109397352	AMIN010149
OG0004669	LOC109412354	AMIN006675
OG0004670	LOC134287962	AMIN001184
OG0004671	LOC109412350, LOC109416190	AMIN006679
OG0004672	LOC109428932	AMIN005017
OG0004673	LOC109408794	AMIN001315
OG0004674	LOC109415057	AMIN006734
OG0004675	LOC109622588	AMIN007181
OG0004676	LOC109415047	AMIN000979
OG0004677	LOC115264939	AMIN007183
OG0004678	LOC109621964	AMIN006094
OG0004679	LOC109621958	AMIN006733
OG0004680	LOC109621947	AMIN006755
OG0004681	LOC109621952	AMIN007182
OG0004682	LOC109621962	AMIN006096
OG0004683	LOC109415040	AMIN007179
