Orthogroup	AaegyptiLVP_AGWG	AstephensiUCISS2018
OG0000226	AAEL027179	ASTEI20_034161, ASTEI20_036749, ASTEI20_033104, ASTEI20_033107, ASTEI20_043945, ASTEI20_044426, ASTEI20_037857, ASTEI20_036968, ASTEI20_035152
OG0000229	AAEL000515, AAEL000505	ASTEI20_046124
OG0000229	AAEL024475	ASTEI20_032722, ASTEI20_037602
OG0000230	AAEL021401, AAEL006228, AAEL024098, AAEL001015, AAEL005000	ASTEI20_034005
OG0000231	AAEL001743, AAEL001735, AAEL008873, AAEL008866, AAEL008869, AAEL008872	ASTEI20_040405, ASTEI20_043476
OG0000232	AAEL002043, AAEL026706	ASTEI20_044096, ASTEI20_038687, ASTEI20_044010, ASTEI20_040318, ASTEI20_040000, ASTEI20_042206
OG0000233	AAEL007602, AAEL003060	ASTEI20_041338
OG0000233	AAEL009843	ASTEI20_038872
OG0000234	AAEL019609	ASTEI20_043253
OG0000234	AAEL007447	ASTEI20_031455
OG0000234	AAEL007449	ASTEI20_040171
OG0000235	AAEL008843, AAEL008580, AAEL024616	ASTEI20_044011
OG0000236	AAEL009206	ASTEI20_036868, ASTEI20_032536
OG0000237	AAEL022081, AAEL012350	ASTEI20_039839, ASTEI20_031027
OG0000238	AAEL020346	ASTEI20_032600, ASTEI20_033232, ASTEI20_038462
OG0000244	AAEL001196	ASTEI20_035715
OG0000245	AAEL010893	ASTEI20_043968, ASTEI20_037895
OG0000245	AAEL000843, AAEL010894	ASTEI20_036396
OG0000246	AAEL001059	ASTEI20_041860, ASTEI20_034647, ASTEI20_037168, ASTEI20_031502
OG0000247	AAEL001683, AAEL001677	ASTEI20_032101
OG0000247	AAEL001704	ASTEI20_044238
OG0000248	AAEL018041	ASTEI20_042839
OG0000249	AAEL003738, AAEL003726, AAEL003740, AAEL003728, AAEL023973	ASTEI20_039526, ASTEI20_038673
OG0000250	AAEL004580	ASTEI20_043607
OG0000250	AAEL004582	ASTEI20_038490
OG0000250	AAEL004575	ASTEI20_033739
OG0000251	AAEL006353, AAEL006344	ASTEI20_040414
OG0000251	AAEL006338	ASTEI20_042173
OG0000252	AAEL007257, AAEL007251, AAEL014554	ASTEI20_040133
OG0000252	AAEL024448	ASTEI20_045800
OG0000253	AAEL007993, AAEL007992	ASTEI20_036887
OG0000254	AAEL012040	ASTEI20_033239
OG0000254	AAEL009916	ASTEI20_034532
OG0000255	AAEL012770, AAEL012762, AAEL020553, AAEL011761, AAEL022568, AAEL012769, AAEL012765	ASTEI20_042761, ASTEI20_044933
OG0000256	AAEL012425, AAEL012422	ASTEI20_042134, ASTEI20_044073
OG0000257	AAEL019890, AAEL027350	ASTEI20_033195, ASTEI20_036760
OG0000259	AAEL022953, AAEL025308	ASTEI20_033256
OG0000265	AAEL008213, AAEL008211	ASTEI20_044851, ASTEI20_037660
OG0000265	AAEL000249	ASTEI20_038227
OG0000266	AAEL013662	ASTEI20_042056
OG0000266	AAEL000757	ASTEI20_041270, ASTEI20_035075
OG0000267	AAEL001061	ASTEI20_032809
OG0000267	AAEL010582	ASTEI20_044700
OG0000268	AAEL002690	ASTEI20_032301, ASTEI20_032365
OG0000269	AAEL003195, AAEL026083, AAEL023346, AAEL003196, AAEL020734, AAEL021498, AAEL003181, AAEL022449, AAEL003201, AAEL028198, AAEL003187, AAEL024002	ASTEI20_045911, ASTEI20_044456
OG0000270	AAEL003444, AAEL003439	ASTEI20_032190, ASTEI20_043741, ASTEI20_040825, ASTEI20_034360, ASTEI20_030843
OG0000271	AAEL004778	ASTEI20_031771
OG0000271	AAEL017453	ASTEI20_037473, ASTEI20_034514
OG0000271	AAEL004739	ASTEI20_038183
OG0000272	AAEL008858	ASTEI20_042478
OG0000272	AAEL008876	ASTEI20_037724
OG0000273	AAEL008928	ASTEI20_032020
OG0000273	AAEL008931	ASTEI20_043316
OG0000274	AAEL010098, AAEL010099	ASTEI20_031515
OG0000274	AAEL024977	ASTEI20_037692
OG0000275	AAEL012343, AAEL012349, AAEL023211	ASTEI20_033361
OG0000276	AAEL013044, AAEL013048, AAEL013054	ASTEI20_041437
OG0000277	AAEL013198, AAEL026420	ASTEI20_032397, ASTEI20_034533, ASTEI20_041241
OG0000278	AAEL013217	ASTEI20_037609, ASTEI20_041680, ASTEI20_037766
OG0000279	AAEL017402	ASTEI20_038838
OG0000279	AAEL024828	ASTEI20_033582
OG0000279	AAEL021930, AAEL025608	ASTEI20_042793
OG0000280	AAEL029034	ASTEI20_038614, ASTEI20_035880
OG0000280	AAEL029031	ASTEI20_042533
OG0000285	AAEL000029	ASTEI20_039558
OG0000285	AAEL000024	ASTEI20_040836, ASTEI20_032893
OG0000287	AAEL001221	ASTEI20_037346, ASTEI20_036690, ASTEI20_042314, ASTEI20_038723
OG0000288	AAEL020558, AAEL001320, AAEL001292, AAEL025530, AAEL001312, AAEL001807, AAEL009591	ASTEI20_040021
OG0000289	AAEL003317, AAEL003297, AAEL003298	ASTEI20_035189, ASTEI20_042758, ASTEI20_044666
OG0000290	AAEL004103, AAEL004092	ASTEI20_044792, ASTEI20_037666, ASTEI20_038975
OG0000291	AAEL004592	ASTEI20_030896
OG0000291	AAEL024570	ASTEI20_045384
OG0000292	AAEL004935	ASTEI20_039963, ASTEI20_033519
OG0000292	AAEL004923	ASTEI20_041276
OG0000293	AAEL019520	ASTEI20_035645
OG0000293	AAEL005702, AAEL010609	ASTEI20_034344, ASTEI20_033682
OG0000294	AAEL022989, AAEL007040	ASTEI20_031593
OG0000294	AAEL006160	ASTEI20_040737
OG0000295	AAEL006385	ASTEI20_037344, ASTEI20_045100
OG0000297	AAEL006818	ASTEI20_045280
OG0000297	AAEL006829	ASTEI20_032765
OG0000298	AAEL009528, AAEL008380	ASTEI20_034983
OG0000299	AAEL007893	ASTEI20_043508
OG0000299	AAEL008152, AAEL027985, AAEL008159	ASTEI20_043361
OG0000300	AAEL009978	ASTEI20_041810
OG0000302	AAEL015566, AAEL015567	ASTEI20_037810
OG0000302	AAEL011499	ASTEI20_032730
OG0000303	AAEL019496, AAEL026551, AAEL011563	ASTEI20_031481
OG0000304	AAEL014541	ASTEI20_032574, ASTEI20_040412
OG0000304	AAEL014537	ASTEI20_038833
OG0000305	AAEL019599	ASTEI20_045186
OG0000306	AAEL022773	ASTEI20_040184, ASTEI20_037498, ASTEI20_031684
OG0000317	AAEL000039, AAEL000089, AAEL000066, AAEL000018	ASTEI20_039777
OG0000318	AAEL000690	ASTEI20_036009, ASTEI20_037274, ASTEI20_039300
OG0000319	AAEL026313, AAEL027346	ASTEI20_040641
OG0000319	AAEL001010	ASTEI20_033005
OG0000320	AAEL002288, AAEL002301	ASTEI20_045533, ASTEI20_032760
OG0000321	AAEL002904	ASTEI20_030893, ASTEI20_036304
OG0000324	AAEL005749	ASTEI20_045797, ASTEI20_046008
OG0000324	AAEL005763	ASTEI20_039356
OG0000325	AAEL005759, AAEL007339, AAEL005890	ASTEI20_043377
OG0000326	AAEL007169	ASTEI20_032355
OG0000326	AAEL006077	ASTEI20_032820
OG0000327	AAEL006684, AAEL012580, AAEL021830, AAEL024894, AAEL019749, AAEL019750, AAEL027138, AAEL010580, AAEL006679, AAEL022785, AAEL025034	ASTEI20_038754
OG0000328	AAEL026562, AAEL006696	ASTEI20_033819
OG0000328	AAEL022561, AAEL006692	ASTEI20_039971, ASTEI20_038873
OG0000329	AAEL008634	ASTEI20_044913
OG0000329	AAEL008622	ASTEI20_036280
OG0000330	AAEL012245	ASTEI20_044754
OG0000330	AAEL009580	ASTEI20_035799
OG0000331	AAEL011658	ASTEI20_032134
OG0000331	AAEL011662	ASTEI20_036042, ASTEI20_041568
OG0000332	AAEL011931	ASTEI20_039853, ASTEI20_034921, ASTEI20_045032
OG0000333	AAEL012421	ASTEI20_033832, ASTEI20_043402, ASTEI20_042167
OG0000334	AAEL013154	ASTEI20_040088
OG0000336	AAEL024525	ASTEI20_031275
OG0000336	AAEL021016	ASTEI20_036479
OG0000344	AAEL000073	ASTEI20_035939
OG0000344	AAEL012377	ASTEI20_043326, ASTEI20_035416
OG0000346	AAEL000216, AAEL004949, AAEL004953, AAEL004947	ASTEI20_045660
OG0000347	AAEL000861, AAEL000859	ASTEI20_031950
OG0000348	AAEL000890, AAEL000896	ASTEI20_033292, ASTEI20_032825, ASTEI20_036788
OG0000349	AAEL013997	ASTEI20_042703
OG0000349	AAEL001041	ASTEI20_045738
OG0000350	AAEL001248, AAEL001256, AAEL001278, AAEL001258, AAEL014835, AAEL001286, AAEL001263	ASTEI20_039801
OG0000351	AAEL001519	ASTEI20_034293
OG0000352	AAEL024332, AAEL001566	ASTEI20_033316
OG0000352	AAEL005791	ASTEI20_043163
OG0000353	AAEL001745, AAEL001732	ASTEI20_034917
OG0000353	AAEL001740	ASTEI20_036057
OG0000354	AAEL002541	ASTEI20_036334
OG0000355	AAEL002967	ASTEI20_045115, ASTEI20_044983, ASTEI20_041255
OG0000355	AAEL002979	ASTEI20_034632, ASTEI20_036496
OG0000356	AAEL003069	ASTEI20_034566
OG0000357	AAEL003506	ASTEI20_036590
OG0000357	AAEL003504	ASTEI20_038026
OG0000359	AAEL010434, AAEL006138, AAEL006126	ASTEI20_035699, ASTEI20_034142
OG0000360	AAEL006355, AAEL006361	ASTEI20_039873
OG0000360	AAEL006337	ASTEI20_038810
OG0000361	AAEL006605, AAEL006620	ASTEI20_035602
OG0000361	AAEL006624	ASTEI20_032581
OG0000362	AAEL027003, AAEL007951, AAEL023692	ASTEI20_040345, ASTEI20_045507
OG0000363	AAEL009863	ASTEI20_035518
OG0000363	AAEL009860, AAEL020112, AAEL022139	ASTEI20_034937
OG0000364	AAEL011346, AAEL011348, AAEL009968	ASTEI20_038622, ASTEI20_043965, ASTEI20_032740, ASTEI20_045922
OG0000365	AAEL011314	ASTEI20_041403, ASTEI20_041427
OG0000365	AAEL011313	ASTEI20_043238
OG0000366	AAEL019797, AAEL019798, AAEL011797, AAEL011798	ASTEI20_031333, ASTEI20_045960
OG0000367	AAEL012509	ASTEI20_045208, ASTEI20_036592, ASTEI20_039650, ASTEI20_042176
OG0000368	AAEL012866, AAEL012870, AAEL012860	ASTEI20_036695
OG0000369	AAEL022846	ASTEI20_043082
OG0000369	AAEL019808	ASTEI20_035506
OG0000370	AAEL017446	ASTEI20_034666
OG0000370	AAEL017182	ASTEI20_041792
OG0000371	AAEL019862	ASTEI20_032501, ASTEI20_034163
OG0000372	AAEL023438	ASTEI20_034288
OG0000372	AAEL021785	ASTEI20_042785
OG0000380	AAEL000012	ASTEI20_040077
OG0000380	AAEL024813	ASTEI20_034008
OG0000381	AAEL008574	ASTEI20_042707
OG0000381	AAEL000735	ASTEI20_041656
OG0000382	AAEL000797	ASTEI20_045571
OG0000382	AAEL000834	ASTEI20_037496
OG0000383	AAEL000810	ASTEI20_044278
OG0000383	AAEL019951	ASTEI20_039308
OG0000384	AAEL000910	ASTEI20_036930, ASTEI20_043050, ASTEI20_033769
OG0000387	AAEL001769	ASTEI20_040213
OG0000387	AAEL002083	ASTEI20_032306, ASTEI20_045298, ASTEI20_044440
OG0000388	AAEL027351, AAEL003190, AAEL020406	ASTEI20_042922
OG0000389	AAEL003708	ASTEI20_037867
OG0000389	AAEL003727	ASTEI20_043353
OG0000390	AAEL009682, AAEL008411, AAEL023723, AAEL004505, AAEL010959, AAEL010957	ASTEI20_036258
OG0000391	AAEL005160	ASTEI20_045380
OG0000391	AAEL006372	ASTEI20_040058
OG0000392	AAEL005725	ASTEI20_038467, ASTEI20_036830
OG0000393	AAEL005918	ASTEI20_036525
OG0000393	AAEL025460	ASTEI20_040256
OG0000394	AAEL006264	ASTEI20_042711
OG0000394	AAEL006274, AAEL022795	ASTEI20_039755
OG0000395	AAEL006675	ASTEI20_041652
OG0000395	AAEL010567	ASTEI20_044570
OG0000396	AAEL006978	ASTEI20_039659
OG0000396	AAEL022582, AAEL026610	ASTEI20_041335
OG0000397	AAEL008672	ASTEI20_045152
OG0000397	AAEL008138	ASTEI20_032426
OG0000398	AAEL008295, AAEL008294, AAEL008288, AAEL008284	ASTEI20_040561, ASTEI20_037679
OG0000399	AAEL008784	ASTEI20_035274
OG0000399	AAEL008782, AAEL008767	ASTEI20_039406
OG0000400	AAEL023342	ASTEI20_038813
OG0000400	AAEL009218	ASTEI20_043685
OG0000401	AAEL019824	ASTEI20_039363, ASTEI20_033254
OG0000401	AAEL009275	ASTEI20_033275
OG0000402	AAEL009769, AAEL009767	ASTEI20_035900
OG0000403	AAEL011204	ASTEI20_044273
OG0000403	AAEL014297	ASTEI20_032491
OG0000404	AAEL012131	ASTEI20_039827, ASTEI20_031382
OG0000404	AAEL012128	ASTEI20_035181, ASTEI20_045422
OG0000405	AAEL023643, AAEL012560, AAEL012558	ASTEI20_031554
OG0000406	AAEL012839	ASTEI20_031390
OG0000407	AAEL013047	ASTEI20_032342
OG0000408	AAEL013603, AAEL014627	ASTEI20_040195
OG0000408	AAEL029115	ASTEI20_032859
OG0000409	AAEL014207	ASTEI20_041637
OG0000409	AAEL023753	ASTEI20_041911
OG0000410	AAEL014438, AAEL014437, AAEL024413, AAEL020644	ASTEI20_034967
OG0000411	AAEL017381	ASTEI20_043829
OG0000411	AAEL017145	ASTEI20_033479
OG0000412	AAEL018189	ASTEI20_044317
OG0000413	AAEL023231, AAEL019947	ASTEI20_032324
OG0000414	AAEL020078	ASTEI20_043791
OG0000416	AAEL020856, AAEL025917	ASTEI20_039581
OG0000417	AAEL027664	ASTEI20_041261
OG0000417	AAEL022731	ASTEI20_032812
OG0000428	AAEL000616, AAEL003045	ASTEI20_034733, ASTEI20_034682, ASTEI20_039888
OG0000429	AAEL003888	ASTEI20_041693
OG0000429	AAEL000795	ASTEI20_045721, ASTEI20_036604, ASTEI20_042496
OG0000430	AAEL001625	ASTEI20_036782, ASTEI20_031340
OG0000430	AAEL001601	ASTEI20_036151
OG0000431	AAEL008711	ASTEI20_041567, ASTEI20_040731
OG0000431	AAEL001728	ASTEI20_039144
OG0000432	AAEL002406	ASTEI20_040747
OG0000432	AAEL001814	ASTEI20_034760
OG0000433	AAEL021665	ASTEI20_040644
OG0000433	AAEL002951	ASTEI20_035859, ASTEI20_033052
OG0000434	AAEL003467, AAEL019870	ASTEI20_045054
OG0000435	AAEL027792, AAEL003841, AAEL003857, AAEL003832	ASTEI20_038293
OG0000436	AAEL005854, AAEL005855, AAEL024941, AAEL022122, AAEL019981, AAEL003956	ASTEI20_038031
OG0000437	AAEL004030	ASTEI20_041490
OG0000437	AAEL004016, AAEL004020	ASTEI20_033449
OG0000438	AAEL004018, AAEL004031	ASTEI20_044491, ASTEI20_043518
OG0000439	AAEL007450	ASTEI20_043990
OG0000439	AAEL004283	ASTEI20_037600
OG0000440	AAEL024667, AAEL004366	ASTEI20_032323
OG0000441	AAEL004705	ASTEI20_042306, ASTEI20_036184
OG0000442	AAEL025111	ASTEI20_040702
OG0000442	AAEL005002	ASTEI20_040317
OG0000443	AAEL005409, AAEL022054	ASTEI20_033330
OG0000443	AAEL010676	ASTEI20_045939
OG0000445	AAEL019688	ASTEI20_041326
OG0000445	AAEL005848	ASTEI20_044012
OG0000446	AAEL006365, AAEL006368	ASTEI20_044752
OG0000446	AAEL006384	ASTEI20_045914
OG0000447	AAEL007143	ASTEI20_035921, ASTEI20_036895
OG0000447	AAEL007146	ASTEI20_045843
OG0000448	AAEL007225	ASTEI20_039131
OG0000448	AAEL009881	ASTEI20_035453
OG0000449	AAEL007719	ASTEI20_044910
OG0000450	AAEL007963	ASTEI20_035678
OG0000450	AAEL023187	ASTEI20_038473
OG0000451	AAEL008078	ASTEI20_040244
OG0000452	AAEL008365	ASTEI20_032646
OG0000453	AAEL010244	ASTEI20_038848
OG0000454	AAEL010500	ASTEI20_040653
OG0000455	AAEL010522	ASTEI20_043217
OG0000456	AAEL017128	ASTEI20_042221
OG0000456	AAEL010540	ASTEI20_044668
OG0000457	AAEL013757	ASTEI20_036516
OG0000457	AAEL011169	ASTEI20_039941
OG0000458	AAEL012266	ASTEI20_041659, ASTEI20_046062, ASTEI20_030965
OG0000459	AAEL013200, AAEL013190, AAEL019647, AAEL027709, AAEL013193, AAEL024133	ASTEI20_038648
OG0000460	AAEL018317	ASTEI20_036157
OG0000461	AAEL020210, AAEL021084	ASTEI20_045433
OG0000461	AAEL021318	ASTEI20_035860
OG0000462	AAEL020849	ASTEI20_037502, ASTEI20_042379
OG0000463	AAEL021005	ASTEI20_035779, ASTEI20_044901, ASTEI20_041629, ASTEI20_036724, ASTEI20_033904, ASTEI20_041237, ASTEI20_031922, ASTEI20_042539, ASTEI20_034696, ASTEI20_032344, ASTEI20_035753, ASTEI20_043136, ASTEI20_039325, ASTEI20_032742
OG0000464	AAEL026008	ASTEI20_044688, ASTEI20_036234
OG0000464	AAEL026833	ASTEI20_040750
OG0000465	AAEL024837	ASTEI20_041528, ASTEI20_034169
OG0000466	AAEL025198	ASTEI20_038266, ASTEI20_039358, ASTEI20_045228
OG0000477	AAEL000119	ASTEI20_034459
OG0000477	AAEL017533	ASTEI20_031328
OG0000478	AAEL000576	ASTEI20_042435
OG0000478	AAEL004992	ASTEI20_043336
OG0000479	AAEL010395, AAEL000595	ASTEI20_036926, ASTEI20_033540
OG0000480	AAEL000851	ASTEI20_044004, ASTEI20_033719, ASTEI20_043012
OG0000481	AAEL001271	ASTEI20_038127
OG0000481	AAEL026886	ASTEI20_034254
OG0000482	AAEL001307	ASTEI20_040294
OG0000482	AAEL001293	ASTEI20_035220
OG0000483	AAEL001638	ASTEI20_046009
OG0000484	AAEL004277	ASTEI20_039134
OG0000484	AAEL001670	ASTEI20_032451
OG0000485	AAEL001965	ASTEI20_037768
OG0000485	AAEL002023	ASTEI20_041653
OG0000486	AAEL002176	ASTEI20_032382
OG0000486	AAEL006485	ASTEI20_042498
OG0000487	AAEL002214	ASTEI20_042028
OG0000487	AAEL007458	ASTEI20_039840
OG0000488	AAEL017538, AAEL002612, AAEL002619	ASTEI20_038299, ASTEI20_042656
OG0000489	AAEL002754	ASTEI20_041468
OG0000489	AAEL002745	ASTEI20_042784
OG0000490	AAEL003393, AAEL002827	ASTEI20_040243
OG0000491	AAEL021615	ASTEI20_036635
OG0000491	AAEL002861, AAEL002882	ASTEI20_039466
OG0000492	AAEL027482	ASTEI20_035871
OG0000492	AAEL003047	ASTEI20_045934
OG0000493	AAEL003395, AAEL020435	ASTEI20_040939, ASTEI20_042234
OG0000494	AAEL003417	ASTEI20_033870
OG0000494	AAEL004284	ASTEI20_032431
OG0000495	AAEL003934	ASTEI20_035282
OG0000495	AAEL003925	ASTEI20_032883, ASTEI20_037893
OG0000497	AAEL025454	ASTEI20_045382
OG0000497	AAEL004678	ASTEI20_037285
OG0000498	AAEL020981, AAEL004814	ASTEI20_035903
OG0000498	AAEL004821	ASTEI20_041832
OG0000499	AAEL004855	ASTEI20_045587
OG0000499	AAEL010884	ASTEI20_044209
OG0000500	AAEL005515	ASTEI20_041628
OG0000500	AAEL005049	ASTEI20_038055
OG0000501	AAEL017498, AAEL005955, AAEL005956	ASTEI20_043725
OG0000502	AAEL006014	ASTEI20_041728
OG0000503	AAEL006121, AAEL006136	ASTEI20_031803
OG0000504	AAEL006178	ASTEI20_037781
OG0000504	AAEL019506	ASTEI20_036455
OG0000505	AAEL014766, AAEL019978, AAEL006335	ASTEI20_045172
OG0000506	AAEL006378	ASTEI20_040117
OG0000506	AAEL006383	ASTEI20_033754
OG0000507	AAEL006381	ASTEI20_041414
OG0000507	AAEL009111	ASTEI20_041289
OG0000508	AAEL006575	ASTEI20_043392, ASTEI20_035349, ASTEI20_032410
OG0000509	AAEL006749	ASTEI20_038831
OG0000509	AAEL006737	ASTEI20_035801
OG0000510	AAEL007030	ASTEI20_033762
OG0000510	AAEL027019	ASTEI20_039972
OG0000511	AAEL017056, AAEL007039	ASTEI20_033393, ASTEI20_045020
OG0000512	AAEL008118	ASTEI20_041881
OG0000512	AAEL008109	ASTEI20_033648
OG0000514	AAEL014080	ASTEI20_036623
OG0000514	AAEL009948	ASTEI20_033991
OG0000515	AAEL010487	ASTEI20_034553
OG0000515	AAEL010477	ASTEI20_034276
OG0000516	AAEL011184	ASTEI20_032940
OG0000516	AAEL019717	ASTEI20_038444
OG0000517	AAEL011966, AAEL026805	ASTEI20_040378
OG0000518	AAEL012157	ASTEI20_033369
OG0000518	AAEL012153	ASTEI20_032107
OG0000519	AAEL013281, AAEL013283, AAEL013284	ASTEI20_040559, ASTEI20_041085
OG0000520	AAEL022306	ASTEI20_041641
OG0000520	AAEL014238	ASTEI20_032992
OG0000521	AAEL017096	ASTEI20_042416
OG0000521	AAEL017301	ASTEI20_044133
OG0000522	AAEL024144	ASTEI20_038428
OG0000522	AAEL019702	ASTEI20_046044
OG0000523	AAEL019706	ASTEI20_038482
OG0000524	AAEL022982, AAEL021737	ASTEI20_042547, ASTEI20_038645
OG0000525	AAEL026536, AAEL021977	ASTEI20_045684
OG0000526	AAEL027478	ASTEI20_035259
OG0000526	AAEL023040	ASTEI20_040898
OG0000527	AAEL027242	ASTEI20_039423
OG0000527	AAEL025125	ASTEI20_042499
OG0000528	AAEL025318	ASTEI20_045012
OG0000528	AAEL025990	ASTEI20_030881
OG0000534	AAEL001632	ASTEI20_045701
OG0000534	AAEL001672, AAEL001640	ASTEI20_033692
OG0000535	AAEL014493, AAEL002683	ASTEI20_040711, ASTEI20_040459
OG0000536	AAEL003093	ASTEI20_035360
OG0000536	AAEL012497	ASTEI20_041850
OG0000537	AAEL004921, AAEL003242, AAEL003231, AAEL003274, AAEL003256	ASTEI20_041709
OG0000538	AAEL004573	ASTEI20_039788
OG0000538	AAEL003622	ASTEI20_037185
OG0000539	AAEL003629	ASTEI20_039944, ASTEI20_040382
OG0000540	AAEL003810, AAEL003809, AAEL008232	ASTEI20_040729
OG0000541	AAEL003999, AAEL020652	ASTEI20_038990, ASTEI20_039267
OG0000542	AAEL004002	ASTEI20_039372
OG0000543	AAEL004070, AAEL004074	ASTEI20_035081, ASTEI20_034836
OG0000544	AAEL004492	ASTEI20_038237
OG0000544	AAEL005232	ASTEI20_034674
OG0000545	AAEL004645	ASTEI20_036842
OG0000546	AAEL025650	ASTEI20_044898, ASTEI20_045436
OG0000547	AAEL014873	ASTEI20_033385
OG0000547	AAEL004788	ASTEI20_043826
OG0000548	AAEL013885, AAEL004809	ASTEI20_034641
OG0000549	AAEL005165	ASTEI20_042215, ASTEI20_034707
OG0000550	AAEL010969, AAEL019614, AAEL019615, AAEL005668	ASTEI20_033645
OG0000551	AAEL015247, AAEL005821	ASTEI20_038495
OG0000552	AAEL007205, AAEL006114	ASTEI20_031270, ASTEI20_035763
OG0000553	AAEL006211	ASTEI20_039011, ASTEI20_038476, ASTEI20_035372, ASTEI20_043810, ASTEI20_034770, ASTEI20_038525, ASTEI20_030821, ASTEI20_033051
OG0000554	AAEL006503, AAEL006481	ASTEI20_042565
OG0000555	AAEL007793, AAEL007789, AAEL010405	ASTEI20_041597
OG0000556	AAEL007830	ASTEI20_039864, ASTEI20_033691
OG0000557	AAEL008072, AAEL026806	ASTEI20_037722, ASTEI20_043279
OG0000558	AAEL008374	ASTEI20_045893
OG0000558	AAEL024950	ASTEI20_040611
OG0000559	AAEL008655	ASTEI20_044897
OG0000559	AAEL008652	ASTEI20_044255
OG0000560	AAEL009214	ASTEI20_039212
OG0000560	AAEL013844	ASTEI20_034474
OG0000561	AAEL009606	ASTEI20_034083
OG0000561	AAEL009601	ASTEI20_032907
OG0000562	AAEL025827, AAEL009822	ASTEI20_037671
OG0000563	AAEL010485	ASTEI20_033376
OG0000563	AAEL010479	ASTEI20_039362
OG0000564	AAEL010781	ASTEI20_036810
OG0000564	AAEL010768	ASTEI20_038563
OG0000565	AAEL011025, AAEL021342	ASTEI20_034561, ASTEI20_043978
OG0000566	AAEL011330	ASTEI20_036931
OG0000566	AAEL011321	ASTEI20_037016
OG0000567	AAEL011504	ASTEI20_043215
OG0000568	AAEL014843, AAEL011708	ASTEI20_041157, ASTEI20_040815, ASTEI20_042101
OG0000569	AAEL018221	ASTEI20_042222
OG0000569	AAEL011774	ASTEI20_032603
OG0000570	AAEL012437	ASTEI20_038382, ASTEI20_037872
OG0000571	AAEL025617, AAEL012776, AAEL022651, AAEL022733, AAEL020609, AAEL026458	ASTEI20_046145
OG0000572	AAEL012837	ASTEI20_045605
OG0000573	AAEL012964	ASTEI20_035427
OG0000574	AAEL014050	ASTEI20_037259, ASTEI20_036879
OG0000576	AAEL015149	ASTEI20_046026
OG0000576	AAEL014686	ASTEI20_035412
OG0000577	AAEL017061, AAEL026582	ASTEI20_041713
OG0000579	AAEL017397	ASTEI20_041978
OG0000579	AAEL017542	ASTEI20_044000
OG0000581	AAEL018316	ASTEI20_032779
OG0000581	AAEL024199	ASTEI20_034834
OG0000582	AAEL026517	ASTEI20_040931
OG0000582	AAEL019650	ASTEI20_039818
OG0000583	AAEL020585	ASTEI20_042980, ASTEI20_043115, ASTEI20_041640
OG0000584	AAEL021082	ASTEI20_038624, ASTEI20_042452
OG0000585	AAEL025434, AAEL021685	ASTEI20_041849, ASTEI20_036469
OG0000586	AAEL023917, AAEL023063	ASTEI20_031342, ASTEI20_044118
OG0000588	AAEL028025	ASTEI20_033837
OG0000588	AAEL024908	ASTEI20_032937
OG0000606	AAEL000006, AAEL000080, AAEL000025	ASTEI20_033665
OG0000607	AAEL000215	ASTEI20_042885, ASTEI20_045739
OG0000607	AAEL011743	ASTEI20_034728, ASTEI20_036316
OG0000608	AAEL000715	ASTEI20_031412, ASTEI20_034955
OG0000609	AAEL001194	ASTEI20_035298
OG0000610	AAEL001247	ASTEI20_043727, ASTEI20_041175
OG0000611	AAEL001548	ASTEI20_039290
OG0000611	AAEL001586	ASTEI20_037875
OG0000612	AAEL009333	ASTEI20_031753
OG0000613	AAEL002124	ASTEI20_045855, ASTEI20_041847
OG0000614	AAEL014713	ASTEI20_039250
OG0000615	AAEL002257	ASTEI20_039181
OG0000615	AAEL002267	ASTEI20_040540
OG0000616	AAEL010773, AAEL002276	ASTEI20_040935, ASTEI20_041180
OG0000617	AAEL002366, AAEL021160	ASTEI20_038857
OG0000618	AAEL002534, AAEL025362	ASTEI20_035924, ASTEI20_031267
OG0000619	AAEL028229	ASTEI20_036799
OG0000619	AAEL002996	ASTEI20_031879
OG0000620	AAEL003232, AAEL029120, AAEL029121, AAEL003241, AAEL003225, AAEL003266	ASTEI20_041959
OG0000621	AAEL003234	ASTEI20_044240
OG0000622	AAEL003421	ASTEI20_044291
OG0000623	AAEL003442	ASTEI20_044444, ASTEI20_039798, ASTEI20_032866
OG0000624	AAEL003562, AAEL023067, AAEL003561	ASTEI20_045250, ASTEI20_030850
OG0000625	AAEL020823	ASTEI20_041384
OG0000626	AAEL020960	ASTEI20_040404
OG0000626	AAEL003781	ASTEI20_033336
OG0000627	AAEL003853	ASTEI20_043380, ASTEI20_044482
OG0000628	AAEL004043	ASTEI20_046080, ASTEI20_034080, ASTEI20_040507
OG0000629	AAEL015598, AAEL004081	ASTEI20_044768, ASTEI20_036712
OG0000630	AAEL004102	ASTEI20_042898, ASTEI20_043119
OG0000631	AAEL004774	ASTEI20_042189
OG0000632	AAEL005266	ASTEI20_046127, ASTEI20_036447
OG0000633	AAEL005520	ASTEI20_032149, ASTEI20_034452
OG0000634	AAEL005533	ASTEI20_034663, ASTEI20_044651
OG0000635	AAEL005619, AAEL009841	ASTEI20_033652, ASTEI20_040942
OG0000636	AAEL005676	ASTEI20_036562
OG0000636	AAEL026165	ASTEI20_041621
OG0000637	AAEL006394	ASTEI20_033096, ASTEI20_034420
OG0000638	AAEL006454, AAEL014082	ASTEI20_043693, ASTEI20_032313
