Orthogroup	AaegyptiLVP_AGWG	AstephensiUCISS2018
OG0005468	AAEL008366	ASTEI20_030790
OG0005469	AAEL008370	ASTEI20_037479
OG0005470	AAEL008371	ASTEI20_041245
OG0005471	AAEL008373	ASTEI20_036229
OG0005472	AAEL008375	ASTEI20_045921
OG0005473	AAEL008377	ASTEI20_042663
OG0005474	AAEL008379	ASTEI20_039112
OG0005475	AAEL008382	ASTEI20_042841
OG0005476	AAEL008390	ASTEI20_043555
OG0005477	AAEL008391	ASTEI20_043670
OG0005478	AAEL008392	ASTEI20_030828
OG0005479	AAEL008393	ASTEI20_045356
OG0005480	AAEL024654, AAEL008395	ASTEI20_033673
OG0005481	AAEL008397	ASTEI20_044853
OG0005482	AAEL008398	ASTEI20_034904
OG0005483	AAEL008401	ASTEI20_040067
OG0005484	AAEL008408	ASTEI20_035564
OG0005485	AAEL008418	ASTEI20_031654
OG0005486	AAEL008425	ASTEI20_033995
OG0005487	AAEL008434	ASTEI20_044533
OG0005488	AAEL008443	ASTEI20_036295
OG0005489	AAEL008461	ASTEI20_043975, ASTEI20_035532
OG0005490	AAEL008469	ASTEI20_041865
OG0005491	AAEL008475	ASTEI20_032762
OG0005492	AAEL008476	ASTEI20_033959
OG0005494	AAEL008490	ASTEI20_036025
OG0005495	AAEL008492	ASTEI20_044917
OG0005496	AAEL008493	ASTEI20_033091
OG0005497	AAEL008495	ASTEI20_046152
OG0005498	AAEL008496	ASTEI20_034304
OG0005499	AAEL008498	ASTEI20_032531
OG0005500	AAEL008500	ASTEI20_037772
OG0005501	AAEL008502	ASTEI20_039280
OG0005502	AAEL008505	ASTEI20_045060
OG0005503	AAEL008521	ASTEI20_032464
OG0005505	AAEL008528	ASTEI20_031627
OG0005506	AAEL008530	ASTEI20_046039
OG0005507	AAEL008542	ASTEI20_037416
OG0005508	AAEL008543	ASTEI20_034300
OG0005509	AAEL008553	ASTEI20_036772
OG0005510	AAEL008557	ASTEI20_039614
OG0005511	AAEL008559	ASTEI20_043250
OG0005512	AAEL008562	ASTEI20_035576
OG0005513	AAEL008576	ASTEI20_039829
OG0005514	AAEL008577	ASTEI20_044299
OG0005515	AAEL008579	ASTEI20_036829
OG0005516	AAEL008584	ASTEI20_041751
OG0005517	AAEL008590	ASTEI20_038474
OG0005518	AAEL008591	ASTEI20_043444
OG0005519	AAEL008594	ASTEI20_031514
OG0005520	AAEL008601	ASTEI20_045767
OG0005521	AAEL008603	ASTEI20_046107
OG0005522	AAEL008605	ASTEI20_033328
OG0005523	AAEL008607	ASTEI20_036928
OG0005524	AAEL008608	ASTEI20_037556
OG0005525	AAEL008610	ASTEI20_034984
OG0005526	AAEL008613	ASTEI20_040202
OG0005527	AAEL008617	ASTEI20_044584
OG0005528	AAEL008623	ASTEI20_041663
OG0005529	AAEL008630	ASTEI20_032348
OG0005530	AAEL008635	ASTEI20_046150
OG0005531	AAEL008641	ASTEI20_037358
OG0005532	AAEL008643	ASTEI20_036519
OG0005533	AAEL008645	ASTEI20_035771
OG0005534	AAEL008647	ASTEI20_042848
OG0005535	AAEL008650	ASTEI20_037327
OG0005536	AAEL008653	ASTEI20_042692
OG0005537	AAEL008654	ASTEI20_035499
OG0005538	AAEL008656	ASTEI20_036758
OG0005539	AAEL008660	ASTEI20_038326
OG0005540	AAEL008664	ASTEI20_031001
OG0005541	AAEL008674	ASTEI20_037633
OG0005542	AAEL008676	ASTEI20_036099
OG0005543	AAEL008679	ASTEI20_033453
OG0005544	AAEL008680	ASTEI20_036153
OG0005545	AAEL008692	ASTEI20_040352
OG0005546	AAEL008696	ASTEI20_041510
OG0005547	AAEL008701	ASTEI20_034542
OG0005548	AAEL008705	ASTEI20_033982
OG0005549	AAEL008706	ASTEI20_039959
OG0005550	AAEL008715	ASTEI20_041230
OG0005551	AAEL008716	ASTEI20_033585
OG0005552	AAEL008722	ASTEI20_037884
OG0005553	AAEL008723	ASTEI20_034528
OG0005554	AAEL008724	ASTEI20_034017
OG0005555	AAEL008725	ASTEI20_044445
OG0005556	AAEL008726	ASTEI20_032610
OG0005557	AAEL008728	ASTEI20_032164
OG0005558	AAEL008730	ASTEI20_033751
OG0005559	AAEL008741	ASTEI20_034816
OG0005560	AAEL008743	ASTEI20_044833
OG0005561	AAEL008745	ASTEI20_040227
OG0005562	AAEL008754	ASTEI20_042006
OG0005563	AAEL008758	ASTEI20_042427
OG0005564	AAEL008760	ASTEI20_031081
OG0005565	AAEL008761	ASTEI20_044783
OG0005566	AAEL008764	ASTEI20_039852
OG0005567	AAEL008765	ASTEI20_037715
OG0005568	AAEL008768	ASTEI20_034504
OG0005569	AAEL008770	ASTEI20_038584
OG0005570	AAEL008777	ASTEI20_042982
OG0005571	AAEL008783	ASTEI20_043635
OG0005572	AAEL008785	ASTEI20_031967
OG0005573	AAEL008786	ASTEI20_040861
OG0005574	AAEL008787	ASTEI20_037861
OG0005575	AAEL008793	ASTEI20_036485
OG0005576	AAEL008794	ASTEI20_033962
OG0005577	AAEL008800	ASTEI20_035494
OG0005578	AAEL008803	ASTEI20_033720
OG0005579	AAEL008807	ASTEI20_032797
OG0005580	AAEL008811	ASTEI20_040604
OG0005581	AAEL008814	ASTEI20_041737
OG0005582	AAEL008822	ASTEI20_042970
OG0005583	AAEL008823	ASTEI20_042622
OG0005584	AAEL008827	ASTEI20_035623
OG0005585	AAEL008831	ASTEI20_036082
OG0005586	AAEL008833	ASTEI20_034679
OG0005587	AAEL024631, AAEL023965, AAEL008838	ASTEI20_032187
OG0005588	AAEL008840	ASTEI20_042728
OG0005589	AAEL008844	ASTEI20_043745
OG0005590	AAEL008847	ASTEI20_035502
OG0005591	AAEL008850	ASTEI20_041906
OG0005592	AAEL008853	ASTEI20_031040
OG0005593	AAEL008854	ASTEI20_043861
OG0005594	AAEL008878	ASTEI20_034458
OG0005595	AAEL008879	ASTEI20_042228
OG0005596	AAEL008886	ASTEI20_038939
OG0005597	AAEL008899	ASTEI20_045204
OG0005598	AAEL008901	ASTEI20_040233
OG0005599	AAEL008902	ASTEI20_033206
OG0005600	AAEL008906	ASTEI20_031559
OG0005601	AAEL008909	ASTEI20_037224
OG0005602	AAEL008916	ASTEI20_038224
OG0005603	AAEL008924	ASTEI20_042399
OG0005604	AAEL008932	ASTEI20_043087
OG0005605	AAEL008938	ASTEI20_038370
OG0005606	AAEL008943	ASTEI20_035537
OG0005607	AAEL008945	ASTEI20_036020
OG0005608	AAEL008953	ASTEI20_036126
OG0005609	AAEL008959	ASTEI20_045330
OG0005610	AAEL009002	ASTEI20_037178
OG0005611	AAEL009023	ASTEI20_038513
OG0005612	AAEL009029	ASTEI20_042870
OG0005613	AAEL009031	ASTEI20_037081
OG0005614	AAEL009035	ASTEI20_044989
OG0005615	AAEL009038	ASTEI20_043778
OG0005616	AAEL009039	ASTEI20_032562
OG0005617	AAEL009041	ASTEI20_033911
OG0005618	AAEL009042	ASTEI20_035780
OG0005619	AAEL009043	ASTEI20_037429
OG0005620	AAEL009047	ASTEI20_042671
OG0005621	AAEL009048	ASTEI20_045072
OG0005622	AAEL009051	ASTEI20_041215
OG0005623	AAEL009052	ASTEI20_034146
OG0005624	AAEL009057	ASTEI20_036979
OG0005625	AAEL009058	ASTEI20_040670
OG0005626	AAEL009059	ASTEI20_044474
OG0005627	AAEL009061	ASTEI20_043442
OG0005628	AAEL009063	ASTEI20_040948
OG0005629	AAEL009068	ASTEI20_037419
OG0005630	AAEL009070	ASTEI20_045110
OG0005631	AAEL009072	ASTEI20_043598
OG0005632	AAEL009074	ASTEI20_040993
OG0005633	AAEL009075	ASTEI20_038152
OG0005634	AAEL009078	ASTEI20_035756
OG0005635	AAEL009080	ASTEI20_038094
OG0005636	AAEL009084	ASTEI20_036301
OG0005637	AAEL009085	ASTEI20_043069
OG0005638	AAEL009086	ASTEI20_035836
OG0005639	AAEL009088	ASTEI20_043247
OG0005640	AAEL009089	ASTEI20_033594
OG0005641	AAEL009090	ASTEI20_038846
OG0005642	AAEL009093	ASTEI20_039336
OG0005643	AAEL009099	ASTEI20_039038
OG0005644	AAEL009100	ASTEI20_041803
OG0005645	AAEL009101	ASTEI20_037124
OG0005646	AAEL009105	ASTEI20_034492
OG0005647	AAEL009109	ASTEI20_040786
OG0005648	AAEL009132	ASTEI20_043153, ASTEI20_046024
OG0005649	AAEL009140	ASTEI20_044271
OG0005650	AAEL009142	ASTEI20_032385
OG0005651	AAEL009148	ASTEI20_035651
OG0005652	AAEL009149, AAEL023309	ASTEI20_038076
OG0005653	AAEL009155	ASTEI20_039481
OG0005654	AAEL009157	ASTEI20_031824
OG0005655	AAEL009169	ASTEI20_037440
OG0005656	AAEL009171	ASTEI20_044395
OG0005657	AAEL009179	ASTEI20_040630
OG0005658	AAEL009184	ASTEI20_045611
OG0005659	AAEL009186	ASTEI20_044846
OG0005660	AAEL009189	ASTEI20_045825
OG0005661	AAEL009190	ASTEI20_033964
OG0005662	AAEL009195	ASTEI20_040111
OG0005663	AAEL009200	ASTEI20_037433
OG0005664	AAEL009202	ASTEI20_033838
OG0005665	AAEL009211	ASTEI20_033291
OG0005666	AAEL009213	ASTEI20_038351
OG0005667	AAEL009227	ASTEI20_040612
OG0005668	AAEL009232	ASTEI20_045692
OG0005669	AAEL009238	ASTEI20_033950
OG0005670	AAEL009249	ASTEI20_039774
OG0005671	AAEL009259	ASTEI20_045398
OG0005672	AAEL009262	ASTEI20_032525
OG0005673	AAEL009266	ASTEI20_038613
OG0005674	AAEL009268	ASTEI20_045952
OG0005675	AAEL009269	ASTEI20_038949
OG0005676	AAEL009271	ASTEI20_039076
OG0005677	AAEL009272	ASTEI20_032856
OG0005678	AAEL009285	ASTEI20_032222
OG0005679	AAEL009291	ASTEI20_045097
OG0005680	AAEL009294	ASTEI20_044146
OG0005681	AAEL009295	ASTEI20_032691
OG0005682	AAEL009303	ASTEI20_032031
OG0005683	AAEL009308	ASTEI20_044850
OG0005684	AAEL009313	ASTEI20_034849
OG0005685	AAEL009320	ASTEI20_034257
OG0005686	AAEL009325	ASTEI20_042492
OG0005687	AAEL009334	ASTEI20_041630
OG0005688	AAEL012125, AAEL009339	ASTEI20_037038
OG0005689	AAEL009342	ASTEI20_043784
OG0005690	AAEL009345	ASTEI20_041389
OG0005691	AAEL009367	ASTEI20_043578
OG0005692	AAEL009371	ASTEI20_031313
OG0005693	AAEL009373	ASTEI20_035375
OG0005694	AAEL009374	ASTEI20_031087
OG0005695	AAEL009376	ASTEI20_032366
OG0005696	AAEL009377	ASTEI20_041211
OG0005697	AAEL009380	ASTEI20_036268
OG0005698	AAEL009382	ASTEI20_032656
OG0005699	AAEL009383	ASTEI20_037150
OG0005700	AAEL009385	ASTEI20_041985
OG0005701	AAEL009387	ASTEI20_035397
OG0005702	AAEL009388	ASTEI20_036326
OG0005703	AAEL009389	ASTEI20_041759
OG0005704	AAEL009392	ASTEI20_040006
OG0005705	AAEL009398	ASTEI20_034413
OG0005706	AAEL009400	ASTEI20_041051
OG0005707	AAEL009401	ASTEI20_033011
OG0005708	AAEL009402	ASTEI20_032565
OG0005709	AAEL009407	ASTEI20_045562
OG0005710	AAEL009413	ASTEI20_041901
OG0005711	AAEL009414	ASTEI20_035558
OG0005712	AAEL009415	ASTEI20_031454
OG0005713	AAEL009416	ASTEI20_036882
OG0005714	AAEL009421	ASTEI20_040676
OG0005715	AAEL009422	ASTEI20_035540
OG0005716	AAEL009424	ASTEI20_044839
OG0005717	AAEL009427	ASTEI20_038270
OG0005718	AAEL009429	ASTEI20_033035
OG0005719	AAEL009430	ASTEI20_044275
OG0005720	AAEL009431	ASTEI20_034659
OG0005721	AAEL009445	ASTEI20_041841
OG0005722	AAEL009465	ASTEI20_036171
OG0005723	AAEL009474	ASTEI20_039389
OG0005724	AAEL009483	ASTEI20_042923
OG0005725	AAEL009493	ASTEI20_044804
OG0005726	AAEL009495	ASTEI20_035934
OG0005727	AAEL009496	ASTEI20_033711
OG0005728	AAEL009501	ASTEI20_041825
OG0005729	AAEL009509	ASTEI20_041283
OG0005730	AAEL009510	ASTEI20_033182
OG0005731	AAEL009512	ASTEI20_042999
OG0005732	AAEL009530	ASTEI20_045389
OG0005733	AAEL009531	ASTEI20_043737
OG0005734	AAEL009533	ASTEI20_033231
OG0005735	AAEL009534	ASTEI20_037635
OG0005736	AAEL009541	ASTEI20_034560
OG0005737	AAEL009542	ASTEI20_033745
OG0005738	AAEL009547	ASTEI20_036571
OG0005739	AAEL009584	ASTEI20_041651
OG0005740	AAEL009585	ASTEI20_036030
OG0005741	AAEL009589	ASTEI20_033290
OG0005742	AAEL009592	ASTEI20_037865
OG0005743	AAEL009593	ASTEI20_038505
OG0005744	AAEL009595	ASTEI20_039142
OG0005745	AAEL009604	ASTEI20_037703
OG0005746	AAEL009607	ASTEI20_032690
OG0005747	AAEL009608	ASTEI20_034907
OG0005748	AAEL009611	ASTEI20_037818
OG0005749	AAEL009616	ASTEI20_039099
OG0005750	AAEL009623	ASTEI20_044642
OG0005751	AAEL009629	ASTEI20_044970
OG0005752	AAEL009635	ASTEI20_034480
OG0005753	AAEL009636	ASTEI20_034818
OG0005754	AAEL009640	ASTEI20_043880
OG0005755	AAEL009646	ASTEI20_032890
OG0005756	AAEL009647	ASTEI20_039728
OG0005757	AAEL009662	ASTEI20_038817
OG0005758	AAEL009666	ASTEI20_037675
OG0005759	AAEL009668	ASTEI20_043211
OG0005760	AAEL009675	ASTEI20_044296
OG0005761	AAEL009676	ASTEI20_032583
OG0005762	AAEL009677	ASTEI20_042605
OG0005763	AAEL009678	ASTEI20_043261
OG0005764	AAEL009679	ASTEI20_043242
OG0005765	AAEL009681	ASTEI20_039744
OG0005766	AAEL009686	ASTEI20_034885
OG0005767	AAEL009691	ASTEI20_038907
OG0005768	AAEL009698	ASTEI20_041939
OG0005769	AAEL009700	ASTEI20_036189
OG0005770	AAEL009702	ASTEI20_044627
OG0005771	AAEL009703	ASTEI20_037955
OG0005772	AAEL009704	ASTEI20_044381
OG0005773	AAEL009705	ASTEI20_038022
OG0005774	AAEL009706	ASTEI20_031450
OG0005775	AAEL025644, AAEL009712	ASTEI20_033176
OG0005776	AAEL009719	ASTEI20_036411
OG0005777	AAEL009723	ASTEI20_043702
OG0005778	AAEL009731	ASTEI20_042909
OG0005779	AAEL009733	ASTEI20_043280
OG0005780	AAEL009735	ASTEI20_045536
OG0005781	AAEL009745	ASTEI20_044834
OG0005782	AAEL009750, AAEL024495	ASTEI20_038281
OG0005783	AAEL009754	ASTEI20_038912
OG0005784	AAEL009759	ASTEI20_040843
OG0005785	AAEL009762	ASTEI20_040145
OG0005786	AAEL009764	ASTEI20_044489
OG0005787	AAEL009766	ASTEI20_044724
OG0005788	AAEL009777	ASTEI20_034001
OG0005789	AAEL009782	ASTEI20_039716
OG0005790	AAEL009789	ASTEI20_045289
OG0005791	AAEL009806	ASTEI20_031936
OG0005792	AAEL009810	ASTEI20_033249
OG0005793	AAEL009813	ASTEI20_043271
OG0005794	AAEL009818	ASTEI20_037552
OG0005795	AAEL009828	ASTEI20_032770
OG0005796	AAEL009829	ASTEI20_038359
OG0005797	AAEL009838	ASTEI20_031076
OG0005798	AAEL009847	ASTEI20_031247
OG0005799	AAEL009851	ASTEI20_044683
OG0005800	AAEL009859	ASTEI20_039881
OG0005801	AAEL009861	ASTEI20_045776
OG0005802	AAEL009862	ASTEI20_041487
OG0005803	AAEL009864	ASTEI20_044290
OG0005804	AAEL009871	ASTEI20_042615
OG0005805	AAEL009874	ASTEI20_031317
OG0005806	AAEL009876	ASTEI20_038882
OG0005807	AAEL009878	ASTEI20_045792
OG0005808	AAEL009879	ASTEI20_031608
OG0005809	AAEL009880	ASTEI20_036476
OG0005810	AAEL009882	ASTEI20_036647
OG0005811	AAEL009887	ASTEI20_037154
OG0005812	AAEL009891	ASTEI20_038693
OG0005813	AAEL009892	ASTEI20_042602
OG0005814	AAEL009898	ASTEI20_035615
OG0005815	AAEL009899	ASTEI20_041007
OG0005816	AAEL009908	ASTEI20_038652
OG0005817	AAEL009909	ASTEI20_033215
OG0005818	AAEL009912	ASTEI20_040797
OG0005819	AAEL009914	ASTEI20_031428
OG0005820	AAEL009924	ASTEI20_040610
OG0005821	AAEL009926	ASTEI20_039460
OG0005822	AAEL009944	ASTEI20_044882
OG0005823	AAEL009946	ASTEI20_040285
OG0005824	AAEL009949	ASTEI20_043628
OG0005825	AAEL009957	ASTEI20_045540
OG0005826	AAEL009958	ASTEI20_038358
OG0005827	AAEL009960	ASTEI20_045747
OG0005828	AAEL009974	ASTEI20_043068
OG0005829	AAEL025676, AAEL009980	ASTEI20_030809
OG0005830	AAEL009981	ASTEI20_031402
OG0005831	AAEL009991	ASTEI20_033229
OG0005832	AAEL009999	ASTEI20_040105
OG0005833	AAEL010003	ASTEI20_038936
OG0005834	AAEL010007	ASTEI20_038993
OG0005835	AAEL010017	ASTEI20_043386
OG0005836	AAEL010018	ASTEI20_031175
OG0005837	AAEL010021	ASTEI20_035253
OG0005838	AAEL010027	ASTEI20_041863
OG0005839	AAEL010032	ASTEI20_042732
OG0005840	AAEL010040	ASTEI20_033981
OG0005841	AAEL010042	ASTEI20_030987
OG0005842	AAEL010043	ASTEI20_043831
OG0005843	AAEL010046	ASTEI20_033951
OG0005844	AAEL010047	ASTEI20_031992
OG0005845	AAEL010052	ASTEI20_034869
OG0005846	AAEL010053	ASTEI20_039341
OG0005847	AAEL010054	ASTEI20_032428
OG0005848	AAEL010057	ASTEI20_045541
OG0005849	AAEL010058	ASTEI20_039588
OG0005850	AAEL010060	ASTEI20_032757, ASTEI20_040566
OG0005851	AAEL010063	ASTEI20_042726
OG0005852	AAEL010068	ASTEI20_030964
OG0005853	AAEL010073	ASTEI20_041611
OG0005854	AAEL010077	ASTEI20_037833
OG0005855	AAEL010078	ASTEI20_037031
OG0005856	AAEL010081	ASTEI20_034881
OG0005857	AAEL010082	ASTEI20_034061
OG0005858	AAEL010083	ASTEI20_039310
OG0005859	AAEL010084	ASTEI20_042679
OG0005860	AAEL010085	ASTEI20_032709
OG0005861	AAEL010086	ASTEI20_032850
OG0005862	AAEL010102	ASTEI20_034336
OG0005863	AAEL010105	ASTEI20_035095
OG0005864	AAEL010109	ASTEI20_040129, ASTEI20_035386
OG0005865	AAEL010112	ASTEI20_032781
OG0005866	AAEL010116	ASTEI20_033326
OG0005867	AAEL010119	ASTEI20_036216
OG0005868	AAEL010123	ASTEI20_032282
OG0005869	AAEL010135	ASTEI20_043632
OG0005870	AAEL010136	ASTEI20_036589
OG0005871	AAEL010141	ASTEI20_038542
OG0005872	AAEL010142	ASTEI20_041053
OG0005873	AAEL010143	ASTEI20_032717
OG0005874	AAEL010146	ASTEI20_039103
OG0005875	AAEL010159	ASTEI20_043126
OG0005876	AAEL010168	ASTEI20_042185
OG0005877	AAEL010170	ASTEI20_042825
OG0005878	AAEL010171	ASTEI20_046157
OG0005879	AAEL010177	ASTEI20_031336
OG0005880	AAEL010180	ASTEI20_037102
OG0005881	AAEL010181	ASTEI20_033048
OG0005882	AAEL010193	ASTEI20_035660
OG0005883	AAEL010197	ASTEI20_039243
OG0005884	AAEL010200	ASTEI20_044034
OG0005885	AAEL010205	ASTEI20_044071
OG0005886	AAEL010206	ASTEI20_045290
OG0005887	AAEL010217	ASTEI20_035999
OG0005888	AAEL010220	ASTEI20_039859
OG0005889	AAEL010221	ASTEI20_041886
OG0005890	AAEL010223	ASTEI20_038235
OG0005891	AAEL010224	ASTEI20_033118
OG0005892	AAEL010230	ASTEI20_041884
OG0005893	AAEL010245	ASTEI20_032146
OG0005894	AAEL010248	ASTEI20_034019
OG0005895	AAEL010249	ASTEI20_034718
OG0005896	AAEL010253	ASTEI20_041946
OG0005897	AAEL010254	ASTEI20_040590
OG0005898	AAEL010256	ASTEI20_044363
OG0005899	AAEL010262	ASTEI20_044228
OG0005900	AAEL010276	ASTEI20_043882
OG0005901	AAEL010284	ASTEI20_041994
OG0005902	AAEL010294	ASTEI20_044782
OG0005903	AAEL010296	ASTEI20_037501
OG0005904	AAEL010299	ASTEI20_032154
OG0005905	AAEL010306	ASTEI20_031291
OG0005906	AAEL010308	ASTEI20_044931
OG0005907	AAEL010315	ASTEI20_045248
OG0005908	AAEL010316	ASTEI20_038161
OG0005909	AAEL010317	ASTEI20_038376
OG0005910	AAEL010321	ASTEI20_041096
OG0005911	AAEL010322	ASTEI20_043345
OG0005912	AAEL010326	ASTEI20_043208
OG0005913	AAEL010334	ASTEI20_031629
OG0005914	AAEL010336	ASTEI20_045528
OG0005915	AAEL010340	ASTEI20_040921
OG0005916	AAEL010341	ASTEI20_030855
OG0005917	AAEL010342	ASTEI20_046148, ASTEI20_041232
OG0005918	AAEL010343	ASTEI20_033039
OG0005919	AAEL010345	ASTEI20_040212
OG0005920	AAEL010347	ASTEI20_045082
OG0005921	AAEL010349	ASTEI20_040192
OG0005922	AAEL010353	ASTEI20_045862
OG0005923	AAEL010359	ASTEI20_034285
OG0005924	AAEL010362	ASTEI20_038787
OG0005925	AAEL010368	ASTEI20_033703
OG0005926	AAEL010371	ASTEI20_041345
OG0005927	AAEL010373	ASTEI20_042696
OG0005928	AAEL010377	ASTEI20_044841
OG0005929	AAEL010388	ASTEI20_032909
OG0005930	AAEL010401	ASTEI20_041087
OG0005931	AAEL010402	ASTEI20_031389
OG0005932	AAEL010403	ASTEI20_041049
OG0005933	AAEL010408	ASTEI20_032769
OG0005934	AAEL010427	ASTEI20_030929
OG0005935	AAEL010430	ASTEI20_043995
OG0005936	AAEL010433	ASTEI20_037823
OG0005937	AAEL010437	ASTEI20_035248
OG0005938	AAEL010444	ASTEI20_033597
OG0005939	AAEL010445	ASTEI20_044418
OG0005940	AAEL010447	ASTEI20_032681
OG0005941	AAEL010450	ASTEI20_032957
OG0005942	AAEL010453	ASTEI20_041931
OG0005943	AAEL010455	ASTEI20_039062
OG0005944	AAEL010459	ASTEI20_044088
OG0005945	AAEL010467	ASTEI20_040580
OG0005946	AAEL010469	ASTEI20_037847
OG0005947	AAEL010470	ASTEI20_035691
OG0005948	AAEL010471	ASTEI20_034724
OG0005949	AAEL010472	ASTEI20_041495
OG0005950	AAEL010473	ASTEI20_042321
OG0005951	AAEL010474	ASTEI20_043420
OG0005952	AAEL010476	ASTEI20_033621
OG0005953	AAEL010486	ASTEI20_032179
OG0005954	AAEL010491	ASTEI20_042568
OG0005955	AAEL010496	ASTEI20_036960
OG0005956	AAEL010502	ASTEI20_035542
OG0005957	AAEL010504	ASTEI20_034223
OG0005958	AAEL010505	ASTEI20_046010
OG0005959	AAEL010506	ASTEI20_032708
OG0005960	AAEL010508	ASTEI20_040543
OG0005961	AAEL010514	ASTEI20_042559
OG0005962	AAEL010516	ASTEI20_043146
OG0005963	AAEL010520	ASTEI20_040308
OG0005964	AAEL010523	ASTEI20_034985
OG0005965	AAEL010529	ASTEI20_035682
OG0005966	AAEL010538	ASTEI20_031385
OG0005967	AAEL010541	ASTEI20_037052
OG0005968	AAEL010551	ASTEI20_032055
OG0005969	AAEL010559	ASTEI20_032184
OG0005970	AAEL010564	ASTEI20_041907
OG0005971	AAEL010569	ASTEI20_036031
OG0005972	AAEL010570	ASTEI20_041484
OG0005973	AAEL010572	ASTEI20_044805
OG0005974	AAEL010577	ASTEI20_031510
OG0005975	AAEL010581	ASTEI20_031068
OG0005976	AAEL010585	ASTEI20_039768
OG0005977	AAEL010590	ASTEI20_038960
OG0005978	AAEL010592	ASTEI20_038348
OG0005979	AAEL010596	ASTEI20_041626
OG0005980	AAEL010602	ASTEI20_033177
OG0005981	AAEL010607	ASTEI20_043356
OG0005982	AAEL010608	ASTEI20_043527
OG0005983	AAEL010610	ASTEI20_044921
OG0005984	AAEL010623	ASTEI20_043844
OG0005985	AAEL010625	ASTEI20_045986
OG0005986	AAEL010627	ASTEI20_043220
OG0005987	AAEL010641	ASTEI20_043112
OG0005988	AAEL010642	ASTEI20_030901
OG0005989	AAEL010650	ASTEI20_041405
OG0005990	AAEL010655	ASTEI20_038372
OG0005991	AAEL010657	ASTEI20_039446
OG0005992	AAEL010661	ASTEI20_043951
OG0005993	AAEL010663	ASTEI20_044354
OG0005994	AAEL010665	ASTEI20_045160
OG0005995	AAEL010678	ASTEI20_042442
OG0005996	AAEL010679	ASTEI20_044373
OG0005997	AAEL010682	ASTEI20_045037
OG0005998	AAEL010684	ASTEI20_034993
OG0005999	AAEL010685	ASTEI20_033907
OG0006000	AAEL010688	ASTEI20_031098
OG0006001	AAEL010689	ASTEI20_035977
OG0006002	AAEL010694	ASTEI20_038979
OG0006003	AAEL010710	ASTEI20_041610
OG0006004	AAEL010711	ASTEI20_038044
OG0006005	AAEL010712	ASTEI20_036522
OG0006006	AAEL010728	ASTEI20_041698
OG0006007	AAEL010730	ASTEI20_037511
OG0006008	AAEL010731	ASTEI20_041133
OG0006009	AAEL010733	ASTEI20_045705
OG0006010	AAEL010738	ASTEI20_040260
OG0006011	AAEL010743	ASTEI20_036427
OG0006012	AAEL010749	ASTEI20_035011
OG0006013	AAEL010755	ASTEI20_031574
OG0006014	AAEL010756	ASTEI20_030817
OG0006015	AAEL010759	ASTEI20_031011
OG0006016	AAEL010760	ASTEI20_041376
OG0006017	AAEL010762	ASTEI20_032839
OG0006018	AAEL010764	ASTEI20_031938
OG0006019	AAEL010766	ASTEI20_039128
OG0006020	AAEL010777	ASTEI20_044044
OG0006021	AAEL010779	ASTEI20_039902
OG0006022	AAEL010783	ASTEI20_041041
OG0006023	AAEL010784	ASTEI20_032214
OG0006024	AAEL010787	ASTEI20_037592
OG0006025	AAEL010793	ASTEI20_045014
OG0006026	AAEL010794	ASTEI20_042230
OG0006027	AAEL010796	ASTEI20_041473
OG0006028	AAEL010797	ASTEI20_034037
OG0006029	AAEL010798	ASTEI20_038998
OG0006030	AAEL010800	ASTEI20_042472
OG0006031	AAEL010801	ASTEI20_030920
OG0006032	AAEL010802	ASTEI20_037787
OG0006033	AAEL010803	ASTEI20_036804
OG0006034	AAEL010808	ASTEI20_038479
OG0006035	AAEL010809	ASTEI20_044973
OG0006036	AAEL010810	ASTEI20_043980
OG0006037	AAEL010814	ASTEI20_040914
OG0006038	AAEL010819	ASTEI20_031825
OG0006039	AAEL010822	ASTEI20_032743
OG0006040	AAEL010823	ASTEI20_034165
OG0006041	AAEL010826	ASTEI20_031369
OG0006042	AAEL010829	ASTEI20_035741
OG0006043	AAEL010831	ASTEI20_042077
OG0006044	AAEL010835	ASTEI20_044099
OG0006045	AAEL010840	ASTEI20_038986
OG0006046	AAEL010843	ASTEI20_032013
OG0006047	AAEL010844	ASTEI20_039576
OG0006048	AAEL010850	ASTEI20_044047
OG0006049	AAEL010854	ASTEI20_031568, ASTEI20_036450
OG0006050	AAEL010856	ASTEI20_033909
OG0006051	AAEL010860	ASTEI20_030900
OG0006052	AAEL010861	ASTEI20_041962
OG0006053	AAEL010868	ASTEI20_039247
OG0006054	AAEL010877	ASTEI20_032513
OG0006055	AAEL010879	ASTEI20_039073
OG0006056	AAEL010883	ASTEI20_034317
OG0006057	AAEL010892	ASTEI20_041662
OG0006058	AAEL010898	ASTEI20_045616
OG0006059	AAEL010903	ASTEI20_038507
OG0006060	AAEL010906	ASTEI20_040062
OG0006061	AAEL010911	ASTEI20_032723
OG0006062	AAEL010931	ASTEI20_041143
OG0006063	AAEL010933	ASTEI20_041667
OG0006064	AAEL010939	ASTEI20_038494
OG0006065	AAEL028163, AAEL010942	ASTEI20_042296
OG0006066	AAEL010943	ASTEI20_030934
OG0006067	AAEL010945	ASTEI20_038113
OG0006068	AAEL010946, AAEL023509	ASTEI20_043366
OG0006069	AAEL010950	ASTEI20_039301
OG0006070	AAEL010951	ASTEI20_033125
