Orthogroup	LlongipalpisASM	AaegyptiLVP_AGWG
OG0004858	LOC129792206	AAEL005736
OG0004859	LOC129789870	AAEL005739
OG0004860	LOC129794025	AAEL005742
OG0004861	LOC129788144	AAEL005744
OG0004862	LOC129789824	AAEL005754
OG0004863	LOC129789874	AAEL005762
OG0004864	LOC129787609	AAEL005766
OG0004865	LOC129787559	AAEL005769
OG0004866	LOC129787594	AAEL005776
OG0004867	LOC129787636	AAEL005785
OG0004868	LOC129797137	AAEL005787
OG0004869	LOC129786985	AAEL005790
OG0004870	LOC129786423	AAEL005793
OG0004871	LOC129797730	AAEL005796
OG0004872	LOC129797494	AAEL005799
OG0004873	LOC129786834	AAEL005803
OG0004874	LOC129786416	AAEL005813
OG0004875	LOC129786480	AAEL005822
OG0004876	LOC129789075	AAEL005825
OG0004877	LOC129789055	AAEL005826
OG0004878	LOC129789313	AAEL005827
OG0004879	LOC129789453	AAEL005830
OG0004880	LOC129789438	AAEL005831
OG0004881	LOC129789044	AAEL005832
OG0004882	LOC129789314	AAEL005837
OG0004883	LOC129786686	AAEL005839
OG0004884	LOC129791196	AAEL005840
OG0004885	LOC129787496	AAEL005845
OG0004886	LOC129797375	AAEL005850
OG0004887	LOC129787554	AAEL005856
OG0004888	LOC129795647	AAEL005857
OG0004889	LOC129797422	AAEL005861
OG0004890	LOC129795409	AAEL005870
OG0004891	LOC129793646	AAEL005874
OG0004892	LOC129787516	AAEL005879
OG0004893	LOC129793639	AAEL005888
OG0004895	LOC129795371	AAEL005897
OG0004896	LOC129795751	AAEL005902
OG0004897	LOC129794114	AAEL005904
OG0004898	LOC129796347	AAEL005906
OG0004899	LOC129786916	AAEL005908
OG0004900	LOC129793255	AAEL005909
OG0004901	LOC129790918	AAEL005911
OG0004903	LOC129786435	AAEL005915
OG0004905	LOC129793222	AAEL005928
OG0004906	LOC129795475	AAEL005929
OG0004907	LOC129793231	AAEL005931
OG0004908	LOC129786388	AAEL005936
OG0004909	LOC129786378	AAEL005939, AAEL020519
OG0004910	LOC129797358	AAEL005946
OG0004911	LOC129787956	AAEL005947
OG0004912	LOC129787995	AAEL005951
OG0004913	LOC129795591	AAEL005959
OG0004914	LOC129792001	AAEL005968
OG0004915	LOC129792990	AAEL005976
OG0004916	LOC129792958	AAEL005977
OG0004917	LOC129792974	AAEL005980
OG0004918	LOC129793516	AAEL005985
OG0004919	LOC129790459	AAEL026797, AAEL006001
OG0004920	LOC129792931	AAEL006002
OG0004921	LOC129796866	AAEL006009
OG0004922	LOC129796239	AAEL006010
OG0004923	LOC129790654	AAEL006012
OG0004924	LOC129796399	AAEL006016
OG0004925	LOC129786642	AAEL006022
OG0004926	LOC129796226	AAEL006025
OG0004928	LOC129787645	AAEL006036
OG0004929	LOC129786392	AAEL006048
OG0004930	LOC129788501	AAEL006050
OG0004931	LOC129790057	AAEL006051
OG0004932	LOC129788201	AAEL006055
OG0004933	LOC129789229	AAEL006056
OG0004934	LOC129791939	AAEL006059
OG0004935	LOC129788202	AAEL006062
OG0004936	LOC129786661	AAEL006064
OG0004937	LOC129789209	AAEL006065
OG0004938	LOC129786286	AAEL006066
OG0004939	LOC129796509	AAEL006067
OG0004940	LOC129785842	AAEL006069
OG0004941	LOC129790579	AAEL006071
OG0004942	LOC129786745	AAEL006073
OG0004943	LOC129787050	AAEL006080
OG0004944	LOC129791399	AAEL006087
OG0004945	LOC129796227	AAEL006091
OG0004946	LOC129796205	AAEL006098
OG0004948	LOC129793412	AAEL006107
OG0004949	LOC129789125	AAEL006115
OG0004950	LOC129793513	AAEL006116
OG0004951	LOC129796247	AAEL006117
OG0004952	LOC129795181	AAEL006118
OG0004953	LOC129787290	AAEL006120
OG0004954	LOC129785860	AAEL006124
OG0004956	LOC129796944	AAEL006129
OG0004957	LOC129797507	AAEL006133
OG0004958	LOC129797120	AAEL006134
OG0004959	LOC129787664	AAEL006137
OG0004960	LOC129797404	AAEL006139
OG0004961	LOC129796968	AAEL006140
OG0004962	LOC129787099	AAEL006142
OG0004963	LOC129786041	AAEL006150
OG0004964	LOC129797173	AAEL006154
OG0004965	LOC129789733	AAEL006166
OG0004966	LOC129789674	AAEL006167
OG0004967	LOC129787927	AAEL006175
OG0004968	LOC129793568	AAEL006180
OG0004969	LOC129795964	AAEL006185
OG0004970	LOC129791283	AAEL006189
OG0004971	LOC129793004	AAEL006201
OG0004972	LOC129787187	AAEL006208
OG0004973	LOC129791605	AAEL006219
OG0004974	LOC129794133	AAEL006224
OG0004975	LOC129791412	AAEL006231
OG0004976	LOC129787320	AAEL006234
OG0004977	LOC129791609	AAEL006235
OG0004978	LOC129787957	AAEL006251
OG0004979	LOC129786316	AAEL006254
OG0004980	LOC129797837	AAEL006262
OG0004981	LOC129791765	AAEL006265
OG0004982	LOC129792684	AAEL006267
OG0004983	LOC129794017	AAEL006271
OG0004985	LOC129792691	AAEL006277
OG0004986	LOC129793990	AAEL006282
OG0004987	LOC129789422	AAEL006286
OG0004988	LOC129789431	AAEL006298
OG0004989	LOC129789398	AAEL006299
OG0004990	LOC129789412	AAEL006300
OG0004991	LOC129787560	AAEL006308
OG0004992	LOC129797757	AAEL006310
OG0004993	LOC129795718	AAEL006313
OG0004994	LOC129787551	AAEL006322
OG0004995	LOC129795899	AAEL006329
OG0004996	LOC129787503	AAEL006330
OG0004997	LOC129792028	AAEL006339
OG0004998	LOC129792110	AAEL006341
OG0004999	LOC129795704	AAEL006346
OG0005000	LOC129795618	AAEL006350
OG0005001	LOC129794410	AAEL006352
OG0005002	LOC129791911	AAEL006362
OG0005003	LOC129787449	AAEL006364
OG0005004	LOC129792487	AAEL006370
OG0005005	LOC129787442	AAEL006373
OG0005006	LOC129787455	AAEL006374
OG0005007	LOC129790234	AAEL006400
OG0005008	LOC129791384	AAEL006401
OG0005009	LOC129791357	AAEL006407
OG0005010	LOC129791345	AAEL006409
OG0005011	LOC129790162	AAEL006412
OG0005012	LOC129790282	AAEL006413
OG0005013	LOC129790229	AAEL006419
OG0005014	LOC129788659	AAEL006420
OG0005015	LOC129789007	AAEL006432
OG0005016	LOC129788931	AAEL006433
OG0005017	LOC129788870	AAEL006436
OG0005018	LOC129794096	AAEL006437
OG0005019	LOC129790696	AAEL006438
OG0005020	LOC129789128	AAEL006439
OG0005021	LOC129791730	AAEL006441
OG0005022	LOC129789601	AAEL006446
OG0005023	LOC129788966	AAEL006447
OG0005024	LOC129789149	AAEL006451
OG0005025	LOC129796814	AAEL006453
OG0005026	LOC129793779	AAEL006459
OG0005027	LOC129793839	AAEL006460
OG0005028	LOC129797605	AAEL006462
OG0005029	LOC129790980	AAEL006476
OG0005030	LOC129789691	AAEL006478
OG0005032	LOC129796779	AAEL006482
OG0005033	LOC129786587	AAEL006490
OG0005034	LOC129797187	AAEL006491
OG0005035	LOC129787324	AAEL006502
OG0005036	LOC129789124	AAEL006508
OG0005037	LOC129792160	AAEL006509
OG0005038	LOC129790410	AAEL006511
OG0005039	LOC129791071	AAEL006514
OG0005040	LOC129789019	AAEL006516
OG0005041	LOC129790748	AAEL006518, AAEL025432
OG0005042	LOC129788355	AAEL006520
OG0005043	LOC129790124	AAEL006522
OG0005044	LOC129792301	AAEL006536
OG0005045	LOC129792789	AAEL006539
OG0005046	LOC129792749	AAEL006540
OG0005047	LOC129797041	AAEL006543
OG0005048	LOC129792752	AAEL006547
OG0005049	LOC129792594	AAEL006549
OG0005050	LOC129792696	AAEL006551
OG0005051	LOC129797693	AAEL006552
OG0005052	LOC129792699	AAEL006557
OG0005053	LOC129791768	AAEL006560
OG0005054	LOC129786683	AAEL006564
OG0005055	LOC129797008	AAEL006577
OG0005056	LOC129797340	AAEL006581
OG0005057	LOC129786413	AAEL006582
OG0005058	LOC129797047	AAEL006587
OG0005059	LOC129797251	AAEL006589
OG0005060	LOC129789796	AAEL006597
OG0005061	LOC129790293	AAEL006601
OG0005062	LOC129790475	AAEL006609
OG0005063	LOC129788951	AAEL006610
OG0005064	LOC129790058	AAEL006611
OG0005065	LOC129790582	AAEL006625
OG0005066	LOC129796523	AAEL006634
OG0005067	LOC129792402	AAEL006635
OG0005068	LOC129792409	AAEL006636
OG0005069	LOC129790280	AAEL006646
OG0005070	LOC129786601	AAEL006648
OG0005071	LOC129791442	AAEL006649
OG0005072	LOC129786172	AAEL006652
OG0005073	LOC129797352	AAEL006653
OG0005074	LOC129796006	AAEL006654
OG0005075	LOC129786425	AAEL006655
OG0005076	LOC129791443	AAEL006660
OG0005077	LOC129788425	AAEL006663
OG0005078	LOC129788430	AAEL006666
OG0005079	LOC129791160	AAEL006667
OG0005080	LOC129795793	AAEL006669
OG0005081	LOC129795796	AAEL006676
OG0005082	LOC129790844	AAEL006677
OG0005083	LOC129788462	AAEL006682
OG0005084	LOC129788468	AAEL006685
OG0005085	LOC129787667	AAEL006693
OG0005086	LOC129787675	AAEL006698
OG0005088	LOC129787234	AAEL006707
OG0005089	LOC129787060	AAEL006711
OG0005090	LOC129790727	AAEL006712
OG0005091	LOC129788705	AAEL006713
OG0005092	LOC129786986	AAEL006715
OG0005093	LOC129791840	AAEL006717
OG0005094	LOC129792825	AAEL006723
OG0005095	LOC129797410	AAEL006724
OG0005096	LOC129787695	AAEL006725
OG0005097	LOC129794959	AAEL006727
OG0005098	LOC129791905	AAEL006733
OG0005099	LOC129794462	AAEL006735
OG0005100	LOC129796811	AAEL006736
OG0005101	LOC129788068	AAEL006740
OG0005102	LOC129794650	AAEL006747
OG0005103	LOC129792981	AAEL006755
OG0005104	LOC129794460	AAEL006760
OG0005105	LOC129796685	AAEL006762
OG0005106	LOC129796661	AAEL006771
OG0005107	LOC129795689	AAEL006779
OG0005108	LOC129796099	AAEL006782
OG0005109	LOC129786110	AAEL006788
OG0005110	LOC129786152	AAEL006789
OG0005111	LOC129796585	AAEL006791
OG0005112	LOC129796024	AAEL006794
OG0005113	LOC129792251	AAEL006799
OG0005114	LOC129795840	AAEL006800
OG0005115	LOC129795868	AAEL006801
OG0005116	LOC129795430	AAEL006808
OG0005117	LOC129787178	AAEL006819
OG0005118	LOC129790449	AAEL006820
OG0005119	LOC129790861	AAEL006824
OG0005120	LOC129790450	AAEL006826
OG0005121	LOC129792440	AAEL006833
OG0005122	LOC129797471	AAEL006834
OG0005123	LOC129792450	AAEL006836
OG0005124	LOC129797449	AAEL006843
OG0005125	LOC129797697	AAEL006845
OG0005126	LOC129797718	AAEL006847
OG0005127	LOC129797711	AAEL006848
OG0005128	LOC129788887	AAEL006855
OG0005129	LOC129786136	AAEL006867
OG0005130	LOC129795579	AAEL006870
OG0005131	LOC129794599	AAEL006872
OG0005132	LOC129794128	AAEL006879
OG0005133	LOC129794001	AAEL006880
OG0005134	LOC129792249	AAEL006881
OG0005135	LOC129794010	AAEL006884
OG0005136	LOC129793695	AAEL006885
OG0005137	LOC129793150	AAEL006888
OG0005138	LOC129792250	AAEL006890
OG0005139	LOC129793486	AAEL006895
OG0005140	LOC129788398	AAEL006905
OG0005141	LOC129788456	AAEL006908
OG0005142	LOC129788690	AAEL006910
OG0005143	LOC129787604	AAEL006912
OG0005144	LOC129797684	AAEL006915
OG0005145	LOC129797278	AAEL006922
OG0005146	LOC129794906	AAEL006928
OG0005147	LOC129794758	AAEL006934
OG0005148	LOC129791022	AAEL006936, AAEL006949
OG0005149	LOC129787828	AAEL006938
OG0005150	LOC129787330	AAEL006946
OG0005151	LOC129789561	AAEL006956
OG0005152	LOC129793934	AAEL006958
OG0005153	LOC129788512	AAEL006963
OG0005155	LOC129789349	AAEL006972
OG0005156	LOC129790043	AAEL006973
OG0005157	LOC129788490	AAEL006975
OG0005158	LOC129790812	AAEL006976
OG0005159	LOC129786694	AAEL006991
OG0005161	LOC129788911	AAEL007011
OG0005162	LOC129786704	AAEL007015
OG0005164	LOC129786689	AAEL007018
OG0005165	LOC129795562	AAEL007019
OG0005166	LOC129787534	AAEL007023
OG0005167	LOC129792237	AAEL007029
OG0005168	LOC129786942	AAEL007038
OG0005169	LOC129795277	AAEL007041
OG0005170	LOC129790166	AAEL007042
OG0005171	LOC129795385	AAEL007043
OG0005172	LOC129796437	AAEL007050
OG0005173	LOC129795614	AAEL007056
OG0005174	LOC129796475	AAEL007062
OG0005175	LOC129786880, LOC129795716	AAEL007065
OG0005176	LOC129795493	AAEL007069
OG0005177	LOC129792326	AAEL007084
OG0005178	LOC129794903	AAEL007088
OG0005179	LOC129792915	AAEL007092
OG0005180	LOC129793574	AAEL007100
OG0005181	LOC129793797	AAEL007104
OG0005182	LOC129793280	AAEL007105
OG0005183	LOC129791208	AAEL007114
OG0005184	LOC129788576	AAEL007120
OG0005185	LOC129797438	AAEL007127
OG0005187	LOC129793851	AAEL007130
OG0005188	LOC129797419	AAEL007132
OG0005189	LOC129793601	AAEL007137
OG0005190	LOC129792870	AAEL007149
OG0005191	LOC129791432	AAEL007158
OG0005192	LOC129793975	AAEL007160
OG0005193	LOC129794938	AAEL007162
OG0005194	LOC129786141	AAEL007164
OG0005195	LOC129791973	AAEL007173
OG0005196	LOC129792019	AAEL007184
OG0005197	LOC129788924	AAEL007185
OG0005198	LOC129793620	AAEL007189
OG0005199	LOC129793506	AAEL007191
OG0005200	LOC129795433	AAEL007196
OG0005201	LOC129794212	AAEL007200
OG0005202	LOC129793623	AAEL007203
OG0005203	LOC129794211	AAEL007206
OG0005204	LOC129797813	AAEL007211
OG0005205	LOC129789928	AAEL007221
OG0005206	LOC129797143	AAEL007227
OG0005207	LOC129790336	AAEL007235
OG0005208	LOC129791139	AAEL007237
OG0005209	LOC129793393	AAEL007239
OG0005210	LOC129789528	AAEL007240
OG0005211	LOC129796499	AAEL007247
OG0005212	LOC129796341	AAEL007252
OG0005213	LOC129794667	AAEL007253
OG0005214	LOC129796434	AAEL007256
OG0005215	LOC129794665	AAEL007258
OG0005216	LOC129796015	AAEL007259
OG0005217	LOC129794838	AAEL007260
OG0005218	LOC129795929	AAEL007261
OG0005219	LOC129793817	AAEL007267
OG0005220	LOC129787943	AAEL007268
OG0005221	LOC129789589	AAEL007271
OG0005222	LOC129797039	AAEL007279
OG0005223	LOC129792239	AAEL007286
OG0005224	LOC129794984	AAEL007288
OG0005225	LOC129788391	AAEL007290
OG0005226	LOC129795875	AAEL007292
OG0005227	LOC129794885	AAEL007302
OG0005228	LOC129795842	AAEL007303
OG0005229	LOC129794033	AAEL007304
OG0005230	LOC129795852	AAEL007305
OG0005231	LOC129795480	AAEL007306
OG0005232	LOC129788982	AAEL007307
OG0005233	LOC129796115	AAEL007309
OG0005234	LOC129787507	AAEL007310
OG0005235	LOC129791610	AAEL007313
OG0005236	LOC129794202	AAEL007316
OG0005237	LOC129796630	AAEL007317
OG0005238	LOC129794216	AAEL007321
OG0005239	LOC129788840	AAEL007328
OG0005240	LOC129788141	AAEL007329
OG0005241	LOC129790807	AAEL007332
OG0005242	LOC129792142	AAEL007342
OG0005243	LOC129796817	AAEL007354
OG0005244	LOC129796889	AAEL007355
OG0005245	LOC129795728	AAEL007366
OG0005246	LOC129789848	AAEL007372
OG0005247	LOC129792221	AAEL007373
OG0005248	LOC129789905	AAEL007374
OG0005249	LOC129794657	AAEL007382
OG0005250	LOC129787416	AAEL007387
OG0005251	LOC129795177	AAEL007392
OG0005252	LOC129794685	AAEL007393
OG0005253	LOC129794800	AAEL007397
OG0005254	LOC129794675	AAEL007401
OG0005255	LOC129793467	AAEL007410
OG0005256	LOC129791639	AAEL007414
OG0005257	LOC129792242	AAEL007422
OG0005258	LOC129792983	AAEL007423
OG0005259	LOC129797775	AAEL007439
OG0005260	LOC129791179	AAEL007441
OG0005261	LOC129797596	AAEL007442
OG0005262	LOC129797638	AAEL007443
OG0005263	LOC129792401	AAEL007451
OG0005264	LOC129791174	AAEL007452
OG0005265	LOC129794221	AAEL007462
OG0005266	LOC129793369	AAEL007472
OG0005267	LOC129786219	AAEL007480
OG0005268	LOC129790907	AAEL007481
OG0005269	LOC129790128	AAEL007482
OG0005270	LOC129787086	AAEL007483
OG0005271	LOC129797865	AAEL007484
OG0005272	LOC129785911	AAEL007493
OG0005273	LOC129787764	AAEL007495
OG0005274	LOC129793621	AAEL007502
OG0005275	LOC129795553	AAEL007509
OG0005276	LOC129788683	AAEL007521
OG0005277	LOC129786047	AAEL007523
OG0005278	LOC129788026	AAEL007525
OG0005279	LOC129792391	AAEL007526
OG0005280	LOC129786241	AAEL007534
OG0005281	LOC129785978	AAEL007535
OG0005282	LOC129787518	AAEL007539
OG0005283	LOC129788404	AAEL007542
OG0005284	LOC129791834	AAEL007547
OG0005285	LOC129787740	AAEL007548
OG0005286	LOC129786739	AAEL007549
OG0005287	LOC129786749	AAEL007554
OG0005288	LOC129793314	AAEL007555
OG0005289	LOC129796257	AAEL024676, AAEL007556
OG0005290	LOC129791183	AAEL007558
OG0005291	LOC129790236	AAEL007559
OG0005292	LOC129791352	AAEL007560
OG0005293	LOC129791348	AAEL007562
OG0005294	LOC129791311	AAEL007563
OG0005295	LOC129790368	AAEL007566
OG0005296	LOC129797533	AAEL007572, AAEL020170
OG0005297	LOC129797552	AAEL007573
OG0005298	LOC129786758	AAEL007579
OG0005299	LOC129786941	AAEL007607
OG0005300	LOC129792845	AAEL007624
OG0005301	LOC129795870	AAEL007626
OG0005302	LOC129786532	AAEL007633
OG0005303	LOC129786620	AAEL007634
OG0005304	LOC129786564	AAEL007637
OG0005305	LOC129790148	AAEL007641
OG0005306	LOC129797836	AAEL007642
OG0005307	LOC129787039	AAEL007644
OG0005308	LOC129787038	AAEL007646
OG0005309	LOC129789836	AAEL007651
OG0005310	LOC129795162	AAEL007653
OG0005311	LOC129789542	AAEL007656
OG0005312	LOC129790645	AAEL007657
OG0005313	LOC129790127	AAEL007658
OG0005314	LOC129789995	AAEL007660
OG0005315	LOC129789522	AAEL007661
OG0005316	LOC129787388	AAEL007670
OG0005317	LOC129789904	AAEL007672
OG0005318	LOC129795055	AAEL007674
OG0005319	LOC129791229	AAEL007684
OG0005320	LOC129788877	AAEL007687, AAEL028226
OG0005321	LOC129794059	AAEL007690
OG0005323	LOC129790038	AAEL007701
OG0005324	LOC129791073	AAEL007702
OG0005325	LOC129790034	AAEL007705
OG0005326	LOC129791066	AAEL007707
OG0005327	LOC129795691	AAEL007713
OG0005328	LOC129797233	AAEL007715
OG0005329	LOC129795461	AAEL007716
OG0005330	LOC129795752	AAEL007717
OG0005331	LOC129795504	AAEL007718
OG0005332	LOC129795680	AAEL007720
OG0005333	LOC129797223	AAEL007725
OG0005334	LOC129792490	AAEL007729
OG0005335	LOC129789531	AAEL007730
OG0005336	LOC129792263	AAEL007738
OG0005337	LOC129794170	AAEL007739
OG0005338	LOC129790379	AAEL007750
OG0005339	LOC129797553	AAEL007763
OG0005340	LOC129791919	AAEL007765
OG0005341	LOC129791824	AAEL007767
OG0005342	LOC129791764	AAEL007768
OG0005343	LOC129795168	AAEL007771
OG0005344	LOC129791959	AAEL007772
OG0005345	LOC129792240	AAEL007773
OG0005346	LOC129789879	AAEL007777
OG0005347	LOC129787397	AAEL007787
OG0005348	LOC129787059	AAEL007788
OG0005349	LOC129795738	AAEL007790
OG0005350	LOC129797617	AAEL007796
OG0005351	LOC129793729	AAEL007800
OG0005352	LOC129786305	AAEL007809
OG0005353	LOC129790792	AAEL007810
OG0005354	LOC129788893	AAEL007820
OG0005355	LOC129790012	AAEL007821
OG0005356	LOC129787275	AAEL007825
OG0005357	LOC129790014	AAEL007827
OG0005358	LOC129790207	AAEL007839
OG0005359	LOC129793932	AAEL007842
OG0005360	LOC129789961	AAEL007845
OG0005361	LOC129790191	AAEL007848
OG0005362	LOC129788416	AAEL007853
OG0005363	LOC129788818	AAEL007854
OG0005364	LOC129789983	AAEL007856
OG0005365	LOC129797250	AAEL007857
OG0005366	LOC129788844	AAEL007858
OG0005367	LOC129788184	AAEL007862
OG0005368	LOC129787674	AAEL007871
OG0005369	LOC129794917	AAEL007874
OG0005370	LOC129795894	AAEL007877
OG0005371	LOC129795119	AAEL007883
OG0005372	LOC129795902	AAEL007885
OG0005373	LOC129790794	AAEL007891
OG0005374	LOC129789146	AAEL007892
OG0005375	LOC129789382	AAEL007897
OG0005376	LOC129790850	AAEL007904
OG0005377	LOC129790878	AAEL007907
OG0005378	LOC129788731	AAEL007915
OG0005379	LOC129795635	AAEL007920
OG0005380	LOC129797327	AAEL007931
OG0005381	LOC129789695	AAEL007936
OG0005382	LOC129797326	AAEL007943
OG0005383	LOC129791288	AAEL007944
OG0005384	LOC129790324	AAEL007945
OG0005385	LOC129793236	AAEL007955
OG0005386	LOC129789020	AAEL007982
OG0005387	LOC129795683	AAEL007988
OG0005389	LOC129793310	AAEL007994
OG0005390	LOC129792542	AAEL007997
OG0005392	LOC129789312	AAEL008020
OG0005393	LOC129785861	AAEL008022
OG0005394	LOC129790031	AAEL008025
OG0005395	LOC129794961	AAEL008036
OG0005396	LOC129796440	AAEL008038
OG0005397	LOC129786923	AAEL008042
OG0005398	LOC129786862	AAEL008044
OG0005399	LOC129786818	AAEL008048
OG0005400	LOC129791802	AAEL008058
OG0005401	LOC129793842	AAEL008061
OG0005402	LOC129792860	AAEL008062
OG0005403	LOC129789586	AAEL008068
OG0005404	LOC129788929	AAEL008069
OG0005405	LOC129791147	AAEL008071
OG0005406	LOC129793781	AAEL008073
OG0005407	LOC129789435	AAEL008088
OG0005408	LOC129797483	AAEL008099
OG0005409	LOC129797516	AAEL008102
OG0005410	LOC129787642	AAEL008103
OG0005411	LOC129797513	AAEL008105
OG0005412	LOC129797195	AAEL008107
OG0005413	LOC129794924	AAEL008108
OG0005414	LOC129797764, LOC129797762	AAEL008111
OG0005415	LOC129795581	AAEL008115
OG0005416	LOC129788059	AAEL008116
OG0005417	LOC129786335	AAEL008124
OG0005418	LOC129793917	AAEL008126
OG0005419	LOC129797794	AAEL008128
OG0005420	LOC129786337	AAEL008131
OG0005421	LOC129786333	AAEL008133
OG0005422	LOC129793311	AAEL008134
OG0005423	LOC129794883	AAEL008135
OG0005424	LOC129786327	AAEL008136
OG0005425	LOC129793170	AAEL008141
OG0005426	LOC129794891	AAEL008144
OG0005428	LOC129787599	AAEL008161
OG0005429	LOC129797305	AAEL008166
OG0005430	LOC129796928	AAEL008167
OG0005431	LOC129795741	AAEL008169
OG0005432	LOC129796984	AAEL008171
OG0005433	LOC129797295	AAEL022169, AAEL008175
OG0005434	LOC129797232	AAEL008179
OG0005435	LOC129793364	AAEL008181
OG0005436	LOC129791944	AAEL008184
OG0005437	LOC129787119	AAEL008189
OG0005438	LOC129790909	AAEL008190
OG0005440	LOC129795940	AAEL008195
OG0005441	LOC129786420	AAEL008216
OG0005442	LOC129796513	AAEL008228
OG0005443	LOC129793918	AAEL008234
OG0005444	LOC129796960	AAEL008242
OG0005445	LOC129791092	AAEL008243
OG0005446	LOC129786233	AAEL008244
OG0005448	LOC129787666	AAEL008247
OG0005449	LOC129796962	AAEL008248
OG0005450	LOC129796965	AAEL008249
OG0005451	LOC129786250	AAEL008250
OG0005452	LOC129793935	AAEL008255
OG0005453	LOC129793813	AAEL008256
OG0005454	LOC129796963	AAEL008258
OG0005455	LOC129788151	AAEL008262
OG0005456	LOC129796529	AAEL008269
OG0005458	LOC129796642	AAEL008282
OG0005459	LOC129789623	AAEL008319
OG0005460	LOC129790601	AAEL008320
OG0005461	LOC129790604	AAEL008322
OG0005462	LOC129789776	AAEL008323
OG0005463	LOC129794714	AAEL008327
OG0005464	LOC129790643	AAEL008334
OG0005465	LOC129791869	AAEL008354
OG0005466	LOC129793571	AAEL008360
OG0005467	LOC129790436	AAEL008363
OG0005468	LOC129797217	AAEL008366
OG0005469	LOC129790796	AAEL008370
OG0005470	LOC129787106	AAEL008371
OG0005471	LOC129788625	AAEL008373
OG0005472	LOC129793108	AAEL008375
OG0005473	LOC129786244	AAEL008377
OG0005474	LOC129794922	AAEL008379
OG0005475	LOC129794698	AAEL008382
OG0005476	LOC129795448	AAEL008390
OG0005477	LOC129795407	AAEL008391
OG0005478	LOC129796498	AAEL008392
OG0005479	LOC129796491	AAEL008393
OG0005481	LOC129788031, LOC129790520	AAEL008397
OG0005482	LOC129790815	AAEL008398
OG0005483	LOC129790519	AAEL008401
OG0005484	LOC129790518	AAEL008408
OG0005485	LOC129795512	AAEL008418
OG0005486	LOC129789749	AAEL008425
OG0005487	LOC129790385	AAEL008434
OG0005488	LOC129789816	AAEL008443
OG0005489	LOC129789745	AAEL008461
OG0005490	LOC129793313	AAEL008469
OG0005491	LOC129787512	AAEL008475
OG0005492	LOC129789750	AAEL008476
OG0005493	LOC129790350	AAEL008481
OG0005494	LOC129787010	AAEL008490
OG0005495	LOC129791429	AAEL008492
OG0005496	LOC129788906	AAEL008493
OG0005497	LOC129790784	AAEL008495
OG0005498	LOC129788888	AAEL008496
OG0005499	LOC129790788	AAEL008498
OG0005500	LOC129789676	AAEL008500
OG0005501	LOC129790791	AAEL008502
OG0005502	LOC129789668	AAEL008505
OG0005503	LOC129787533	AAEL008521
OG0005505	LOC129786517	AAEL008528
OG0005506	LOC129789031	AAEL008530
OG0005507	LOC129788960	AAEL008542
OG0005508	LOC129795845	AAEL008543
OG0005509	LOC129795885	AAEL008553
OG0005510	LOC129792724	AAEL008557
OG0005511	LOC129791843	AAEL008559
OG0005512	LOC129793493	AAEL008562
OG0005513	LOC129795412	AAEL008576
OG0005514	LOC129796704	AAEL008577
OG0005515	LOC129795440	AAEL008579
OG0005516	LOC129795653	AAEL008584
OG0005517	LOC129790819	AAEL008590
OG0005518	LOC129791166	AAEL008591
OG0005519	LOC129790608	AAEL008594
OG0005520	LOC129790917	AAEL008601
OG0005521	LOC129790863	AAEL008603
OG0005522	LOC129790391	AAEL008605
OG0005523	LOC129790525	AAEL008607
OG0005524	LOC129787795	AAEL008608
OG0005525	LOC129790097	AAEL008610
OG0005526	LOC129788047	AAEL008613
OG0005527	LOC129797862	AAEL008617
OG0005528	LOC129788052	AAEL008623
OG0005529	LOC129789710	AAEL008630
OG0005530	LOC129790197	AAEL008635
OG0005531	LOC129788002	AAEL008641
OG0005532	LOC129786456	AAEL008643
OG0005533	LOC129787961	AAEL008645
OG0005534	LOC129786409	AAEL008647
OG0005535	LOC129787830	AAEL008650
OG0005536	LOC129797669	AAEL008653
OG0005537	LOC129790257	AAEL008654
OG0005538	LOC129790048	AAEL008656
OG0005539	LOC129790286	AAEL008660
OG0005540	LOC129788049	AAEL008664
OG0005541	LOC129794327	AAEL008674
OG0005542	LOC129794326	AAEL008676
OG0005543	LOC129792636	AAEL008679
OG0005544	LOC129794329	AAEL008680
OG0005545	LOC129791028	AAEL008692
OG0005546	LOC129792157	AAEL008696
OG0005547	LOC129795982	AAEL008701
OG0005548	LOC129795925	AAEL008705
OG0005549	LOC129795485	AAEL008706
OG0005550	LOC129786803	AAEL008715
OG0005551	LOC129789063	AAEL008716
OG0005552	LOC129796370	AAEL008722
OG0005553	LOC129787473	AAEL008723
OG0005554	LOC129796358	AAEL008724
OG0005555	LOC129789355	AAEL008725
OG0005556	LOC129795431	AAEL008726
OG0005557	LOC129795498	AAEL008728
OG0005558	LOC129794806	AAEL008730
OG0005559	LOC129795966	AAEL008741
OG0005560	LOC129796495	AAEL008743
OG0005561	LOC129786108	AAEL008745
OG0005563	LOC129796624	AAEL008758
OG0005564	LOC129795360	AAEL008760
OG0005565	LOC129796621	AAEL008761
OG0005566	LOC129794933	AAEL008764
OG0005567	LOC129795265	AAEL008765
OG0005568	LOC129792199	AAEL008768
OG0005569	LOC129793234	AAEL008770
OG0005570	LOC129792196	AAEL008777
OG0005571	LOC129793204	AAEL008783
OG0005572	LOC129788346	AAEL008785
OG0005573	LOC129796149	AAEL008786
OG0005574	LOC129797503	AAEL008787
