Orthogroup	LlongipalpisASM	AaegyptiLVP_AGWG
OG0007392	LOC129795040	AAEL022870, AAEL028243, AAEL027167, AAEL024477, AAEL023440, AAEL023106
OG0007393	LOC129786925	AAEL022872
OG0007395	LOC129794336	AAEL022882
OG0007396	LOC129793057	AAEL022891
OG0007397	LOC129790922	AAEL022930
OG0007398	LOC129795508	AAEL022941
OG0007399	LOC129795814	AAEL022945
OG0007400	LOC129797145	AAEL022948
OG0007401	LOC129791839	AAEL022990
OG0007402	LOC129793967	AAEL023007
OG0007403	LOC129792122	AAEL023037
OG0007404	LOC129794966	AAEL023046
OG0007405	LOC129791571	AAEL023060
OG0007406	LOC129788704	AAEL023069
OG0007407	LOC129792894	AAEL023076
OG0007408	LOC129786403	AAEL023096
OG0007409	LOC129795426	AAEL023098
OG0007410	LOC129797530	AAEL023104
OG0007412	LOC129786919	AAEL023169
OG0007413	LOC129786805	AAEL023182
OG0007414	LOC129793610	AAEL023188
OG0007415	LOC129792778	AAEL023217
OG0007416	LOC129786011	AAEL023229
OG0007417	LOC129788995	AAEL023253
OG0007419	LOC129791871	AAEL023323
OG0007420	LOC129793491	AAEL023329
OG0007421	LOC129794989	AAEL023332
OG0007422	LOC129794437	AAEL023335
OG0007423	LOC129792615	AAEL023348
OG0007424	LOC129787896	AAEL023365
OG0007425	LOC129788852	AAEL023379
OG0007426	LOC129796409	AAEL023382
OG0007427	LOC129793224, LOC129787195	AAEL023413
OG0007428	LOC129793532	AAEL023441
OG0007429	LOC129793584	AAEL023444
OG0007432	LOC129786575	AAEL023491
OG0007433	LOC129789192	AAEL023493, AAEL025935
OG0007434	LOC129792279	AAEL023494
OG0007435	LOC129796141	AAEL023495
OG0007436	LOC129793514	AAEL023508
OG0007437	LOC129794532	AAEL023517
OG0007438	LOC129794012	AAEL023521
OG0007439	LOC129789563	AAEL023524
OG0007440	LOC129792945	AAEL023581
OG0007441	LOC129786677	AAEL023585
OG0007442	LOC129795167	AAEL023586
OG0007443	LOC129792106	AAEL023600
OG0007444	LOC129787929	AAEL023603
OG0007445	LOC129788812	AAEL023629
OG0007446	LOC129796850	AAEL023657
OG0007447	LOC129791723	AAEL023675
OG0007448	LOC129791806	AAEL023676
OG0007449	LOC129792720	AAEL023679
OG0007450	LOC129791457	AAEL023684
OG0007451	LOC129793165	AAEL023701
OG0007452	LOC129789888	AAEL023730
OG0007453	LOC129787529	AAEL023732
OG0007454	LOC129787981	AAEL023746
OG0007455	LOC129792816	AAEL023768
OG0007456	LOC129792177	AAEL023802
OG0007458	LOC129794231	AAEL023846
OG0007459	LOC129787048	AAEL023850
OG0007461	LOC129794323	AAEL023890
OG0007462	LOC129787968	AAEL023895
OG0007463	LOC129789228	AAEL023900
OG0007464	LOC129790817	AAEL023902
OG0007466	LOC129789985	AAEL023948
OG0007469	LOC129793147	AAEL023985
OG0007470	LOC129791820	AAEL024003
OG0007471	LOC129793209	AAEL024010
OG0007472	LOC129786666	AAEL024053
OG0007473	LOC129791518	AAEL024113
OG0007475	LOC129787202	AAEL024147
OG0007476	LOC129793841	AAEL024153
OG0007477	LOC129791532	AAEL024160
OG0007478	LOC129786312	AAEL024179
OG0007479	LOC129796037	AAEL024186
OG0007480	LOC129793159	AAEL024195
OG0007481	LOC129789310, LOC129789464	AAEL024210
OG0007482	LOC129791915	AAEL024228
OG0007483	LOC129792554	AAEL024235
OG0007484	LOC129786202	AAEL024264
OG0007487	LOC129789385	AAEL024326
OG0007488	LOC129793711	AAEL024330
OG0007489	LOC129787418	AAEL024359
OG0007490	LOC129789394	AAEL024396
OG0007491	LOC129794280	AAEL024411
OG0007492	LOC129790292	AAEL024412
OG0007493	LOC129789759	AAEL024429
OG0007494	LOC129791187	AAEL024430
OG0007496	LOC129787382	AAEL024454
OG0007497	LOC129786756	AAEL024479
OG0007498	LOC129792598	AAEL024490
OG0007499	LOC129791466	AAEL024500
OG0007500	LOC129787550	AAEL024508
OG0007503	LOC129788703	AAEL024535
OG0007504	LOC129795505	AAEL024563
OG0007505	LOC129795041	AAEL024566
OG0007506	LOC129794338	AAEL024568
OG0007507	LOC129793827	AAEL024583
OG0007508	LOC129789306	AAEL024593
OG0007509	LOC129787451	AAEL024602
OG0007510	LOC129790526	AAEL024653
OG0007511	LOC129788934	AAEL024655
OG0007512	LOC129795538	AAEL024675
OG0007513	LOC129791822	AAEL024700
OG0007514	LOC129791941	AAEL024709
OG0007515	LOC129788088	AAEL024720
OG0007516	LOC129792605	AAEL024732
OG0007517	LOC129788423	AAEL024741
OG0007518	LOC129795490	AAEL024756
OG0007519	LOC129795439	AAEL024814
OG0007520	LOC129796052	AAEL024841
OG0007521	LOC129788676	AAEL024842, AAEL027739
OG0007522	LOC129794229	AAEL024847
OG0007523	LOC129790674	AAEL024849
OG0007524	LOC129791781	AAEL024852
OG0007525	LOC129792228	AAEL024853
OG0007527	LOC129787964	AAEL024913
OG0007528	LOC129793542	AAEL024921
OG0007529	LOC129787814	AAEL024930
OG0007530	LOC129792075	AAEL024936
OG0007531	LOC129797537	AAEL024953
OG0007532	LOC129788206	AAEL024958
OG0007533	LOC129789638	AAEL024973
OG0007534	LOC129787811	AAEL024980
OG0007536	LOC129791667	AAEL025001
OG0007537	LOC129791913	AAEL025004
OG0007538	LOC129790051	AAEL025006
OG0007539	LOC129790143	AAEL025030
OG0007540	LOC129790145	AAEL025042
OG0007541	LOC129785830	AAEL025051
OG0007543	LOC129793161	AAEL025065
OG0007544	LOC129787628	AAEL025078
OG0007545	LOC129786374	AAEL025080
OG0007546	LOC129795997	AAEL025091
OG0007547	LOC129791220	AAEL025122
OG0007548	LOC129790363	AAEL025134
OG0007549	LOC129795435	AAEL025150
OG0007550	LOC129794119	AAEL025155
OG0007551	LOC129794056	AAEL025171
OG0007552	LOC129786853	AAEL025190
OG0007553	LOC129790668	AAEL025199
OG0007554	LOC129791004	AAEL025202
OG0007555	LOC129788383	AAEL025216
OG0007556	LOC129791465	AAEL025223
OG0007557	LOC129794828	AAEL025228
OG0007558	LOC129791624	AAEL025229
OG0007559	LOC129796922	AAEL025246
OG0007560	LOC129796536	AAEL025249
OG0007561	LOC129791705	AAEL025258
OG0007562	LOC129796308	AAEL025268
OG0007563	LOC129788053	AAEL025309
OG0007564	LOC129787797	AAEL025321
OG0007565	LOC129792095	AAEL025390
OG0007566	LOC129791078	AAEL025404
OG0007567	LOC129791125	AAEL025416
OG0007568	LOC129792138	AAEL025431
OG0007569	LOC129794110	AAEL025437
OG0007570	LOC129785939	AAEL025455
OG0007571	LOC129797163	AAEL025471
OG0007572	LOC129794082	AAEL025502
OG0007573	LOC129787541	AAEL025509
OG0007574	LOC129791776	AAEL025514
OG0007576	LOC129791784	AAEL025520
OG0007577	LOC129790122	AAEL025532
OG0007578	LOC129787025	AAEL025533
OG0007579	LOC129797860	AAEL025569
OG0007580	LOC129792893	AAEL025570
OG0007581	LOC129793755	AAEL025591
OG0007582	LOC129793624, LOC129790709	AAEL025597
OG0007583	LOC129795484	AAEL025600
OG0007584	LOC129797475	AAEL025631
OG0007585	LOC129796607	AAEL025635
OG0007586	LOC129796993	AAEL025645
OG0007587	LOC129791606	AAEL025652
OG0007588	LOC129787652	AAEL025656
OG0007589	LOC129789875	AAEL025658
OG0007590	LOC129797432	AAEL025664
OG0007591	LOC129787858	AAEL025694
OG0007592	LOC129787540	AAEL025697
OG0007593	LOC129797265	AAEL025704
OG0007594	LOC129787409	AAEL025717
OG0007595	LOC129790544	AAEL025736
OG0007597	LOC129790378	AAEL025769
OG0007598	LOC129791449	AAEL025801
OG0007599	LOC129787440	AAEL025806
OG0007600	LOC129792836	AAEL025808
OG0007601	LOC129795811	AAEL025822
OG0007602	LOC129786009	AAEL025836
OG0007603	LOC129792050	AAEL025859
OG0007604	LOC129796109	AAEL025882
OG0007605	LOC129796254	AAEL025888
OG0007606	LOC129793469	AAEL025908
OG0007607	LOC129793993	AAEL025915
OG0007608	LOC129795491	AAEL025922
OG0007610	LOC129789283	AAEL025966
OG0007611	LOC129796651	AAEL025969
OG0007612	LOC129797515	AAEL025976
OG0007613	LOC129792338	AAEL025983
OG0007614	LOC129791182	AAEL026010
OG0007615	LOC129785890	AAEL026018
OG0007616	LOC129793737	AAEL026040
OG0007617	LOC129788727	AAEL026043
OG0007618	LOC129786234	AAEL026044
OG0007619	LOC129794206	AAEL026055
OG0007620	LOC129787497	AAEL026069
OG0007621	LOC129793302	AAEL026075
OG0007622	LOC129791704	AAEL026095
OG0007623	LOC129788945	AAEL026104
OG0007624	LOC129791978	AAEL026118
OG0007625	LOC129790598	AAEL026214
OG0007626	LOC129787077	AAEL026218
OG0007627	LOC129793475	AAEL026229
OG0007628	LOC129794626	AAEL026231
OG0007630	LOC129790072	AAEL026269
OG0007631	LOC129792579	AAEL026274
OG0007632	LOC129797153	AAEL026276
OG0007633	LOC129794279	AAEL026338
OG0007634	LOC129792483	AAEL026354
OG0007635	LOC129792246	AAEL026357
OG0007636	LOC129797866	AAEL026364
OG0007637	LOC129796586	AAEL026410
OG0007638	LOC129791819	AAEL026439
OG0007639	LOC129790271	AAEL026440
OG0007640	LOC129793169	AAEL026443
OG0007641	LOC129789302	AAEL026470
OG0007642	LOC129792480	AAEL026474
OG0007643	LOC129788933	AAEL026486
OG0007644	LOC129791572	AAEL026487
OG0007645	LOC129786540	AAEL026488
OG0007646	LOC129791774	AAEL026497
OG0007648	LOC129790908	AAEL026560
OG0007649	LOC129788734	AAEL026571
OG0007650	LOC129797247	AAEL026619
OG0007651	LOC129788385	AAEL026633
OG0007652	LOC129793382	AAEL026651
OG0007653	LOC129794729	AAEL026664
OG0007654	LOC129794157	AAEL026700
OG0007655	LOC129787748	AAEL026714
OG0007656	LOC129788718	AAEL026750
OG0007657	LOC129786030	AAEL026791
OG0007658	LOC129792796	AAEL026811
OG0007660	LOC129797469	AAEL026826
OG0007661	LOC129794277	AAEL026828
OG0007663	LOC129796935	AAEL026837
OG0007664	LOC129797212	AAEL026843
OG0007665	LOC129786013	AAEL026845
OG0007666	LOC129790659	AAEL026852
OG0007668	LOC129792819	AAEL026920
OG0007669	LOC129786418	AAEL026922
OG0007670	LOC129787882	AAEL026928
OG0007671	LOC129791867	AAEL026962
OG0007672	LOC129794569	AAEL026966
OG0007673	LOC129795679	AAEL026977
OG0007674	LOC129794074	AAEL026991, AAEL027089
OG0007675	LOC129789485	AAEL027007
OG0007676	LOC129789100	AAEL027034
OG0007677	LOC129792930	AAEL027054
OG0007678	LOC129792494	AAEL027061
OG0007679	LOC129787121	AAEL027066
OG0007680	LOC129790465	AAEL027067
OG0007681	LOC129791234	AAEL027069
OG0007682	LOC129789399	AAEL027088
OG0007683	LOC129793501	AAEL027092
OG0007684	LOC129795303	AAEL027096
OG0007685	LOC129787892	AAEL027103
OG0007686	LOC129785831	AAEL027111
OG0007688	LOC129791567	AAEL027135
OG0007689	LOC129786400	AAEL027150
OG0007690	LOC129793130	AAEL027175
OG0007691	LOC129788759	AAEL027190
OG0007692	LOC129787891	AAEL027193
OG0007693	LOC129790046	AAEL027204
OG0007694	LOC129794244	AAEL027210
OG0007695	LOC129791842	AAEL027232
OG0007696	LOC129795455	AAEL027238
OG0007697	LOC129793795	AAEL027240
OG0007698	LOC129788732	AAEL027249
OG0007699	LOC129797426	AAEL027261
OG0007700	LOC129796701	AAEL027277
OG0007701	LOC129786989	AAEL027287
OG0007702	LOC129795285	AAEL027307
OG0007703	LOC129794286	AAEL027317
OG0007704	LOC129794341	AAEL027319
OG0007705	LOC129789353	AAEL027322
OG0007706	LOC129797785	AAEL027326
OG0007707	LOC129786402	AAEL027340
OG0007708	LOC129796525	AAEL027342
OG0007709	LOC129785849	AAEL027354
OG0007710	LOC129786514	AAEL027361
OG0007711	LOC129789660	AAEL027380
OG0007712	LOC129787006	AAEL027384
OG0007713	LOC129796354	AAEL027393
OG0007714	LOC129791286	AAEL027398
OG0007715	LOC129787079	AAEL027424
OG0007716	LOC129792570	AAEL027429
OG0007717	LOC129786613	AAEL027436
OG0007719	LOC129793952	AAEL027465
OG0007720	LOC129793363	AAEL027472
OG0007721	LOC129791595	AAEL027479
OG0007722	LOC129788950	AAEL027483
OG0007723	LOC129792553	AAEL027494
OG0007724	LOC129795449	AAEL027504
OG0007725	LOC129790129	AAEL027518
OG0007726	LOC129790619	AAEL027520
OG0007727	LOC129788428	AAEL027533
OG0007728	LOC129788070	AAEL027554
OG0007729	LOC129797721	AAEL027594
OG0007730	LOC129787526	AAEL027597
OG0007731	LOC129791326	AAEL027614
OG0007732	LOC129790729	AAEL027658
OG0007733	LOC129792629	AAEL027666
OG0007734	LOC129793269	AAEL027674
OG0007735	LOC129789592	AAEL027688
OG0007736	LOC129797424	AAEL027694
OG0007737	LOC129795463	AAEL027722
OG0007738	LOC129786081	AAEL027731
OG0007739	LOC129796044	AAEL027732
OG0007740	LOC129787032	AAEL027751
OG0007741	LOC129797736	AAEL027771
OG0007742	LOC129790092	AAEL027790
OG0007743	LOC129790706	AAEL027821
OG0007744	LOC129795459	AAEL027868
OG0007745	LOC129794683	AAEL027879
OG0007748	LOC129786479	AAEL027910
OG0007750	LOC129787521	AAEL027938
OG0007751	LOC129796778	AAEL027940
OG0007752	LOC129792718	AAEL027972
OG0007753	LOC129790704	AAEL028013
OG0007754	LOC129793448	AAEL028037
OG0007755	LOC129790502	AAEL028043
OG0007757	LOC129789829	AAEL028056
OG0007758	LOC129786891	AAEL028079
OG0007760	LOC129792375	AAEL028107
OG0007761	LOC129794060	AAEL028119
OG0007762	LOC129796351	AAEL028170
OG0007763	LOC129792371	AAEL028185
OG0007764	LOC129786215	AAEL028211
OG0007765	LOC129795447	AAEL028220
OG0007766	LOC129789661	AAEL028236
OG0007767	LOC129786621	AAEL028239
OG0007768	LOC129788438	AAEL029004
OG0007770	LOC129787614	AAEL029016
OG0007771	LOC129789143	AAEL029017
OG0007772	LOC129788677	AAEL029035
OG0007773	LOC129791455	AAEL029068
OG0007774	LOC129791438	AAEL029112
OG0007838	LOC129787581	AAEL000001
OG0007839	LOC129797335	AAEL000005
OG0007840	LOC129797750	AAEL000050
OG0007842	LOC129787916	AAEL000084
OG0007843	LOC129796800	AAEL000094
OG0007846	LOC129788876	AAEL000134
OG0007848	LOC129786394	AAEL000147
OG0007849	LOC129796504	AAEL000152
OG0007852	LOC129786373	AAEL000178
OG0007853	LOC129795324	AAEL000182
OG0007855	LOC129786789	AAEL000191
OG0007856	LOC129792478	AAEL000227
OG0007857	LOC129787007, LOC129787013	AAEL000234
OG0007858	LOC129792479	AAEL000256
OG0007860	LOC129796634	AAEL000260
OG0007862	LOC129797099	AAEL000276
OG0007863	LOC129795864	AAEL000285
OG0007864	LOC129792178	AAEL000288
OG0007866	LOC129795725	AAEL000297
OG0007867	LOC129789919	AAEL000304
OG0007868	LOC129793144	AAEL000330
OG0007875	LOC129795084	AAEL000394
OG0007877	LOC129795301	AAEL000406
OG0007878	LOC129796900	AAEL000407
OG0007879	LOC129795703	AAEL000410
OG0007881	LOC129795179	AAEL000467
OG0007882	LOC129796339	AAEL000471
OG0007884	LOC129795460	AAEL000504
OG0007887	LOC129795721	AAEL000562
OG0007888	LOC129785951	AAEL000564
OG0007889	LOC129792222	AAEL000568
OG0007890	LOC129796301	AAEL000572
OG0007891	LOC129794805	AAEL000652
OG0007892	LOC129793883	AAEL000656
OG0007893	LOC129795200	AAEL000663
OG0007894	LOC129790670	AAEL000685
OG0007895	LOC129789973	AAEL000697
OG0007896	LOC129789401	AAEL000699
OG0007897	LOC129797771	AAEL000744
OG0007901	LOC129796222	AAEL000844
OG0007902	LOC129796255	AAEL000847
OG0007903	LOC129794576	AAEL000855
OG0007904	LOC129794587	AAEL000869
OG0007906	LOC129788035	AAEL000903
OG0007907	LOC129787688	AAEL000923
OG0007908	LOC129796884	AAEL000947, AAEL026893
OG0007909	LOC129792957	AAEL000952, AAEL022371
OG0007910	LOC129796700	AAEL000970
OG0007911	LOC129787854	AAEL000983
OG0007914	LOC129796572	AAEL001062
OG0007915	LOC129787796	AAEL001068
OG0007916	LOC129793637	AAEL001074
OG0007917	LOC129791902	AAEL001088
OG0007918	LOC129787804	AAEL001090
OG0007919	LOC129791775	AAEL001094
OG0007920	LOC129790346	AAEL001106
OG0007922	LOC129795858	AAEL001124
OG0007923	LOC129797704	AAEL001132
OG0007924	LOC129786012	AAEL001156
OG0007925	LOC129790353	AAEL001159
OG0007926	LOC129795551	AAEL001173
OG0007930	LOC129794633	AAEL001187
OG0007931	LOC129790069	AAEL001201
OG0007932	LOC129787057	AAEL001210
OG0007934	LOC129788447	AAEL001235
OG0007935	LOC129790972	AAEL001236
OG0007936	LOC129788410	AAEL001243
OG0007937	LOC129795417	AAEL001260
OG0007938	LOC129791773	AAEL001270
OG0007939	LOC129794140	AAEL001324
OG0007941	LOC129794851	AAEL001334
OG0007942	LOC129786119	AAEL001345
OG0007944	LOC129793339	AAEL001361
OG0007945	LOC129793301	AAEL001363
OG0007946	LOC129792182	AAEL001371
OG0007947	LOC129791641	AAEL001382
OG0007949	LOC129793240	AAEL001405
OG0007950	LOC129786959	AAEL001412
OG0007952	LOC129790056	AAEL001447
OG0007954	LOC129788537	AAEL001476
OG0007955	LOC129788420	AAEL001479
OG0007957	LOC129791969	AAEL001524
OG0007958	LOC129795108	AAEL001532
OG0007959	LOC129793947	AAEL001544
OG0007960	LOC129794089	AAEL001562
OG0007961	LOC129792503	AAEL001580
OG0007963	LOC129787498	AAEL001612
OG0007964	LOC129790174	AAEL001616
OG0007965	LOC129793905	AAEL001626
OG0007966	LOC129787574	AAEL001627
OG0007968	LOC129793606	AAEL001657
OG0007971	LOC129789162	AAEL001708
OG0007973	LOC129791697	AAEL001754
OG0007974	LOC129790805	AAEL001775
OG0007975	LOC129793733	AAEL001778
OG0007976	LOC129791687	AAEL001779
OG0007977	LOC129790451	AAEL001817
OG0007978	LOC129790463	AAEL001830
OG0007980	LOC129791362	AAEL001837
OG0007982	LOC129788454	AAEL001871
OG0007983	LOC129791420	AAEL001894
OG0007985	LOC129789182	AAEL001905
OG0007986	LOC129794640	AAEL001918
OG0007987	LOC129789102	AAEL001922
OG0007988	LOC129792876	AAEL001929
OG0007990	LOC129792985	AAEL001943
OG0007992	LOC129788842	AAEL001959
OG0007995	LOC129788891	AAEL002002
OG0007997	LOC129792657	AAEL002056
OG0007998	LOC129797344	AAEL002094
OG0007999	LOC129796054	AAEL002098
OG0008000	LOC129794787	AAEL002108
OG0008002	LOC129797062	AAEL002119
OG0008003	LOC129790723	AAEL002129
OG0008004	LOC129797315	AAEL002131
OG0008005	LOC129797787	AAEL002140
OG0008007	LOC129787643	AAEL002155
OG0008009	LOC129794792	AAEL002183
OG0008011	LOC129789446	AAEL002219
OG0008012	LOC129790387	AAEL002225
OG0008015	LOC129791590	AAEL002249
OG0008018	LOC129796405	AAEL002303
OG0008019	LOC129797376	AAEL002304
OG0008020	LOC129787803	AAEL002309
OG0008021	LOC129797357	AAEL002311
OG0008023	LOC129793920	AAEL002348
OG0008024	LOC129787950	AAEL002354
OG0008025	LOC129794142	AAEL002361
OG0008026	LOC129797159	AAEL002374
OG0008028	LOC129788044	AAEL002418
OG0008031	LOC129790938	AAEL002520
OG0008032	LOC129786188	AAEL002526
OG0008034	LOC129788955	AAEL002551
OG0008035	LOC129789843	AAEL002556
OG0008036	LOC129797737	AAEL002572
OG0008037	LOC129795075	AAEL002579
OG0008052	LOC129797366	AAEL002777
OG0008053	LOC129797664	AAEL002779
OG0008054	LOC129787788	AAEL002786
OG0008055	LOC129797539	AAEL002788
OG0008056	LOC129787798	AAEL002803
OG0008058	LOC129796978	AAEL002820
OG0008060	LOC129796462	AAEL002844
OG0008062	LOC129790256	AAEL002866
OG0008063	LOC129787899	AAEL002893
OG0008064	LOC129797139	AAEL002898
OG0008065	LOC129789421	AAEL002900
OG0008066	LOC129788763	AAEL002912
OG0008067	LOC129794606	AAEL002986
OG0008070	LOC129789681	AAEL003039
OG0008071	LOC129788345	AAEL003043
OG0008073	LOC129794000	AAEL003065
OG0008074	LOC129791556	AAEL003097
OG0008077	LOC129791725	AAEL003112
OG0008078	LOC129796174	AAEL003127
OG0008080	LOC129786468	AAEL003213
OG0008084	LOC129788001	AAEL003271
OG0008086	LOC129790935	AAEL003291
OG0008088	LOC129796243	AAEL003302
OG0008090	LOC129791304	AAEL003345
OG0008091	LOC129789484	AAEL003352
OG0008094	LOC129796517	AAEL003435
OG0008096	LOC129795727	AAEL003464
OG0008098	LOC129786871	AAEL003501
OG0008099	LOC129796546	AAEL003548
OG0008100	LOC129795939	AAEL003549
OG0008101	LOC129793390	AAEL003560
OG0008104	LOC129797566	AAEL003597
OG0008106	LOC129785871	AAEL003645
OG0008107	LOC129793627	AAEL003680
OG0008108	LOC129788507	AAEL003681
OG0008109	LOC129792303	AAEL003714
OG0008110	LOC129790884	AAEL003758
OG0008111	LOC129787881	AAEL003766
OG0008112	LOC129787941	AAEL003768
OG0008114	LOC129788811	AAEL003789
OG0008115	LOC129790076	AAEL003791
OG0008119	LOC129796117	AAEL003899
OG0008120	LOC129792167	AAEL003905
OG0008121	LOC129790139	AAEL003907
OG0008122	LOC129787470	AAEL003912
OG0008123	LOC129790393	AAEL003917
OG0008124	LOC129786627	AAEL003921
OG0008125	LOC129792655	AAEL003924
OG0008126	LOC129790809	AAEL003942
OG0008127	LOC129792751	AAEL003944
OG0008130	LOC129797078	AAEL003970
OG0008131	LOC129786368	AAEL003978
OG0008133	LOC129796799	AAEL004006
OG0008134	LOC129794530	AAEL004022
OG0008136	LOC129796974	AAEL004039
OG0008137	LOC129787112	AAEL004040
OG0008138	LOC129788596	AAEL004053
OG0008139	LOC129789881	AAEL004054
OG0008140	LOC129788742	AAEL004055
OG0008141	LOC129789038	AAEL004063
OG0008143	LOC129789704	AAEL004076
OG0008144	LOC129796237	AAEL004105
OG0008145	LOC129795101	AAEL004107
OG0008146	LOC129795135	AAEL004113
OG0008147	LOC129786171	AAEL004132
OG0008148	LOC129795828	AAEL004141
OG0008150	LOC129796408	AAEL004161
OG0008151	LOC129791683	AAEL004168
OG0008152	LOC129792674	AAEL004176
OG0008153	LOC129788375	AAEL004179
OG0008154	LOC129794258, LOC129788569	AAEL004183
OG0008157	LOC129795141	AAEL004209
OG0008158	LOC129793629	AAEL004249
OG0008159	LOC129792186	AAEL004252
OG0008161	LOC129786138	AAEL004325
OG0008163	LOC129793133	AAEL004352
OG0008164	LOC129793759	AAEL004356
OG0008168	LOC129791875	AAEL004409
OG0008169	LOC129794198	AAEL004423
OG0008170	LOC129786720	AAEL004439
OG0008171	LOC129786347	AAEL004460
OG0008172	LOC129796934	AAEL004479
OG0008174	LOC129786208	AAEL004511
OG0008175	LOC129786556	AAEL004551
OG0008176	LOC129789552	AAEL004558
OG0008177	LOC129789968	AAEL004561
OG0008178	LOC129788034	AAEL004570
OG0008179	LOC129793074	AAEL004571
OG0008180	LOC129791886	AAEL004589
OG0008182	LOC129786843	AAEL004607
OG0008183	LOC129797088	AAEL004620
OG0008185	LOC129786990	AAEL004630
OG0008186	LOC129786230	AAEL004643
OG0008189	LOC129792235	AAEL004662
OG0008190	LOC129787394	AAEL004680
OG0008191	LOC129787434	AAEL004686
OG0008192	LOC129791090	AAEL004793
OG0008193	LOC129794342	AAEL004837
OG0008194	LOC129792175	AAEL004843
OG0008195	LOC129792173	AAEL004844
